$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$D;4318,00;46,2;;8800;11,5;3,8;825;;;;117;0,3;0,0;348;-0;-8;100;*52
$D;4319,00;45,7;;8800;11,5;3,8;825;;;;117;0,3;0,0;344;-0;-6;100;*99
$D;4320,00;46,8;;8900;11,5;3,8;826;;;;116;0,3;0,0;342;-0;-5;100;*F4
$D;4321,00;50,6;;8900;11,5;3,8;826;;;;115;0,4;0,0;334;-0;-6;100;*36
$D;4322,00;52,6;;8900;11,5;3,8;826;;;;114;0,4;0,0;323;-0;-8;100;*C2
$D;4323,00;53,1;;8900;11,5;3,8;826;;;;113;0,4;0,0;317;-0;-9;100;*B1
$D;4324,00;50,5;;8900;11,5;3,8;826;;;;112;0,3;0,0;305;-0;-9;100;*C1
$D;4325,00;49,4;;8900;11,5;3,8;826;;;;111;0,3;0,0;291;-0;-8;100;*B1
$D;4326,00;49,4;;9000;11,5;3,8;826;;;;111;0,4;0,0;284;-0;-7;100;*30
$D;4327,00;49,5;;9000;11,5;3,8;826;;;;110;0,3;0,0;266;-0;-7;100;*20
$D;4328,00;51,6;;9000;11,5;3,8;826;;;;108;0,3;0,0;258;-0;-8;100;*38
$D;4329,00;48,7;;9000;11,5;3,8;827;;;;107;0,4;0,0;242;-0;-9;100;*B5
$D;4330,00;47,7;;9000;11,5;3,8;827;;;;107;0,3;0,0;228;-0;-9;100;*CB
$D;4331,00;42,3;;9000;11,5;3,8;827;;;;107;0,3;0,2;222;-0;-7;100;*D3
$D;4332,00;38,4;;9000;11,5;3,8;827;;;;107;0,3;0,0;213;-0;-5;100;*A6
$D;4333,00;39,2;;9000;11,5;3,8;827;;;;106;0,3;0,0;210;-0;-5;100;*79
$D;4334,00;39,0;;9100;11,5;3,8;827;;;;106;0,4;0,0;203;-0;-5;100;*93
$D;4335,00;41,1;;9100;11,5;3,8;827;;;;104;0,3;0,0;199;-0;-6;100;*E9
$D;4336,00;40,6;;9100;11,5;3,8;827;;;;103;0,4;0,0;198;-0;-7;100;*67
$D;4337,00;37,7;;9100;11,5;3,9;827;;;;102;0,3;0,0;200;-0;-6;100;*85
$D;4338,00;36,4;;9100;11,5;3,9;828;;;;102;0,3;0,0;204;-0;-5;100;*1A
$D;4339,00;33,2;;9100;11,5;3,9;828;;;;102;0,3;0,0;208;-0;-5;100;*C0
$D;4340,00;32,8;;9100;11,5;3,9;828;;;;101;0,4;0,0;214;-0;-6;100;*8A
$D;4341,00;33,5;;9100;11,5;3,9;828;;;;99;0,4;0,0;219;-0;-7;100;*64
$D;4342,00;33,8;;9100;11,5;3,9;828;;;;99;0,4;0,0;229;-0;-7;100;*35
$D;4343,00;34,5;;9100;11,5;3,9;828;;;;98;0,3;0,0;240;-0;-7;100;*BC
$D;4344,00;33,1;;9200;11,5;3,9;828;;;;98;0,3;0,0;245;-0;-6;100;*46
$D;4345,00;31,4;;9200;11,5;3,9;828;;;;97;0,4;0,0;255;-0;-5;100;*C8
$D;4346,00;32,1;;9200;11,5;3,9;828;;;;97;0,3;0,0;264;-0;-5;100;*77
$D;4347,00;32,2;;9200;11,5;3,9;829;;;;96;0,3;0,0;269;-0;-5;100;*BF
$D;4348,00;32,5;;9200;11,5;3,9;829;;;;95;0,3;0,0;280;-0;-6;100;*A4
$D;4349,00;34,3;;9200;11,5;3,9;829;;;;94;0,3;0,0;284;-0;-6;100;*2E
$D;4350,00;35,6;;9200;11,5;3,9;829;;;;93;0,3;0,0;293;-0;-6;100;*43
$D;4351,00;39,0;;9200;11,5;3,9;829;;;;92;0,3;0,0;301;-0;-6;100;*3C
$D;4352,00;45,3;;9200;11,5;3,9;829;;;;91;0,3;0,0;303;-0;-7;100;*75
$D;4353,00;48,0;;9200;11,5;3,9;829;;;;89;0,4;0,0;306;-0;-8;100;*24
$D;4354,00;46,9;;9300;11,5;3,9;829;;;;89;0,3;0,0;302;-0;-8;100;*8C
$D;4355,00;49,2;;9300;11,5;3,9;829;;;;88;0,3;0,0;297;-0;-8;100;*C3
$D;4356,00;50,9;;9300;11,5;3,9;829;;;;87;0,3;0,0;286;-0;-8;100;*46
$D;4357,00;51,1;;9300;11,5;3,9;830;;;;85;0,4;0,0;278;-0;-9;100;*87
$D;4358,00;54,0;;9300;11,5;3,9;830;;;;84;0,3;0,0;260;-0;-9;100;*3F
$D;4359,00;53,6;;9300;11,5;3,9;830;;;;83;0,3;0,0;242;-0;-10;100;*4A
$D;4360,00;51,2;;9400;11,5;3,9;830;;;;83;0,4;0,0;232;-0;-9;100;*3C
$D;4361,00;50,5;;9400;11,5;3,9;830;;;;82;0,3;0,0;217;-0;-8;100;*3A
$D;4362,00;50,4;;9400;11,5;3,9;830;;;;82;0,4;0,0;209;-0;-7;100;*E4
$D;4363,00;52,9;;9400;11,5;3,9;830;;;;81;0,4;0,0;194;-0;-7;100;*48
$D;4364,00;52,9;;9400;11,5;3,9;830;;;;80;0,3;0,0;180;-0;-7;100;*2C
$D;4365,00;55,7;;9400;11,5;3,9;830;;;;78;0,4;0,0;176;-0;-8;100;*4F
$D;4366,00;52,1;;9400;11,5;3,9;830;;;;78;0,3;0,0;172;-0;-8;100;*88
$D;4367,00;48,9;;9500;11,5;3,9;831;;;;77;0,3;0,0;175;-0;-7;100;*EA
$D;4368,00;43,5;;9500;11,5;3,9;831;;;;78;0,4;0,5;177;-0;-5;100;*2D
$D;4369,00;41,5;;9500;11,5;3,9;831;;;;79;0,4;0,4;181;-0;-4;100;*FB
$D;4370,00;42,2;;9500;11,5;3,9;831;;;;78;0,3;0,0;181;-0;-3;100;*A4
$D;4371,00;49,0;;9500;11,5;3,9;831;;;;77;0,4;0,0;183;-0;-5;100;*F9
$D;4372,00;52,5;;9500;11,5;3,9;831;;;;74;0,3;0,0;186;-0;-6;100;*F3
$D;4373,00;54,2;;9500;11,5;3,9;831;;;;73;0,4;0,0;189;-0;-7;100;*A9
$D;4374,00;50,7;;9600;11,5;3,9;831;;;;73;0,4;0,0;193;-0;-6;100;*3B
$D;4375,00;49,5;;9600;11,5;3,9;832;;;;73;0,3;0,0;196;-0;-4;100;*57
$D;4376,00;50,4;;9600;11,5;3,9;832;;;;73;0,3;0,0;196;-0;-4;100;*48
$D;4377,00;52,9;;9600;11,5;3,9;832;;;;71;0,4;0,0;194;-0;-5;100;*5B
$D;4378,00;54,7;;9600;11,5;3,9;832;;;;70;0,4;0,0;193;-0;-7;100;*37
$D;4379,00;49,7;;9600;11,5;3,9;832;;;;70;0,4;0,0;194;-0;-8;100;*3F
$D;4380,00;48,6;;9600;11,5;3,9;832;;;;70;0,3;0,0;195;-0;-7;100;*D1
$D;4381,00;49,2;;9700;11,5;3,9;832;;;;70;0,3;0,0;194;-0;-5;100;*97
$D;4382,00;55,8;;9700;11,5;3,9;832;;;;68;0,3;0,0;191;-0;-4;100;*69
$D;4383,00;56,9;;9700;11,5;3,9;832;;;;67;0,3;0,0;189;-0;-5;100;*0E
$D;4384,00;48,8;;9700;11,5;3,9;833;;;;66;0,4;0,0;186;-0;-6;100;*0C
$D;4385,00;44,1;;9700;11,5;3,9;833;;;;67;0,3;0,6;181;-0;-5;100;*07
$D;4386,00;37,7;;9700;11,5;3,9;833;;;;68;0,4;0,5;178;-0;-4;100;*A1
$D;4387,00;38,0;;9700;11,5;3,9;833;;;;67;0,4;0,0;167;-0;-3;100;*0A
$D;4388,00;41,2;;9800;11,5;3,9;833;;;;65;0,4;0,0;156;-0;-4;100;*E7
$D;4389,00;44,3;;9800;11,5;3,9;833;;;;64;0,3;0,0;149;-0;-6;100;*06
$D;4390,00;45,6;;9800;11,5;3,9;833;;;;63;0,3;0,0;136;-0;-7;100;*9C
$D;4391,00;39,5;;9800;11,5;3,9;833;;;;63;0,3;0,0;131;-0;-6;100;*29
$D;4392,00;34,4;;9800;11,5;3,9;833;;;;64;0,4;0,7;124;-0;-3;100;*06
$D;4393,00;34,3;;9800;11,5;3,9;834;;;;64;0,4;0,0;120;-0;-2;100;*40
$D;4394,00;34,2;;9800;11,5;3,9;834;;;;64;0,3;0,0;117;-0;-3;100;*E3
$D;4395,00;38,8;;9800;11,5;3,9;834;;;;62;0,4;0,0;113;-0;-4;100;*1A
$D;4396,00;40,4;;9800;11,5;3,9;834;;;;61;0,3;0,0;111;-0;-6;100;*48
$D;4397,00;41,0;;9900;11,5;3,9;834;;;;60;0,3;0,0;108;-0;-6;100;*D2
$D;4398,00;40,8;;9900;11,5;3,9;834;;;;60;0,3;0,0;105;-0;-4;100;*F3
$D;4399,00;37,0;;9900;11,5;3,9;834;;;;60;0,3;0,0;104;-0;-2;100;*9C
$D;4400,00;35,1;;9900;11,5;3,9;834;;;;60;0,4;0,0;103;-0;-2;100;*0D
$D;4401,00;34,8;;9900;11,5;3,9;834;;;;59;0,3;0,0;100;-0;-4;100;*7E
$D;4402,00;36,2;;9900;11,5;3,9;835;;;;58;0,4;0,0;98;-0;-6;100;*C0
$D;4403,00;35,1;;9900;11,5;3,9;835;;;;57;0,3;0,0;95;-0;-6;100;*5C
$D;4404,00;33,9;;9900;11,5;3,9;835;;;;57;0,3;0,0;94;-0;-5;100;*0F
$D;4405,00;31,3;;9900;11,5;3,9;835;;;;57;0,4;0,0;91;-0;-3;100;*0D
$D;4406,00;32,0;;10000;11,5;3,9;835;;;;57;0,4;0,0;88;-0;-2;100;*92
$D;4407,00;34,0;;10000;11,5;3,9;835;;;;56;0,3;0,0;86;-0;-3;100;*25
$D;4408,00;35,0;;10000;11,5;3,9;835;;;;56;0,4;0,0;81;-0;-4;100;*87
$D;4409,00;33,9;;10000;11,5;3,9;835;;;;55;0,3;0,0;78;-0;-4;100;*E7
$D;4410,00;31,6;;10000;11,5;3,9;835;;;;55;0,4;0,0;77;-0;-4;100;*B1
$D;4411,00;30,9;;10000;11,5;3,9;836;;;;55;0,3;0,0;75;-0;-3;100;*EA
$D;4412,00;30,9;;10000;11,5;3,9;836;;;;54;0,3;0,0;74;-0;-2;100;*46
$D;4413,00;32,8;;10000;11,5;3,9;836;;;;54;0,4;0,0;73;-0;-3;100;*07
$D;4414,00;33,9;;10000;11,5;3,9;836;;;;53;0,3;0,0;72;-0;-4;100;*68
$D;4415,00;33,5;;10000;11,5;3,9;836;;;;52;0,3;0,0;73;-0;-5;100;*A8
$D;4416,00;34,5;;10000;11,5;3,9;836;;;;52;0,3;0,0;73;-0;-4;100;*A8
$D;4417,00;35,3;;10100;11,5;3,9;836;;;;51;0,4;0,0;75;-0;-4;100;*6B
$D;4418,00;36,9;;10100;11,5;3,9;836;;;;51;0,3;0,0;76;-0;-4;100;*8D
$D;4419,00;37,5;;10100;11,5;3,9;836;;;;50;0,3;0,0;79;-0;-4;100;*DF
$D;4420,00;40,1;;10100;11,5;3,9;836;;;;48;0,4;0,0;82;-0;-6;100;*A6
$D;4421,00;40,0;;10100;11,5;3,9;837;;;;48;0,3;0,0;89;-0;-6;100;*96
$D;4422,00;39,2;;10100;11,5;3,9;837;;;;47;0,3;0,0;99;-0;-6;100;*22
$D;4423,00;38,4;;10100;11,5;3,9;837;;;;47;0,3;0,0;102;-0;-5;100;*F9
$D;4424,00;37,8;;10100;11,5;3,9;837;;;;47;0,4;0,0;116;-0;-5;100;*3A
$D;4425,00;35,3;;10200;11,5;3,9;837;;;;46;0,3;0,0;120;-0;-5;100;*E8
$D;4426,00;35,9;;10200;11,5;3,9;837;;;;45;0,3;0,0;131;-0;-6;100;*41
$D;4427,00;36,4;;10200;11,5;3,9;837;;;;44;0,3;0,0;142;-0;-6;100;*8D
$D;4428,00;37,1;;10200;11,5;3,9;837;;;;42;0,3;0,0;148;-0;-6;100;*24
$D;4429,00;35,1;;10200;11,5;3,9;837;;;;42;0,3;0,0;159;-0;-6;100;*6B
$D;4430,00;34,5;;10200;11,5;3,9;838;;;;41;0,3;0,0;169;-0;-6;100;*AB
$D;4431,00;36,5;;10200;11,5;3,9;838;;;;40;0,4;0,0;173;-0;-6;100;*01
$D;4432,00;37,9;;10200;11,5;3,9;838;;;;38;0,4;0,0;179;-0;-7;100;*4B
$D;4433,00;43,9;;10200;11,5;3,9;838;;;;35;0,4;0,0;181;-0;-9;100;*69
$D;4434,00;47,1;;10300;11,5;3,9;838;;;;34;0,4;0,0;183;-0;-11;100;*B7
$D;4435,00;49,2;;10300;11,5;3,9;838;;;;32;0,3;0,0;179;-0;-12;100;*4B
$D;4436,00;48,4;;10300;11,5;3,9;838;;;;32;0,3;0,0;176;-0;-12;100;*E5
$D;4437,00;48,4;;10300;11,5;3,9;838;;;;32;0,4;0,0;166;-0;-11;100;*97
$D;4438,00;48,0;;10300;11,5;3,9;838;;;;32;0,4;0,0;153;-0;-10;100;*64
$D;4439,00;49,0;;10300;11,5;3,9;839;;;;32;0,3;0,0;146;-0;-9;100;*2D
$D;4440,00;49,5;;10300;11,5;3,9;839;;;;31;0,4;0,0;129;-0;-9;100;*E2
$D;4441,00;50,4;;10400;11,5;3,9;839;;;;30;0,4;0,0;121;-0;-8;100;*86
$D;4442,00;53,8;;10400;11,5;3,9;839;;;;29;0,4;0,0;104;-0;-7;100;*4E
$D;4443,00;56,6;;10400;11,5;3,9;839;;;;27;0,3;0,0;88;-0;-6;100;*F1
$D;4444,00;56,1;;10400;11,5;3,9;839;;;;26;0,3;0,0;77;-0;-6;100;*BC
$D;4445,00;50,9;;10400;11,5;3,9;839;;;;26;0,4;0,0;60;-0;-6;100;*04
$D;4446,00;48,6;;10400;11,5;3,9;839;;;;26;0,4;0,2;53;-0;-5;100;*EF
$D;4447,00;45,8;;10400;11,5;3,9;839;;;;26;0,4;0,0;43;-0;-5;100;*D9
$D;4448,00;45,5;;10500;11,5;3,9;840;;;;26;0,4;0,0;40;-0;-5;100;*58
$D;4449,00;43,5;;10500;11,5;3,9;840;;;;24;0,3;0,0;43;-0;-6;100;*9C
$D;4450,00;42,3;;10500;11,5;3,9;840;;;;22;0,4;0,0;52;-0;-7;100;*5E
$D;4451,00;44,2;;10500;11,5;3,9;840;;;;20;0,3;0,0;66;-0;-8;100;*5E
$D;4452,00;45,0;;10500;11,5;3,9;840;;;;19;0,3;0,0;72;-0;-8;100;*CB
$D;4453,00;48,0;;10500;11,5;3,9;840;;;;16;0,4;0,0;83;-0;-9;100;*10
$D;4454,00;48,8;;10500;11,5;3,9;840;;;;14;0,3;0,0;87;-0;-11;100;*73
$D;4455,00;40,7;;10600;11,3;3,9;840;;;;14;1,4;0,0;97;-0;-12;100;*6A
$D;4456,00;37,3;;10600;11,1;3,8;843;;;;15;19,9;0,6;104;-0;-11;100;*A9
$D;4457,00;40,9;;10600;10,8;3,7;852;;;;16;22,5;0,6;107;-0;-10;100;*6F
$D;4458,00;52,5;;10600;10,8;3,6;857;;;;17;29,2;1,8;113;-0;-8;100;*0B
$D;4459,00;49,8;;10600;10,8;3,6;867;;;;23;29,1;4,7;111;-0;-3;100;*49
$D;4460,00;48,9;;10600;10,7;3,6;872;;;;27;29,4;6,1;107;-0;4;100;*71
$D;4461,00;52,7;;10600;10,7;3,6;882;;;;37;30,3;8,4;99;-0;14;100;*DA
$D;4462,00;57,0;;10600;10,6;3,6;893;;;;50;31,2;9,5;94;-0;26;100;*96
$D;4463,00;51,1;;10700;10,6;3,6;898;;;;56;31,4;9,4;90;-0;38;100;*55
$D;4464,00;49,8;;10700;10,6;3,6;909;;;;65;30,5;7,0;86;-0;47;100;*30
$D;4465,00;56,7;;10700;10,6;3,6;919;;;;68;29,5;5,2;84;-0;52;100;*28
$D;4466,00;63,8;;10700;10,6;3,6;924;;;;71;27,7;2,7;81;-0;54;100;*66
$D;4467,00;63,0;;10700;10,6;3,6;934;;;;76;28,1;3,4;85;-0;56;100;*2A
$D;4468,00;58,4;;10700;10,5;3,6;938;;;;80;28,4;6,0;100;-0;58;100;*9B
$D;4469,00;47,5;;10800;10,5;3,6;949;;;;90;29,9;8,7;117;-0;61;100;*9D
$D;4470,00;42,0;;10800;10,5;3,5;958;;;;98;30,4;9,8;125;-0;63;100;*16
$D;4471,00;37,1;;10800;10,5;3,5;964;;;;109;30,7;8,9;139;-0;63;100;*5B
$D;4472,00;32,4;;10800;10,5;3,5;975;;;;118;30,8;7,3;150;-0;61;100;*01
$D;4473,00;28,2;;10800;10,9;3,7;983;;;;122;30,8;6,8;154;-0;59;100;*53
$D;4474,00;27,9;;10800;11,1;3,7;984;;;;129;0,4;4,3;160;-0;59;100;*B4
$D;4475,00;27,4;;10800;11,2;3,7;984;;;;128;0,4;2,0;160;-0;58;100;*FD
$D;4476,00;35,5;;10800;11,2;3,7;984;;;;127;0,5;0,0;158;-0;54;100;*20
$D;4477,00;36,9;;10800;11,2;3,8;984;;;;125;0,4;0,0;158;-0;47;100;*66
$D;4478,00;36,5;;10800;11,2;3,8;984;;;;125;0,4;0,0;159;-0;38;100;*FF
$D;4479,00;35,5;;10800;11,3;3,8;984;;;;125;0,3;0,0;161;-0;28;100;*39
$D;4480,00;35,2;;10800;11,3;3,8;984;;;;124;0,3;0,0;163;-0;18;100;*5E
$D;4481,00;34,7;;10900;11,3;3,8;984;;;;124;0,3;0,0;164;-0;9;100;*A7
$D;4482,00;33,8;;10900;11,3;3,8;984;;;;123;0,4;0,0;167;-0;2;100;*C1
$D;4483,00;31,4;;10900;11,3;3,8;985;;;;123;0,4;0,0;168;-0;-4;100;*B7
$D;4484,00;31,4;;10900;11,3;3,8;985;;;;122;0,3;0,0;173;-0;-6;100;*40
$D;4485,00;32,6;;10900;11,3;3,8;985;;;;121;0,4;0,0;178;-0;-6;100;*88
$D;4486,00;35,5;;10900;11,3;3,8;985;;;;120;0,3;0,0;181;-0;-6;100;*13
$D;4487,00;34,8;;10900;11,3;3,8;985;;;;119;0,3;0,0;190;-0;-6;100;*D1
$D;4488,00;33,6;;10900;11,3;3,8;985;;;;118;0,3;0,0;194;-0;-6;100;*0F
$D;4489,00;30,4;;10900;11,3;3,8;985;;;;118;0,4;0,0;203;-0;-6;100;*0A
$D;4490,00;30,4;;10900;11,3;3,8;985;;;;118;0,3;0,0;211;-0;-5;100;*4E
$D;4491,00;31,8;;11000;11,3;3,8;985;;;;116;0,3;0,0;215;-0;-6;100;*88
$D;4492,00;34,9;;11000;11,4;3,8;986;;;;116;0,3;0,0;224;-0;-6;100;*E8
$D;4493,00;36,8;;11000;11,4;3,8;986;;;;114;0,3;0,0;232;-0;-7;100;*8E
$D;4494,00;36,3;;11000;11,4;3,8;986;;;;113;0,3;0,0;238;-0;-7;100;*40
$D;4495,00;34,7;;11000;11,4;3,8;986;;;;113;0,4;0,0;248;-0;-7;100;*34
$D;4496,00;31,4;;11000;11,4;3,8;986;;;;113;0,3;0,0;254;-0;-6;100;*2F
$D;4497,00;30,2;;11000;11,4;3,8;986;;;;112;0,4;0,0;264;-0;-5;100;*24
$D;4498,00;29,8;;11000;11,4;3,8;986;;;;111;0,3;0,0;273;-0;-6;100;*0A
$D;4499,00;31,5;;11000;11,4;3,8;986;;;;111;0,3;0,0;276;-0;-7;100;*A2
$D;4500,00;32,8;;11000;11,4;3,8;986;;;;110;0,3;0,0;286;-0;-7;100;*01
$D;4501,00;32,5;;11000;11,4;3,8;987;;;;108;0,3;0,0;296;-0;-7;100;*B9
$D;4502,00;32,7;;11100;11,4;3,8;987;;;;108;0,3;0,0;301;-0;-6;100;*17
$D;4503,00;34,1;;11100;11,4;3,8;987;;;;107;0,3;0,0;311;-0;-6;100;*3E
$D;4504,00;34,0;;11100;11,4;3,8;987;;;;106;0,3;0,0;315;-0;-6;100;*A6
$D;4505,00;36,6;;11100;11,4;3,8;987;;;;106;0,3;0,0;326;-0;-6;100;*7C
$D;4506,00;37,8;;11100;11,4;3,8;987;;;;105;0,3;0,0;334;-0;-7;100;*F2
$D;4507,00;39,6;;11100;11,4;3,8;987;;;;104;0,3;0,0;339;-0;-7;100;*FB
$D;4508,00;41,1;;11100;11,4;3,8;987;;;;103;0,4;0,0;348;-0;-7;100;*DA
$D;4509,00;41,0;;11100;11,4;3,8;987;;;;102;0,3;0,0;352;-0;-7;100;*68
$D;4510,00;42,1;;11100;11,4;3,8;987;;;;101;0,4;0,0;360;-0;-7;100;*5A
$D;4511,00;42,3;;11200;11,4;3,8;988;;;;100;0,3;0,0;366;-0;-7;100;*A4
$D;4512,00;43,0;;11200;11,4;3,8;988;;;;99;0,3;0,0;369;-0;-7;100;*53
$D;4513,00;44,7;;11200;11,4;3,8;988;;;;99;0,3;0,0;375;-0;-7;100;*46
$D;4514,00;45,0;;11200;11,4;3,8;988;;;;98;0,3;0,0;379;-0;-7;100;*7D
$D;4515,00;48,6;;11200;11,4;3,8;988;;;;97;0,4;0,0;379;-0;-7;100;*FE
$D;4516,00;51,1;;11200;11,4;3,8;988;;;;95;0,4;0,0;375;-0;-8;100;*9F
$D;4517,00;53,8;;11200;11,4;3,8;988;;;;93;0,3;0,0;371;-0;-8;100;*F2
$D;4518,00;55,5;;11300;11,4;3,8;988;;;;93;0,4;0,0;361;-0;-9;100;*CF
$D;4519,00;53,2;;11300;11,4;3,8;988;;;;91;0,3;0,0;347;-0;-9;100;*77
$D;4520,00;47,9;;11300;11,4;3,8;989;;;;91;0,4;0,0;339;-0;-9;100;*43
$D;4521,00;45,0;;11300;11,4;3,8;989;;;;91;0,4;0,0;328;-0;-8;100;*0D
$D;4522,00;44,9;;11300;11,4;3,8;989;;;;91;0,3;0,0;315;-0;-8;100;*62
$D;4523,00;46,4;;11300;11,4;3,8;989;;;;90;0,4;0,0;308;-0;-7;100;*6E
$D;4524,00;48,4;;11300;11,4;3,8;989;;;;89;0,3;0,0;292;-0;-7;100;*8E
$D;4525,00;49,1;;11400;11,4;3,8;989;;;;88;0,3;0,0;286;-0;-7;100;*58
$D;4526,00;48,4;;11400;11,4;3,8;989;;;;88;0,4;0,0;269;-0;-6;100;*48
$D;4527,00;47,1;;11400;11,4;3,8;989;;;;87;0,4;0,0;253;-0;-5;100;*27
$D;4528,00;43,3;;11400;11,4;3,8;989;;;;87;0,4;0,0;245;-0;-4;100;*A3
$D;4529,00;42,7;;11400;11,4;3,8;990;;;;86;0,3;0,0;230;-0;-4;100;*74
$D;4530,00;43,0;;11400;11,4;3,8;990;;;;86;0,4;0,0;214;-0;-5;100;*BE
$D;4531,00;44,7;;11400;11,4;3,8;990;;;;85;0,4;0,0;206;-0;-5;100;*E7
$D;4532,00;45,5;;11400;11,4;3,8;990;;;;84;0,3;0,0;191;-0;-6;100;*7B
$D;4533,00;44,7;;11500;11,4;3,8;990;;;;83;0,4;0,0;185;-0;-6;100;*D4
$D;4534,00;44,4;;11500;11,4;3,8;990;;;;83;0,4;0,0;172;-0;-5;100;*4B
$D;4535,00;45,6;;11500;11,4;3,8;990;;;;82;0,3;0,0;158;-0;-5;100;*11
$D;4536,00;45,2;;11500;11,4;3,8;990;;;;82;0,4;0,0;152;-0;-5;100;*07
$D;4537,00;41,4;;11500;11,4;3,8;990;;;;82;0,4;0,0;147;-0;-5;100;*74
$D;4538,00;38,9;;11500;11,4;3,8;991;;;;81;0,4;0,0;149;-0;-5;100;*06
$D;4539,00;36,7;;11500;11,4;3,8;991;;;;80;0,4;0,0;156;-0;-5;100;*78
$D;4540,00;33,7;;11500;11,4;3,8;991;;;;80;0,4;0,0;166;-0;-5;100;*AE
$D;4541,00;22,5;;11600;11,4;3,8;991;;;;80;0,4;0,3;171;-0;-4;100;*A6
$D;4542,00;24,9;;11600;11,4;3,8;991;;;;80;0,4;0,0;175;-0;-3;100;*3D
$D;4543,00;31,9;;11600;11,4;3,8;991;;;;76;0,3;0,0;177;-0;-4;100;*07
$D;4544,00;43,4;;11600;11,4;3,8;991;;;;74;0,5;0,0;178;-0;-7;100;*2F
$D;4545,00;46,8;;11600;11,4;3,8;991;;;;70;0,4;0,0;178;-0;-10;100;*55
$D;4546,00;51,7;;11600;11,4;3,8;992;;;;67;0,4;0,0;174;-0;-13;100;*92
$D;4547,00;41,9;;11600;11,4;3,8;992;;;;68;0,4;0,0;173;-0;-14;100;*08
$D;4548,00;37,9;;11600;11,4;3,8;992;;;;69;0,4;0,9;175;-0;-11;100;*15
$D;4549,00;34,0;;11600;11,4;3,8;992;;;;70;0,4;0,7;175;-0;-10;100;*0F
$D;4550,00;35,8;;11700;11,4;3,8;992;;;;70;1,0;0,0;172;-0;-10;100;*F5
$D;4551,00;39,4;;11700;11,4;3,8;993;;;;69;0,6;0,0;169;-0;-10;100;*72
$D;4552,00;44,6;;11700;11,4;3,8;993;;;;68;0,6;0,0;157;-0;-10;100;*DC
$D;4553,00;43,8;;11700;11,4;3,8;993;;;;66;0,3;0,0;145;-0;-8;100;*7D
$D;4554,00;40,6;;11700;11,4;3,8;993;;;;65;0,3;0,0;140;-0;-5;100;*13
$D;4555,00;36,3;;11700;11,4;3,8;993;;;;65;0,4;0,0;132;-0;-2;100;*75
$D;4556,00;34,4;;11700;11,4;3,8;993;;;;64;0,4;0,0;128;-0;-2;100;*45
$D;4557,00;37,2;;11700;11,4;3,8;993;;;;63;0,4;0,0;128;-0;-5;100;*5F
$D;4558,00;40,6;;11700;11,4;3,8;993;;;;61;0,3;0,0;131;-0;-8;100;*39
$D;4559,00;40,9;;11800;11,4;3,8;994;;;;59;0,3;0,0;137;-0;-10;100;*0A
$D;4560,00;37,6;;11800;11,4;3,8;994;;;;58;0,4;0,0;147;-0;-10;100;*51
$D;4561,00;33,4;;11800;11,4;3,8;994;;;;59;0,4;0,4;160;-0;-9;100;*72
$D;4562,00;28,6;;11800;11,4;3,8;994;;;;59;0,3;0,4;164;-0;-7;100;*4B
$D;4563,00;31,1;;11800;11,4;3,8;994;;;;59;0,4;0,0;173;-0;-6;100;*A1
$D;4564,00;34,7;;11800;11,4;3,8;994;;;;56;0,3;0,0;181;-0;-7;100;*31
$D;4565,00;42,7;;11800;11,4;3,8;994;;;;55;0,3;0,0;186;-0;-9;100;*64
$D;4566,00;44,2;;11800;11,4;3,8;994;;;;53;0,4;0,0;196;-0;-10;100;*E8
$D;4567,00;40,3;;11800;11,4;3,8;994;;;;54;0,4;0,0;200;-0;-8;100;*5B
$D;4568,00;32,2;;11900;11,4;3,8;994;;;;55;0,4;1,2;210;-0;-5;100;*3D
$D;4569,00;30,1;;11900;11,4;3,8;995;;;;56;0,3;0,6;215;-0;-3;100;*98
$D;4570,00;33,7;;11900;11,4;3,8;995;;;;55;0,4;0,0;217;-0;-3;100;*C4
$D;4571,00;46,6;;11900;11,4;3,8;995;;;;52;0,4;0,0;217;-0;-5;100;*0C
$D;4572,00;53,1;;11900;11,4;3,8;995;;;;48;0,4;0,0;216;-0;-8;100;*C3
$D;4573,00;55,1;;11900;11,4;3,8;995;;;;47;0,4;0,0;215;-0;-10;100;*5F
$D;4574,00;50,7;;11900;11,4;3,8;995;;;;48;0,3;0,4;212;-0;-7;100;*91
$D;4575,00;44,2;;11900;11,4;3,8;995;;;;49;0,3;0,7;209;-0;-5;100;*88
$D;4576,00;44,2;;12000;11,4;3,8;995;;;;49;0,3;0,3;203;-0;-4;100;*1B
$D;4577,00;46,8;;12000;11,4;3,8;996;;;;47;0,3;0,0;196;-0;-5;100;*C1
$D;4578,00;53,0;;12000;11,4;3,8;996;;;;46;0,3;0,0;192;-0;-9;100;*A3
$D;4579,00;55,4;;12000;11,4;3,8;996;;;;44;0,3;0,0;183;-0;-11;100;*67
$D;4580,00;54,3;;12000;11,4;3,8;996;;;;43;0,3;0,0;179;-0;-10;100;*82
$D;4581,00;51,2;;12000;11,4;3,8;996;;;;43;0,4;0,0;170;-0;-7;100;*23
$D;4582,00;51,5;;12000;11,4;3,8;996;;;;43;0,3;0,0;160;-0;-4;100;*53
