$SETUP1;Time;;;;;;;;;;;;;;;;;
$SETUP2;sec;;;;;;;;;;;;;;;;;
$D;443,38;5,0;;;;;;;;;;;;;;;0,0;
$D;443,49;;100,0;;;;;;;;;;;;;;0,0;
$D;443,60;;;12,0;;;;;;;;;;;;;0,1;
$D;443,72;;;;72,3;;;;;;;;;;;;0,1;
$D;443,80;;;;;0,1;;;;;;;;;;;0,2;
$D;443,91;;;;;;0,0;;;;;;;;;;0,2;
$D;444,02;;;;;;;-2,0;;;;;;;;;0,2;
$D;444,13;;;;;;;;0,0;;;;;;;;0,2;
$D;444,25;;;;;;;;;48,0;;;;;;;0,2;
$D;444,34;;;;;;;;;;0,0;;;;;;0,2;
$D;444,45;;;;;;;;;;;0,4;;;;;0,2;
$D;444,55;;;;;;;;;;;;92,6;;;;0,1;
$D;444,66;5,0;;;;;;;;;;;;;;;0,1;
$D;444,78;;100,0;;;;;;;;;;;;;;0,1;
$D;444,86;;;12,0;;;;;;;;;;;;;0,1;
$D;444,93;;;;72,3;;;;;;;;;;;;0,0;
$D;445,04;;;;;0,1;;;;;;;;;;;0,0;
$D;445,15;;;;;;0,0;;;;;;;;;;0,0;
$D;445,26;;;;;;;-1,0;;;;;;;;;0,0;
$D;445,35;;;;;;;;0,0;;;;;;;;0,0;
$D;445,47;;;;;;;;;47,0;;;;;;;-0,1;
$D;445,57;;;;;;;;;;0,0;;;;;;-0,1;
$D;445,69;;;;;;;;;;;0,3;;;;;-0,1;
$D;445,77;;;;;;;;;;;;92,6;;;;-0,1;
$D;445,88;5,0;;;;;;;;;;;;;;;0,0;
$D;445,99;;100,0;;;;;;;;;;;;;;0,0;
$D;446,09;;;12,0;;;;;;;;;;;;;0,0;
$D;446,20;;;;72,3;;;;;;;;;;;;0,0;
$D;446,34;;;;;0,1;;;;;;;;;;;-0,1;
$D;446,43;;;;;;0,0;;;;;;;;;;-0,1;
$D;446,51;;;;;;;-1,0;;;;;;;;;-0,1;
$D;446,58;;;;;;;;0,0;;;;;;;;0,0;
$D;446,68;;;;;;;;;48,0;;;;;;;0,0;
$D;446,79;;;;;;;;;;0,0;;;;;;0,0;
$D;446,91;;;;;;;;;;;0,5;;;;;0,0;
$D;446,99;;;;;;;;;;;;92,6;;;;0,0;
$D;447,10;5,0;;;;;;;;;;;;;;;0,0;
$D;447,21;;100,0;;;;;;;;;;;;;;0,0;
$D;447,33;;;12,0;;;;;;;;;;;;;0,0;
$D;447,42;;;;72,3;;;;;;;;;;;;0,0;
$D;447,53;;;;;0,1;;;;;;;;;;;0,0;
$D;447,62;;;;;;0,0;;;;;;;;;;0,0;
$D;447,73;;;;;;;-1,0;;;;;;;;;0,0;
$D;447,84;;;;;;;;0,0;;;;;;;;0,0;
$D;447,95;;;;;;;;;48,0;;;;;;;-0,1;
$D;448,07;;;;;;;;;;0,0;;;;;;-0,1;
$D;448,15;;;;;;;;;;;0,4;;;;;-0,1;
$D;448,21;;;;;;;;;;;;92,6;;;;-0,1;
$D;448,33;5,0;;;;;;;;;;;;;;;-0,1;
$D;448,44;;100,0;;;;;;;;;;;;;;-0,1;
$D;448,53;;;12,0;;;;;;;;;;;;;0,0;
$D;448,64;;;;72,3;;;;;;;;;;;;0,0;
$D;448,75;;;;;0,1;;;;;;;;;;;0,0;
$D;448,86;;;;;;0,0;;;;;;;;;;0,0;
$D;448,96;;;;;;;-1,0;;;;;;;;;0,0;
$D;449,07;;;;;;;;0,0;;;;;;;;0,0;
$D;449,17;;;;;;;;;48,0;;;;;;;0,0;
$D;449,28;;;;;;;;;;0,0;;;;;;0,0;
$D;449,40;;;;;;;;;;;0,5;;;;;0,0;
$D;449,51;;;;;;;;;;;;92,6;;;;0,0;
$D;449,59;5,0;;;;;;;;;;;;;;;0,0;
$D;449,70;;100,0;;;;;;;;;;;;;;0,0;
$D;449,81;;;12,0;;;;;;;;;;;;;0,0;
$D;449,87;;;;72,3;;;;;;;;;;;;0,0;
$D;450,00;;;;;0,1;;;;;;;;;;;-0,1;
$D;450,08;;;;;;0,0;;;;;;;;;;-0,1;
$D;450,18;;;;;;;-1,0;;;;;;;;;-0,1;
$D;450,30;;;;;;;;0,0;;;;;;;;-0,1;
$D;450,41;;;;;;;;;48,0;;;;;;;-0,1;
$D;450,51;;;;;;;;;;0,0;;;;;;0,0;
$D;450,61;;;;;;;;;;;0,5;;;;;0,0;
$D;450,70;;;;;;;;;;;;92,6;;;;0,0;
$D;450,81;5,0;;;;;;;;;;;;;;;0,0;
$D;450,92;;100,0;;;;;;;;;;;;;;0,0;
$D;451,03;;;12,0;;;;;;;;;;;;;0,0;
$D;451,15;;;;72,3;;;;;;;;;;;;0,0;
$D;451,24;;;;;0,1;;;;;;;;;;;0,0;
$D;451,35;;;;;;0,0;;;;;;;;;;0,0;
$D;451,46;;;;;;;-2,0;;;;;;;;;0,0;
$D;451,52;;;;;;;;0,0;;;;;;;;0,0;
$D;451,63;;;;;;;;;48,0;;;;;;;0,0;
$D;451,75;;;;;;;;;;0,0;;;;;;0,0;
$D;451,84;;;;;;;;;;;0,4;;;;;0,0;
$D;451,94;;;;;;;;;;;;92,6;;;;0,0;
$D;452,06;5,0;;;;;;;;;;;;;;;0,0;
$D;452,15;;100,0;;;;;;;;;;;;;;0,0;
$D;452,27;;;12,0;;;;;;;;;;;;;0,0;
$D;452,36;;;;72,3;;;;;;;;;;;;0,0;
$D;452,47;;;;;0,1;;;;;;;;;;;0,0;
$D;452,59;;;;;;0,0;;;;;;;;;;0,0;
$D;452,67;;;;;;;-2,0;;;;;;;;;0,0;
$D;452,78;;;;;;;;0,0;;;;;;;;0,0;
$D;452,88;;;;;;;;;48,0;;;;;;;0,0;
$D;452,99;;;;;;;;;;0,0;;;;;;0,0;
$D;453,10;;;;;;;;;;;0,4;;;;;0,0;
$D;453,16;;;;;;;;;;;;92,6;;;;0,1;
$D;453,27;5,0;;;;;;;;;;;;;;;0,1;
$D;453,39;;100,0;;;;;;;;;;;;;;0,1;
$D;453,48;;;12,0;;;;;;;;;;;;;0,1;
$D;453,59;;;;72,3;;;;;;;;;;;;0,1;
$D;453,70;;;;;0,1;;;;;;;;;;;0,1;
$D;453,79;;;;;;0,0;;;;;;;;;;0,1;
$D;453,91;;;;;;;-1,0;;;;;;;;;0,0;
$D;454,01;;;;;;;;0,0;;;;;;;;0,0;
$D;454,11;;;;;;;;;48,0;;;;;;;0,0;
$D;454,22;;;;;;;;;;0,0;;;;;;0,0;
$D;454,33;;;;;;;;;;;0,1;;;;;0,0;
$D;454,43;;;;;;;;;;;;92,6;;;;0,0;
$D;454,55;5,0;;;;;;;;;;;;;;;0,0;
$D;454,64;;100,0;;;;;;;;;;;;;;0,0;
$D;454,75;;;12,0;;;;;;;;;;;;;0,0;
$D;454,81;;;;72,3;;;;;;;;;;;;0,0;
$D;454,92;;;;;0,1;;;;;;;;;;;0,0;
$D;455,02;;;;;;0,0;;;;;;;;;;0,0;
$D;455,13;;;;;;;-1,0;;;;;;;;;0,0;
$D;455,25;;;;;;;;0,0;;;;;;;;0,0;
$D;455,34;;;;;;;;;48,0;;;;;;;0,0;
$D;455,44;;;;;;;;;;0,0;;;;;;0,0;
$D;455,56;;;;;;;;;;;0,0;;;;;0,0;
$D;455,67;;;;;;;;;;;;92,6;;;;0,0;
$D;455,76;5,0;;;;;;;;;;;;;;;0,0;
$D;455,87;;100,0;;;;;;;;;;;;;;0,0;
$D;455,98;;;12,0;;;;;;;;;;;;;0,0;
$D;456,09;;;;72,3;;;;;;;;;;;;0,0;
$D;456,18;;;;;0,1;;;;;;;;;;;0,0;
$D;456,29;;;;;;0,0;;;;;;;;;;0,0;
$D;456,40;;;;;;;-1,0;;;;;;;;;0,0;
$D;456,46;;;;;;;;0,0;;;;;;;;0,0;
$D;456,57;;;;;;;;;48,0;;;;;;;0,0;
$D;456,68;;;;;;;;;;0,0;;;;;;-0,1;
$D;456,77;;;;;;;;;;;0,0;;;;;-0,1;
$D;456,89;;;;;;;;;;;;92,6;;;;-0,1;
$D;457,00;5,0;;;;;;;;;;;;;;;-0,1;
$D;457,09;;100,0;;;;;;;;;;;;;;-0,1;
$D;457,20;;;12,0;;;;;;;;;;;;;-0,1;
$D;457,29;;;;72,3;;;;;;;;;;;;-0,2;
$D;457,40;;;;;0,1;;;;;;;;;;;-0,2;
$D;457,51;;;;;;0,0;;;;;;;;;;-0,2;
$D;457,62;;;;;;;-1,0;;;;;;;;;-0,2;
$D;457,74;;;;;;;;0,0;;;;;;;;-0,2;
$D;457,82;;;;;;;;;48,0;;;;;;;-0,2;
$D;457,94;;;;;;;;;;0,0;;;;;;-0,2;
$D;458,04;;;;;;;;;;;0,2;;;;;-0,1;
$D;458,10;;;;;;;;;;;;92,6;;;;-0,1;
$D;458,21;5,0;;;;;;;;;;;;;;;-0,1;
$D;458,32;;100,0;;;;;;;;;;;;;;-0,1;
$D;458,41;;;12,0;;;;;;;;;;;;;0,0;
$D;458,52;;;;72,3;;;;;;;;;;;;0,0;
$D;458,63;;;;;0,1;;;;;;;;;;;0,0;
$D;458,74;;;;;;0,0;;;;;;;;;;0,0;
$D;458,86;;;;;;;-2,0;;;;;;;;;0,0;
$D;458,94;;;;;;;;0,0;;;;;;;;0,0;
$D;459,06;;;;;;;;;48,0;;;;;;;0,0;
$D;459,17;;;;;;;;;;0,0;;;;;;0,0;
$D;459,26;;;;;;;;;;;0,0;;;;;0,0;
$D;459,37;;;;;;;;;;;;92,6;;;;0,0;
$D;459,48;5,0;;;;;;;;;;;;;;;0,0;
$D;459,60;;100,0;;;;;;;;;;;;;;0,0;
$D;459,68;;;12,0;;;;;;;;;;;;;0,0;
$D;459,74;;;;72,3;;;;;;;;;;;;0,0;
$D;459,85;;;;;0,1;;;;;;;;;;;0,0;
$D;459,98;;;;;;0,0;;;;;;;;;;0,1;
$D;460,08;;;;;;;-2,0;;;;;;;;;0,1;
$D;460,16;;;;;;;;0,0;;;;;;;;0,1;
$D;460,28;;;;;;;;;48,0;;;;;;;0,1;
$D;460,39;;;;;;;;;;0,0;;;;;;0,1;
$D;460,48;;;;;;;;;;;0,0;;;;;0,1;
$D;460,59;;;;;;;;;;;;92,6;;;;0,1;
$D;460,70;5,0;;;;;;;;;;;;;;;0,1;
$D;460,82;;100,0;;;;;;;;;;;;;;0,1;
$D;460,91;;;12,0;;;;;;;;;;;;;0,1;
$D;461,03;;;;72,3;;;;;;;;;;;;0,1;
$D;461,12;;;;;0,1;;;;;;;;;;;0,1;
$D;461,24;;;;;;0,0;;;;;;;;;;0,1;
$D;461,33;;;;;;;-2,0;;;;;;;;;0,1;
$D;461,39;;;;;;;;0,0;;;;;;;;0,0;
$D;461,50;;;;;;;;;48,0;;;;;;;0,0;
$D;461,62;;;;;;;;;;0,0;;;;;;0,0;
$D;461,72;;;;;;;;;;;0,1;;;;;0,0;
$D;461,82;;;;;;;;;;;;92,6;;;;0,0;
$D;461,93;5,0;;;;;;;;;;;;;;;0,0;
$D;462,05;;100,0;;;;;;;;;;;;;;0,0;
$D;462,13;;;12,0;;;;;;;;;;;;;0,0;
$D;462,24;;;;72,3;;;;;;;;;;;;0,0;
$D;462,35;;;;;0,1;;;;;;;;;;;0,0;
$D;462,47;;;;;;0,0;;;;;;;;;;0,0;
$D;462,55;;;;;;;-1,0;;;;;;;;;0,0;
$D;462,66;;;;;;;;0,0;;;;;;;;0,0;
$D;462,77;;;;;;;;;48,0;;;;;;;0,0;
$D;462,89;;;;;;;;;;0,0;;;;;;0,0;
$D;462,97;;;;;;;;;;;0,1;;;;;0,0;
$D;463,05;;;;;;;;;;;;92,6;;;;0,0;
$D;463,15;5,0;;;;;;;;;;;;;;;0,0;
$D;463,27;;100,0;;;;;;;;;;;;;;0,0;
$D;463,36;;;12,0;;;;;;;;;;;;;0,0;
$D;463,47;;;;72,3;;;;;;;;;;;;0,0;
$D;463,59;;;;;0,1;;;;;;;;;;;0,0;
$D;463,67;;;;;;0,0;;;;;;;;;;0,0;
$D;463,79;;;;;;;-1,0;;;;;;;;;0,0;
$D;463,88;;;;;;;;0,0;;;;;;;;0,0;
$D;464,00;;;;;;;;;48,0;;;;;;;0,0;
$D;464,11;;;;;;;;;;0,0;;;;;;0,0;
$D;464,23;;;;;;;;;;;0,0;;;;;0,0;
$D;464,33;;;;;;;;;;;;92,6;;;;0,0;
$D;464,41;5,0;;;;;;;;;;;;;;;0,0;
$D;464,52;;100,0;;;;;;;;;;;;;;0,0;
$D;464,64;;;12,0;;;;;;;;;;;;;0,0;
$D;464,71;;;;72,3;;;;;;;;;;;;0,0;
$D;464,79;;;;;0,1;;;;;;;;;;;0,0;
$D;464,90;;;;;;0,0;;;;;;;;;;0,0;
$D;465,01;;;;;;;-1,0;;;;;;;;;0,0;
$D;465,13;;;;;;;;0,0;;;;;;;;0,0;
$D;465,21;;;;;;;;;48,0;;;;;;;0,0;
$D;465,34;;;;;;;;;;0,0;;;;;;-0,1;
$D;465,44;;;;;;;;;;;0,0;;;;;-0,1;
$D;465,53;;;;;;;;;;;;92,6;;;;-0,1;
$D;465,64;5,0;;;;;;;;;;;;;;;0,0;
$D;465,75;;100,0;;;;;;;;;;;;;;0,0;
$D;465,87;;;12,0;;;;;;;;;;;;;0,0;
$D;465,95;;;;72,3;;;;;;;;;;;;0,0;
$D;466,06;;;;;0,1;;;;;;;;;;;0,0;
$D;466,18;;;;;;0,0;;;;;;;;;;0,0;
$D;466,27;;;;;;;-1,0;;;;;;;;;0,0;
$D;466,33;;;;;;;;0,0;;;;;;;;0,0;
$D;466,44;;;;;;;;;48,0;;;;;;;0,0;
$D;466,55;;;;;;;;;;0,0;;;;;;0,0;
$D;466,67;;;;;;;;;;;0,2;;;;;0,0;
$D;466,75;;;;;;;;;;;;92,6;;;;0,0;
$D;466,87;5,0;;;;;;;;;;;;;;;0,0;
$D;466,97;;100,0;;;;;;;;;;;;;;-0,1;
$D;467,08;;;12,0;;;;;;;;;;;;;-0,1;
$D;467,20;;;;72,3;;;;;;;;;;;;-0,1;
$D;467,29;;;;;0,1;;;;;;;;;;;-0,1;
$D;467,39;;;;;;0,0;;;;;;;;;;0,0;
$D;467,51;;;;;;;-1,0;;;;;;;;;0,0;
$D;467,60;;;;;;;;0,0;;;;;;;;0,0;
$D;467,72;;;;;;;;;48,0;;;;;;;0,0;
$D;467,81;;;;;;;;;;0,0;;;;;;0,1;
$D;467,92;;;;;;;;;;;0,2;;;;;0,1;
$D;467,98;;;;;;;;;;;;92,6;;;;0,1;
$D;468,09;5,0;;;;;;;;;;;;;;;0,2;
$D;468,21;;100,0;;;;;;;;;;;;;;0,2;
$D;468,29;;;12,0;;;;;;;;;;;;;0,2;
$D;468,40;;;;72,3;;;;;;;;;;;;0,2;
$D;468,52;;;;;0,1;;;;;;;;;;;0,2;
$D;468,62;;;;;;0,0;;;;;;;;;;0,1;
$D;468,74;;;;;;;-1,0;;;;;;;;;0,1;
$D;468,83;;;;;;;;0,0;;;;;;;;0,1;
$D;468,93;;;;;;;;;48,0;;;;;;;0,1;
$D;469,04;;;;;;;;;;0,0;;;;;;0,1;
$D;469,16;;;;;;;;;;;0,1;;;;;0,0;
$D;469,24;;;;;;;;;;;;92,6;;;;0,0;
$D;469,35;5,0;;;;;;;;;;;;;;;0,0;
$D;469,46;;100,0;;;;;;;;;;;;;;0,0;
$D;469,57;;;12,0;;;;;;;;;;;;;0,0;
$D;469,63;;;;72,3;;;;;;;;;;;;0,0;
$D;469,75;;;;;0,1;;;;;;;;;;;-0,1;
$D;469,85;;;;;;0,0;;;;;;;;;;-0,1;
$D;469,96;;;;;;;-1,0;;;;;;;;;-0,1;
$D;470,05;;;;;;;;0,0;;;;;;;;-0,1;
$D;470,16;;;;;;;;;48,0;;;;;;;-0,1;
$D;470,27;;;;;;;;;;0,0;;;;;;-0,1;
$D;470,40;;;;;;;;;;;0,5;;;;;-0,1;
$D;470,47;;;;;;;;;;;;92,6;;;;-0,1;
$D;470,58;5,0;;;;;;;;;;;;;;;-0,1;
$D;470,69;;100,0;;;;;;;;;;;;;;-0,1;
$D;470,78;;;12,0;;;;;;;;;;;;;-0,1;
$D;470,89;;;;72,3;;;;;;;;;;;;-0,1;
$D;471,00;;;;;0,1;;;;;;;;;;;0,0;
$D;471,11;;;;;;0,0;;;;;;;;;;0,0;
$D;471,23;;;;;;;-1,0;;;;;;;;;0,0;
$D;471,27;;;;;;;;0,0;;;;;;;;0,0;
$D;471,38;;;;;;;;;48,0;;;;;;;0,0;
$D;471,49;;;;;;;;;;0,0;;;;;;0,0;
$D;471,62;;;;;;;;;;;0,4;;;;;0,0;
$D;471,69;;;;;;;;;;;;92,6;;;;0,0;
$D;471,80;5,0;;;;;;;;;;;;;;;0,0;
$D;471,91;;100,0;;;;;;;;;;;;;;0,0;
$D;472,01;;;12,0;;;;;;;;;;;;;0,0;
$D;472,12;;;;72,3;;;;;;;;;;;;0,0;
$D;472,23;;;;;0,1;;;;;;;;;;;0,0;
$D;472,33;;;;;;0,0;;;;;;;;;;0,0;
$D;472,44;;;;;;;-1,0;;;;;;;;;0,0;
$D;472,55;;;;;;;;0,0;;;;;;;;0,0;
$D;472,67;;;;;;;;;48,0;;;;;;;0,0;
$D;472,75;;;;;;;;;;0,0;;;;;;0,0;
$D;472,87;;;;;;;;;;;0,1;;;;;0,0;
$D;472,92;;;;;;;;;;;;92,6;;;;0,0;
$D;473,04;5,0;;;;;;;;;;;;;;;0,0;
$D;473,15;;100,0;;;;;;;;;;;;;;0,0;
$D;473,24;;;12,0;;;;;;;;;;;;;0,0;
$D;473,35;;;;72,3;;;;;;;;;;;;0,0;
$D;473,45;;;;;0,1;;;;;;;;;;;-0,1;
$D;473,57;;;;;;0,0;;;;;;;;;;-0,1;
$D;473,67;;;;;;;-2,0;;;;;;;;;-0,1;
$D;473,77;;;;;;;;0,0;;;;;;;;-0,1;
$D;473,86;;;;;;;;;48,0;;;;;;;-0,1;
$D;473,97;;;;;;;;;;0,0;;;;;;-0,1;
$D;474,09;;;;;;;;;;;0,1;;;;;-0,1;
$D;474,21;;;;;;;;;;;;92,6;;;;-0,2;
$D;474,31;5,0;;;;;;;;;;;;;;;-0,2;
$D;474,40;;100,0;;;;;;;;;;;;;;-0,1;
$D;474,51;;;12,0;;;;;;;;;;;;;-0,1;
$D;474,57;;;;72,3;;;;;;;;;;;;-0,1;
$D;474,68;;;;;0,1;;;;;;;;;;;-0,1;
$D;474,80;;;;;;0,0;;;;;;;;;;-0,1;
$D;474,89;;;;;;;-2,0;;;;;;;;;0,0;
$D;475,00;;;;;;;;0,0;;;;;;;;0,0;
$D;475,11;;;;;;;;;48,0;;;;;;;0,0;
$D;475,20;;;;;;;;;;0,0;;;;;;0,0;
$D;475,30;;;;;;;;;;;0,1;;;;;0,0;
$D;475,42;;;;;;;;;;;;92,6;;;;0,0;
$D;475,53;5,0;;;;;;;;;;;;;;;0,0;
$D;475,64;;100,0;;;;;;;;;;;;;;0,0;
$D;475,75;;;12,0;;;;;;;;;;;;;0,1;
$D;475,84;;;;72,3;;;;;;;;;;;;0,1;
$D;475,93;;;;;0,1;;;;;;;;;;;0,1;
$D;476,04;;;;;;0,0;;;;;;;;;;0,1;
$D;476,17;;;;;;;-2,0;;;;;;;;;0,0;
$D;476,22;;;;;;;;0,0;;;;;;;;0,0;
$D;476,32;;;;;;;;;48,0;;;;;;;0,0;
$D;476,44;;;;;;;;;;0,0;;;;;;0,0;
$D;476,55;;;;;;;;;;;0,1;;;;;0,0;
$D;476,64;;;;;;;;;;;;92,6;;;;0,0;
$D;476,75;5,0;;;;;;;;;;;;;;;0,0;
$D;476,87;;100,0;;;;;;;;;;;;;;0,0;
$D;476,96;;;12,0;;;;;;;;;;;;;0,0;
$D;477,08;;;;72,3;;;;;;;;;;;;0,0;
$D;477,16;;;;;0,1;;;;;;;;;;;0,0;
$D;477,27;;;;;;0,0;;;;;;;;;;0,0;
$D;477,40;;;;;;;-2,0;;;;;;;;;0,0;
$D;477,48;;;;;;;;0,0;;;;;;;;0,0;
$D;477,59;;;;;;;;;48,0;;;;;;;0,0;
$D;477,70;;;;;;;;;;0,0;;;;;;0,0;
$D;477,83;;;;;;;;;;;0,4;;;;;0,0;
$D;477,88;;;;;;;;;;;;92,6;;;;0,0;
$D;477,97;5,0;;;;;;;;;;;;;;;0,0;
$D;478,08;;100,0;;;;;;;;;;;;;;0,0;
$D;478,19;;;12,0;;;;;;;;;;;;;0,0;
$D;478,30;;;;72,3;;;;;;;;;;;;0,0;
$D;478,39;;;;;0,1;;;;;;;;;;;0,0;
$D;478,49;;;;;;0,0;;;;;;;;;;0,0;
$D;478,61;;;;;;;-1,0;;;;;;;;;0,0;
$D;478,71;;;;;;;;0,0;;;;;;;;0,0;
$D;478,83;;;;;;;;;48,0;;;;;;;0,0;
$D;478,92;;;;;;;;;;0,0;;;;;;0,0;
$D;479,03;;;;;;;;;;;0,4;;;;;0,0;
$D;479,14;;;;;;;;;;;;92,6;;;;0,1;
$D;479,25;5,0;;;;;;;;;;;;;;;0,1;
$D;479,34;;100,0;;;;;;;;;;;;;;0,2;
$D;479,45;;;12,0;;;;;;;;;;;;;0,2;
$D;479,51;;;;72,3;;;;;;;;;;;;0,2;
$D;479,62;;;;;0,1;;;;;;;;;;;0,2;
$D;479,72;;;;;;0,0;;;;;;;;;;0,2;
$D;479,83;;;;;;;-1,0;;;;;;;;;0,2;
$D;479,95;;;;;;;;0,0;;;;;;;;0,2;
$D;480,03;;;;;;;;;48,0;;;;;;;0,2;
$D;480,15;;;;;;;;;;0,0;;;;;;0,1;
$D;480,25;;;;;;;;;;;0,0;;;;;0,1;
$D;480,35;;;;;;;;;;;;92,6;;;;0,1;
$D;480,46;5,0;;;;;;;;;;;;;;;0,1;
$D;480,57;;100,0;;;;;;;;;;;;;;0,1;
$D;480,69;;;12,0;;;;;;;;;;;;;0,1;
$D;480,77;;;;72,3;;;;;;;;;;;;0,1;
$D;480,88;;;;;0,1;;;;;;;;;;;0,0;
$D;480,98;;;;;;0,0;;;;;;;;;;0,0;
$D;481,09;;;;;;;-1,0;;;;;;;;;0,0;
$D;481,16;;;;;;;;0,0;;;;;;;;0,0;
$D;481,27;;;;;;;;;48,0;;;;;;;0,0;
$D;481,37;;;;;;;;;;0,0;;;;;;-0,1;
$D;481,47;;;;;;;;;;;0,1;;;;;-0,1;
$D;481,60;;;;;;;;;;;;92,6;;;;-0,1;
$D;481,68;5,0;;;;;;;;;;;;;;;0,0;
$D;481,79;;100,0;;;;;;;;;;;;;;0,0;
$D;481,90;;;12,0;;;;;;;;;;;;;-0,1;
$D;482,02;;;;72,3;;;;;;;;;;;;-0,1;
$D;482,10;;;;;0,1;;;;;;;;;;;0,0;
$D;482,21;;;;;;0,0;;;;;;;;;;0,0;
$D;482,34;;;;;;;-1,0;;;;;;;;;-0,1;
$D;482,42;;;;;;;;0,0;;;;;;;;-0,1;
$D;482,53;;;;;;;;;48,0;;;;;;;-0,1;
$D;482,64;;;;;;;;;;0,0;;;;;;-0,1;
$D;482,77;;;;;;;;;;;0,7;;;;;-0,1;
$D;482,80;;;;;;;;;;;;92,6;;;;-0,1;
$D;482,93;5,0;;;;;;;;;;;;;;;-0,1;
$D;483,01;;100,0;;;;;;;;;;;;;;-0,2;
$D;483,13;;;12,0;;;;;;;;;;;;;-0,2;
$D;483,24;;;;72,3;;;;;;;;;;;;-0,2;
$D;483,33;;;;;0,1;;;;;;;;;;;-0,1;
$D;483,44;;;;;;0,0;;;;;;;;;;-0,1;
$D;483,55;;;;;;;-2,0;;;;;;;;;-0,1;
$D;483,65;;;;;;;;0,0;;;;;;;;-0,1;
$D;483,76;;;;;;;;;48,0;;;;;;;0,0;
$D;483,88;;;;;;;;;;0,0;;;;;;0,0;
$D;483,96;;;;;;;;;;;0,7;;;;;0,0;
$D;484,07;;;;;;;;;;;;92,6;;;;0,0;
$D;484,18;5,0;;;;;;;;;;;;;;;0,0;
$D;484,30;;100,0;;;;;;;;;;;;;;0,0;
$D;484,39;;;12,0;;;;;;;;;;;;;0,0;
$D;484,45;;;;72,3;;;;;;;;;;;;0,0;
$D;484,56;;;;;0,1;;;;;;;;;;;0,0;
$D;484,66;;;;;;0,0;;;;;;;;;;0,0;
$D;484,78;;;;;;;-1,0;;;;;;;;;0,0;
$D;484,88;;;;;;;;0,0;;;;;;;;0,0;
$D;484,97;;;;;;;;;48,0;;;;;;;0,1;
$D;485,08;;;;;;;;;;0,0;;;;;;0,1;
$D;485,19;;;;;;;;;;;0,1;;;;;0,1;
$D;485,29;;;;;;;;;;;;92,6;;;;0,1;
$D;485,41;5,0;;;;;;;;;;;;;;;0,1;
$D;485,52;;100,0;;;;;;;;;;;;;;0,1;
$D;485,61;;;12,0;;;;;;;;;;;;;0,1;
$D;485,72;;;;72,3;;;;;;;;;;;;0,1;
$D;485,83;;;;;0,1;;;;;;;;;;;0,1;
$D;485,95;;;;;;0,0;;;;;;;;;;0,1;
$D;486,04;;;;;;;-1,0;;;;;;;;;0,0;
$D;486,10;;;;;;;;0,0;;;;;;;;0,0;
$D;486,22;;;;;;;;;48,0;;;;;;;0,0;
$D;486,31;;;;;;;;;;0,0;;;;;;0,0;
$D;486,42;;;;;;;;;;;0,1;;;;;0,0;
$D;486,53;;;;;;;;;;;;92,6;;;;0,1;
$D;486,62;5,0;;;;;;;;;;;;;;;0,1;
$D;486,73;;100,0;;;;;;;;;;;;;;0,1;
$D;486,84;;;12,0;;;;;;;;;;;;;0,1;
$D;486,96;;;;72,3;;;;;;;;;;;;0,1;
$D;487,04;;;;;0,1;;;;;;;;;;;0,1;
$D;487,16;;;;;;0,0;;;;;;;;;;0,1;
$D;487,25;;;;;;;-1,0;;;;;;;;;0,1;
$D;487,38;;;;;;;;0,0;;;;;;;;0,1;
$D;487,47;;;;;;;;;48,0;;;;;;;0,1;
$D;487,58;;;;;;;;;;0,0;;;;;;0,1;
$D;487,70;;;;;;;;;;;0,5;;;;;0,1;
$D;487,76;;;;;;;;;;;;92,6;;;;0,1;
$D;487,85;5,0;;;;;;;;;;;;;;;0,1;
$D;487,96;;100,0;;;;;;;;;;;;;;0,1;
$D;488,07;;;12,0;;;;;;;;;;;;;0,1;
$D;488,18;;;;72,2;;;;;;;;;;;;0,1;
$D;488,27;;;;;0,1;;;;;;;;;;;0,1;
$D;488,38;;;;;;0,0;;;;;;;;;;0,1;
$D;488,49;;;;;;;-1,0;;;;;;;;;0,1;
$D;488,58;;;;;;;;0,0;;;;;;;;0,1;
$D;488,69;;;;;;;;;48,0;;;;;;;0,1;
$D;488,80;;;;;;;;;;0,0;;;;;;0,1;
$D;488,93;;;;;;;;;;;0,3;;;;;0,1;
$D;489,01;;;;;;;;;;;;92,6;;;;0,1;
$D;489,11;5,0;;;;;;;;;;;;;;;0,1;
$D;489,23;;100,0;;;;;;;;;;;;;;0,1;
$D;489,32;;;12,0;;;;;;;;;;;;;0,1;
$D;489,39;;;;72,2;;;;;;;;;;;;0,0;
$D;489,50;;;;;0,1;;;;;;;;;;;0,0;
$D;489,62;;;;;;0,0;;;;;;;;;;0,0;
$D;489,70;;;;;;;-1,0;;;;;;;;;0,0;
$D;489,81;;;;;;;;0,0;;;;;;;;0,0;
$D;489,92;;;;;;;;;48,0;;;;;;;0,0;
$D;490,02;;;;;;;;;;0,0;;;;;;0,0;
$D;490,14;;;;;;;;;;;0,0;;;;;0,0;
$D;490,25;;;;;;;;;;;;92,6;;;;0,0;
$D;490,34;5,0;;;;;;;;;;;;;;;0,0;
$D;490,45;;100,0;;;;;;;;;;;;;;0,0;
$D;490,56;;;12,0;;;;;;;;;;;;;0,0;
$D;490,67;;;;72,2;;;;;;;;;;;;0,0;
