Zeit [s];RSSI [dB];Spannung [V];Strom [A];Leistung [W];Kapazitaet [Ah];Energie [Wh];Temp. Tmp. [*C]
#Version 2.04beta-19
#0.0:Modellname:PROTOS__ Akku:6S 2.65Ah TXE Version 3.5 Anzahl Fluege:35 Betriebsstunden:13:16:08 US-T V1.00
335.8;-38;22.7;11.6;263;0.83;19.66;23
336.0;-38;22.7;10.2;232;0.83;19.66;23
336.4;-43;22.7;9.6;218;0.83;19.66;23
336.6;-39;22.7;9.6;218;0.83;19.76;23
336.8;-41;22.7;10.6;241;0.83;19.76;23
337.0;-30;22.7;10.6;241;0.83;19.76;23
337.2;-35;22.7;10.5;238;0.83;19.76;23
337.4;-21;22.7;10.5;238;0.84;19.76;23
337.6;-14;22.7;9.1;207;0.84;19.76;23
337.8;-11;22.7;9.1;207;0.84;19.76;23
338.0;-10;22.7;9.7;220;0.84;19.76;23
338.2;-16;22.7;9.7;220;0.84;19.86;23
338.4;-11;22.7;10.5;238;0.84;19.86;23
338.6;-12;22.7;10.5;238;0.84;19.86;23
338.8;-18;22.7;10.1;229;0.84;19.86;23
339.0;-24;22.7;10.1;229;0.84;19.86;23
339.2;-25;22.7;10.1;229;0.84;19.86;23
339.4;-25;22.7;10.1;229;0.84;19.86;23
339.6;-28;22.7;8.5;193;0.84;19.86;23
339.8;-27;22.7;8.5;193;0.84;19.86;23
340.0;-29;22.7;8.5;193;0.84;19.86;23
340.2;-30;22.7;9.7;220;0.84;19.99;23
340.4;-32;22.7;9.5;216;0.84;19.99;23
340.6;-34;22.7;9.5;216;0.84;19.99;23
340.8;-36;22.7;9.8;222;0.84;19.99;23
341.0;-37;22.7;9.8;222;0.85;19.99;23
341.2;-38;22.7;10.2;232;0.85;19.99;23
341.4;-42;22.7;10.2;232;0.85;19.99;23
341.6;-49;22.7;10.0;227;0.85;19.99;23
341.8;-52;22.7;10.0;227;0.85;20.09;23
342.0;-56;22.7;10.0;227;0.85;20.09;23
342.2;-49;22.7;10.0;227;0.85;20.09;23
342.4;-50;22.7;11.3;257;0.85;20.09;23
342.6;-41;22.7;11.3;257;0.85;20.09;23
342.8;-42;22.7;10.6;241;0.85;20.09;23
343.1;-44;22.7;10.6;241;0.85;20.09;23
343.3;-45;22.7;9.9;225;0.85;20.09;23
343.5;-44;22.7;9.9;225;0.85;20.19;23
343.8;-43;22.7;9.9;225;0.85;20.19;23
344.0;-44;22.7;9.9;225;0.85;20.19;23
344.2;-51;22.7;9.9;225;0.86;20.19;23
344.7;-35;22.7;9.9;225;0.86;20.19;23
344.9;-42;22.7;10.0;227;0.86;20.19;23
345.1;-39;22.7;10.0;227;0.86;20.29;23
345.3;-47;22.7;10.7;243;0.86;20.29;23
345.5;-45;22.7;10.7;243;0.86;20.29;23
345.7;-40;22.7;10.7;243;0.86;20.29;23
345.9;-38;22.7;10.7;243;0.86;20.29;23
346.1;-28;22.7;10.9;247;0.86;20.29;23
346.4;-20;22.7;10.7;243;0.86;20.29;23
346.6;-24;22.7;10.7;243;0.86;20.40;23
346.8;-30;22.7;10.7;243;0.86;20.40;23
347.0;-16;22.7;10.9;247;0.86;20.40;23
347.2;-18;22.7;11.9;270;0.86;20.40;23
347.4;-18;22.7;11.9;270;0.87;20.40;23
347.6;-25;22.6;10.4;235;0.87;20.40;23
348.0;-29;22.7;9.0;204;0.87;20.40;23
348.2;-32;22.7;9.0;204;0.87;20.51;23
348.4;-32;22.7;9.9;225;0.87;20.51;23
348.8;-30;22.7;9.4;213;0.87;20.51;23
349.0;-32;22.7;9.4;213;0.87;20.51;23
349.2;-30;22.7;9.7;220;0.87;20.51;23
349.4;-30;22.7;9.7;220;0.87;20.51;23
349.6;-30;22.7;10.5;238;0.87;20.51;23
350.0;-34;22.7;10.4;236;0.87;20.51;23
350.2;-35;22.7;10.4;236;0.87;20.63;23
350.4;-32;22.7;10.4;236;0.87;20.63;23
350.6;-32;22.7;9.6;218;0.87;20.63;23
350.8;-37;22.7;9.6;218;0.87;20.63;23
351.0;-32;22.7;9.4;213;0.88;20.63;23
351.2;-29;22.7;9.8;222;0.88;20.63;23
351.4;-29;22.7;9.8;222;0.88;20.63;23
351.6;-32;22.7;9.8;222;0.88;20.63;23
351.8;-33;22.7;10.0;227;0.88;20.73;23
352.0;-32;22.7;9.2;209;0.88;20.73;23
352.2;-34;22.7;9.2;209;0.88;20.73;23
352.4;-34;22.7;9.1;207;0.88;20.73;23
352.6;-35;22.7;9.1;207;0.88;20.73;23
352.8;-38;22.7;9.4;213;0.88;20.73;23
353.0;-36;22.7;9.4;213;0.88;20.73;23
353.2;-43;22.7;9.4;213;0.88;20.73;23
353.4;-33;22.7;9.4;213;0.88;20.83;23
353.6;-30;22.7;9.8;222;0.88;20.83;23
353.8;-34;22.7;9.8;222;0.88;20.83;23
354.0;-33;22.7;9.8;222;0.88;20.83;23
354.2;-37;22.7;9.6;218;0.89;20.83;23
354.4;-36;22.7;8.8;200;0.89;20.83;23
354.6;-38;22.7;8.8;200;0.89;20.83;23
354.8;-42;22.7;10.1;229;0.89;20.83;23
355.0;-49;22.7;10.1;229;0.89;20.92;23
355.2;-53;22.6;11.2;253;0.89;20.92;23
355.4;-47;22.6;11.2;253;0.89;20.92;23
355.6;-46;22.6;11.3;255;0.89;20.92;23
355.8;-41;22.6;11.3;255;0.89;20.92;23
356.0;-50;22.6;11.0;249;0.89;20.92;23
356.4;-47;22.6;9.2;208;0.89;20.92;23
356.6;-54;22.6;9.2;208;0.89;20.92;23
356.8;-67;22.6;10.6;240;0.89;20.92;23
357.0;-54;22.6;10.6;240;0.89;20.92;23
357.2;-38;22.6;10.6;240;0.89;20.92;23
357.4;-41;22.6;10.6;240;0.89;20.92;23
357.8;-52;22.6;10.6;240;0.89;20.92;23
358.0;-53;22.7;10.6;241;0.89;20.92;23
358.4;-56;22.7;10.6;241;0.89;20.92;23
358.6;-38;22.7;10.6;241;0.89;20.92;23
358.8;-54;22.6;10.3;233;0.89;20.92;23
359.0;-41;22.6;10.3;233;0.89;20.92;23
359.2;-52;22.6;9.5;215;0.89;20.92;23
359.4;-45;22.6;9.5;215;0.90;20.92;23
359.6;-51;22.6;9.5;215;0.90;20.92;23
360.0;-40;22.6;11.5;260;0.90;20.92;23
360.2;-47;22.6;11.5;260;0.90;21.26;23
360.4;-36;22.6;9.8;221;0.90;21.26;23
360.6;-50;22.6;9.8;221;0.90;21.26;23
360.8;-43;22.7;8.6;195;0.90;21.26;23
361.0;-47;22.7;8.6;195;0.90;21.26;23
361.2;-42;22.7;9.3;211;0.90;21.26;23
361.4;-44;22.7;9.3;211;0.90;21.26;23
361.6;-32;22.7;8.6;195;0.90;21.26;23
361.8;-37;22.7;8.6;195;0.90;21.35;23
362.0;-31;22.7;8.8;200;0.90;21.35;23
362.2;-44;22.7;8.8;200;0.90;21.35;23
362.4;-48;22.7;8.8;200;0.90;21.35;23
362.6;-47;22.7;8.8;200;0.90;21.35;23
362.8;-47;22.7;8.3;188;0.90;21.35;23
363.1;-48;22.7;8.0;182;0.90;21.35;23
363.3;-25;22.7;8.0;182;0.90;21.45;23
363.5;-26;22.7;8.0;182;0.90;21.45;23
363.7;-39;22.7;9.5;216;0.90;21.45;23
363.9;-29;22.7;9.5;216;0.90;21.45;23
364.1;-23;22.7;10.2;232;0.91;21.45;23
364.3;-21;22.7;10.2;232;0.91;21.45;23
364.5;-17;22.6;13.0;294;0.91;21.45;23
364.7;-13;22.6;12.3;278;0.91;21.45;23
364.9;-19;22.6;12.3;278;0.91;21.56;23
365.1;-24;22.6;12.3;278;0.91;21.56;23
365.3;-24;22.6;11.7;264;0.91;21.56;23
365.5;-23;22.6;11.7;264;0.91;21.56;23
365.7;-21;22.6;11.3;255;0.92;21.56;23
365.9;-19;22.6;11.5;260;0.92;21.56;23
366.3;-18;22.6;9.4;212;0.92;21.56;23
366.5;-20;22.6;9.4;212;0.92;21.67;23
366.7;-23;22.6;9.7;219;0.92;21.67;23
366.9;-24;22.6;9.7;219;0.92;21.67;23
367.1;-25;22.6;11.2;253;0.92;21.67;23
367.3;-26;22.6;11.2;253;0.92;21.67;23
367.5;-28;22.6;9.9;224;0.92;21.67;23
367.9;-31;22.6;8.5;192;0.92;21.67;23
368.1;-35;22.6;8.5;192;0.92;21.77;23
368.3;-34;22.6;11.2;253;0.92;21.77;23
368.7;-39;22.6;11.3;255;0.92;21.77;23
368.9;-45;22.6;11.3;255;0.92;21.77;23
369.1;-52;22.6;10.3;233;0.92;21.77;23
369.3;-51;22.6;10.3;233;0.93;21.77;23
369.5;-45;22.6;10.4;235;0.93;21.77;23
369.8;-38;22.6;10.4;235;0.93;21.77;24
370.0;-36;22.6;12.6;285;0.93;21.77;24
370.2;-41;22.6;12.6;285;0.93;21.91;24
370.4;-41;22.5;10.2;230;0.93;21.91;24
370.6;-46;22.5;10.2;230;0.93;21.91;24
370.8;-42;22.6;9.1;206;0.93;21.91;24
371.0;-38;22.6;9.1;206;0.93;21.91;24
371.2;-39;22.6;10.1;228;0.93;21.91;24
371.4;-35;22.6;10.1;228;0.93;21.91;24
371.6;-41;22.6;10.4;235;0.93;21.91;24
371.8;-44;22.6;10.4;235;0.93;22.01;24
372.0;-32;22.6;10.1;228;0.93;22.01;24
372.2;-37;22.6;10.1;228;0.93;22.01;24
372.4;-47;22.6;10.9;246;0.93;22.01;24
372.6;-39;22.6;10.9;246;0.94;22.01;24
372.8;-46;22.6;9.4;212;0.94;22.01;24
373.0;-61;22.6;9.4;212;0.94;22.01;24
373.2;-26;22.6;10.7;242;0.94;22.01;24
373.4;-30;22.6;10.7;242;0.94;22.12;24
373.6;-31;22.6;10.7;242;0.94;22.12;24
373.8;-31;22.6;10.7;242;0.94;22.12;24
374.0;-22;22.6;10.0;226;0.94;22.12;24
374.2;-19;22.6;10.0;226;0.94;22.12;24
374.4;-17;22.6;10.0;226;0.94;22.12;24
374.6;-18;22.6;10.0;226;0.94;22.12;24
374.8;-18;22.6;11.2;253;0.94;22.12;24
375.0;-29;22.6;11.2;253;0.94;22.22;24
375.2;-19;22.6;9.9;224;0.94;22.22;24
375.4;-25;22.6;9.9;224;0.94;22.22;24
375.6;-23;22.6;9.7;219;0.94;22.22;24
375.8;-31;22.6;9.7;219;0.95;22.22;24
376.0;-27;22.6;10.6;240;0.95;22.22;24
376.3;-33;22.5;10.1;227;0.95;22.22;24
376.5;-33;22.5;10.1;227;0.95;22.32;24
376.7;-34;22.6;10.9;246;0.95;22.32;24
376.9;-32;22.6;10.9;246;0.95;22.32;24
377.1;-31;22.6;11.2;253;0.95;22.32;24
377.3;-36;22.6;11.2;253;0.95;22.32;24
377.5;-38;22.5;11.2;252;0.95;22.32;24
377.7;-37;22.5;11.2;252;0.95;22.32;24
377.9;-43;22.6;9.2;208;0.95;22.32;24
378.1;-45;22.6;9.2;208;0.95;22.43;24
378.3;-44;22.6;9.8;221;0.95;22.43;24
378.5;-43;22.6;9.8;221;0.95;22.43;24
378.7;-44;22.6;10.0;226;0.95;22.43;24
378.9;-47;22.6;10.0;226;0.95;22.43;24
379.1;-39;22.5;10.0;225;0.95;22.43;24
379.3;-46;22.5;10.0;225;0.96;22.43;24
379.5;-42;22.5;10.0;225;0.96;22.43;24
379.7;-44;22.6;9.9;224;0.96;22.43;24
379.9;-44;22.6;10.6;240;0.96;22.43;24
380.1;-48;22.6;10.6;240;0.96;22.56;24
380.3;-42;22.6;10.6;240;0.96;22.56;24
380.5;-42;22.6;9.7;219;0.96;22.56;24
380.7;-44;22.6;9.7;219;0.96;22.56;24
380.9;-38;22.6;10.3;233;0.96;22.56;24
381.1;-42;22.6;10.3;233;0.96;22.56;24
381.3;-38;22.5;10.4;234;0.96;22.56;24
381.5;-38;22.5;10.4;234;0.96;22.56;24
381.7;-42;22.5;10.8;243;0.96;22.56;24
381.9;-30;22.5;10.8;243;0.96;22.56;24
382.1;-27;22.5;10.2;230;0.96;22.56;24
382.3;-12;22.5;10.2;230;0.96;22.56;24
382.5;-17;22.5;10.2;230;0.97;22.56;24
382.7;-14;22.5;10.2;230;0.97;22.56;24
382.9;-16;22.5;10.5;236;0.97;22.56;24
383.1;-25;22.5;9.9;223;0.97;22.56;24
383.3;-27;22.5;9.9;223;0.97;22.76;24
383.5;-30;22.5;9.9;223;0.97;22.76;24
383.7;-30;22.5;10.1;227;0.97;22.76;24
383.9;-32;22.6;11.1;251;0.97;22.76;24
384.1;-33;22.6;11.1;251;0.97;22.76;24
384.3;-37;22.6;9.8;221;0.97;22.76;24
384.7;-43;22.6;10.6;240;0.97;22.76;24
384.9;-44;22.6;10.6;240;0.97;22.87;24
385.1;-45;22.6;9.5;215;0.97;22.87;24
385.3;-41;22.6;9.5;215;0.97;22.87;24
385.5;-43;22.6;9.1;206;0.97;22.87;24
385.7;-42;22.6;9.1;206;0.98;22.87;24
385.9;-41;22.5;10.5;236;0.98;22.87;24
386.1;-43;22.5;10.5;236;0.98;22.87;24
386.3;-34;22.5;10.4;234;0.98;22.87;24
386.5;-30;22.5;10.4;234;0.98;22.97;24
386.7;-38;22.5;9.1;205;0.98;22.97;24
386.9;-29;22.5;9.1;205;0.98;22.97;24
387.1;-29;22.6;8.6;194;0.98;22.97;24
387.3;-30;22.6;8.6;194;0.98;22.97;24
387.5;-24;22.6;9.8;221;0.98;22.97;24
387.9;-24;22.6;8.4;190;0.98;22.97;24
388.1;-20;22.6;8.4;190;0.98;23.06;24
388.3;-25;22.6;9.6;217;0.98;23.06;24
388.7;-26;22.5;11.3;254;0.98;23.06;24
388.9;-32;22.5;11.3;254;0.98;23.06;24
389.1;-33;22.5;10.2;230;0.98;23.06;24
389.3;-39;22.5;10.2;230;0.99;23.06;24
389.5;-30;22.5;10.4;234;0.99;23.06;24
389.9;-29;22.5;10.9;245;0.99;23.06;24
390.1;-27;22.5;10.9;245;0.99;23.19;24
390.3;-24;22.5;10.7;241;0.99;23.19;24
390.5;-23;22.5;10.7;241;0.99;23.19;24
390.7;-26;22.5;10.2;230;0.99;23.19;24
390.9;-29;22.5;10.2;230;0.99;23.19;24
391.1;-25;22.5;10.4;234;0.99;23.19;24
391.3;-26;22.5;10.4;234;0.99;23.19;24
391.5;-28;22.5;10.9;245;0.99;23.19;24
391.7;-31;22.5;10.9;245;0.99;23.29;24
391.9;-36;22.5;11.0;248;0.99;23.29;24
392.1;-41;22.5;11.0;248;0.99;23.29;24
392.3;-46;22.5;8.9;200;0.99;23.29;24
392.5;-43;22.5;8.9;200;0.99;23.29;24
392.7;-38;22.6;9.4;212;0.99;23.29;24
393.0;-36;22.6;9.3;210;0.99;23.29;24
393.2;-39;22.6;9.3;210;0.99;23.39;24
393.4;-40;22.6;9.3;210;0.99;23.39;24
393.6;-39;22.6;8.8;199;0.99;23.39;24
393.8;-38;22.6;8.8;199;0.99;23.39;24
394.0;-36;22.6;8.6;194;1.00;23.39;24
394.2;-28;22.6;8.6;194;1.00;23.39;24
394.4;-25;22.6;8.9;201;1.00;23.39;24
394.6;-39;22.6;8.9;201;1.00;23.39;24
394.8;-37;22.6;8.9;201;1.00;23.48;24
395.0;-27;22.6;8.9;201;1.00;23.48;24
395.2;-23;22.6;8.7;197;1.00;23.48;24
395.4;-20;22.6;8.7;197;1.00;23.48;24
395.6;-18;22.6;7.3;165;1.00;23.48;24
395.8;-20;22.6;8.6;194;1.00;23.48;24
396.2;-24;22.5;10.2;230;1.00;23.48;24
396.4;-27;22.5;10.2;230;1.00;23.57;24
396.6;-30;22.6;7.8;176;1.00;23.57;24
396.8;-29;22.6;7.8;176;1.00;23.57;24
397.0;-29;22.6;8.8;199;1.00;23.57;24
397.2;-30;22.6;8.8;199;1.01;23.57;24
397.4;-29;22.6;8.9;201;1.01;23.57;24
397.8;-29;22.6;8.8;199;1.01;23.57;24
398.0;-30;22.6;8.8;199;1.01;23.66;24
398.2;-30;22.6;9.2;208;1.01;23.66;24
398.6;-30;22.6;9.2;208;1.01;23.66;24
398.8;-36;22.6;9.2;208;1.01;23.66;24
399.0;-31;22.6;9.2;208;1.01;23.66;24
399.2;-33;22.6;9.8;221;1.01;23.66;24
399.4;-31;22.5;10.4;234;1.01;23.66;24
399.6;-32;22.5;10.4;234;1.01;23.66;24
399.8;-36;22.5;9.7;218;1.01;23.66;24
400.0;-40;22.5;9.7;218;1.01;23.78;24
400.2;-40;22.5;10.6;239;1.01;23.78;24
400.4;-37;22.5;10.6;239;1.01;23.78;24
400.6;-33;22.5;10.6;239;1.01;23.78;24
400.8;-29;22.5;9.7;218;1.02;23.78;24
401.0;-29;22.5;10.0;225;1.02;23.78;24
401.2;-32;22.5;10.0;225;1.02;23.78;24
401.4;-34;22.5;10.0;225;1.02;23.78;24
401.6;-29;22.5;11.9;268;1.02;23.88;24
401.8;-30;22.5;10.1;227;1.02;23.88;24
402.0;-31;22.5;10.1;227;1.02;23.88;24
402.2;-32;22.5;10.1;227;1.02;23.88;24
402.4;-35;22.5;9.6;216;1.02;23.88;24
402.6;-32;22.5;9.6;216;1.02;23.88;24
402.8;-37;22.5;9.9;223;1.02;23.88;24
403.0;-47;22.5;9.6;216;1.02;23.88;24
403.2;-50;22.5;9.6;216;1.02;23.98;24
403.4;-39;22.5;10.4;234;1.02;23.98;24
403.6;-26;22.5;10.4;234;1.02;23.98;24
403.8;-23;22.5;10.4;234;1.02;23.98;24
404.0;-25;22.5;11.0;248;1.03;23.98;24
404.2;-19;22.5;9.8;221;1.03;23.98;24
404.4;-20;22.5;9.8;221;1.03;23.98;24
404.6;-30;22.5;11.2;252;1.03;23.98;24
404.8;-28;22.5;11.2;252;1.03;24.09;24
405.0;-32;22.5;9.7;218;1.03;24.09;24
405.2;-34;22.5;9.7;218;1.03;24.09;24
405.4;-33;22.5;9.3;209;1.03;24.09;24
405.6;-38;22.5;9.3;209;1.03;24.09;24
405.8;-39;22.5;10.0;225;1.03;24.09;24
406.2;-47;22.5;10.7;241;1.03;24.09;24
406.4;-42;22.5;10.7;241;1.03;24.19;24
406.6;-37;22.5;10.0;225;1.03;24.19;24
406.8;-44;22.5;10.0;225;1.03;24.19;24
407.0;-39;22.5;9.6;216;1.03;24.19;24
407.2;-38;22.5;9.6;216;1.03;24.19;24
407.4;-34;22.5;9.7;218;1.03;24.19;24
407.6;-30;22.5;9.7;218;1.03;24.19;24
407.8;-36;22.5;9.5;214;1.03;24.19;24
408.0;-33;22.5;9.5;214;1.03;24.29;24
408.2;-35;22.5;10.0;225;1.03;24.29;24
408.4;-40;22.5;10.0;225;1.03;24.29;24
408.6;-38;22.5;10.0;225;1.03;24.29;24
408.8;-38;22.5;10.0;225;1.03;24.29;24
409.0;-40;22.5;11.5;259;1.03;24.29;24
409.2;-41;22.5;11.5;259;1.04;24.29;24
409.4;-40;22.5;11.5;259;1.04;24.29;24
409.6;-43;22.5;11.5;259;1.04;24.29;24
409.8;-37;22.5;9.7;218;1.04;24.29;24
410.0;-35;22.5;9.7;218;1.04;24.42;24
410.2;-36;22.5;11.7;263;1.04;24.42;24
410.4;-33;22.5;11.7;263;1.04;24.42;24
410.6;-31;22.4;10.9;244;1.04;24.42;24
410.8;-38;22.4;10.9;244;1.04;24.42;24
411.0;-36;22.4;10.9;244;1.04;24.42;24
411.2;-38;22.4;10.6;237;1.04;24.42;24
411.4;-48;22.4;11.4;255;1.04;24.42;24
411.6;-33;22.4;11.4;255;1.04;24.53;24
411.8;-38;22.4;11.0;246;1.04;24.53;24
412.0;-32;22.4;11.0;246;1.04;24.53;24
412.2;-45;22.4;9.7;217;1.04;24.53;24
412.4;-40;22.4;9.7;217;1.05;24.53;24
412.6;-41;22.5;10.0;225;1.05;24.53;24
412.8;-23;22.5;10.0;225;1.05;24.53;24
413.0;-19;22.5;9.8;221;1.05;24.53;24
413.2;-13;22.5;9.8;221;1.05;24.63;24
413.4;-15;22.5;10.4;234;1.05;24.63;24
413.6;-15;22.5;10.4;234;1.05;24.63;24
413.8;-13;22.5;10.8;243;1.05;24.63;24
414.0;-14;22.5;10.8;243;1.05;24.63;24
414.2;-19;22.5;9.7;218;1.05;24.63;24
414.6;-20;22.5;10.3;232;1.05;24.63;24
414.8;-21;22.5;10.3;232;1.05;24.73;24
415.0;-23;22.5;10.3;232;1.05;24.73;24
415.2;-23;22.5;10.3;232;1.05;24.73;24
415.4;-24;22.4;10.7;240;1.05;24.73;24
415.6;-26;22.4;10.7;240;1.06;24.73;24
415.8;-27;22.4;10.6;237;1.06;24.73;24
416.2;-23;22.4;12.8;287;1.06;24.73;24
416.4;-24;22.4;12.8;287;1.06;24.84;24
416.6;-23;22.4;10.7;240;1.06;24.84;24
416.8;-22;22.4;10.7;240;1.06;24.84;24
417.0;-26;22.4;10.7;240;1.06;24.84;24
417.2;-40;22.4;10.7;240;1.06;24.84;24
417.4;-27;22.4;11.2;251;1.06;24.84;24
417.7;-28;22.4;10.7;240;1.06;24.84;24
417.9;-28;22.4;10.7;240;1.06;24.95;24
418.1;-42;22.4;9.6;215;1.06;24.95;24
418.6;-35;22.5;10.1;227;1.06;24.95;24
418.8;-36;22.5;10.1;227;1.06;24.95;24
419.0;-38;22.5;10.1;227;1.06;24.95;24
419.2;-37;22.4;10.3;231;1.07;24.95;24
419.4;-29;22.4;8.9;199;1.07;24.95;24
419.6;-32;22.4;8.9;199;1.07;24.95;24
419.8;-33;22.4;9.7;217;1.07;24.95;24
420.0;-33;22.4;9.7;217;1.07;25.07;24
420.2;-34;22.4;11.0;246;1.07;25.07;24
420.4;-39;22.4;11.0;246;1.07;25.07;24
420.6;-32;22.4;11.0;246;1.07;25.07;24
420.8;-48;22.4;10.6;237;1.07;25.07;24
421.0;-33;22.4;10.8;242;1.07;25.07;24
421.2;-43;22.4;10.8;242;1.07;25.07;24
421.4;-39;22.4;10.8;242;1.07;25.07;24
421.6;-40;22.4;10.7;240;1.07;25.18;24
421.8;-47;22.4;10.7;240;1.07;25.18;24
422.0;-48;22.4;10.7;240;1.07;25.18;24
422.2;-45;22.4;10.7;240;1.07;25.18;24
422.4;-45;22.4;9.9;222;1.08;25.18;24
422.6;-37;22.4;9.9;222;1.08;25.18;24
422.8;-39;22.4;9.9;222;1.08;25.18;24
423.0;-37;22.4;10.3;231;1.08;25.18;24
423.2;-47;22.4;10.3;231;1.08;25.29;24
423.4;-38;22.4;10.3;231;1.08;25.29;24
423.6;-38;22.4;10.0;224;1.08;25.29;24
423.8;-38;22.4;10.0;224;1.08;25.29;24
424.0;-36;22.4;11.4;255;1.08;25.29;24
424.2;-32;22.4;9.9;222;1.08;25.29;24
424.4;-28;22.4;9.9;222;1.08;25.29;24
424.6;-29;22.4;11.9;267;1.08;25.29;24
424.8;-28;22.4;11.9;267;1.08;25.39;24
425.0;-31;22.4;10.7;240;1.08;25.39;24
425.2;-29;22.4;10.7;240;1.08;25.39;24
425.4;-31;22.4;10.7;240;1.08;25.39;24
425.6;-22;22.4;9.3;208;1.09;25.39;24
425.8;-24;22.4;10.3;231;1.09;25.39;24
426.2;-23;22.4;11.5;258;1.09;25.39;24
426.4;-27;22.4;11.5;258;1.09;25.50;24
426.6;-24;22.4;11.1;249;1.09;25.50;24
426.8;-28;22.4;11.1;249;1.09;25.50;24
427.0;-20;22.4;10.3;231;1.09;25.50;24
427.2;-23;22.4;10.3;231;1.09;25.50;24
427.4;-18;22.4;11.5;258;1.09;25.50;24
427.6;-20;22.4;11.5;258;1.09;25.50;24
427.8;-20;22.4;10.5;235;1.09;25.50;24
428.0;-21;22.4;10.5;235;1.09;25.61;24
428.2;-26;22.4;9.6;215;1.09;25.61;24
428.4;-34;22.4;9.6;215;1.09;25.61;24
428.6;-36;22.4;11.4;255;1.09;25.61;24
428.8;-35;22.4;11.4;255;1.09;25.61;24
429.0;-24;22.4;10.8;242;1.09;25.61;24
429.2;-44;22.4;10.8;242;1.10;25.61;24
429.4;-29;22.4;11.3;253;1.10;25.61;24
429.8;-36;22.4;12.0;269;1.10;25.61;24
430.0;-30;22.4;12.0;269;1.10;25.74;24
430.2;-41;22.4;12.0;269;1.10;25.74;24
430.4;-42;22.4;12.0;269;1.10;25.74;24
430.6;-32;22.4;10.6;237;1.10;25.74;24
430.8;-42;22.4;10.6;237;1.10;25.74;24
431.0;-33;22.4;11.1;249;1.10;25.74;24
431.2;-30;22.4;11.1;249;1.10;25.74;24
431.4;-24;22.4;9.7;217;1.10;25.74;24
431.6;-28;22.4;9.7;217;1.10;25.84;24
431.8;-33;22.4;8.7;195;1.10;25.84;24
432.0;-35;22.4;8.7;195;1.10;25.84;24
432.2;-28;22.4;10.7;240;1.10;25.84;24
432.4;-30;22.4;10.7;240;1.11;25.84;24
432.6;-30;22.4;9.8;220;1.11;25.84;24
433.0;-32;22.4;9.7;217;1.11;25.84;24
433.2;-33;22.4;9.7;217;1.11;25.94;24
433.4;-35;22.4;10.1;226;1.11;25.94;24
433.6;-39;22.4;10.1;226;1.11;25.94;24
433.8;-36;22.4;10.1;226;1.11;25.94;24
434.0;-38;22.4;9.7;217;1.11;25.94;24
434.2;-36;22.4;9.7;217;1.11;25.94;25
434.4;-47;22.4;10.8;242;1.11;25.94;25
434.6;-29;22.4;11.2;251;1.11;25.94;25
434.8;-27;22.4;11.2;251;1.11;26.05;24
435.0;-26;22.4;10.6;237;1.11;26.05;24
435.2;-31;22.4;10.6;237;1.11;26.05;24
435.4;-30;22.3;11.3;252;1.11;26.05;24
435.6;-26;22.3;11.3;252;1.12;26.05;24
435.8;-32;22.3;11.7;261;1.12;26.05;24
436.2;-38;22.3;9.4;210;1.12;26.05;24
436.4;-44;22.3;9.4;210;1.12;26.15;24
436.6;-44;22.3;9.4;210;1.12;26.15;24
436.8;-52;22.3;9.4;210;1.12;26.15;24
437.0;-45;22.4;11.1;249;1.12;26.15;24
437.2;-44;22.4;11.1;249;1.12;26.15;24
437.4;-46;22.4;10.4;233;1.12;26.15;24
437.8;-41;22.4;9.8;220;1.12;26.15;24
438.0;-43;22.4;9.8;220;1.12;26.26;24
438.2;-53;22.4;12.2;273;1.12;26.26;24
438.5;-46;22.3;10.6;236;1.12;26.26;24
438.8;-53;22.3;10.6;236;1.12;26.26;24
439.0;-43;22.3;10.6;236;1.12;26.26;25
439.2;-39;22.3;10.6;236;1.13;26.26;25
439.4;-42;22.4;10.2;228;1.13;26.26;25
439.6;-37;22.4;10.2;228;1.13;26.26;25
439.8;-38;22.3;10.7;239;1.13;26.26;25
440.0;-34;22.3;10.7;239;1.13;26.39;25
440.2;-34;22.3;12.2;272;1.13;26.39;25
440.4;-42;22.3;12.2;272;1.13;26.39;25
440.6;-35;22.3;12.2;272;1.13;26.39;25
440.8;-28;22.3;12.2;272;1.13;26.39;25
441.0;-23;22.3;10.1;225;1.13;26.39;25
441.2;-26;22.3;10.1;225;1.13;26.39;25
441.4;-24;22.3;10.6;236;1.13;26.39;25
441.6;-23;22.3;10.6;236;1.13;26.50;25
441.8;-26;22.3;11.4;254;1.13;26.50;25
442.0;-25;22.3;11.4;254;1.13;26.50;25
442.2;-25;22.3;10.5;234;1.13;26.50;25
442.4;-28;22.3;10.5;234;1.14;26.50;25
442.6;-32;22.3;10.7;239;1.14;26.50;25
442.8;-32;22.3;10.7;239;1.14;26.50;25
443.0;-28;22.3;12.6;281;1.14;26.50;25
443.2;-30;22.3;12.6;281;1.14;26.62;25
443.4;-30;22.3;10.7;239;1.14;26.62;25
443.6;-30;22.3;10.7;239;1.14;26.62;25
443.8;-33;22.3;11.0;245;1.14;26.62;25
444.0;-36;22.3;11.0;245;1.14;26.62;25
444.2;-38;22.3;9.9;221;1.14;26.62;25
444.4;-38;22.3;9.9;221;1.14;26.62;25
444.6;-44;22.3;9.4;210;1.14;26.62;25
444.9;-38;22.3;9.5;212;1.14;26.62;25
