Temps [s];RSSI [dB];Tension [V];Courant [A];Capacite [Ah];Energie [Wh];Element 1 [V];Element 2 [V];Element 3 [V];Element 4 [V];Element 5 [V];Element 6 [V];Element 7 [V];Element 8 [V];Element 9 [V];Element 10 [V];Element 11 [V];Element 12 [V];BM2 Tension 1 [V];Temp. 1 Mot   [*C];Temp. 2 Amb   [*C];Temp. 3 Bat   [*C];Temp. 4 Reg   [*C]
#Version 2.01
#0.0:Nom du modele:YAK_____ Batterie:12S 5.20Ah TXE Version 3.3 Nombre de vols:66 Heures d'operation :9:22:47
743.0;-44;44.5;33.6;2.79;130.44;3.71;3.73;3.74;3.74;3.73;3.73;3.72;3.74;3.73;3.73;3.72;3.72;8.11;37;18;24;59
744.0;-45;45.0;0.5;2.79;130.44;3.74;3.76;3.77;3.77;3.73;3.73;3.75;3.76;3.76;3.77;3.76;3.76;8.11;37;18;24;59
745.0;-45;45.0;0.5;2.89;130.44;3.76;3.78;3.79;3.79;3.79;3.78;3.77;3.79;3.78;3.80;3.78;3.78;8.11;37;18;24;59
746.0;-35;45.3;0.4;2.89;130.44;3.77;3.79;3.79;3.79;3.79;3.79;3.78;3.79;3.78;3.80;3.79;3.79;8.11;37;18;24;59
747.0;-34;45.3;0.4;2.89;130.44;3.77;3.79;3.80;3.79;3.79;3.79;3.78;3.79;3.79;3.80;3.79;3.79;8.11;36;17;24;59
748.0;-40;45.3;7.3;2.89;134.22;3.76;3.78;3.79;3.79;3.78;3.78;3.77;3.79;3.78;3.79;3.78;3.78;8.11;36;17;24;59
749.0;-40;45.2;8.9;2.89;134.22;3.76;3.78;3.79;3.78;3.78;3.78;3.77;3.78;3.78;3.79;3.78;3.78;8.11;36;17;24;59
750.0;-32;45.2;8.9;2.89;134.22;3.76;3.78;3.79;3.78;3.78;3.78;3.77;3.78;3.78;3.79;3.77;3.78;8.11;36;17;24;59
751.0;-36;45.2;9.6;2.89;134.22;3.76;3.78;3.79;3.78;3.78;3.78;3.77;3.78;3.78;3.79;3.78;3.78;8.11;36;17;24;58
752.0;-45;45.0;21.4;2.89;134.22;3.75;3.77;3.77;3.77;3.77;3.76;3.76;3.77;3.77;3.77;3.76;3.76;8.11;36;17;24;58
753.0;-50;45.0;21.4;2.89;134.22;3.74;3.75;3.76;3.76;3.76;3.76;3.75;3.76;3.76;3.77;3.75;3.75;8.11;36;17;24;58
754.0;-42;44.9;24.3;2.89;134.22;3.74;3.75;3.76;3.76;3.76;3.76;3.75;3.76;3.75;3.76;3.74;3.75;8.11;36;17;24;58
755.0;-42;44.9;24.3;2.89;134.22;3.73;3.75;3.76;3.76;3.75;3.75;3.74;3.76;3.75;3.76;3.74;3.74;8.09;36;17;24;58
756.0;-54;44.8;29.5;2.89;134.22;3.73;3.75;3.76;3.75;3.75;3.74;3.74;3.76;3.75;3.76;3.74;3.74;8.09;36;17;24;58
757.0;-39;44.8;29.5;2.89;134.22;3.72;3.73;3.74;3.74;3.75;3.74;3.72;3.74;3.73;3.74;3.72;3.72;8.09;36;17;24;58
758.0;-40;44.6;33.7;2.95;134.22;3.71;3.72;3.74;3.73;3.73;3.73;3.71;3.73;3.72;3.73;3.72;3.72;8.09;36;17;24;58
759.0;-48;44.1;50.6;2.95;134.22;3.68;3.69;3.71;3.70;3.73;3.72;3.68;3.70;3.69;3.69;3.67;3.67;8.09;36;17;24;58
760.0;-42;44.1;50.6;2.95;134.22;3.68;3.69;3.71;3.70;3.77;3.77;3.76;3.77;3.77;3.78;3.77;3.77;8.09;36;17;24;58
761.0;-44;45.2;0.8;2.95;137.95;3.75;3.77;3.78;3.77;3.78;3.77;3.76;3.77;3.77;3.78;3.77;3.77;8.09;36;17;24;58
762.0;-54;44.9;14.4;2.95;137.95;3.73;3.74;3.75;3.75;3.76;3.75;3.76;3.77;3.77;3.78;3.75;3.75;8.09;36;17;24;58
763.0;-56;44.9;14.4;2.95;137.95;3.73;3.74;3.75;3.75;3.75;3.75;3.76;3.77;3.77;3.78;3.74;3.75;8.09;36;17;24;58
764.0;-48;44.9;13.8;2.95;137.95;3.73;3.75;3.76;3.76;3.76;3.75;3.74;3.76;3.75;3.76;3.75;3.75;8.09;36;17;24;58
765.0;-39;44.9;13.8;2.95;137.95;3.73;3.75;3.76;3.75;3.75;3.75;3.74;3.75;3.75;3.76;3.74;3.75;8.09;36;17;24;57
766.0;-42;44.5;38.5;2.95;137.95;3.70;3.72;3.73;3.73;3.75;3.75;3.71;3.73;3.72;3.73;3.71;3.71;8.09;36;17;24;57
767.0;-31;44.5;38.5;2.95;137.95;3.70;3.72;3.73;3.73;3.72;3.71;3.71;3.72;3.72;3.71;3.71;3.70;8.10;36;17;24;57
768.0;-41;44.3;44.7;2.95;137.95;3.69;3.71;3.72;3.71;3.71;3.71;3.70;3.71;3.71;3.71;3.69;3.69;8.10;36;17;24;57
769.0;-37;44.2;44.4;2.95;137.95;3.68;3.70;3.71;3.71;3.70;3.70;3.69;3.71;3.70;3.71;3.69;3.68;8.10;36;17;24;57
770.0;-37;44.2;44.4;2.95;137.95;3.71;3.73;3.74;3.74;3.73;3.73;3.72;3.74;3.73;3.74;3.72;3.72;8.10;36;17;24;57
771.0;-36;44.7;10.7;3.05;137.95;3.74;3.76;3.77;3.76;3.73;3.73;3.75;3.76;3.76;3.77;3.73;3.72;8.10;36;17;24;56
772.0;-52;45.1;0.3;3.05;137.95;3.75;3.77;3.78;3.77;3.76;3.76;3.76;3.77;3.77;3.78;3.77;3.77;8.10;36;17;24;56
773.0;-47;45.1;0.3;3.05;137.95;3.76;3.77;3.79;3.78;3.78;3.77;3.77;3.78;3.78;3.78;3.77;3.78;8.10;35;17;24;56
774.0;-48;45.2;0.3;3.05;137.95;3.76;3.78;3.79;3.78;3.78;3.78;3.77;3.78;3.78;3.79;3.78;3.78;8.10;35;17;24;56
775.0;-40;45.2;0.3;3.05;141.47;3.76;3.78;3.79;3.78;3.78;3.78;3.77;3.78;3.78;3.79;3.78;3.78;8.10;35;17;24;56
776.0;-33;45.3;0.3;3.05;141.47;3.76;3.78;3.79;3.78;3.78;3.78;3.77;3.78;3.78;3.79;3.78;3.79;8.10;35;17;24;56
777.0;-30;45.3;0.3;3.05;141.47;3.77;3.78;3.79;3.79;3.79;3.78;3.78;3.79;3.78;3.80;3.79;3.79;8.10;35;17;24;56
778.0;-33;45.3;0.3;3.05;141.47;3.77;3.79;3.79;3.79;3.79;3.79;3.78;3.79;3.78;3.80;3.79;3.79;8.10;35;17;24;56
779.0;-21;45.1;14.3;3.05;141.47;3.75;3.76;3.77;3.77;3.77;3.77;3.76;3.77;3.77;3.78;3.77;3.77;8.11;35;17;24;56
780.0;-27;45.1;14.3;3.05;141.47;3.72;3.74;3.75;3.75;3.74;3.74;3.73;3.75;3.74;3.75;3.72;3.73;8.11;35;17;24;56
781.0;-56;44.7;28.5;3.05;141.47;3.72;3.74;3.75;3.75;3.74;3.74;3.73;3.75;3.74;3.75;3.73;3.73;8.11;35;17;24;56
782.0;-37;44.7;27.3;3.05;141.47;3.72;3.74;3.75;3.75;3.74;3.74;3.73;3.74;3.74;3.75;3.73;3.73;8.11;35;17;24;56
783.0;-34;44.7;27.3;3.05;141.47;3.72;3.74;3.75;3.75;3.74;3.74;3.73;3.75;3.74;3.75;3.73;3.74;8.11;35;17;24;56
784.0;-37;44.7;26.5;3.05;141.47;3.72;3.74;3.75;3.74;3.74;3.74;3.73;3.74;3.74;3.74;3.73;3.74;8.11;35;17;24;56
785.0;-36;44.7;26.5;3.10;141.47;3.71;3.73;3.74;3.74;3.74;3.74;3.72;3.74;3.73;3.74;3.72;3.72;8.11;35;17;24;56
786.0;-44;44.4;44.7;3.10;141.47;3.69;3.71;3.72;3.72;3.71;3.71;3.70;3.72;3.71;3.71;3.69;3.69;8.11;35;17;24;56
787.0;-46;44.4;44.7;3.10;141.47;3.69;3.70;3.71;3.71;3.71;3.70;3.69;3.71;3.71;3.71;3.69;3.68;8.11;34;17;24;54
788.0;-47;44.2;37.3;3.10;145.06;3.72;3.73;3.74;3.74;3.71;3.70;3.72;3.74;3.73;3.74;3.69;3.68;8.11;34;17;24;54
789.0;-42;44.7;11.7;3.10;145.06;3.72;3.74;3.75;3.75;3.74;3.73;3.73;3.75;3.74;3.75;3.74;3.74;8.11;34;17;24;54
790.0;-44;44.7;11.7;3.10;145.06;3.73;3.75;3.76;3.75;3.75;3.75;3.74;3.75;3.75;3.76;3.75;3.75;8.11;34;17;24;54
791.0;-43;44.9;11.3;3.10;145.06;3.73;3.75;3.76;3.76;3.76;3.75;3.74;3.76;3.75;3.76;3.75;3.75;8.11;34;17;24;54
792.0;-37;44.9;9.3;3.10;145.06;3.74;3.76;3.77;3.76;3.76;3.75;3.75;3.76;3.76;3.77;3.75;3.76;8.11;34;17;24;54
793.0;-42;44.9;9.3;3.10;145.06;3.74;3.76;3.77;3.76;3.76;3.76;3.75;3.76;3.76;3.77;3.76;3.76;8.11;34;17;24;54
794.0;-38;45.1;2.6;3.10;145.06;3.75;3.77;3.78;3.77;3.77;3.76;3.76;3.77;3.77;3.78;3.77;3.77;8.11;34;17;24;54
795.0;-36;45.1;2.6;3.10;145.06;3.75;3.77;3.78;3.78;3.78;3.77;3.77;3.77;3.77;3.78;3.77;3.78;8.11;34;17;24;54
796.0;-35;45.2;5.5;3.10;145.06;3.76;3.77;3.78;3.78;3.78;3.77;3.77;3.78;3.77;3.78;3.77;3.78;8.11;34;17;24;54
797.0;-37;45.2;5.5;3.10;145.06;3.75;3.77;3.78;3.77;3.77;3.77;3.76;3.77;3.77;3.78;3.76;3.77;8.11;34;17;24;54
798.0;-50;45.1;6.5;3.16;145.06;3.75;3.77;3.78;3.77;3.77;3.77;3.76;3.77;3.77;3.78;3.77;3.77;8.11;34;17;24;54
799.0;-14;45.0;10.6;3.16;145.06;3.75;3.77;3.78;3.77;3.77;3.77;3.76;3.77;3.77;3.78;3.76;3.77;8.11;34;17;24;54
800.0;-30;45.0;10.6;3.16;145.06;3.75;3.76;3.77;3.77;3.77;3.77;3.76;3.77;3.76;3.77;3.76;3.77;8.11;34;17;24;54
801.0;-29;45.0;14.5;3.16;146.68;3.71;3.73;3.73;3.73;3.76;3.76;3.75;3.76;3.76;3.77;3.76;3.76;8.11;34;17;24;54
802.0;-44;44.5;36.1;3.16;146.68;3.70;3.72;3.73;3.73;3.73;3.72;3.71;3.73;3.72;3.73;3.71;3.71;8.11;34;17;24;54
803.0;-41;44.5;36.1;3.16;146.68;3.71;3.73;3.73;3.73;3.73;3.72;3.72;3.73;3.73;3.73;3.71;3.72;8.10;34;17;24;54
804.0;-49;44.5;31.2;3.16;146.68;3.71;3.73;3.74;3.73;3.73;3.73;3.72;3.73;3.72;3.73;3.71;3.72;8.10;34;17;24;54
805.0;-45;44.5;31.2;3.16;146.68;3.70;3.72;3.73;3.72;3.72;3.72;3.71;3.72;3.72;3.72;3.71;3.71;8.10;34;17;24;54
806.0;-42;44.5;29.5;3.16;146.68;3.70;3.72;3.73;3.73;3.73;3.73;3.72;3.73;3.73;3.73;3.72;3.72;8.10;34;17;24;54
807.0;-43;44.5;29.5;3.16;146.68;3.70;3.72;3.73;3.73;3.72;3.72;3.71;3.73;3.73;3.73;3.71;3.72;8.10;34;17;24;54
808.0;-55;44.5;28.1;3.16;146.68;3.70;3.72;3.73;3.73;3.73;3.72;3.71;3.73;3.73;3.73;3.71;3.71;8.10;34;17;24;54
809.0;-47;44.6;0.5;3.16;146.68;3.70;3.72;3.73;3.73;3.74;3.74;3.73;3.74;3.74;3.75;3.71;3.71;8.10;34;17;24;54
810.0;-50;44.6;0.5;3.16;146.68;3.74;3.76;3.77;3.76;3.77;3.76;3.75;3.76;3.76;3.77;3.76;3.77;8.10;32;17;24;52
811.0;-45;45.1;0.5;3.23;146.68;3.75;3.77;3.78;3.77;3.77;3.76;3.76;3.77;3.77;3.78;3.77;3.77;8.10;32;17;24;52
812.0;-55;45.1;0.3;3.23;146.68;3.75;3.77;3.78;3.77;3.77;3.77;3.76;3.77;3.77;3.78;3.77;3.77;8.10;32;17;24;52
813.0;-44;45.1;0.3;3.23;146.68;3.75;3.77;3.78;3.78;3.78;3.77;3.76;3.77;3.77;3.78;3.77;3.77;8.10;32;17;24;52
814.0;-42;45.2;0.3;3.23;146.68;3.76;3.77;3.79;3.78;3.78;3.77;3.77;3.78;3.77;3.78;3.78;3.78;8.13;32;17;24;52
815.0;-40;45.2;0.3;3.23;149.65;3.76;3.77;3.78;3.78;3.78;3.77;3.77;3.78;3.78;3.79;3.78;3.78;8.13;32;17;24;52
816.0;-38;45.2;0.5;3.23;149.65;3.76;3.78;3.79;3.78;3.78;3.77;3.77;3.78;3.78;3.79;3.78;3.78;8.13;32;17;24;52
817.0;-39;45.2;0.5;3.23;149.65;3.76;3.78;3.78;3.78;3.78;3.78;3.77;3.78;3.78;3.78;3.78;3.78;8.13;32;17;24;52
818.0;-37;45.2;0.3;3.23;149.65;3.76;3.78;3.79;3.78;3.79;3.77;3.77;3.78;3.78;3.79;3.78;3.78;8.13;32;17;24;52
819.0;-38;45.2;0.3;3.23;149.65;3.76;3.78;3.79;3.78;3.78;3.78;3.77;3.78;3.78;3.79;3.78;3.78;8.13;32;17;24;52
820.0;-42;45.2;0.3;3.23;149.65;3.76;3.78;3.79;3.78;3.78;3.78;3.77;3.78;3.78;3.79;3.78;3.78;8.13;32;17;24;52
821.0;-38;45.2;0.3;3.23;149.65;3.76;3.78;3.79;3.78;3.78;3.78;3.77;3.78;3.78;3.79;3.78;3.78;8.13;32;17;24;52
822.0;-32;45.2;0.3;3.23;149.65;3.76;3.78;3.79;3.78;3.78;3.78;3.77;3.78;3.78;3.79;3.78;3.79;8.13;32;17;24;52
823.0;-30;45.2;0.3;3.23;149.65;3.76;3.78;3.79;3.79;3.78;3.78;3.77;3.78;3.78;3.79;3.78;3.78;8.13;32;17;24;52
824.0;-30;45.2;1.2;3.23;149.65;3.76;3.78;3.79;3.78;3.78;3.78;3.77;3.78;3.78;3.79;3.78;3.79;8.13;32;17;24;52
825.0;-8;45.2;1.2;3.24;149.65;3.76;3.78;3.79;3.78;3.79;3.78;3.77;3.78;3.78;3.79;3.79;3.78;8.13;32;17;24;52
826.0;-12;45.2;0.4;3.24;149.65;3.76;3.78;3.79;3.78;3.79;3.78;3.77;3.78;3.78;3.79;3.78;3.79;8.12;32;17;24;52
827.0;-17;45.2;0.4;3.24;149.65;3.76;3.78;3.78;3.78;3.78;3.78;3.77;3.78;3.78;3.78;3.78;3.78;8.12;32;17;24;52
828.0;-22;45.2;3.2;3.24;149.83;3.76;3.78;3.79;3.78;3.78;3.78;3.77;3.78;3.78;3.79;3.78;3.78;8.12;32;17;24;52
829.0;-16;45.0;5.0;3.24;149.83;3.75;3.76;3.78;3.77;3.70;3.70;3.69;3.71;3.71;3.70;3.67;3.68;8.12;32;17;24;52
830.0;-11;45.0;5.0;3.24;149.83;3.75;3.77;3.78;3.78;3.77;3.78;3.76;3.77;3.77;3.78;3.77;3.77;8.12;32;17;24;52
831.0;-8;45.0;8.8;3.24;149.83;3.75;3.77;3.78;3.77;3.77;3.77;3.76;3.77;3.77;3.78;3.76;3.77;8.12;32;17;24;52
832.0;-1;45.1;6.8;3.24;149.83;3.75;3.77;3.78;3.77;3.77;3.77;3.76;3.77;3.77;3.78;3.77;3.77;8.12;32;17;24;50
833.0;-9;45.1;6.8;3.24;149.83;3.74;3.76;3.77;3.76;3.76;3.76;3.75;3.76;3.76;3.77;3.75;3.76;8.12;32;17;24;50
834.0;-10;45.1;6.8;3.24;149.83;3.75;3.77;3.78;3.77;3.77;3.76;3.76;3.77;3.77;3.78;3.76;3.77;8.12;32;17;24;50
835.0;-12;45.1;6.8;3.24;149.83;3.75;3.77;3.78;3.77;3.77;3.77;3.76;3.77;3.76;3.78;3.77;3.77;8.12;31;17;24;50
836.0;-13;45.1;0.4;3.24;149.83;3.75;3.77;3.78;3.77;3.77;3.77;3.76;3.77;3.77;3.78;3.77;3.77;8.12;31;17;24;50
837.0;-6;45.1;0.4;3.24;149.83;3.76;3.78;3.79;3.78;3.78;3.78;3.77;3.78;3.78;3.79;3.78;3.78;8.12;31;17;24;49
838.0;-12;45.2;0.5;3.26;149.83;3.76;3.78;3.79;3.78;3.78;3.78;3.77;3.78;3.78;3.79;3.78;3.78;8.12;31;17;24;49
839.0;-8;45.2;0.3;3.26;149.83;3.76;3.78;3.79;3.78;3.79;3.78;3.77;3.78;3.78;3.79;3.78;3.79;8.12;31;17;24;49
840.0;-12;45.2;0.3;3.26;149.83;3.76;3.78;3.79;3.78;3.79;3.78;3.77;3.78;3.78;3.79;3.78;3.79;8.12;31;17;24;49
841.0;-9;45.2;0.3;3.26;150.85;3.76;3.78;3.79;3.78;3.79;3.78;3.77;3.78;3.78;3.79;3.78;3.79;8.12;31;17;24;49
842.0;-12;45.2;0.3;3.26;150.85;3.76;3.78;3.79;3.78;3.79;3.78;3.77;3.78;3.78;3.79;3.78;3.79;8.12;31;17;24;49
843.0;-7;45.2;0.3;3.26;150.85;3.76;3.78;3.79;3.78;3.79;3.78;3.78;3.78;3.78;3.79;3.78;3.79;8.12;31;17;24;49
844.0;-18;45.2;0.3;3.26;150.85;3.77;3.78;3.79;3.78;3.79;3.78;3.78;3.78;3.78;3.79;3.78;3.79;8.12;31;17;24;49
845.0;-10;45.2;0.3;3.26;150.85;3.77;3.78;3.79;3.79;3.79;3.78;3.78;3.78;3.78;3.79;3.78;3.79;8.12;31;17;24;49
846.0;-12;45.3;0.3;3.26;150.85;3.77;3.78;3.79;3.78;3.79;3.78;3.78;3.78;3.78;3.80;3.79;3.78;8.12;31;17;24;49
847.0;-5;45.3;0.3;3.26;150.85;3.77;3.78;3.79;3.78;3.79;3.79;3.78;3.78;3.78;3.79;3.79;3.78;8.12;31;17;24;49
848.0;-5;45.3;0.3;3.26;150.85;3.77;3.78;3.79;3.78;3.79;3.79;3.78;3.79;3.78;3.79;3.78;3.79;8.12;31;17;24;49
849.0;-10;45.3;0.3;3.26;150.85;3.77;3.78;3.79;3.79;3.79;3.78;3.78;3.78;3.78;3.80;3.78;3.79;8.12;31;17;24;49
850.0;-11;45.3;0.3;3.26;150.85;3.77;3.78;3.79;3.78;3.79;3.78;3.78;3.78;3.78;3.79;3.78;3.79;8.13;31;17;24;49
851.0;-9;45.3;0.5;3.26;150.85;3.77;3.78;3.79;3.79;3.78;3.79;3.78;3.79;3.78;3.80;3.78;3.79;8.13;31;17;24;49
852.0;-13;45.3;0.3;3.26;150.85;3.77;3.78;3.79;3.79;3.79;3.79;3.78;3.79;3.78;3.79;3.79;3.79;8.13;31;17;24;49
853.0;-14;45.3;0.3;3.26;150.85;3.77;3.78;3.79;3.79;3.79;3.79;3.78;3.79;3.78;3.80;3.78;3.79;8.13;31;17;24;49
854.0;-13;45.3;0.3;3.26;150.85;3.77;3.79;3.79;3.79;3.79;3.79;3.78;3.79;3.78;3.79;3.79;3.79;8.13;31;17;24;49
855.0;-6;45.3;0.3;3.26;150.92;3.77;3.78;3.79;3.79;3.79;3.79;3.78;3.79;3.78;3.80;3.78;3.79;8.13;32;17;25;49
856.0;-9;45.3;0.5;3.26;150.92;3.77;3.78;3.79;3.79;3.79;3.78;3.78;3.79;3.78;3.80;3.79;3.79;8.13;32;17;25;49
857.0;-8;45.3;0.3;3.26;150.92;3.77;3.79;3.79;3.79;3.79;3.79;3.78;3.79;3.78;3.79;3.79;3.79;8.13;31;17;25;49
858.0;-1;45.3;0.3;3.26;150.92;3.77;3.78;3.79;3.79;3.79;3.79;3.78;3.79;3.78;3.80;3.78;3.79;8.13;31;17;25;49
859.0;-3;45.3;0.5;3.26;150.92;3.77;3.79;3.79;3.79;3.79;3.79;3.78;3.79;3.78;3.80;3.79;3.79;8.13;31;17;25;49
860.0;-4;45.3;0.5;3.26;150.92;3.77;3.79;3.79;3.79;3.79;3.78;3.78;3.79;3.79;3.80;3.79;3.79;8.13;31;17;25;49
861.0;-1;45.3;0.3;3.26;150.92;3.77;3.79;3.80;3.79;3.79;3.79;3.78;3.79;3.78;3.80;3.79;3.79;8.13;31;17;25;49
862.0;-2;45.3;0.3;3.26;150.92;3.77;3.79;3.80;3.79;3.79;3.79;3.78;3.79;3.78;3.79;3.79;3.79;8.14;31;17;25;49
863.0;-2;45.3;0.3;3.26;150.92;3.77;3.79;3.79;3.79;3.79;3.79;3.78;3.79;3.78;3.79;3.78;3.79;8.14;31;17;25;49
864.0;-2;45.3;0.3;3.26;150.92;3.77;3.79;3.80;3.79;3.79;3.79;3.78;3.79;3.79;3.80;3.79;3.79;8.14;31;17;25;49
865.0;-3;45.3;0.3;3.26;150.92;3.77;3.79;3.80;3.79;3.79;3.79;3.78;3.79;3.79;3.79;3.79;3.79;8.14;31;17;25;49
866.0;-2;45.3;0.3;3.26;150.92;3.77;3.79;3.80;3.79;3.79;3.79;3.78;3.79;3.78;3.80;3.78;3.79;8.14;31;17;25;49
867.0;-2;45.3;0.3;3.26;150.92;3.77;3.79;3.79;3.79;3.79;3.79;3.78;3.79;3.79;3.80;3.79;3.79;8.14;31;17;25;49
868.0;-5;45.3;0.3;3.26;150.98;3.77;3.79;3.80;3.79;3.79;3.79;3.78;3.79;3.79;3.80;3.79;3.79;8.14;31;17;25;49
869.0;-4;45.3;0.3;3.26;150.98;3.77;3.79;3.80;3.79;3.79;3.79;3.78;3.79;3.79;3.80;3.79;3.79;8.14;31;17;25;49
870.0;-2;45.3;0.3;3.26;150.98;3.77;3.79;3.79;3.79;3.79;3.79;3.78;3.79;3.79;3.79;3.79;3.79;8.14;31;17;25;49
871.0;-1;45.3;0.3;3.26;150.98;3.77;3.79;3.80;3.79;3.79;3.79;3.78;3.79;3.79;3.80;3.79;3.79;8.14;31;17;25;49
