$1;1;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;2.80;56;31;408;0;0;0;0;0;0;0;39;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;2.85;56;0;408;0;0;0;0;0;0;0;39;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;2.90;54;13;408;0;0;0;0;0;0;0;39;39;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;3.10;56;0;408;0;0;0;0;0;0;0;39;39;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;3.15;56;0;408;0;0;0;0;0;0;0;39;39;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;3.30;56;0;408;0;0;0;0;0;0;0;39;39;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;3.35;56;0;408;0;0;0;0;0;0;0;39;39;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;4.00;56;0;408;0;0;0;0;0;0;0;39;39;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;4.05;56;6;408;0;0;0;0;0;0;0;39;39;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;4.20;56;2;408;0;0;0;0;0;0;0;39;39;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;4.25;56;0;408;0;0;0;0;0;0;0;39;39;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;4.40;56;14;408;0;0;0;0;0;0;0;39;39;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;4.50;56;4;408;0;0;0;0;0;0;0;39;39;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;4.55;56;0;408;0;0;0;0;0;0;0;39;39;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;5.20;56;0;408;0;0;0;0;0;0;0;39;39;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;5.25;56;0;408;0;0;0;0;0;0;0;39;39;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;5.40;56;0;408;0;0;0;0;0;0;0;39;39;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;5.45;56;15;408;0;0;0;0;0;0;0;39;39;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;5.60;56;0;408;0;0;0;0;0;0;0;39;39;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;5.65;56;12;408;0;0;0;0;0;0;0;39;39;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;5.80;56;0;408;0;0;0;0;0;0;0;39;39;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;6.30;56;0;408;0;0;0;0;0;0;0;39;39;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;6.50;56;0;408;0;0;0;0;0;0;0;39;39;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;6.55;56;0;408;0;0;0;0;0;0;0;39;39;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;6.60;56;0;408;0;0;0;0;0;0;0;39;39;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;6.80;56;25;408;0;0;0;0;0;0;0;39;39;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;6.85;54;0;408;0;0;0;0;0;0;0;39;39;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;7.00;56;22;408;0;0;0;0;0;0;0;39;39;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;7.50;56;0;408;0;0;0;0;0;0;0;39;39;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;7.70;56;44;408;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;7.75;56;0;408;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;10.20;56;54;408;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;10.30;56;0;408;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;10.35;56;0;408;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;10.50;56;32;408;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;10.55;54;0;408;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;10.70;56;0;408;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;10.75;56;0;408;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;11.40;56;0;408;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;11.45;56;0;408;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;11.60;56;0;408;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;11.65;56;40;408;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;11.70;56;0;408;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;11.90;56;0;408;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;11.95;56;0;408;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;12.60;56;0;408;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;12.65;56;0;407;0;0;0;0;0;0;0;39;39;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
$1;1;12.80;55;52;407;0;0;0;0;0;0;0;39;39;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
