$1;1;0;24;0;0;0;0;0.0000;0.0000;0;00:00.0;00:00.0;20:00.0;00:10.3;0;0;0;346;349;349;344;340;339;342;339;346;349;349;344;340;339;342;339;346;349;349;344;340;339;342;339;346;349;349;344;340;339;0
$1;1;5;24;0;0;0;0;859.0268;4838.3290;493;:25.0;00:25;.0;0;0;0.1;7;347;349;349;344;340;339;342;339;347;349;349;344;340;339;342;339;347;349;349;344;340;339;342;339;347;349;349;344;340;339;0
$1;1;8;24;0;0;0;0;859.0267;4838.3292;493;:.7;11:25.0;11:25.0;11:25.0;0;0.1;7;348;349;349;344;340;339;342;339;348;349;349;344;340;339;342;339;348;349;349;344;340;339;342;339;348;349;349;344;340;339;0
$1;1;9;24;0;0;0;0;859.0267;4838.3292;493;11:25.0;11:25.0;11:25.0;11:25.0;0;0.6;7;349;351;352;347;342;342;344;339;349;351;352;347;342;342;344;339;349;351;352;347;342;342;344;339;349;351;352;347;342;342;0
$1;1;12;24;0;0;0;0;859.0267;4838.3294;493;11:25.1;11:25.1;11:25.1;11:25.1;0;0.7;7;350;361;361;357;353;352;354;344;350;361;361;357;353;352;354;344;350;361;361;357;353;352;354;344;350;361;361;357;353;352;0
$1;1;13;24;0;0;0;0;859.0266;4838.3295;493;11:25.1;11:25.1;11:25.1;11:25.1;0;0.9;7;351;366;366;362;358;357;359;346;351;366;366;362;358;357;359;346;351;366;366;362;358;357;359;346;351;366;366;362;358;357;0
$1;1;14;24;0;0;0;0;859.0266;4838.3296;493;11:25.1;11:25.1;11:25.1;11:25.1;0;1.3;7;352;366;366;363;359;358;360;346;352;366;366;363;359;358;360;346;352;366;366;363;359;358;360;346;352;366;366;363;359;358;0
$1;1;15;24;0;0;0;0;859.0266;4838.3297;493;11:25.1;11:25.1;11:25.1;11:25.1;0;2;7;353;367;366;363;359;358;360;346;353;367;366;363;359;358;360;346;353;367;366;363;359;358;360;346;353;367;366;363;359;358;0
$1;1;16;24;0;0;0;0;859.0266;4838.3297;493;11:25.1;11:25.1;11:25.1;11:25.1;0;6.6;7;354;367;367;363;360;358;360;347;354;367;367;363;360;358;360;347;354;367;367;363;360;358;360;347;354;367;367;363;360;358;0
$1;1;17;24;0;0;0;0;859.0266;4838.3298;493;11:25.1;11:25.1;11:25.1;11:25.1;0;15;8;355;367;367;364;360;359;361;347;355;367;367;364;360;359;361;347;355;367;367;364;360;359;361;347;355;367;367;364;360;359;0
