Std:Min:Sek;MSB A00;    ; ;MSB A01;    ; ;MSB A02;    ; ;MSB A03;    ; ;MSB A04;    ; ;MSB A05;    ; ;MSB A06;    ; ;MSB A07;    ; ;MSB A08;    ; ;MSB A09;    ; ;MSB A10;    ; ;MSB A11;    ; ;MSB A12;    ; ;MSB A13;    ; ;MSB A14;    ; ;MSB A15;    ; ;
000:21:58,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000114;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0028,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:21:58,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000113;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0028,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:21:59,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000112;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0028,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:21:59,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000112;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0028,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:00,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000111;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0028,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:00,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000110;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0028,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:01,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000110;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0028,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:01,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000109;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:02,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000109;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:02,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000108;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:03,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000108;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:03,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000107;m   ;-;-000008;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:04,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000107;m   ;-;-000008;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:04,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000106;m   ;-;-000008;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:05,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000105;m   ;-;-000008;m   ;-; 0000,0;m/s ;-; 0028,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:05,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000105;m   ;-;-000009;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:06,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000104;m   ;-;-000009;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:06,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000104;m   ;-;-000009;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:07,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000104;m   ;-;-000009;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:07,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000104;m   ;-;-000009;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:08,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000104;m   ;-;-000009;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:08,5; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000104;m   ;-;-000008;m   ;-; 0000,1;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:09,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000104;m   ;-;-000008;m   ;-; 0000,2;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:09,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000104;m   ;-;-000006;m   ;-; 0000,2;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:10,0; 0005,0;V   ;-; 000080;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000104;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:10,5; 0005,0;V   ;-; 000090;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000104;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:11,0; 0005,0;V   ;-; 000090;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000104;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:11,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000103;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:12,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000102;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:12,5; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000101;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:13,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000099;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:13,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000098;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:14,0; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000097;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:14,5; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000096;m   ;-;-000008;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:15,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000095;m   ;-;-000008;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:15,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000094;m   ;-;-000009;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:16,0; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000093;m   ;-;-000009;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:16,5; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000092;m   ;-;-000011;m   ;-; 0000,0;m/s ;-; 0028,5;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:17,0; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000091;m   ;-;-000011;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:17,5; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000090;m   ;-;-000013;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:18,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000090;m   ;-;-000013;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:18,5; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000089;m   ;-;-000015;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:19,0; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000088;m   ;-;-000015;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:19,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000087;m   ;-;-000017;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:20,0; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000086;m   ;-;-000017;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:20,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000085;m   ;-;-000017;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:21,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000085;m   ;-;-000017;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:21,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000085;m   ;-;-000016;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:22,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000085;m   ;-;-000016;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:22,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000085;m   ;-;-000013;m   ;-; 0000,1;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:23,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000085;m   ;-;-000013;m   ;-; 0000,2;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:23,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000085;m   ;-;-000011;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:24,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000085;m   ;-;-000011;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:24,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000085;m   ;-;-000009;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:25,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000085;m   ;-;-000009;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:25,5; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000084;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:26,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000084;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:26,5; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000084;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:27,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000083;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:27,5; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000082;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:28,0; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000082;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:28,5; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000081;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:29,0; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000081;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:29,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000080;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:30,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000080;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:30,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000079;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:31,0; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000078;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:31,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000077;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:32,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000076;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:32,5; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000076;m   ;-;-000009;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:33,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000075;m   ;-;-000009;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:33,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000075;m   ;-;-000010;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:34,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000074;m   ;-;-000010;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:34,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000074;m   ;-;-000010;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:35,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000074;m   ;-;-000010;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:35,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000073;m   ;-;-000010;m   ;-; 0000,0;m/s ;-; 0028,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:36,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000073;m   ;-;-000010;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:22:36,5; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0000,0;A   ;-; 001155;mAh ;-; 000072;m   ;-;-000010;m   ;-; 0000,0;m/s ;-; 0028,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
