Std:Min:Sek;MSB A00;    ; ;MSB A01;    ; ;MSB A02;    ; ;MSB A03;    ; ;MSB A04;    ; ;MSB A05;    ; ;MSB A06;    ; ;MSB A07;    ; ;MSB A08;    ; ;MSB A09;    ; ;MSB A10;    ; ;MSB A11;    ; ;MSB A12;    ; ;MSB A13;    ; ;MSB A14;    ; ;MSB A15;    ; ;
000:03:35,5; 0005,3;V   ;-; 000100;%LQI;-; 0012,4;V   ;-; 0000,0;A   ;-; 000160;mAh ;-; 000025;m   ;-;-000003;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:36,0; 0005,1;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0011,0;A   ;-; 000161;mAh ;-; 000024;m   ;-;-000003;m   ;-; 0000,0;m/s ;-; 0025,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:36,5; 0005,2;V   ;-; 000100;%LQI;-; 0011,9;V   ;-; 0021,1;A   ;-; 000164;mAh ;-; 000023;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0025,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:37,0; 0005,3;V   ;-; 000100;%LQI;-; 0011,9;V   ;-; 0020,7;A   ;-; 000167;mAh ;-; 000023;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0025,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:37,5; 0005,2;V   ;-; 000100;%LQI;-; 0011,9;V   ;-; 0020,4;A   ;-; 000169;mAh ;-; 000022;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0025,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:38,0; 0005,2;V   ;-; 000100;%LQI;-; 0011,9;V   ;-; 0020,1;A   ;-; 000172;mAh ;-; 000023;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0025,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:38,5; 0005,2;V   ;-; 000100;%LQI;-; 0011,9;V   ;-; 0020,2;A   ;-; 000175;mAh ;-; 000023;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:39,0; 0005,2;V   ;-; 000100;%LQI;-; 0011,9;V   ;-; 0020,2;A   ;-; 000178;mAh ;-; 000025;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0025,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:39,5; 0005,2;V   ;-; 000100;%LQI;-; 0011,8;V   ;-; 0020,2;A   ;-; 000181;mAh ;-; 000027;m   ;-;-000003;m   ;-; 0000,0;m/s ;-; 0025,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:40,0; 0005,2;V   ;-; 000100;%LQI;-; 0011,8;V   ;-; 0020,4;A   ;-; 000183;mAh ;-; 000030;m   ;-;-000003;m   ;-; 0000,0;m/s ;-; 0025,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:40,5; 0005,2;V   ;-; 000100;%LQI;-; 0011,8;V   ;-; 0020,6;A   ;-; 000186;mAh ;-; 000033;m   ;-; 000003;m   ;-; 0000,0;m/s ;-; 0025,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:41,0; 0005,2;V   ;-; 000100;%LQI;-; 0011,8;V   ;-; 0020,8;A   ;-; 000189;mAh ;-; 000036;m   ;-; 000003;m   ;-; 0000,0;m/s ;-; 0025,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:41,5; 0005,3;V   ;-; 000100;%LQI;-; 0011,8;V   ;-; 0020,8;A   ;-; 000193;mAh ;-; 000039;m   ;-; 000010;m   ;-; 0000,0;m/s ;-; 0025,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:42,0; 0005,2;V   ;-; 000100;%LQI;-; 0011,8;V   ;-; 0020,9;A   ;-; 000195;mAh ;-; 000042;m   ;-; 000010;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:42,5; 0005,3;V   ;-; 000100;%LQI;-; 0011,8;V   ;-; 0020,8;A   ;-; 000198;mAh ;-; 000045;m   ;-; 000017;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:43,0; 0005,2;V   ;-; 000100;%LQI;-; 0011,8;V   ;-; 0020,7;A   ;-; 000201;mAh ;-; 000048;m   ;-; 000017;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:43,5; 0005,3;V   ;-; 000100;%LQI;-; 0011,8;V   ;-; 0020,7;A   ;-; 000203;mAh ;-; 000051;m   ;-; 000022;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:44,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,8;V   ;-; 0020,6;A   ;-; 000206;mAh ;-; 000054;m   ;-; 000022;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:44,5; 0005,2;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0020,5;A   ;-; 000210;mAh ;-; 000056;m   ;-; 000029;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:45,0; 0005,2;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0020,5;A   ;-; 000212;mAh ;-; 000059;m   ;-; 000029;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:45,5; 0005,2;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0020,7;A   ;-; 000215;mAh ;-; 000062;m   ;-; 000036;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:46,0; 0005,2;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0020,7;A   ;-; 000218;mAh ;-; 000065;m   ;-; 000036;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:46,5; 0005,2;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0020,8;A   ;-; 000220;mAh ;-; 000068;m   ;-; 000043;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:47,0; 0005,3;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0020,8;A   ;-; 000224;mAh ;-; 000071;m   ;-; 000043;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:47,5; 0005,2;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0020,8;A   ;-; 000226;mAh ;-; 000073;m   ;-; 000048;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:48,0; 0005,2;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0021,0;A   ;-; 000229;mAh ;-; 000076;m   ;-; 000048;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:48,5; 0005,3;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0021,0;A   ;-; 000232;mAh ;-; 000079;m   ;-; 000051;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:49,0; 0005,3;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0020,8;A   ;-; 000235;mAh ;-; 000081;m   ;-; 000051;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:49,5; 0005,2;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0020,4;A   ;-; 000238;mAh ;-; 000084;m   ;-; 000051;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:50,0; 0005,2;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0020,4;A   ;-; 000241;mAh ;-; 000086;m   ;-; 000051;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:50,5; 0005,2;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0020,6;A   ;-; 000243;mAh ;-; 000089;m   ;-; 000050;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:51,0; 0005,3;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0020,6;A   ;-; 000246;mAh ;-; 000092;m   ;-; 000050;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:51,5; 0005,3;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0020,1;A   ;-; 000249;mAh ;-; 000094;m   ;-; 000049;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:52,0; 0005,2;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0020,1;A   ;-; 000252;mAh ;-; 000097;m   ;-; 000049;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:52,5; 0005,2;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0020,0;A   ;-; 000255;mAh ;-; 000099;m   ;-; 000048;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:53,0; 0005,1;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0019,6;A   ;-; 000257;mAh ;-; 000101;m   ;-; 000048;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:53,5; 0005,2;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0019,7;A   ;-; 000260;mAh ;-; 000104;m   ;-; 000047;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:54,0; 0005,0;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0019,7;A   ;-; 000263;mAh ;-; 000106;m   ;-; 000047;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:54,5; 0005,2;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0019,6;A   ;-; 000265;mAh ;-; 000108;m   ;-; 000046;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:55,0; 0005,2;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000111;m   ;-; 000046;m   ;-; 0007,1;m/s ;-; 0025,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:55,5; 0005,2;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000113;m   ;-; 000045;m   ;-; 0007,7;m/s ;-; 0025,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:56,0; 0005,2;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000116;m   ;-; 000045;m   ;-; 0007,1;m/s ;-; 0025,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:56,5; 0005,2;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000117;m   ;-; 000044;m   ;-; 0005,8;m/s ;-; 0025,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:57,0; 0005,3;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000118;m   ;-; 000044;m   ;-; 0003,9;m/s ;-; 0025,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:57,5; 0005,2;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000119;m   ;-; 000041;m   ;-; 0002,1;m/s ;-; 0025,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:58,0; 0005,2;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000119;m   ;-; 000041;m   ;-; 0001,1;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:58,5; 0005,3;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000119;m   ;-; 000036;m   ;-; 0001,0;m/s ;-; 0025,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:59,0; 0005,3;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000120;m   ;-; 000036;m   ;-; 0001,1;m/s ;-; 0025,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:03:59,5; 0005,1;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000120;m   ;-; 000032;m   ;-; 0001,2;m/s ;-; 0025,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:00,0; 0005,1;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000120;m   ;-; 000032;m   ;-; 0001,2;m/s ;-; 0025,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:00,5; 0005,3;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000121;m   ;-; 000027;m   ;-; 0000,8;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:01,0; 0005,3;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000121;m   ;-; 000027;m   ;-; 0000,3;m/s ;-; 0025,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:01,5; 0005,2;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000121;m   ;-; 000023;m   ;-; 0000,0;m/s ;-; 0025,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:02,0; 0005,2;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000120;m   ;-; 000023;m   ;-; 0000,0;m/s ;-; 0025,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:02,5; 0005,3;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000120;m   ;-; 000017;m   ;-; 0000,0;m/s ;-; 0025,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:03,0; 0005,2;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000119;m   ;-; 000017;m   ;-; 0000,0;m/s ;-; 0025,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:03,5; 0005,2;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000118;m   ;-; 000011;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:04,0; 0005,2;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000118;m   ;-; 000011;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:04,5; 0005,3;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000117;m   ;-; 000005;m   ;-; 0000,0;m/s ;-; 0025,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:05,0; 0005,3;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000117;m   ;-; 000005;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:05,5; 0005,1;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000117;m   ;-; 000000;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:06,0; 0005,2;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000116;m   ;-; 000000;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:06,5; 0005,2;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000116;m   ;-;-000002;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:07,0; 0005,3;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000116;m   ;-;-000002;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:07,5; 0005,3;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000116;m   ;-;-000002;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:08,0; 0005,2;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000116;m   ;-;-000002;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:08,5; 0005,3;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000115;m   ;-;-000004;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:09,0; 0005,1;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000115;m   ;-;-000004;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:09,5; 0005,2;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000114;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:10,0; 0005,3;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000114;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:10,5; 0005,2;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000114;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:11,0; 0005,3;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000114;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:11,5; 0005,2;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000114;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:12,0; 0005,2;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000113;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:12,5; 0005,3;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000113;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:13,0; 0005,2;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000113;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:13,5; 0005,2;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000113;m   ;-;-000004;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:04:14,0; 0005,3;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000266;mAh ;-; 000113;m   ;-;-000004;m   ;-; 0000,0;m/s ;-; 0025,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
