Std:Min:Sek;MSB A00;    ; ;MSB A01;    ; ;MSB A02;    ; ;MSB A03;    ; ;MSB A04;    ; ;MSB A05;    ; ;MSB A06;    ; ;MSB A07;    ; ;MSB A08;    ; ;MSB A09;    ; ;MSB A10;    ; ;MSB A11;    ; ;MSB A12;    ; ;MSB A13;    ; ;MSB A14;    ; ;MSB A15;    ; ;
000:08:28,5; 0005,8;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000398;mAh ;-; 000050;m   ;-;-000007;m   ;-; 0001,2;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:29,0; 0005,7;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000398;mAh ;-; 000050;m   ;-;-000004;m   ;-; 0001,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:29,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000398;mAh ;-; 000050;m   ;-;-000004;m   ;-; 0000,3;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:30,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000398;mAh ;-; 000050;m   ;-;-000003;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:30,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000398;mAh ;-; 000049;m   ;-;-000003;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:31,0; 0005,7;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000398;mAh ;-; 000049;m   ;-;-000004;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:31,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000398;mAh ;-; 000048;m   ;-;-000004;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:32,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,2;V   ;-; 0000,0;A   ;-; 000398;mAh ;-; 000048;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:32,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0007,3;A   ;-; 000399;mAh ;-; 000048;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:33,0; 0005,9;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0023,5;A   ;-; 000401;mAh ;-; 000048;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:33,5; 0005,9;V   ;-; 000100;%LQI;-; 0011,4;V   ;-; 0035,8;A   ;-; 000405;mAh ;-; 000048;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:34,0; 0005,8;V   ;-; 000100;%LQI;-; 0011,4;V   ;-; 0034,0;A   ;-; 000410;mAh ;-; 000047;m   ;-;-000004;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:34,5; 0005,9;V   ;-; 000100;%LQI;-; 0011,4;V   ;-; 0033,1;A   ;-; 000415;mAh ;-; 000047;m   ;-;-000004;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:35,0; 0005,8;V   ;-; 000100;%LQI;-; 0011,4;V   ;-; 0032,2;A   ;-; 000419;mAh ;-; 000047;m   ;-;-000003;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:35,5; 0005,9;V   ;-; 000100;%LQI;-; 0011,4;V   ;-; 0032,2;A   ;-; 000424;mAh ;-; 000048;m   ;-;-000003;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:36,0; 0005,9;V   ;-; 000100;%LQI;-; 0011,3;V   ;-; 0032,5;A   ;-; 000428;mAh ;-; 000051;m   ;-; 000000;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:36,5; 0005,9;V   ;-; 000100;%LQI;-; 0011,3;V   ;-; 0032,8;A   ;-; 000433;mAh ;-; 000054;m   ;-; 000000;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:37,0; 0005,9;V   ;-; 000100;%LQI;-; 0011,3;V   ;-; 0033,1;A   ;-; 000437;mAh ;-; 000059;m   ;-; 000008;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:37,5; 0005,9;V   ;-; 000100;%LQI;-; 0011,3;V   ;-; 0033,2;A   ;-; 000442;mAh ;-; 000064;m   ;-; 000008;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:38,0; 0005,9;V   ;-; 000100;%LQI;-; 0011,3;V   ;-; 0033,3;A   ;-; 000446;mAh ;-; 000069;m   ;-; 000017;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:38,5; 0005,9;V   ;-; 000100;%LQI;-; 0011,2;V   ;-; 0033,5;A   ;-; 000451;mAh ;-; 000074;m   ;-; 000017;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:39,0; 0005,9;V   ;-; 000100;%LQI;-; 0011,2;V   ;-; 0033,2;A   ;-; 000455;mAh ;-; 000079;m   ;-; 000026;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:39,5; 0005,9;V   ;-; 000100;%LQI;-; 0011,2;V   ;-; 0033,0;A   ;-; 000460;mAh ;-; 000083;m   ;-; 000026;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:40,0; 0005,9;V   ;-; 000100;%LQI;-; 0011,2;V   ;-; 0032,8;A   ;-; 000464;mAh ;-; 000087;m   ;-; 000036;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:40,5; 0005,9;V   ;-; 000100;%LQI;-; 0011,2;V   ;-; 0032,8;A   ;-; 000469;mAh ;-; 000091;m   ;-; 000036;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:41,0; 0005,9;V   ;-; 000100;%LQI;-; 0011,2;V   ;-; 0032,8;A   ;-; 000473;mAh ;-; 000095;m   ;-; 000045;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:41,5; 0005,7;V   ;-; 000100;%LQI;-; 0011,5;V   ;-; 0017,3;A   ;-; 000476;mAh ;-; 000098;m   ;-; 000045;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:42,0; 0005,9;V   ;-; 000100;%LQI;-; 0011,7;V   ;-; 0011,9;A   ;-; 000477;mAh ;-; 000104;m   ;-; 000053;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:42,5; 0005,9;V   ;-; 000100;%LQI;-; 0011,5;V   ;-; 0019,9;A   ;-; 000480;mAh ;-; 000107;m   ;-; 000053;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:43,0; 0005,9;V   ;-; 000100;%LQI;-; 0011,5;V   ;-; 0019,7;A   ;-; 000482;mAh ;-; 000110;m   ;-; 000061;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:43,5; 0005,9;V   ;-; 000100;%LQI;-; 0011,5;V   ;-; 0019,7;A   ;-; 000485;mAh ;-; 000112;m   ;-; 000061;m   ;-; 0000,0;m/s ;-; 0026,5;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:44,0; 0005,9;V   ;-; 000100;%LQI;-; 0011,5;V   ;-; 0019,6;A   ;-; 000488;mAh ;-; 000114;m   ;-; 000066;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:44,5; 0005,9;V   ;-; 000080;%LQI;-; 0011,5;V   ;-; 0019,8;A   ;-; 000490;mAh ;-; 000116;m   ;-; 000066;m   ;-; 0000,0;m/s ;-; 0026,5;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:45,0; 0005,9;V   ;-; 000080;%LQI;-; 0011,5;V   ;-; 0020,0;A   ;-; 000493;mAh ;-; 000119;m   ;-; 000068;m   ;-; 0000,0;m/s ;-; 0026,5;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:45,5; 0005,7;V   ;-; 000050;%LQI;-; 0011,5;V   ;-; 0019,2;A   ;-; 000496;mAh ;-; 000122;m   ;-; 000068;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:46,0; 0005,9;V   ;-; 000060;%LQI;-; 0011,7;V   ;-; 0008,0;A   ;-; 000498;mAh ;-; 000125;m   ;-; 000067;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:46,5; 0005,9;V   ;-; 000070;%LQI;-; 0011,5;V   ;-; 0020,4;A   ;-; 000500;mAh ;-; 000128;m   ;-; 000067;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:47,0; 0005,9;V   ;-; 000080;%LQI;-; 0011,9;V   ;-; 0000,5;A   ;-; 000502;mAh ;-; 000130;m   ;-; 000062;m   ;-; 0000,0;m/s ;-; 0026,5;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:47,5; 0005,7;V   ;-; 000090;%LQI;-; 0011,9;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000133;m   ;-; 000062;m   ;-; 0007,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:48,0; 0005,9;V   ;-; 000100;%LQI;-; 0011,9;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000135;m   ;-; 000057;m   ;-; 0006,1;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:48,5; 0005,9;V   ;-; 000100;%LQI;-; 0011,9;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000136;m   ;-; 000057;m   ;-; 0004,6;m/s ;-; 0026,5;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:49,0; 0005,8;V   ;-; 000100;%LQI;-; 0011,9;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000137;m   ;-; 000051;m   ;-; 0003,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:49,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000137;m   ;-; 000051;m   ;-; 0002,1;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:50,0; 0005,8;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000137;m   ;-; 000044;m   ;-; 0001,4;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:50,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000138;m   ;-; 000044;m   ;-; 0001,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:51,0; 0005,8;V   ;-; 000090;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000138;m   ;-; 000035;m   ;-; 0000,8;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:51,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000138;m   ;-; 000035;m   ;-; 0000,7;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:52,0; 0005,8;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000138;m   ;-; 000029;m   ;-; 0000,7;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:52,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000139;m   ;-; 000029;m   ;-; 0000,9;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:53,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000139;m   ;-; 000025;m   ;-; 0001,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:53,5; 0005,7;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000140;m   ;-; 000025;m   ;-; 0000,9;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:54,0; 0005,8;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000140;m   ;-; 000021;m   ;-; 0000,9;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:54,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000140;m   ;-; 000021;m   ;-; 0000,8;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:55,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000140;m   ;-; 000016;m   ;-; 0000,8;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:55,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000141;m   ;-; 000016;m   ;-; 0000,7;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:56,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000141;m   ;-; 000011;m   ;-; 0000,5;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:56,5; 0005,8;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000141;m   ;-; 000011;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:57,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000140;m   ;-; 000006;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:57,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000140;m   ;-; 000006;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:58,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000139;m   ;-; 000002;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:58,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000138;m   ;-; 000002;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:59,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000137;m   ;-; 000000;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:08:59,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000137;m   ;-; 000000;m   ;-; 0000,0;m/s ;-; 0026,6;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:09:00,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000136;m   ;-;-000001;m   ;-; 0000,0;m/s ;-; 0026,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:09:00,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000136;m   ;-;-000001;m   ;-; 0000,0;m/s ;-; 0026,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:09:01,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000135;m   ;-;-000002;m   ;-; 0000,0;m/s ;-; 0026,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:09:01,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000135;m   ;-;-000002;m   ;-; 0000,0;m/s ;-; 0026,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:09:02,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000135;m   ;-;-000003;m   ;-; 0000,0;m/s ;-; 0026,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:09:02,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000135;m   ;-;-000003;m   ;-; 0000,0;m/s ;-; 0026,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:09:03,0; 0005,8;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000135;m   ;-;-000004;m   ;-; 0000,0;m/s ;-; 0026,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:09:03,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000136;m   ;-;-000004;m   ;-; 0001,0;m/s ;-; 0026,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:09:04,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,0;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000137;m   ;-;-000004;m   ;-; 0002,1;m/s ;-; 0026,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:09:04,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000138;m   ;-;-000004;m   ;-; 0002,4;m/s ;-; 0026,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:09:05,0; 0005,7;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000138;m   ;-;-000002;m   ;-; 0002,5;m/s ;-; 0026,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:09:05,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000139;m   ;-;-000002;m   ;-; 0002,1;m/s ;-; 0026,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:09:06,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000139;m   ;-;-000001;m   ;-; 0001,4;m/s ;-; 0026,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:09:06,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000139;m   ;-;-000001;m   ;-; 0000,5;m/s ;-; 0026,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:09:07,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000139;m   ;-; 000000;m   ;-; 0000,1;m/s ;-; 0026,7;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
