$1;1;0;2;0;0;15653;7962;0;343;208;3985;3985;0;0;0;0;0;0;29
$1;1;1000;2;0;0;15653;7963;0;343;208;3985;3985;0;0;0;0;0;0;45
$1;1;2000;2;0;0;15653;7964;0;343;208;3985;3985;0;0;0;0;0;0;41
$1;1;3000;2;0;0;15652;7964;0;343;208;3985;3985;0;0;0;0;0;0;41
$1;1;4000;2;0;0;15652;7964;0;343;208;3985;3985;0;0;0;0;0;0;46
$1;1;5000;2;0;1;15642;8059;0;343;208;4015;4015;0;0;0;0;0;0;39
$1;1;6000;2;0;1;15642;8029;0;343;208;4001;4001;0;0;0;0;0;0;35
$1;1;7000;2;0;2;15646;7998;0;343;209;3987;3988;0;0;0;0;0;0;39
$1;1;8000;2;0;3;15649;7981;0;343;208;3988;3988;0;0;0;0;0;0;32
$1;1;9000;2;0;8;15649;7974;0;343;208;3987;3988;0;0;0;0;0;0;47
$1;1;10000;2;0;11;15646;7993;0;343;208;4001;4002;0;0;0;0;0;0;37
$1;1;11000;2;0;19;15642;8051;0;343;208;4028;4031;0;0;0;0;0;0;43
$1;1;12000;2;0;32;15637;8122;0;343;208;4065;4058;0;0;0;0;0;0;32
$1;1;13000;2;0;48;15634;8232;0;343;208;4093;4084;0;0;0;0;0;0;37
$1;1;14000;2;0;61;15631;8267;0;343;208;4097;4098;0;0;0;0;0;0;37
$1;1;15000;2;0;70;15630;8280;0;343;208;4099;4099;0;0;0;0;0;0;35
$1;1;16000;2;0;75;15630;8285;1;343;208;4099;4099;0;0;0;0;0;0;33
$1;1;17000;2;0;78;15630;8286;1;343;208;4100;4100;0;0;0;0;0;0;46
$1;1;18000;2;0;79;15630;8285;1;343;209;4100;4099;0;0;0;0;0;0;35
$1;1;19000;2;0;80;15631;8283;1;343;208;4099;4098;0;0;0;0;0;0;34
$1;1;20000;2;0;80;15631;8283;2;343;209;4099;4098;0;0;0;0;0;0;42
$1;1;21000;2;0;79;15631;8283;2;343;209;4099;4099;0;0;0;0;0;0;44
$1;1;22000;2;0;79;15631;8282;2;343;209;4099;4099;0;0;0;0;0;0;46
$1;1;23000;2;0;79;15631;8282;2;343;209;4099;4099;0;0;0;0;0;0;47
$1;1;24000;2;0;79;15632;8283;2;343;208;4100;4099;0;0;0;0;0;0;42
$1;1;25000;2;0;78;15631;8283;3;343;209;4100;4100;0;0;0;0;0;0;40
$1;1;26000;2;0;78;15631;8282;3;343;209;4099;4099;0;0;0;0;0;0;42
$1;1;27000;2;0;77;15632;8280;3;343;209;4099;4099;0;0;0;0;0;0;37
$1;1;28000;2;0;77;15632;8280;3;343;209;4099;4099;0;0;0;0;0;0;42
$1;1;29000;2;0;77;15632;8280;4;343;209;4100;4099;0;0;0;0;0;0;45
$1;1;30000;2;0;77;15632;8280;4;343;209;4100;4100;0;0;0;0;0;0;36
$1;1;31000;2;0;76;15632;8280;4;343;209;4100;4100;0;0;0;0;0;0;36
$1;1;32000;2;0;76;15632;8280;4;343;209;4100;4100;0;0;0;0;0;0;39
$1;1;33000;2;0;75;15632;8278;4;343;209;4100;4099;0;0;0;0;0;0;35
