$1;1;0;3;0;0;15659;6679;0;277;209;3342;3341;0;0;0;0;0;0;22
$1;1;1000;3;0;0;15661;6680;0;277;209;3342;3341;0;0;0;0;0;0;42
$1;1;2000;3;0;0;15659;6680;0;277;209;3342;3341;0;0;0;0;0;0;34
$1;1;3000;3;0;0;15658;6680;0;277;209;3342;3341;0;0;0;0;0;0;34
$1;1;4000;3;0;0;15658;6680;0;277;209;3342;3341;0;0;0;0;0;0;37
$1;1;5000;3;0;3;15631;6709;0;277;209;3353;3352;0;0;0;0;0;0;42
$1;1;6000;3;0;3;15638;6701;0;277;209;3348;3347;0;0;0;0;0;0;38
$1;1;7000;3;0;5;15649;6691;0;277;209;3345;3344;0;0;0;0;0;0;33
$1;1;8000;3;0;27;15655;6685;0;277;209;3344;3342;0;0;0;0;0;0;17
$1;1;9000;3;0;32;15652;6689;0;277;209;3345;3343;0;0;0;0;0;0;31
$1;1;10000;3;0;53;15643;6720;0;277;209;3352;3351;0;0;0;0;0;0;39
$1;1;11000;3;0;72;15636;6740;0;277;209;3363;3362;0;0;0;0;0;0;35
$1;1;12000;3;0;126;15621;6792;1;277;209;3378;3376;0;0;0;0;0;0;23
$1;1;13000;3;0;190;15611;6843;2;277;209;3386;3385;0;0;0;0;0;0;21
$1;1;14000;3;0;239;15605;6873;3;277;209;3393;3392;0;0;0;0;0;0;23
$1;1;15000;3;0;266;15605;6886;3;277;209;3397;3396;0;0;0;0;0;0;22
$1;1;16000;3;0;279;15605;6889;4;277;209;3398;3398;0;0;0;0;0;0;18
$1;1;17000;3;0;284;15606;6891;5;277;209;3400;3399;0;0;0;0;0;0;29
$1;1;18000;3;0;290;15605;6897;6;277;209;3402;3402;0;0;0;0;0;0;22
$1;1;19000;3;0;294;15605;6903;7;277;209;3404;3404;0;0;0;0;0;0;30
$1;1;20000;3;0;296;15605;6905;8;277;209;3406;3406;0;0;0;0;0;0;31
$1;1;21000;3;0;298;15605;6910;8;277;209;3407;3407;0;0;0;0;0;0;20
$1;1;22000;3;0;298;15606;6913;9;277;209;3409;3409;0;0;0;0;0;0;22
$1;1;23000;3;0;299;15605;6915;10;277;209;3411;3410;0;0;0;0;0;0;42
$1;1;24000;3;0;299;15605;6918;11;277;209;3412;3412;0;0;0;0;0;0;32
$1;1;25000;3;0;299;15605;6921;12;277;209;3414;3413;0;0;0;0;0;0;47
$1;1;26000;3;0;299;15605;6924;13;277;209;3415;3414;0;0;0;0;0;0;46
$1;1;27000;3;0;300;15605;6926;13;277;208;3416;3416;0;0;0;0;0;0;44
$1;1;28000;3;0;299;15605;6928;14;277;208;3417;3417;0;0;0;0;0;0;43
$1;1;29000;3;0;299;15605;6931;15;277;208;3419;3418;0;0;0;0;0;0;34
$1;1;30000;3;0;300;15605;6934;16;277;208;3420;3420;0;0;0;0;0;0;44
$1;1;31000;3;0;299;15605;6935;17;277;209;3421;3420;0;0;0;0;0;0;44
$1;1;32000;3;0;300;15605;6937;18;277;208;3422;3422;0;0;0;0;0;0;35
$1;1;33000;3;0;299;15605;6939;18;277;209;3423;3422;0;0;0;0;0;0;45
