Time,Battery voltage,Battery current,Battery power,DC-DC current,DC-DC voltage,DC-DC input power,DC-DC output power,Fr drive power max,Rr regen power max,Rr drive power max,Nominal full pack,Nominal remaining,Energy buffer,SOC,Usable full pack,Usable remaining,DC Charge total,AC Charge total,Charge total,Discharge total,Regen total,Discharge cycles,Charge cycles,Battery odometer,Max discharge power,Max regen power,Rated range,Typical range,Full rated range,Full typical range,Cell temp min,Cell temp avg,Cell temp max,Cell temp diff,Cell min,Cell avg,Cell max,Cell diff,
13,380.38,18.4,6.99899199999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.342,3.5868,3.233,3.84056,3.89502791666667,3.96683,0.12627,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.342,3.5868,3.233,3.84056,3.89805567708333,3.96683,0.12627,
319,379.89,26.5,10.067085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,380.01,21.7,8.24621700000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,380.4,22.3,8.48291999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,379.9,23.1,8.77569000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,380.38,20.4,7.75975199999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,,,,,,,,,8,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,380.26,19.4,7.37704399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,380.39,18.8,7.15133199999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,380,23.9,9.08199999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,380,23.9,9.08199999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,,,,33,14.2,496,468.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,380.01,25.1,9.53825100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,379.26,30.7,11.643282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,,,,34,14.2,512,482.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,379.01,31.3,11.863013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,379.11,31.2,11.828232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.342,3.5868,3.233,3.84056,3.90203973958333,3.96683,0.12627,
2265,378.65,34.1,12.911965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,379.15,31.5,11.943225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445,379.15,31.2,11.82948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,,,,,,,,,8,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,379.04,30.8,11.674432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,379.76,25.9,9.83578399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,379.64,26,9.87064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,,,,,,,,,,,,,,,,,,,,,,,,46002.882587904,,,,,,,,,,,,,,,
2997,380.38,19.7,7.49348600000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,380.61,19.5,7.421895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,,,,33,14.2,496,468.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3212,380.36,19.7,7.49309200000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3386,380.88,17.1,6.51304800000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3461,380.5,17.1,6.50655000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,380.89,17.2,6.55130800000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836,381.15,15.8,6.02216999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,,,,33,14.2,496,468.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3838,380.5,15.8,6.01189999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.342,3.5868,3.233,3.84056,3.906020625,3.97232,0.13176,
4120,380.66,16.6,6.31895600000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4143,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4223,380.65,17.1,6.50911500000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4452,379.99,22.8,8.66377199999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4550,380.24,23.4,8.89761599999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4648,380.37,24.3,9.24299099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4649,,,,33,14.2,496,468.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.342,3.5868,3.233,3.84056,3.90879104166667,3.97232,0.13176,
4804,379.11,30.1,11.411211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4941,379.24,30.4,11.528896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4965,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037,380.39,21.7,8.25446300000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,380.64,21.6,8.22182400000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5208,,,,,,,,,8,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5220,380.4,20.3,7.72211999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5404,380.61,18.8,7.15546799999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5503,380.74,19.4,7.38635599999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5633,380.36,20,7.6072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5759,380.5,22.8,8.67539999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.3946125,3.5868,3.233,3.84056,3.90879104166667,3.97232,0.13176,
5926,380.25,22.2,8.44155000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5956,,,,33,14.2,496,468.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6051,,,,33,14.2,496,468.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6122,379.97,24.7,9.38525900000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6172,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6235,379.98,24.8,9.42350399999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6419,379.61,26.1,9.90782100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6537,379.87,26.1,9.91460700000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6630,379.89,26.2,9.95311800000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6786,379.49,27.7,10.511873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6888,,,,33,14.2,496,468.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6917,379.99,28.4,10.791716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6945,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7079,379.75,27.2,10.3292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7147,,,,,,,,,8,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7169,379.25,26.2,9.93635000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7261,379.49,26.1,9.90468900000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7412,380.78,20.2,7.69175600000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.3946125,3.5868,3.233,3.84056,3.91329932291667,3.973235,0.132675,
7579,380.51,19.1,7.26774100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7728,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7740,,,,34,14.2,512,482.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7809,380.76,20.4,7.76750399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7894,,,,,,,,,8,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7915,380.64,20.5,7.80312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8057,380.62,21.6,8.22139200000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8159,380.62,21.9,8.33557799999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8219,380.62,20.9,7.95495799999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8350,380.4,20.4,7.76015999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8488,380.76,21.2,8.07211200000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8588,380.77,21.6,8.22463200000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8629,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8809,380.28,21.5,8.17602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8875,380.28,21.8,8.29010399999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8956,380.64,22,8.37408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9126,380.39,21.9,8.33054099999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.44760625,3.9894,3.6356,3.84056,3.91329932291667,3.973235,0.132675,
9353,380.14,21,7.98294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9468,380.37,19.2,7.30310400000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9498,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9625,381.13,19.3,7.35580899999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9673,,,,33,14.2,496,468.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9796,380.9,19.4,7.38945999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9874,380.89,19.9,7.57971099999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955,381.01,19.4,7.39159399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.44760625,3.9894,3.6356,3.84056,3.91315635416667,3.973235,0.132675,
10236,380.66,21.9,8.33645399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10367,380.67,22.3,8.48894099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10518,380.01,25.8,9.80425799999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10554,380.25,24.8,9.43019999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10575,,,,34,14.2,512,482.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10638,380.51,24.7,9.39859700000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10751,379.38,27.6,10.470888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10834,380.14,27.9,10.605906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10923,379.88,28.2,10.712616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11014,379.26,28.7,10.884762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11116,380.39,25.3,9.62386699999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.44760625,3.9894,3.6356,3.84056,3.91349630208334,3.973235,0.132675,
11275,380.03,24.4,9.27273199999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11508,380.53,21.3,8.10528899999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11603,380.51,20.5,7.800455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11695,380.9,20.3,7.73226999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11888,380.5,19.1,7.26755000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11913,,,,33,14.2,496,468.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12008,381.12,19.3,7.35561599999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12055,380.74,19.5,7.42443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12256,380.92,22.2,8.45642400000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.5067,3.9894,3.6356,3.84056,3.91349630208334,3.973235,0.132675,
12422,381.03,21.8,8.30645399999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12574,,,,,,,,,12,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12618,381,20.7,7.88670000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12714,380.89,20.6,7.84633400000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12749,,,,34,14.2,512,482.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12876,380.52,20.8,7.91481599999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13032,,,,,,,,,,,,,,,,,2199.128,11420.125,,,2372.925,,,,,,,,,,,,,,,,,,
13044,381.01,19.1,7.27729100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13045,,,,,,,,,,,81.9,67.1,4,81.0012836970475,77.9,63.1,,,,,,185.267484737485,195.264688644689,,,,,,,,,,,,,,,,
13105,,,,,,,,,,,,,,,,,,,15992.178,15173.472,2372.925,185.268278388278,195.264688644689,,,,,,,,,,,,,,,,
13188,,,,,,,,,,,,,,,,,,,,,,,,46003.095021312,,,,,,,,,,,,,,,
13222,381.01,19.1,7.27729100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13355,381.16,21,8.00436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13514,380.92,20.5,7.80886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13529,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13701,380.74,22.2,8.45242800000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13776,,,,,,,,,12,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13799,380.5,22.5,8.56125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14003,381.02,21.5,8.19193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062,380.77,21.7,8.26270900000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14129,,,,34,14.2,512,482.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14168,380.38,22.3,8.48247399999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14186,,,,,,,,,,,,,,,,,2199.128,11420.125,,,2372.925,,,,,,,,,,,,,,,,,,
14187,,,,,,,,,,,81.9,67.1,4,81.0012836970475,77.9,63.1,,,,,,185.268278388278,195.264688644689,,,,,,,,,,,,,,,,
14321,381.03,17.7,6.74423100000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14427,381.38,16.8,6.40718399999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14495,381.89,16.8,6.41575199999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.5067,3.9894,3.6356,3.84056,3.91392838541667,3.977505,0.136945,
14675,381.12,18.9,7.20316799999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14691,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14836,380.98,19.6,7.46720800000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15051,380.76,24.3,9.25246799999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.5067,3.9894,3.6356,3.84056,3.91412536458333,3.977505,0.136945,
15193,380.5,24.8,9.43639999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15325,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15440,379.97,27,10.25919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15501,,,,,,,,,12,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15518,380.35,27,10.26945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15671,380.99,20.3,7.73409699999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15742,380.88,20.8,7.92230399999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15848,380.25,22.2,8.44155000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15876,,,,33,14.2,496,468.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15902,380.86,22.3,8.49317799999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16040,381.09,18.7,7.12638300000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16125,380.96,18.6,7.08585600000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.5067,3.9894,3.6356,3.84056,3.91501494791667,3.977505,0.136945,
16457,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16514,380.99,22.7,8.64847300000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16733,380.59,22.3,8.48715699999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16812,380.49,21.5,8.180535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16894,380.99,21.6,8.22938400000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17005,,,,33,14.2,496,468.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17049,381.37,18.4,7.01720799999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17148,381.24,18.8,7.16731199999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.5067,3.9894,3.6356,3.84056,3.9152278125,3.97781,0.13725,
17327,381.49,18.7,7.13386300000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17542,381.36,17.6,6.71193600000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17543,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17563,381.24,17.3,6.59545199999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17680,,,,,,,,,12,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17704,380.86,22.7,8.64552200000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17854,380.76,23.5,8.94786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18080,380.83,24.7,9.40650100000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18137,,,,,,,,,,,,,,,,,2199.128,11420.125,,,2372.925,,,,,,,,,,,,,,,,,,
18138,,,,,,,,,,,81.9,67.1,4,81.0012836970475,77.9,63.1,,,,,,185.268278388278,195.264688644689,,,,,,,,,,,,,,,,
18141,,,,,,,,,,,,,,,,,,,15992.178,15173.48,2372.925,185.268376068376,195.264688644689,,,,,,,,,,,,,,,,
18217,380.58,24.1,9.17197800000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18304,380.77,23.2,8.83386400000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18345,,,,34,14.2,512,482.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18463,380.89,23.3,8.87473699999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.58409375,3.9894,3.6356,3.84056,3.9152278125,3.97781,0.13725,
18691,380.64,23.5,8.94504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18820,380.77,24,9.13848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18835,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18984,,,,,,,,,12,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18999,380.35,24.2,9.20447000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19099,380.6,23.1,8.79186000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19179,380.35,23,8.74805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19335,381.38,19.6,7.47504800000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19418,381.13,19.9,7.58448699999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19530,380.89,20.5,7.808245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19685,381.38,16.9,6.44532199999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19770,381.5,16,6.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19794,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19878,381.38,16.1,6.14021800000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19925,381.59,18.3,6.98309699999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20013,381.45,18.6,7.09497000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20108,381.33,19.2,7.32153600000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20188,381.2,19.8,7.54775999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20209,,,,,,,,,,,,,,,,,2199.128,11420.125,,,2372.925,,,,,,,,,,,,,,,,,,
20315,380.73,19.7,7.50038100000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20396,381.23,19.5,7.433985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20510,381.23,19.7,7.51023100000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20670,381,18.6,7.08660000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20682,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20766,381.12,19.1,7.27939200000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20904,,,,,,,,,12,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20905,381.38,19.4,7.39877199999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20988,381.36,16.1,6.13989600000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086,381.76,16.6,6.33721600000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.58409375,3.9894,3.6356,3.84056,3.91911338541667,3.97781,0.13725,
21262,381.51,16.1,6.14231100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21384,382.23,13.5,5.160105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21501,,,,,,,,,12,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21502,382.12,13.6,5.19683200000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21573,382.09,13.7,5.23463300000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21718,382.14,15.4,5.88495599999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21804,381.5,14.7,5.60805000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21893,382.02,13.9,5.31007799999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21988,381.88,16.4,6.26283199999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3538,1.6538625,3.9894,3.6356,3.84056,3.91911338541667,3.97781,0.13725,
22173,381.88,17.1,6.53014800000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22343,381.35,22.7,8.65664500000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22393,,,,,,,,,12,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22426,381.22,23,8.76806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22523,380.98,21.9,8.34346199999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22579,380.72,21.3,8.10933599999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22684,380.51,25.2,9.58885200000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22776,380.89,25.5,9.712695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22894,380.65,25.8,9.82076999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23025,380.72,25.3,9.63221599999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23114,380.6,24.1,9.17246000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23139,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
