Time,Battery voltage,Battery current,Battery power,DC-DC current,DC-DC voltage,DC-DC input power,DC-DC output power,Fr drive power max,Rr regen power max,Rr drive power max,Nominal full pack,Nominal remaining,Energy buffer,SOC,Usable full pack,Usable remaining,DC Charge total,AC Charge total,Charge total,Discharge total,Regen total,Discharge cycles,Charge cycles,Battery odometer,Max discharge power,Max regen power,Rated range,Typical range,Full rated range,Full typical range,Cell temp min,Cell temp avg,Cell temp max,Cell temp diff,Cell min,Cell avg,Cell max,Cell diff,
391548,377.02,43.1,16.249562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391596,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391635,377.03,43.1,16.249993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391797,376.16,52.7,19.823632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391861,376.27,52.8,19.867056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391960,376.14,52.3,19.672122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392129,375.15,60.4,22.65906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392197,375.27,60.7,22.778889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392270,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392516,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392531,375.02,61.4,23.026228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392573,375.29,61.4,23.042806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392653,375.15,61.4,23.03421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392789,375.04,59.5,22.31488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392855,375.29,59.5,22.329755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392932,375.29,59.6,22.367284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393047,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868,5.1903375,8.0032,4.4164,3.85825,3.92071145833333,3.999465,0.141215,
393208,,,,30,14.2,448,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393271,375.04,62.5,23.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393321,375.15,62.5,23.446875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393415,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393532,374.5,69.3,25.95285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393595,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393704,373.98,70.2,26.253396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868,5.1903375,8.0032,4.4164,3.85825,3.92101328125,3.999465,0.141215,
393832,,,,31,14.2,464,440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393904,373.26,80.7,30.122082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393964,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394082,373.39,80.2,29.945878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394166,372.77,82.2,30.641694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394255,373.14,81.9,30.560166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394344,373,82,30.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394435,373.13,82.1,30.633973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394553,373.26,80.3,29.972778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394612,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394755,373.23,80.5,30.045015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394839,373.02,79.2,29.543184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394921,373.39,78.7,29.385793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394923,,,,30,14.2,448,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394973,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395104,373.14,78.7,29.366118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395188,372.89,81.3,30.315957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395262,372.76,81.5,30.37994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395365,372.88,81.5,30.38972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395442,373.01,81.5,30.400315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395503,372.89,83.7,31.210893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395626,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395680,372.99,83.5,31.144665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868,5.1903375,8.0032,4.4164,3.85825,3.9178965625,3.999465,0.141215,
395904,372.5,85.1,31.69975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395950,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396048,,,,31,14.2,464,440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396049,372.75,85.1,31.721025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396210,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396338,372.86,82.4,30.723664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868,5.30128125,8.0032,4.4164,3.85825,3.9178965625,3.999465,0.141215,
396569,372.91,77.1,28.751361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396664,373.15,75.9,28.322085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396724,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396793,373.02,75.2,28.051104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396866,373.87,71.4,26.694318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396956,373.76,71.8,26.835968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397031,373.23,71.8,26.797914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397177,373.38,71.7,26.771346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397314,374.15,67.5,25.255125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397349,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397430,374.01,67.3,25.170873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397492,,,,30,14.2,448,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397507,374.26,67.6,25.299976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397627,374.01,67.1,25.096071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397705,374.13,67.1,25.104123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397799,374.15,67.1,25.105465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397965,374.01,69.4,25.956294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398193,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398206,374,69.7,26.0678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398267,,,,30,14.2,448,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398277,373.53,74.6,27.865338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398362,373.52,75.5,28.20076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398459,373.53,75.8,28.313574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398542,373.4,76.1,28.41574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398738,,,,,,,,,,,,,,,,,,,,,,,,,,,395.898624,315.431424,507.245112,404.146512,,,,,,,,,
398779,373.52,74.2,27.715184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398850,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399043,373.89,70.8,26.471412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399101,373.76,71,26.53696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399111,,,,30,14.2,448,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399213,373.76,70.3,26.275328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399259,373.64,70.2,26.229528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399344,373.52,70.5,26.33316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399433,373.89,70.6,26.396634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399509,373.9,70.8,26.47212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399709,373.13,73.9,27.574307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868,5.31729375,8.0032,4.4164,3.85825,3.9178965625,3.999465,0.141215,
399877,373.62,74.3,27.759966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399973,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400019,373.27,77.1,28.779117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400102,373.27,77.1,28.779117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400182,373.39,77.3,28.863047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400316,372.76,80.7,30.081732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400365,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400482,372.38,80.7,30.051066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868,5.31729375,8.0032,4.4164,3.85825,3.91786796875,3.999465,0.141215,
400664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868,5.31729375,8.0032,4.4164,3.85825,3.91735963541667,3.999465,0.141215,
400729,372.74,81.4,30.341036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400832,372.87,81.2,30.277044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400960,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401025,373.66,73.7,27.538742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401105,373.8,73.7,27.54906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401172,373.43,73.5,27.447105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401309,374.15,66.8,24.99322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401398,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401499,374.15,66.8,24.99322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401700,374.59,62.1,23.262039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401859,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401885,374.48,62.3,23.330104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401981,375.51,52.8,19.826928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402046,375.52,51.9,19.489488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402136,375.52,51.3,19.264176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402264,375.39,52,19.52028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868,5.3977375,8.0032,4.4164,3.85825,3.91735963541667,3.999465,0.141215,
402440,376,46.1,17.3336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402547,376.25,46.5,17.495625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402698,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402765,375.64,45.2,16.978928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402862,376.27,45.3,17.045031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403032,375.74,47,17.65978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403110,376.11,47.5,17.865225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403112,,,,,,,,,,,,,,,,,2199.128,11420.125,,,2372.936,,,,,,,,,,,,,,,,,,
403125,,,,,,,,,,,81.9,64.6,4,77.7920410783055,77.9,60.6,,,,,,185.297374847375,195.264822954823,,,,,,,,,,,,,,,,
403169,,,,,,,,,,,,,,,,,,,15992.189,15176.001,2372.936,185.299157509158,195.264822954823,,,,,,,,,,,,,,,,
403359,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403422,375.01,52.9,19.838029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403500,375.5,52.8,19.8264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403568,375.75,53,19.91475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403725,375.12,57.9,21.719448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403793,374.89,58.3,21.856087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403876,375.14,58.8,22.058232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404054,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404104,,,,30,14.2,448,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404166,375.08,56.7,21.267036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868,5.3977375,8.0032,4.4164,3.85825,3.91858598958333,3.999465,0.141215,
404344,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404381,375.48,52.7,19.787796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404466,375.5,52.1,19.56355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404653,375.26,52.4,19.663624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868,5.3977375,8.0032,4.4164,3.85825,3.9184875,3.999465,0.141215,
404818,375.34,52,19.51768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405027,375.73,52.3,19.650679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405048,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405114,375.4,53.2,19.97128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405166,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405322,375.26,53.2,19.963832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868,5.3977375,8.0032,4.4164,3.85825,3.91959630208333,3.999465,0.141215,
405337,,,,30,14.2,448,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405537,375.49,53.9,20.238911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405605,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405644,375.34,53.9,20.230826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405762,375.77,52.2,19.615194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405833,375.51,52.3,19.639173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405922,375.51,52.4,19.676724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406006,375.64,52,19.53328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406148,375.72,48.4,18.184848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406197,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406327,376.1,47.8,17.97758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868,5.3977375,8.0032,4.4164,3.85825,3.91655583333333,3.999465,0.141215,
406542,375.97,46.1,17.332217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406566,,,,31,14.2,464,440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406630,375.97,46.1,17.332217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406683,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406768,375.98,49.7,18.686206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406820,375.98,49.9,18.761402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406898,375.71,49.9,18.747929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406985,375.71,50,18.7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407101,375.62,51.9,19.494678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407157,375.75,52.7,19.802025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407221,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407391,375.62,52.1,19.569802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407461,375.26,55.6,20.864456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407501,375.11,55.7,20.893627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407594,375.49,56.2,21.102538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407686,375.24,55.7,20.900868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407864,375,58.8,22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407902,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408103,375.12,59.2,22.207104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408189,375,57.2,21.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408253,375.25,57.1,21.426775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408401,375.11,57.3,21.493803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408438,374.51,57.5,21.534325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408537,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408661,375.01,55.7,20.888057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868,5.3977375,8.0032,4.4164,3.85825,3.91584416666666,3.999465,0.141215,
408851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868,5.46369375,8.0032,4.4164,3.85825,3.91584416666666,3.999465,0.141215,
408922,374.87,59.3,22.229791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409019,374.99,58.8,22.049412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409073,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409125,375.37,55,20.64535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409198,,,,30,14.2,448,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409225,375.01,55.3,20.738053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409301,375.25,55.3,20.751325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409439,375.25,55.4,20.78885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409506,375.61,50.5,18.968305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409653,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409673,375.86,50.3,18.905758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868,5.46369375,8.0032,4.4164,3.85825,3.91633026041667,3.999465,0.141215,
409872,375.47,50.3,18.886141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409948,375.47,50.1,18.811047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409965,,,,30,14.2,448,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410039,375.86,50.4,18.943344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410181,375.4,56.6,21.24764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410225,375.51,56.6,21.253866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410341,375.27,57.1,21.427917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410463,375.13,57.3,21.494949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410530,374.75,61.6,23.0846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410603,374.76,61.8,23.160168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410664,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410719,374.61,62.1,23.263281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410887,,,,31,14.2,464,440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410898,374.59,64.1,24.011219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411000,374.46,64.1,24.002886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411083,374.46,63.9,23.927994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411261,374.14,64.2,24.019788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411332,374.62,64.2,24.050604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411410,374.64,64.2,24.051888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411593,374.51,64.2,24.043542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411699,373.98,65.9,24.645282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411775,374.36,65.6,24.558016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411826,,,,30,14.2,448,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411881,374.24,65.6,24.550144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412031,374.37,62.8,23.510436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412117,374.25,62.3,23.315775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412156,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412322,374.62,64.7,24.237914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868,5.49,8.1862,4.5994,3.85825,3.91633026041667,3.999465,0.141215,
412501,373.87,64.8,24.226776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412578,374.49,65.1,24.379299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412678,,,,,,,,,20,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412763,373.61,69.4,25.928534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412846,373.62,69.9,26.116038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413001,373.11,73.7,27.498207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413068,,,,30,14.2,448,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413090,373.48,73.3,27.376084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413093,,,,,,,,,,,,,,,,,2199.128,11420.125,,,2372.936,,,,,,,,,,,,,,,,,,
413108,,,,,,,,,,,81.9,64.5,4,77.6636713735558,77.9,60.5,,,,,,185.299157509158,195.264822954823,,,,,,,,,,,,,,,,
413169,,,,,,,,,,,,,,,,,,,15992.189,15176.057,2372.936,185.299841269841,195.264822954823,,,,,,,,,,,,,,,,
413278,373.98,69.8,26.103804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413381,373.84,69.3,25.907112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413418,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413539,373.97,68.5,25.616945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413720,374.11,69.8,26.112878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413784,373.36,69.8,26.060528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413885,374.11,69.8,26.112878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414056,373.52,73.8,27.565776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414080,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414201,373.52,74,27.64048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414379,373.87,70.7,26.432609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414467,373.62,70.7,26.414934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414569,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414728,373.48,72.2,26.965256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868,5.49,8.1862,4.5994,3.85825,3.91556776041667,3.999465,0.141215,
414857,373.61,72.4,27.049364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414963,372.99,72.6,27.079074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
