;;;;;;;;;;;;;;;;;0;0;0;1;1;3;3;3;6;7;8;8;8;8;8;8;16;16;16;19;19;21;22;23;24;25;
;;;;;;;;;;;;;;;;;RECEIVER;RECEIVER;RECEIVER;VARIO F1712;VARIO F1712;CURRENT F1678;CURRENT F1678;CURRENT F1678;TEMPERATURE SENSOR;TEMPERATURE F1713 ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;CURRENT F1678;CURRENT F1678;CURRENT F1678;VARIO F1712;VARIO F1712;RPM SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;
TIME;CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;CH9;CH10;CH11;CH12;CH13;CH14;CH15;CH16;BATTERY;EXTERNAL BATTERY;STATUS;ALTITUDE;VARIOMETER;CURRENT;VOLTAGE;CAPACITY;TEMPERATURE;TEMPERATURE;DISTANCE;SPEED;ALTITUDE;VARIOMETER;LATITUDE;LONGITUDE;CURRENT;VOLTAGE;CAPACITY;ALTITUDE;VARIOMETER;ROTATION;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;
1745120;25,7;-12,8;-135,0;24,9;-10,7;25,4;129,8;-13,2;-27,2;65,9;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   35;   0,0;   0,1; 23,2;  1125; 272;   8;16355; 57;-6347;   0,0;N 46:36.9672;E 13:56.1885;   0,0; 23,1;     0;   37;   0,0;     0;   1;  -1;  35; 106;
1746151;31,1;-7,1;-135,0;28,9;22,2;25,1;129,8;-9,4;-27,1;65,8;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   36;   0,0;   0,0; 23,2;  1125; 275;   8;16354; 57;-6347;   0,0;N 46:36.9756;E 13:56.1779;   0,0; 23,2;     0;   37;   0,0;     0; 873;  -1;  35;  99;
1747183;18,7;16,4;-135,0;28,9;30,5;22,6;129,8;-6,1;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   36;   0,0;   0,1; 23,2;  1125; 276;   8;16355; 55;-6347;   0,0;N 46:36.9820;E 13:56.1696;   0,0; 23,1;     0;   38;   0,0;     0; 873;  -1;  35;  96;
1748213;23,5;21,7;-135,0;30,7;46,0;22,3;129,8;-4,3;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   36;   0,0;   0,0; 23,2;  1125; 277;   8;16355; 56;-6347;   0,0;N 46:36.9864;E 13:56.1631;   0,0; 23,1;     0;   37;   0,0;     0; 873;  -1;  35; 105;
1749246;17,0;6,0;-135,0;26,2;6,5;23,5;129,8;-9,5;-28,9;67,6;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   34;  -1,3;   0,0; 23,2;  1125; 278;   8;16355; 63;-6349;  -1,7;N 46:36.9912;E 13:56.1615;   0,0; 23,2;     0;   35;  -1,7;     0; 873;  -1;  35; 120;
1750282;35,0;0,7;-135,0;28,9;23,7;24,6;129,8;-8,6;-27,7;66,4;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   31;  -2,5;   0,0; 23,2;  1125; 278;   8;16357; 50;-6353;  -2,8;N 46:36.9888;E 13:56.1700;   0,0; 23,2;     0;   32;  -2,8;     0;   1;  -1;  35; 129;
1751316;26,3;-8,5;-135,0;25,3;-6,2;25,1;129,8;-12,4;-27,4;66,1;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   29;  -1,3;   0,0; 23,2;  1125; 277;   8;16360; 37;-6353;   0,0;N 46:36.9848;E 13:56.1810;   0,0; 23,2;     0;   31;  -1,1;     0; 873;  -1;  35; 117;
1752352;25,3;-10,1;-135,0;24,6;-10,6;25,3;129,8;-12,9;-27,4;66,1;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   31;  +1,5;   0,0; 23,2;  1125; 277;   6;16360; 36;-6350;  +2,9;N 46:36.9832;E 13:56.1896;   0,0; 23,2;     0;   35;  +3,5;     0; 873;  -1;  35; 104;
1753387;20,7;-14,7;-135,0;3,3;-13,7;22,3;129,8;-13,2;-27,4;66,1;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   37;  +4,6;   0,0; 23,2;  1125; 277;   7;16356; 36;-6344;  +4,9;N 46:36.9820;E 13:56.2023;   0,0; 23,2;     0;   39;  +4,8;     0; 873;  -1;  35;  96;
1754422;10,6;-18,9;-135,0;-14,3;-15,9;19,3;129,8;-12,9;-27,8;66,5;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   41;  +2,5;   0,0; 23,2;  1125; 277;   7;16350; 30;-6341;  +1,7;N 46:36.9816;E 13:56.2122;   0,0; 23,2;     0;   42;  +2,0;     0; 873;  -1;  35; 100;
1755457;-2,8;-3,7;-135,0;-9,2;-14,4;18,5;129,8;-11,2;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,3;  0,0;3;   40;   0,0;   0,0; 23,2;  1125; 278;   7;16347; 30;-6343;  -1,5;N 46:36.9832;E 13:56.2170;   0,0; 23,2;     0;   41;   0,0;     0;   1;  -1;  35; 103;
1756489;5,5;6,7;-135,0;23,4;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,3;  0,0;3;   38;  -1,8;   0,0; 23,2;  1125; 279;   7;16349; 36;-6346;  -2,5;N 46:36.9876;E 13:56.2196;   0,0; 23,2;     0;   39;  -2,2;     0; 873;  -1;  35; 106;
1757525;9,2;10,1;-135,0;25,6;3,3;22,9;129,8;-9,2;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,3;  0,0;3;   35;  -2,4;   0,0; 23,2;  1125; 281;   7;16352; 42;-6349;  -2,5;N 46:36.9952;E 13:56.2196;   0,0; 23,2;     0;   36;  -2,4;     0; 873;  -1;  35; 103;
1758559;3,4;8,8;-135,0;23,1;-9,5;22,6;129,8;-10,4;-29,9;68,6;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,3;  0,0;3;   33;  -1,5;   0,0; 23,2;  1125; 283;   7;16355; 39;-6350;   0,0;N 46:37.0008;E 13:56.2174;   0,0; 23,1;     0;   35;  -1,4;     0; 873;  -1;  35; 105;
1759593;0,6;0,1;-135,0;2,7;-12,8;20,1;129,8;-11,0;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,3;  0,0;3;   33;   0,0;   0,0; 23,2;  1125; 284;   8;16356; 29;-6350;   0,0;N 46:37.0040;E 13:56.2113;   0,0; 23,2;     0;   35;   0,0;     0; 873;  -1;  35;  96;
1760625;-1,6;-2,4;-135,0;-5,4;-13,8;19,0;129,8;-11,2;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   34;   0,0;   0,0; 23,2;  1125; 283;   8;16356; 23;-6348;   0,0;N 46:37.0020;E 13:56.2079;   0,0; 23,2;     0;   36;   0,0;     0; 873;  -1;  35; 102;
1761657;-2,1;-2,7;-135,0;-4,5;-13,7;19,0;129,8;-11,2;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   35;   0,0;   0,0; 23,2;  1125; 282;   8;16354; 22;-6347;   0,0;N 46:37.0004;E 13:56.2054;   0,0; 23,2;     0;   37;   0,0;     0; 873;  -1;  35; 107;
1762708;17,6;-1,6;-135,0;24,7;-7,4;24,3;129,8;-11,6;-28,4;67,1;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   35;   0,0;   0,0; 23,2;  1125; 283;   8;16353; 23;-6348;   0,0;N 46:37.0020;E 13:56.2010;   0,0; 23,1;     0;   36;   0,0;     0; 873;  -1;  35; 117;
1763741;15,6;11,5;-135,0;25,4;2,5;23,1;129,8;-9,4;-29,5;68,2;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   34;  -1,4;   0,1; 23,2;  1125; 283;   8;16355; 28;-6350;  -1,6;N 46:37.0040;E 13:56.1930;   0,0; 23,1;     0;   35;  -1,6;     0; 873;  -1;  35; 118;
1764776;5,7;6,7;-135,0;23,5;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   32;  -1,4;   0,1; 23,2;  1125; 283;   8;16357; 28;-6351;  -1,4;N 46:37.0044;E 13:56.1855;   0,0; 23,1;     0;   33;  -1,5;     0;   1;  -1;  35; 113;
1765810;13,4;13,7;-135,0;27,5;19,8;22,8;129,8;-7,4;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;2;   31;  -1,1;   0,0; 23,2;  1125; 282;   8;16359; 29;-6352;  -1,0;N 46:37.0040;E 13:56.1769;   0,0; 23,2;     0;   32;   0,0;     0; 873;  -1;  35; 109;
1766846;5,7;6,7;-135,0;23,5;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;2;   30;  -0,8;   0,0; 23,2;  1125; 281;   8;16360; 29;-6353;  -1,0;N 46:37.0004;E 13:56.1685;   0,0; 23,2;     0;   31;   0,0;     0; 873;  -1;  35; 109;
1767880;4,9;-8,2;-135,0;-3,0;-13,8;20,1;129,8;-11,9;-28,9;67,6;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   29;   0,0;   0,0; 23,2;  1125; 278;   8;16361; 17;-6354;   0,0;N 46:36.9888;E 13:56.1655;   0,0; 23,2;     0;   30;   0,0;     0; 873;  -1;  35; 105;
1768910;5,5;6,5;-135,0;23,4;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   30;   0,0;   0,0; 23,2;  1125; 276;   8;16362; 11;-6352;  +1,4;N 46:36.9808;E 13:56.1609;   0,0; 23,2;     0;   32;   0,0;     0; 873;  -1;  35;  95;
1769942;8,6;-1,8;-135,0;16,5;-11,2;22,6;129,8;-11,6;-28,9;67,6;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   32;  +1,8;   0,0; 23,2;  1125; 274;   8;16360; 17;-6350;  +2,2;N 46:36.9728;E 13:56.1606;   0,0; 23,2;     0;   35;  +2,2;     0;   1;  -1;  35;  91;
1770976;13,7;-1,6;-135,0;23,7;-10,3;24,0;129,8;-11,8;-28,6;67,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   35;  +2,2;   0,0; 23,2;  1125; 272;   8;16358; 29;-6347;  +2,2;N 46:36.9644;E 13:56.1659;   0,0; 23,2;     0;   37;  +2,2;     0; 873;  -1;  35;  86;
1772012;14,9;-12,5;-135,0;5,8;-13,1;22,0;129,8;-12,6;-28,0;66,7;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   37;  +2,0;   0,0; 23,2;  1125; 270;   8;16355; 41;-6345;  +1,7;N 46:36.9552;E 13:56.1746;   0,0; 23,2;     0;   39;  +1,8;     0; 873;  -1;  35;  83;
1773048;25,4;-13,1;-135,0;24,4;-10,7;25,4;129,8;-13,2;-27,2;65,9;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   38;   0,0;   0,0; 23,2;  1125; 268;   7;16352; 47;-6344;   0,0;N 46:36.9472;E 13:56.1825;   0,0; 23,2;     0;   40;   0,0;     0; 873;  -1;  35;  84;
1774079;15,8;-49,0;-135,0;-3,6;-15,0;22,2;129,8;-14,3;-26,5;65,2;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   38;   0,0;   0,0; 23,2;  1125; 265;   7;16351; 53;-6345;   0,0;N 46:36.9360;E 13:56.1932;   0,0; 23,2;     0;   40;   0,0;     0; 873;  -1;  35;  89;
1775110;27,8;-42,4;-135,0;25,7;-7,6;26,5;129,8;-13,8;-26,0;64,7;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   37;  -0,9;   0,0; 23,2;  1125; 262;   7;16351; 57;-6346;  -1,1;N 46:36.9268;E 13:56.2041;   0,0; 23,1;     0;   39;  -1,0;     0;   1;  -1;  35;  96;
1776144;22,9;-42,4;-135,0;16,5;-12,4;25,1;129,8;-14,1;-26,2;64,9;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   36;  -1,4;   0,0; 23,2;  1125; 260;   7;16352; 59;-6348;  -1,5;N 46:36.9204;E 13:56.2179;   0,0; 23,2;     0;   37;  -1,6;     0; 873;  -1;  35; 104;
1777179;5,5;6,7;-135,0;23,4;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   35;   0,0;   0,0; 23,2;  1125; 258;   7;16353; 60;-6348;   0,0;N 46:36.9156;E 13:56.2288;   0,0; 23,1;     0;   36;   0,0;     0; 873;  -1;  35;  87;
1778209;15,2;11,3;-135,0;25,7;4,5;22,9;129,8;-9,1;-29,5;68,2;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   36;   0,0;   0,1; 23,2;  1125; 256;   7;16353; 61;-6346;   0,0;N 46:36.9112;E 13:56.2417;   0,0; 23,1;     0;   38;   0,0;     0; 873;  -1;  35;  85;
1779241;29,9;0,1;-135,0;28,7;22,6;24,4;129,8;-8,6;-27,8;66,5;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   36;   0,0;   0,1; 23,2;  1125; 254;   7;16350; 61;-6347;   0,0;N 46:36.9076;E 13:56.2552;   0,0; 23,1;     0;   38;   0,0;     0; 873;  -1;  35;  95;
1780274;5,7;6,7;-135,0;23,7;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   34;  -1,8;   0,0; 23,2;  1126; 252;   6;16351; 60;-6350;  -2,4;N 46:36.9044;E 13:56.2651;   0,0; 23,2;     0;   35;  -2,3;     0;   1;  -1;  35; 101;
1781309;5,7;6,8;-135,0;23,7;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   33;  -1,1;   0,0; 23,2;  1126; 250;   6;16354; 58;-6350;   0,0;N 46:36.9024;E 13:56.2751;   0,0; 23,2;     0;   34;   0,0;     0; 873;  -1;  35;  95;
1782342;14,9;5,4;-135,0;25,9;4,3;23,5;129,8;-9,7;-29,0;67,7;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   33;   0,0;   0,1; 23,2;  1126; 250;   7;16353; 56;-6350;   0,0;N 46:36.9012;E 13:56.2861;   0,0; 23,2;     0;   35;   0,0;     0; 873;  -1;  35;  90;
1783385;20,1;-7,7;-135,0;24,3;-10,4;24,9;129,8;-12,5;-27,8;66,5;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   33;   0,0;   0,1; 23,2;  1126; 248;   6;16353; 54;-6349;   0,0;N 46:36.8988;E 13:56.2949;   0,0; 23,2;     0;   35;   0,0;     0; 873;  -1;  35;  88;
1784417;14,0;15,0;-135,0;28,0;23,7;22,6;129,8;-7,0;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   34;   0,0;   0,1; 23,2;  1126; 246;   6;16352; 51;-6349;   0,0;N 46:36.8964;E 13:56.3004;   0,0; 23,2;     0;   35;   0,0;     0; 873;  -1;  35;  82;
1785448;14,6;14,3;-135,0;27,7;21,0;22,6;129,8;-7,3;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   35;  +1,6;   0,0; 23,2;  1126; 246;   7;16352; 42;-6347;  +1,6;N 46:36.8956;E 13:56.3004;   0,0; 23,2;     0;   38;  +1,7;     0;   1;  -1;  35;  79;
1786483;17,1;15,8;-135,0;27,8;22,6;22,6;129,8;-7,1;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   38;  +1,9;   0,1; 23,2;  1126; 244;   7;16350; 40;-6345;  +1,7;N 46:36.8896;E 13:56.3018;   0,0; 23,2;     0;   40;  +1,8;     0; 873;  -1;  35;  85;
1787523;29,0;0,1;-135,0;27,7;14,9;24,4;129,8;-9,5;-27,8;66,5;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   39;   0,0;   0,1; 23,2;  1126; 241;   8;16348; 40;-6344;   0,0;N 46:36.8792;E 13:56.2955;   0,0; 23,2;     0;   40;   0,0;     0; 873;  -1;  35;  92;
1788560;26,2;-6,1;-135,0;26,3;2,4;25,0;129,8;-11,3;-27,5;66,2;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   38;   0,0;   0,1; 23,2;  1126; 239;   8;16348; 43;-6345;   0,0;N 46:36.8712;E 13:56.2872;   0,0; 23,2;     0;   39;   0,0;     0; 873;  -1;  35;  94;
1789591;21,7;-9,4;-135,0;24,3;-10,6;25,0;129,8;-12,8;-27,5;66,2;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   38;   0,0;   0,0; 23,2;  1126; 238;   8;16349; 45;-6344;   0,0;N 46:36.8612;E 13:56.2764;   0,0; 23,2;     0;   40;   0,0;     0;   1;  -1;  35;  90;
1790622;17,3;-13,7;-135,0;8,6;-12,8;22,8;129,8;-12,8;-27,7;66,4;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   40;  +1,4;   0,0; 23,2;  1126; 237;   8;16349; 41;-6342;  +2,2;N 46:36.8556;E 13:56.2716;   0,0; 23,2;     0;   42;  +1,7;     0; 873;  -1;  35;  79;
1791658;12,5;-20,4;-135,0;-11,0;-15,5;20,1;129,8;-13,1;-27,7;66,4;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   42;  +1,9;   0,0; 23,2;  1126; 236;   8;16347; 34;-6340;  +1,7;N 46:36.8520;E 13:56.2671;   0,0; 23,2;     0;   44;  +1,8;     0; 873;  -1;  35;  81;
1792692;7,4;-25,7;-135,0;-27,1;-17,7;17,9;129,8;-13,2;-27,7;66,4;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   43;   0,0;   0,0; 23,2;  1126; 236;   7;16345; 28;-6340;   0,0;N 46:36.8520;E 13:56.2640;   0,0; 23,2;     0;   44;   0,0;     0; 873;  -1;  35;  87;
1793724;-15,2;-8,0;-135,0;-36,2;-17,3;14,1;129,8;-10,6;-30,4;69,0;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   42;  -0,9;   0,0; 23,2;  1126; 237;   7;16345; 20;-6342;  -1,2;N 46:36.8548;E 13:56.2618;   0,0; 23,1;     0;   43;  -1,0;     0; 873;  -1;  35;  88;
1794758;3,9;-19,9;-135,0;-20,4;-16,5;18,2;129,8;-12,6;-28,3;67,0;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   40;  -1,2;   0,0; 23,2;  1126; 241;   8;16348; 10;-6343;  -1,8;N 46:36.8784;E 13:56.2333;   0,0; 23,1;     0;   41;  -1,3;     0;   1;  -1;  35;  93;
1795792;19,3;-14,3;-135,0;11,8;-12,4;23,4;129,8;-13,1;-27,5;66,2;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   38;  -2,2;   0,0; 23,2;  1126; 253;   8;16349; 13;-6346;  -2,4;N 46:36.9008;E 13:56.2166;   0,0; 23,1;     0;   39;  -2,2;     0; 873;  -1;  35;  98;
1796827;24,4;-11,9;-135,0;24,7;-10,7;25,3;129,8;-13,1;-27,2;65,9;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   35;  -2,5;   0,0; 23,2;  1126; 256;   8;16352; 19;-6348;  -2,2;N 46:36.9100;E 13:56.2113;   0,0; 23,1;     0;   36;  -2,3;     0; 873;  -1;  35; 101;
1797865;23,2;-10,9;-135,0;24,3;-10,7;25,1;129,8;-12,9;-27,4;66,1;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   34;  -1,1;   0,0; 23,2;  1126; 260;   8;16355; 30;-6349;   0,0;N 46:36.9252;E 13:56.2002;   0,0; 23,2;     0;   36;   0,0;     0; 873;  -1;  35;  94;
1798897;25,9;-8,0;-135,0;25,9;-2,2;25,1;129,8;-11,9;-27,5;66,2;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   35;   0,0;   0,0; 23,2;  1126; 264;   7;16356; 36;-6348;   0,0;N 46:36.9344;E 13:56.1888;   0,0; 23,2;     0;   37;   0,0;     0; 873;  -1;  35;  90;
1799928;30,2;-3,7;-135,0;27,4;11,6;24,9;129,8;-10,1;-27,5;66,2;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   37;   0,0;   0,0; 23,2;  1126; 265;   7;16355; 33;-6346;   0,0;N 46:36.9400;E 13:56.1827;   0,0; 23,2;     0;   39;   0,0;     0;   1;  -1;  35;  87;
1800958;9,1;10,1;-135,0;25,7;4,3;22,9;129,8;-9,1;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   37;   0,0;   0,0; 23,2;  1126; 267;   7;16353; 33;-6346;   0,0;N 46:36.9464;E 13:56.1803;   0,0; 23,2;     0;   39;   0,0;     0; 873;  -1;  35;  88;
1801991;13,2;12,8;-135,0;26,5;11,5;22,8;129,8;-8,2;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   37;   0,0;   0,0; 23,2;  1126; 269;   7;16353; 35;-6346;   0,0;N 46:36.9536;E 13:56.1770;   0,0; 23,2;     0;   39;   0,0;     0; 873;  -1;  35;  91;
1803021;14,9;14,1;-135,0;27,1;16,7;22,8;129,8;-7,7;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   37;   0,0;   0,0; 23,2;  1126; 270;   7;16354; 32;-6346;   0,0;N 46:36.9576;E 13:56.1742;   0,0; 23,2;     0;   39;   0,0;     0; 873;  -1;  35; 105;
1804053;19,9;17,9;-135,0;28,7;29,8;22,6;129,8;-6,2;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   36;  -0,8;   0,0; 23,2;  1126; 270;   7;16354; 26;-6348;  -1,1;N 46:36.9564;E 13:56.1749;   0,0; 23,2;     0;   38;   0,0;     0; 873;  -1;  35;  96;
1805088;24,1;0,6;-135,0;26,5;6,4;24,4;129,8;-10,3;-28,1;66,8;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   35;  -1,6;   0,1; 23,2;  1126; 269;   6;16355; 19;-6350;  -2,1;N 46:36.9500;E 13:56.1805;   0,0; 23,2;     0;   35;  -2,0;     0;   1;  -1;  35; 116;
1806123;13,7;14,9;-135,0;28,3;25,6;22,6;129,8;-6,7;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   31;  -2,7;   0,1; 23,2;  1126; 267;   6;16357; 18;-6352;  -2,7;N 46:36.9464;E 13:56.1895;   0,0; 23,1;     0;   32;  -2,6;     0; 873;  -1;  35; 109;
1807160;20,2;21,0;-135,0;30,7;46,0;22,3;129,8;-4,3;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   31;   0,0;   0,1; 23,2;  1126; 265;   6;16358; 11;-6351;   0,0;N 46:36.9388;E 13:56.2032;   0,0; 23,1;     0;   32;   0,0;     0; 873;  -1;  35; 100;
1808192;24,9;21,4;-135,0;30,1;40,9;22,5;129,8;-4,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   33;  +1,4;   0,1; 23,2;  1126; 263;   6;16357; 17;-6349;  +1,6;N 46:36.9332;E 13:56.2137;   0,0; 23,1;     0;   35;  +1,8;     0; 873;  -1;  35;  99;
1809223;24,3;-3,3;-135,0;25,9;0,0;24,6;129,8;-11,2;-28,0;66,7;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   33;   0,0;   0,1; 23,2;  1126; 260;   6;16354; 42;-6350;   0,0;N 46:36.9212;E 13:56.2343;   0,0; 23,1;     0;   34;   0,0;     0; 873;  -1;  35; 112;
1810257;5,8;6,7;-135,0;23,7;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   31;  -1,0;   0,0; 23,2;  1126; 252;   7;16354; 68;-6352;  -1,2;N 46:36.9004;E 13:56.2595;   0,0; 23,2;     0;   33;  -1,3;     0;   1;  -1;  35; 107;
1811292;5,7;6,8;-135,0;23,8;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   32;   0,0;   0,0; 23,2;  1126; 246;   8;16356; 60;-6351;   0,0;N 46:36.8844;E 13:56.2728;   0,0; 23,2;     0;   33;   0,0;     0; 873;  -1;  35;  97;
1812323;15,3;-1,8;-135,0;24,6;-9,2;24,3;129,8;-11,8;-28,4;67,1;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   34;  +1,4;   0,0; 23,2;  1126; 241;   8;16355; 48;-6349;  +1,3;N 46:36.8696;E 13:56.2811;   0,0; 23,2;     0;   35;  +1,5;     0; 873;  -1;  35;  94;
1813356;15,9;-3,4;-135,0;24,3;-10,3;24,4;129,8;-12,1;-28,3;67,0;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   35;   0,0;   0,0; 23,2;  1126; 237;   8;16353; 43;-6348;   0,0;N 46:36.8628;E 13:56.2820;   0,0; 23,2;     0;   36;   0,0;     0; 873;  -1;  35;  93;
1814387;1,2;0,9;-135,0;5,8;-12,4;20,5;129,8;-11,0;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   35;   0,0;   0,0; 23,2;  1126; 235;   8;16352; 38;-6347;   0,0;N 46:36.8536;E 13:56.2808;   0,0; 23,2;     0;   37;   0,0;     0; 873;  -1;  35;  91;
1815419;11,2;1,0;-135,0;23,5;-10,1;23,7;129,8;-11,5;-28,9;67,6;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   36;   0,0;   0,0; 23,2;  1126; 234;   8;16352; 32;-6348;   0,0;N 46:36.8480;E 13:56.2802;   0,0; 23,2;     0;   37;   0,0;     0;   1;  -1;  35;  91;
1816454;9,8;-2,5;-135,0;15,2;-11,3;22,6;129,8;-11,6;-28,9;67,6;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   34;  -1,2;   0,0; 23,2;  1126; 233;   8;16353; 23;-6349;  -1,4;N 46:36.8456;E 13:56.2795;   0,0; 23,2;     0;   35;  -1,4;     0; 873;  -1;  35;  99;
1817486;1,8;1,9;-135,0;8,9;-11,9;21,0;129,8;-11,0;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   33;  -1,4;   0,0; 23,2;  1126; 233;   8;16354; 18;-6351;  -1,1;N 46:36.8456;E 13:56.2756;   0,0; 23,2;     0;   34;  -1,4;     0; 873;  -1;  35;  98;
