;;;;;;;;;;;;;;;;;0;0;0;1;1;3;3;3;6;7;8;8;8;8;8;8;16;16;16;19;19;21;22;23;24;25;
;;;;;;;;;;;;;;;;;RECEIVER;RECEIVER;RECEIVER;VARIO F1712;VARIO F1712;CURRENT F1678;CURRENT F1678;CURRENT F1678;TEMPERATURE SENSOR;TEMPERATURE F1713 ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;CURRENT F1678;CURRENT F1678;CURRENT F1678;VARIO F1712;VARIO F1712;RPM SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;
TIME;CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;CH9;CH10;CH11;CH12;CH13;CH14;CH15;CH16;BATTERY;EXTERNAL BATTERY;STATUS;ALTITUDE;VARIOMETER;CURRENT;VOLTAGE;CAPACITY;TEMPERATURE;TEMPERATURE;DISTANCE;SPEED;ALTITUDE;VARIOMETER;LATITUDE;LONGITUDE;CURRENT;VOLTAGE;CAPACITY;ALTITUDE;VARIOMETER;ROTATION;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;
380586;10,0;2,8;-135,0;22,8;-8,6;20,8;129,8;-8,8;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   24;   0,0;   0,0; 24,5;   303; 237;   6;16360; 96;-6359;   0,0;N 46:36.8916;E 13:56.3608;   0,0; 24,4;     0;   25;   0,0;     0;   1;  -1;  32; 106;
381616;10,1;2,7;-135,0;22,8;-8,6;20,8;129,8;-8,8;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   25;   0,0;   0,0; 24,5;   303; 231;   6;16360; 97;-6357;  +1,7;N 46:36.8924;E 13:56.3877;   0,0; 24,4;     0;   27;  +1,7;     0; 084;  -1;  32; 101;
382654;10,0;2,7;-135,0;22,6;-8,8;20,8;129,8;-8,8;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   28;  +2,4;   0,0; 24,5;   303; 224;   6;16357; 91;-6354;  +2,7;N 46:36.8952;E 13:56.4117;   0,0; 24,4;     0;   30;  +2,9;     0; 084;  -1;  32;  97;
383694;10,0;2,7;-135,0;22,5;-8,8;20,5;129,8;-8,9;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   31;  +2,3;   0,0; 24,5;   303; 216;   6;16354; 80;-6351;  +2,3;N 46:36.8968;E 13:56.4371;   0,0; 24,4;     0;   33;  +2,6;     0; 084;  -1;  32;  96;
384729;8,3;1,6;-135,0;17,0;-12,1;16,8;129,8;-11,5;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   32;  +1,4;   0,0; 24,5;   303; 208;   5;16351; 69;-6350;   0,0;N 46:36.8964;E 13:56.4535;   0,0; 24,4;     0;   34;   0,0;     0;   1;  -1;  32;  87;
385762;6,8;0,7;-135,0;12,5;-14,6;13,5;129,8;-13,5;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,4;  0,0;3;   33;   0,0;   0,0; 24,5;   303; 198;   7;16350; 58;-6350;   0,0;N 46:36.8924;E 13:56.4661;   0,0; 24,4;     0;   34;   0,0;     0; 084;  -1;  32;  83;
386795;6,4;0,3;-135,0;10,3;-15,9;11,9;129,8;-14,7;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,4;  0,0;3;   32;   0,0;   0,0; 24,5;   303; 192;   6;16350; 47;-6350;   0,0;N 46:36.8864;E 13:56.4746;   0,0; 24,4;     0;   33;   0,0;     0; 084;  -1;  32;  82;
387839;10,0;2,7;-135,0;22,3;-8,9;20,5;129,8;-8,9;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   31;  -0,9;   0,0; 24,5;   303; 187;   6;16350; 47;-6352;  -1,2;N 46:36.8692;E 13:56.4822;   0,0; 24,4;     0;   32;  -1,0;     0; 084;  -1;  32;  89;
388875;8,8;1,8;-135,0;17,3;-11,9;17,0;129,8;-11,3;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   30;  -0,8;   0,0; 24,5;   303; 185;   6;16352; 48;-6353;  -1,0;N 46:36.8604;E 13:56.4844;   0,0; 24,4;     0;   31;  -1,1;     0; 084;  -1;  32;  82;
389909;10,0;2,7;-135,0;22,5;-8,8;20,5;129,8;-8,9;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   29;  -1,2;   0,0; 24,5;   303; 184;   7;16354; 49;-6355;  -1,5;N 46:36.8512;E 13:56.4854;   0,0; 24,4;     0;   29;  -1,4;     0;   1;  -1;  32;  88;
390944;10,0;2,7;-135,0;22,3;-8,9;20,5;129,8;-8,9;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   27;  -1,4;   0,0; 24,5;   303; 184;   7;16356; 51;-6356;  -1,3;N 46:36.8428;E 13:56.4847;   0,0; 24,4;     0;   28;  -1,4;     0; 084;  -1;  32;  87;
391979;8,3;1,6;-135,0;17,3;-11,9;16,8;129,8;-11,5;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   26;  -1,1;   0,0; 24,5;   303; 184;   7;16357; 50;-6357;   0,0;N 46:36.8316;E 13:56.4835;   0,0; 24,4;     0;   27;  -1,1;     0; 084;  -1;  32;  84;
393028;10,0;2,7;-135,0;22,3;-8,9;20,5;129,8;-8,9;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   25;  -0,8;   0,0; 24,5;   303; 184;   7;16358; 48;-6358;   0,0;N 46:36.8232;E 13:56.4818;   0,0; 24,4;     0;   26;  -1,0;     0; 084;  -1;  32;  85;
394065;8,0;1,9;-135,0;22,2;-8,9;20,4;129,8;-8,9;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   25;  -0,8;   0,0; 24,5;   303; 184;   7;16360; 47;-6359;   0,0;N 46:36.8164;E 13:56.4799;   0,0; 24,4;     0;   25;   0,0;     0; 084;  -1;  32;  81;
395100;8,9;1,9;-135,0;18,7;-11,0;18,0;129,8;-10,6;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   23;  -1,4;   0,0; 24,5;   303; 185;   7;16361; 47;-6361;  -1,3;N 46:36.8100;E 13:56.4772;   0,0; 24,4;     0;   23;  -1,5;     0;   1;  -1;  32;  87;
396134;10,0;2,5;-135,0;22,5;-8,8;20,7;129,8;-8,8;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   21;  -1,7;   0,1; 24,5;   303; 186;   7;16363; 49;-6363;  -2,0;N 46:36.8016;E 13:56.4727;   0,0; 24,4;     0;   21;  -1,9;     0; 084;  -1;  32;  93;
397168;10,0;2,5;-135,0;22,3;-8,9;20,5;129,8;-8,9;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   19;  -2,3;   0,0; 24,5;   303; 186;   7;16365; 50;-6366;  -2,3;N 46:36.7944;E 13:56.4675;   0,0; 24,4;     0;   18;  -2,3;     0; 084;  -1;  32;  99;
398204;10,0;2,8;-135,0;22,9;-8,6;21,0;129,8;-8,6;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   17;  -2,1;   0,0; 24,5;   303; 187;   7;16369; 51;-6367;  -1,8;N 46:36.7880;E 13:56.4623;   0,0; 24,4;     0;   17;  -2,0;     0; 084;  -1;  32;  98;
399239;12,1;5,5;-135,0;27,2;0,7;24,7;129,8;-3,1;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,4;  0,0;3;   16;   0,0;   0,1; 24,4;   303; 188;   7;16370; 49;-6367;   0,0;N 46:36.7804;E 13:56.4572;   0,0; 24,4;     0;   16;   0,0;     0; 084;  -1;  32;  87;
400271;10,0;2,7;-135,0;22,6;-8,8;20,8;129,8;-8,8;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   17;   0,0;   0,0; 24,5;   303; 189;   7;16370; 49;-6365;  +1,2;N 46:36.7728;E 13:56.4519;   0,0; 24,4;     0;   18;   0,0;     0;   1;  -1;  32;  91;
401302;10,0;2,7;-135,0;22,6;-8,8;20,8;129,8;-8,8;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   17;   0,0;   0,0; 24,5;   303; 190;   7;16368; 49;-6365;   0,0;N 46:36.7656;E 13:56.4459;   0,0; 24,4;     0;   19;   0,0;     0; 084;  -1;  32;  86;
402333;10,0;2,7;-135,0;22,6;-8,8;20,8;129,8;-8,8;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   18;   0,0;   0,0; 24,5;   303; 190;   7;16369; 48;-6364;   0,0;N 46:36.7596;E 13:56.4408;   0,0; 24,4;     0;   19;   0,0;     0; 084;  -1;  32;  85;
403777;10,0;2,7;-135,0;22,6;-8,8;20,8;129,8;-8,8;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   19;   0,0;   0,0; 24,5;   303; 191;   7;16368; 46;-6363;   0,0;N 46:36.7508;E 13:56.4331;   0,0; 24,4;     0;   20;   0,0;     0; 084;  -1;  32;  88;
404821;10,0;2,7;-135,0;22,6;-8,8;20,8;129,8;-8,8;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   20;   0,0;   0,0; 24,5;   303; 192;   7;16368; 44;-6362;  +1,4;N 46:36.7448;E 13:56.4283;   0,0; 24,4;     0;   22;  +1,5;     0;   1;  -1;  32;  81;
405853;10,0;2,7;-135,0;22,5;-8,8;20,7;129,8;-8,8;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   22;  +1,7;   0,0; 24,5;   303; 192;   7;16367; 41;-6360;  +1,9;N 46:36.7384;E 13:56.4249;   0,0; 24,4;     0;   24;  +2,0;     0; 084;  -1;  32;  77;
406888;10,0;2,7;-135,0;22,6;-8,8;20,8;129,8;-8,8;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   24;  +1,9;   0,0; 24,5;   303; 192;   7;16365; 40;-6358;  +1,9;N 46:36.7320;E 13:56.4227;   0,0; 24,4;     0;   26;  +2,0;     0; 084;  -1;  32;  71;
407922;10,0;2,7;-135,0;22,8;-8,6;20,8;129,8;-8,8;-32,0;70,7;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   25;  +1,5;   0,0; 24,5;   303; 192;   7;16363; 41;-6356;  +1,4;N 46:36.7260;E 13:56.4210;   0,0; 24,4;     0;   28;  +1,8;     0; 084;  -1;  32;  70;
408956;16,8;5,4;-135,0;32,4;8,0;29,0;129,8;3,4;-31,8;70,5;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   27;   0,0;   0,0; 24,5;   303; 192;   7;16362; 42;-6355;  +1,2;N 46:36.7208;E 13:56.4194;   0,0; 24,4;     0;   29;   0,0;     0; 084;  -1;  32;  74;
409988;21,0;6,4;-135,0;39,1;20,1;34,5;129,8;11,9;-31,8;70,5;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,4;  0,0;3;   27;   0,0;   0,1; 24,4;   303; 192;   7;16361; 46;-6355;   0,0;N 46:36.7104;E 13:56.4166;   0,0; 24,4;     0;   29;   0,0;     0; 084;  -1;  32;  77;
411019;22,0;-9,1;-4,9;23,1;-9,2;21,1;129,8;-9,2;-31,5;70,2;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,4;  0,0;2;   26;  -0,7;   0,0; 24,5;   303; 192;   7;16362; 52;-6356;   0,0;N 46:36.7028;E 13:56.4150;   0,0; 24,4;     0;   28;   0,0;     0; 084;  -1;  32;  87;
412051;5,5;7,1;119,8;22,3;-8,2;20,4;129,8;-8,3;-32,4;71,1;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,4;  0,0;2;   26;   0,0;  51,6; 23,3;   313; 192;   7;16363; 57;-6357;   0,0;N 46:36.6984;E 13:56.4147;   0,0; 23,3;     0;   27;   0,0;     0; 914;  -1;  32; 131;
413093;5,5;7,3;119,8;20,7;-6,7;18,7;129,8;-6,8;-34,1;72,8;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   28;   0,0;  46,2; 23,2;   327; 192;   6;16365; 65;-6353;  +2,9;N 46:36.6828;E 13:56.4056;   0,0; 23,2;     0;   31;  +2,9;     0; 896;  -1;  32; 138;
414125;8,5;11,3;119,8;16,8;15,0;14,0;129,8;11,9;-43,5;83,2;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   34;   0,0;  42,5; 23,2;   340; 193;   7;16362; 67;-6346;  +6,4;N 46:36.6748;E 13:56.3975;   0,0; 23,2;     0;   36;  +5,7;     0; 891;  -1;  32; 143;
415168;16,2;-2,5;119,8;11,2;3,0;9,4;129,8;3,0;-42,9;82,4;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   41;   0,0;  41,0; 23,1;   353; 194;   6;16355; 68;-6339;  +6,4;N 46:36.6668;E 13:56.3864;   0,0; 23,1;     0;   44;  +6,5;     0;   1;  -1;  32; 146;
416199;18,0;-5,1;119,8;11,0;2,8;9,2;129,8;2,8;-42,7;82,4;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   47;   0,0;  41,5; 23,0;   363; 195;   7;16349; 68;-6334;  +6,8;N 46:36.6624;E 13:56.3779;   0,0; 23,0;     0;   51;  +7,1;     0; 868;  -1;  32; 146;
417231;13,2;-4,5;119,8;0,3;-3,3;1,5;129,8;-2,1;-42,9;82,4;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   52;   0,0;  41,1; 23,0;   369; 196;   7;16345; 73;-6321; +10,4;N 46:36.6548;E 13:56.3611;   0,0; 23,0;     0;   62; +10,0;     0; 858;  -1;  32; 145;
418264;-3,3;1,6;119,8;-18,5;-12,6;-12,1;129,8;-9,7;-43,5;83,2;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   70;   0,0;  40,6; 22,9;   387; 198;   7;16332; 67;-6307; +13,6;N 46:36.6596;E 13:56.3448;   0,0; 22,9;     0;   71; +12,1;     0; 850;  -1;  32; 143;
419298;13,4;-4,9;119,8;0,4;-3,1;1,5;129,8;-2,1;-42,7;82,4;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   83;   0,0;  40,0; 22,9;   397; 200;   7;16318; 73;-6294; +12,4;N 46:36.6668;E 13:56.3341;   0,0; 22,9;     0;   89; +13,0;     0; 845;  -1;  32; 149;
420329;5,5;7,1;119,8;10,4;3,7;8,5;129,8;3,6;-43,5;83,2;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;   95;   0,0;  37,8; 22,9;   408; 203;   6;16304; 75;-6284;  +9,9;N 46:36.6784;E 13:56.3188;   0,0; 22,9;     0;  100; +10,1;     0;   1;  -1;  32; 147;
421360;5,5;7,1;119,8;10,4;3,7;8,5;129,8;3,6;-43,5;83,2;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;  105;   0,0;  41,0; 22,8;   418; 205;   7;16294; 72;-6271; +12,4;N 46:36.6844;E 13:56.3055;   0,0; 22,8;     0;  114; +12,4;     0; 824;  -1;  32; 143;
422390;8,3;10,6;119,8;14,3;10,7;11,8;129,8;8,6;-43,5;83,2;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;  119;   0,0;  43,8; 22,7;   431; 207;   6;16281; 73;-6256; +12,6;N 46:36.6948;E 13:56.2911;   0,0; 22,7;     0;  125; +12,4;     0; 809;  -1;  32; 136;
423432;5,5;7,3;119,8;17,7;-3,4;15,8;129,8;-3,6;-36,3;75,9;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;  133;   0,0;  44,4; 22,6;   445; 210;   6;16266; 74;-6246; +12,0;N 46:36.7032;E 13:56.2791;   0,0; 22,6;     0;  131; +12,5;     0; 803;  -1;  32; 135;
424464;5,5;7,3;119,8;19,3;-5,2;18,3;129,8;-6,4;-34,5;73,2;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;  144;   0,0;  44,4; 22,6;   457; 212;   6;16256; 76;-6234; +10,9;N 46:36.7164;E 13:56.2668;   0,0; 22,6;     0;  149; +10,9;     0; 789;  -1;  32; 135;
425494;5,4;7,3;119,8;19,3;-5,2;18,3;129,8;-6,4;-34,5;73,2;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;  152;   0,0;  45,0; 22,5;   466; 214;   6;16244; 76;-6222; +10,8;N 46:36.7284;E 13:56.2566;   0,0; 22,5;     0;  162; +11,3;     0;   5;  -1;  32; 133;
426526;-6,7;19,2;119,8;18,2;-3,9;17,1;129,8;-5,1;-35,9;74,6;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;  170;   0,0;  47,8; 22,4;   485; 218;   6;16232; 72;-6208; +12,5;N 46:36.7404;E 13:56.2487;   0,0; 22,4;     0;  168; +11,8;     0; 770;  -1;  32; 128;
427558;-15,3;28,1;119,8;17,1;-3,0;16,2;129,8;-4,0;-36,8;75,4;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;  182;   0,0;  48,7; 22,3;   497; 219;   6;16218; 67;-6196; +13,6;N 46:36.7476;E 13:56.2448;   0,0; 22,3;     0;  188; +13,9;     0; 753;  -1;  32; 122;
428590;6,2;6,2;-135,0;19,3;-5,4;18,5;129,8;-6,5;-34,4;73,1;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;  196;   0,0;  -0,7; 23,3;   508; 221;   6;16206; 61;-6183; +12,1;N 46:36.7524;E 13:56.2368;   0,0; 23,3;     0;  202; +11,8;     0; 901;  -1;  32; 125;
429625;9,8;2,8;-135,0;19,8;-5,8;18,9;129,8;-6,8;-33,9;72,6;0,0;0,0;-11,9;-18,2;0,0;129,8;  5,5;  0,0;3;  205;  +7,8;   0,0; 23,5;   508; 222;   6;16192; 51;-6176;  +5,7;N 46:36.7616;E 13:56.2339;   0,0; 23,4;     0;  208;  +6,4;     0;   1;  -1;  32;  85;
430659;12,5;6,5;-135,0;25,3;4,0;22,9;129,8;0,3;-31,5;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  208;  +3,1;   0,1; 23,6;   508; 224;   6;16185; 53;-6175;  +2,3;N 46:36.7720;E 13:56.2317;   0,0; 23,5;     0;  209;  +2,5;     0; 935;  -1;  32;  79;
431702;11,9;10,7;-135,0;28,3;9,5;26,2;129,8;4,3;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,3;  0,0;3;  210;  +2,3;   0,1; 23,6;   508; 227;   5;16184; 59;-6173;  +1,9;N 46:36.7848;E 13:56.2262;   0,0; 23,6;     0;  212;  +2,1;     0; 946;  -1;  32;  74;
432737;7,6;5,2;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  211;  +1,4;   0,0; 23,7;   508; 229;   5;16182; 58;-6171;   0,0;N 46:36.7968;E 13:56.2205;   0,0; 23,6;     0;  213;   0,0;     0; 956;  -1;  33;  74;
433770;7,6;5,2;-135,0;19,8;-5,8;18,9;129,8;-6,8;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  211;   0,0;   0,1; 23,7;   508; 232;   5;16179; 60;-6172;   0,0;N 46:36.8096;E 13:56.2162;   0,0; 23,7;     0;  212;   0,0;     0; 964;  -1;  33;  78;
434805;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-6,8;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  209;  -1,7;   0,0; 23,8;   508; 235;   5;16180; 64;-6175;  -2,3;N 46:36.8208;E 13:56.2122;   0,0; 23,7;     0;  210;  -2,1;     0;   1;  -1;  33;  86;
435839;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  206;  -2,9;   0,0; 23,8;   508; 237;   5;16183; 66;-6178;  -3,3;N 46:36.8292;E 13:56.2083;   0,0; 23,8;     0;  206;  -3,4;     0; 974;  -1;  33;  94;
436873;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  202;  -3,7;   0,0; 23,8;   508; 240;   5;16186; 69;-6182;  -3,8;N 46:36.8384;E 13:56.2019;   0,0; 23,8;     0;  202;  -3,7;     0; 979;  -1;  33; 102;
437908;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  197;  -4,0;   0,0; 23,9;   508; 242;   7;16190; 70;-6187;  -4,1;N 46:36.8492;E 13:56.1925;   0,0; 23,8;     0;  197;  -4,3;     0; 982;  -1;  33; 105;
438942;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  193;  -4,2;   0,0; 23,9;   508; 244;   7;16196; 70;-6191;  -3,9;N 46:36.8556;E 13:56.1807;   0,0; 23,8;     0;  193;  -4,0;     0; 985;  -1;  33; 105;
439976;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  189;  -3,8;   0,0; 23,9;   508; 246;   7;16200; 69;-6195;  -3,6;N 46:36.8604;E 13:56.1698;   0,0; 23,8;     0;  190;  -3,3;     0;   1;  -1;  33; 107;
441014;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  186;  -2,9;   0,0; 23,9;   508; 248;   7;16205; 67;-6198;  -2,9;N 46:36.8656;E 13:56.1572;   0,0; 23,9;     0;  187;  -2,6;     0; 991;  -1;  33; 113;
442047;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  185;  -2,1;   0,0; 23,9;   508; 250;   7;16208; 65;-6199;  -2,0;N 46:36.8696;E 13:56.1497;   0,0; 23,9;     0;  185;  -1,6;     0; 993;  -1;  33; 106;
443082;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  184;   0,0;   0,0; 23,9;   508; 252;   7;16210; 60;-6199;   0,0;N 46:36.8760;E 13:56.1342;   0,0; 23,9;     0;  185;   0,0;     0; 995;  -1;  33;  99;
444115;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  184;   0,0;   0,0; 24,0;   508; 253;   7;16210; 57;-6198;   0,0;N 46:36.8788;E 13:56.1248;   0,0; 23,9;     0;  186;   0,0;     0; 997;  -1;  33;  92;
445147;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  186;   0,0;   0,0; 24,0;   508; 254;   7;16210; 53;-6197;  +1,3;N 46:36.8808;E 13:56.1143;   0,0; 23,9;     0;  187;   0,0;     0;   1;  -1;  33;  90;
446179;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  187;  +1,5;   0,0; 24,0;   509; 254;   7;16210; 48;-6195;  +1,8;N 46:36.8832;E 13:56.1055;   0,0; 23,9;     0;  190;  +1,8;     0; 000;  -1;  33;  83;
447214;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  189;  +1,6;   0,0; 24,0;   509; 255;   7;16208; 44;-6192;  +1,6;N 46:36.8848;E 13:56.0986;   0,0; 23,9;     0;  191;  +1,8;     0; 002;  -1;  33;  76;
448248;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  190;   0,0;   0,0; 24,0;   509; 255;   7;16205; 41;-6193;   0,0;N 46:36.8856;E 13:56.0927;   0,0; 23,9;     0;  191;   0,0;     0; 003;  -1;  33;  81;
449279;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  189;  -0,9;   0,0; 24,0;   509; 256;   7;16207; 37;-6195;  -1,7;N 46:36.8864;E 13:56.0886;   0,0; 23,9;     0;  190;  -1,4;     0; 004;  -1;  33;  82;
450316;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  186;  -2,4;   0,0; 24,0;   509; 256;   7;16209; 37;-6198;  -3,1;N 46:36.8876;E 13:56.0839;   0,0; 23,9;     0;  187;  -2,7;     0;   1;  -1;  33;  89;
451352;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  182;  -3,7;   0,0; 24,0;   509; 257;   7;16212; 38;-6203;  -4,0;N 46:36.8896;E 13:56.0793;   0,0; 24,0;     0;  183;  -4,0;     0; 006;  -1;  33;  96;
452386;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  178;  -4,3;   0,0; 24,0;   509; 257;   7;16217; 41;-6207;  -4,5;N 46:36.8908;E 13:56.0750;   0,0; 24,0;     0;  179;  -4,6;     0; 006;  -1;  33; 112;
453419;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  173;  -4,9;   0,0; 24,0;   509; 257;   7;16222; 43;-6211;  -4,9;N 46:36.8924;E 13:56.0693;   0,0; 24,0;     0;  172;  -4,8;     0; 007;  -1;  33; 116;
454453;7,6;5,1;-135,0;19,6;-5,8;18,7;129,8;-7,0;-33,9;72,6;0,0;0,0;0,0;-100,0;0,0;129,8;  5,5;  0,0;3;  169;  -4,2;   0,0; 24,0;   509; 258;   7;16227; 46;-6216;  -3,7;N 46:36.8932;E 13:56.0566;   0,0; 24,0;     0;  169;  -3,8;     0; 007;  -1;  33; 112;
