Timestamp;BEC Current (A);BEC Voltage (V);BEC Power (W);BEC Temp (C);Current (A);Voltage (V);Power (W);FET Temp (C);Throttle (%);Output (%);RPM
11313;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11346;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11379;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11412;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11445;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11478;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11511;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11544;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11577;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11610;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11643;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11676;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11709;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11742;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11775;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11808;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11841;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11874;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11907;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11940;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
11973;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12006;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12039;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12072;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12105;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12138;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12171;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12204;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12237;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12270;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12303;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12336;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12369;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12402;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12435;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12468;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12501;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12534;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12567;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12600;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12633;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12666;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12699;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12732;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12765;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12798;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12831;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12864;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12897;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12930;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12963;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
12996;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13029;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13062;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13095;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13128;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13161;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13194;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13227;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13260;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13293;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13326;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13359;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13392;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13425;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13458;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13491;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13524;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13557;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13590;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13623;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13656;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13689;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13722;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13755;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13788;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13821;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13854;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13887;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13920;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13953;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
13986;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14019;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14052;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14085;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14118;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14151;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14184;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14217;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14250;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14283;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14316;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14349;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14382;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14415;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14448;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14481;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14514;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14547;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14580;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14613;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14646;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14679;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14712;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14745;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14778;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14811;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14844;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14877;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14910;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14943;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
14976;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15009;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15042;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15075;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15108;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15141;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15174;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15207;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15240;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15273;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15306;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15339;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15372;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15405;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15438;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15471;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15504;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15537;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15570;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15603;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15636;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15669;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15702;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15735;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15768;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15801;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15834;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15867;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15900;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15933;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15966;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
15999;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16032;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16065;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16098;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16131;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16164;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16197;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16230;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16263;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16296;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16329;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16362;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16395;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16428;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16461;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16494;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16527;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16560;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16593;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16626;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16659;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16692;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16725;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16758;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16791;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16824;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16857;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16890;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16923;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16956;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
16989;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17022;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17055;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17088;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17121;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17154;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17187;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17220;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17253;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17286;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17319;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17352;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17385;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17418;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17451;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17484;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17517;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17550;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17583;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17616;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17649;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17682;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17715;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17748;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17781;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17814;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17847;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17880;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17913;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17946;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
17979;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18012;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18045;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18078;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18111;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18144;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18177;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18210;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18243;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18276;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18309;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18342;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18375;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18408;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18441;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18474;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18507;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18540;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18573;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18606;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18639;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18672;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18705;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18738;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18771;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18804;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18837;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18870;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18903;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18936;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
18969;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19002;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19035;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19068;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19101;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19134;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19167;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19200;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19233;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19266;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19299;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19332;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19365;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19398;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19431;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19464;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19497;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19530;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19563;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19596;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19629;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19662;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19695;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19728;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19761;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19794;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19827;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19860;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19893;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19926;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19959;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
19992;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20025;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20058;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20091;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20124;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20157;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20190;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20223;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20256;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20289;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20322;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20355;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20388;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20421;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20454;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20487;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20520;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20553;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20586;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20619;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20652;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20685;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20718;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20751;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20784;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20817;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20850;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20883;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20916;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20949;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
20982;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
21015;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
21048;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
21081;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
21114;0.00;5.50;0.00;;0.21;12.42;2.61;0.00;;94.00;0.00
21147;0.00;5.50;0.00;;0.18;12.42;2.24;0.00;;94.00;0.00
21180;0.00;5.50;0.00;;0.18;12.40;2.23;0.00;;94.00;0.00
21213;0.00;5.50;0.00;;0.18;12.40;2.23;0.00;;94.00;0.00
21246;0.00;5.50;0.00;;0.25;12.40;3.10;0.00;;94.00;0.00
21279;0.00;5.50;0.00;;0.22;12.40;2.73;0.00;;94.00;0.00
21312;0.00;5.50;0.00;;0.27;12.40;3.35;0.00;;94.00;0.00
21345;0.00;5.50;0.00;;0.24;12.40;2.98;0.00;;94.00;0.00
21378;0.00;5.50;0.00;;0.25;12.40;3.10;0.00;;94.00;0.00
21411;0.00;5.50;0.00;;0.29;12.40;3.60;0.00;;94.00;0.00
21444;0.00;5.50;0.00;;0.22;12.40;2.73;0.00;;94.00;0.00
21477;0.00;5.50;0.00;;0.26;12.40;3.22;0.00;;94.00;0.00
21510;0.00;5.50;0.00;;0.29;12.40;3.60;0.00;;94.00;0.00
21543;0.00;5.45;0.00;;0.44;12.40;5.46;0.00;;94.00;0.00
21576;0.00;5.45;0.00;;0.42;12.39;5.20;0.00;;94.00;0.00
21609;0.00;5.45;0.00;;0.33;12.39;4.09;0.00;;94.00;0.00
21642;0.00;5.50;0.00;;0.24;12.39;2.97;0.00;;94.00;0.00
21675;0.00;5.50;0.00;;0.21;12.39;2.60;0.00;;94.00;0.00
21708;0.00;5.45;0.00;;0.39;12.39;4.83;0.00;;94.00;0.00
21741;0.00;5.45;0.00;;0.44;12.39;5.45;0.00;;94.00;0.00
21774;0.00;5.50;0.00;;0.19;12.39;2.35;0.00;;94.00;0.00
21807;0.00;5.45;0.00;;0.57;12.39;7.06;0.00;;94.00;0.00
21840;0.00;5.45;0.00;;0.58;12.39;7.19;0.00;;94.00;0.00
21873;0.00;5.50;0.00;;0.31;12.39;3.84;0.00;;94.00;0.00
21906;0.00;5.50;0.00;;0.23;12.39;2.85;0.00;;94.00;0.00
21939;0.00;5.50;0.00;;0.22;12.39;2.73;0.00;;94.00;0.00
21972;0.00;5.45;0.00;;0.52;12.39;6.44;0.00;;94.00;0.00
22005;0.00;5.50;0.00;;0.21;12.39;2.60;0.00;;94.00;0.00
22038;0.00;5.50;0.00;;0.18;12.39;2.23;0.00;;94.00;0.00
22071;0.00;5.50;0.00;;0.27;12.39;3.35;0.00;;94.00;0.00
22104;0.00;5.50;0.00;;0.29;12.39;3.59;0.00;;94.00;0.00
22137;0.00;5.50;0.00;;0.18;12.39;2.23;0.00;;94.00;0.00
22170;0.00;5.40;0.00;;0.63;12.39;7.81;0.00;;94.00;0.00
22203;0.00;5.50;0.00;;0.19;12.39;2.35;0.00;;94.00;0.00
22236;0.00;5.50;0.00;;0.18;12.39;2.23;0.00;;94.00;0.00
22269;0.00;5.50;0.00;;0.18;12.39;2.23;0.00;;94.00;0.00
22302;0.00;5.50;0.00;;0.18;12.39;2.23;0.00;;94.00;0.00
22335;0.00;5.50;0.00;;0.18;12.39;2.23;0.00;;94.00;0.00
22368;0.00;5.50;0.00;;0.18;12.39;2.23;0.00;;94.00;0.00
22401;0.00;5.50;0.00;;0.18;12.39;2.23;0.00;;94.00;0.00
22434;0.00;5.50;0.00;;0.18;12.39;2.23;0.00;;94.00;0.00
22467;0.00;5.50;0.00;;0.18;12.39;2.23;0.00;;94.00;0.00
