$1;1;0;5600;6;0;0;0;0;14;0;0;0;0;0;1497;0
$1;1;5;5599;3;0;0;0;0;15;0;0;0;0;-7;1496;0
$1;1;6;5599;3;0;0;0;0;15;0;0;0;0;-6;1497;0
$1;1;7;5599;3;0;0;0;0;15;0;0;0;0;-5;1497;0
$1;1;8;5599;3;0;0;0;0;15;0;0;0;0;-3;1497;0
$1;1;10;5598;6;0;0;0;0;15;0;0;0;0;-2;1497;0
$1;1;11;5594;5;0;0;0;0;15;0;0;0;0;-2;1497;0
$1;1;11;5593;5;0;0;0;0;15;0;0;0;0;0;1497;0
$1;1;12;5593;3;0;0;0;0;15;0;0;0;0;-1;1496;0
$1;1;13;5593;2;0;0;0;0;15;0;0;0;0;-1;1497;0
$1;1;14;5592;6;0;0;0;0;15;0;0;0;0;-1;1497;0
$1;1;15;5592;2;0;0;0;0;15;0;0;0;0;-1;1497;0
$1;1;16;5591;5;0;0;0;0;15;0;0;0;0;0;1499;0
$1;1;17;5590;4;0;0;0;0;15;0;0;0;0;0;1497;0
$1;1;18;5591;3;0;0;0;0;15;0;0;0;0;-1;1497;0
$1;1;19;5594;1;0;0;0;0;15;0;0;0;0;0;1497;0
$1;1;20;5598;4;0;0;0;0;15;0;0;0;0;1;1496;0
$1;1;22;5589;6;0;0;0;0;15;008591294;48383545;48;0;-1;1497;0
$1;1;25;5591;3;0;0;0;0;15;008591270;48383542;48;0;-1;1497;0
$1;1;26;5593;3;0;0;0;0;15;008591297;48383549;48;0;-3;1497;0
$1;1;27;5593;3;0;0;0;0;15;008591297;48383538;48;0;-2;1492;0
$1;1;28;5593;2;0;0;0;0;15;008591314;48383531;48;0;-1;1494;0
$1;1;29;5594;5;0;0;0;0;15;008591289;48383548;48;0;0;1497;0
$1;1;30;5596;4;0;0;0;0;15;008591297;48383552;48;0;0;1496;0
$1;1;30;5599;4;0;0;0;0;15;008591321;48383556;48;0;1;1497;0
$1;1;32;5603;2;0;0;0;0;15;008591318;48383550;48;0;1;1500;0
$1;1;32;5603;4;0;0;0;0;15;008591329;48383551;48;0;1;1497;0
$1;1;34;5603;4;0;0;0;0;15;008591318;48383547;48;0;1;1497;0
$1;1;35;5603;4;0;0;0;0;15;008591319;48383548;48;0;1;1499;0
$1;1;35;5602;3;0;0;0;0;15;008591317;48383547;48;0;2;1497;0
$1;1;36;5603;6;0;0;0;0;15;008591310;48383549;48;0;1;1497;0
$1;1;38;5603;2;0;0;0;0;15;008591308;48383553;48;0;1;1497;0
$1;1;38;5603;3;0;0;0;0;15;008591306;48383556;48;0;2;1497;0
$1;1;39;5603;2;0;0;0;0;15;008591305;48383556;48;0;1;1497;0
$1;1;40;5603;2;0;0;0;0;15;008591305;48383555;48;0;1;1496;0
$1;1;42;5591;1;0;0;0;0;15;008591305;48383554;48;0;1;1496;0
$1;1;42;5597;2;0;0;0;0;15;008591306;48383553;48;0;1;1497;0
$1;1;43;5603;2;0;0;0;0;15;008591305;48383552;48;0;1;1497;0
$1;1;44;5593;1;0;0;0;0;15;008591302;48383551;48;0;1;1497;0
$1;1;45;5603;1;0;0;0;0;15;008591302;48383551;48;0;2;1494;0
$1;1;46;5603;3;0;0;0;0;15;008591301;48383551;48;0;2;1497;0
$1;1;47;5600;1;0;0;0;0;15;008591300;48383552;48;0;2;1497;0
$1;1;48;5593;1;0;0;0;0;15;008591300;48383553;48;0;2;1497;0
$1;1;49;5594;1;0;0;0;0;15;008591300;48383551;48;0;2;1497;0
$1;1;50;5593;4;0;0;0;0;15;008591300;48383549;48;0;2;1497;0
$1;1;52;5596;-2;0;0;0;0;15;008590942;48384684;504;0;2;1497;0
$1;1;52;5602;1;0;0;0;0;15;008590942;48384685;504;0;2;1496;0
$1;1;54;5603;1;0;0;0;0;15;008590943;48384684;505;0;2;1496;0
$1;1;55;5601;2;0;0;0;0;15;008590943;48384684;505;0;3;1497;0
$1;1;56;5603;1;0;0;0;0;15;008590943;48384684;505;0;4;1497;0
$1;1;57;5603;1;0;0;0;0;15;008590943;48384684;505;0;2;1497;0
$1;1;58;5604;1;0;0;0;0;15;008590943;48384684;505;0;2;1497;0
$1;1;59;5603;1;0;0;0;0;15;008590943;48384684;505;0;1;1497;0
$1;1;62;5602;1;0;0;0;0;15;008590943;48384684;505;0;2;1497;0
$1;1;63;5603;1;0;0;0;0;15;008590943;48384684;505;0;0;1497;0
$1;1;64;5603;1;0;0;0;0;15;008590943;48384684;505;0;1;1500;0
$1;1;65;5603;1;0;0;0;0;15;008590943;48384684;505;0;1;1497;0
$1;1;66;5602;1;0;0;0;0;15;008590943;48384684;505;0;0;1497;0
$1;1;67;5602;1;0;0;0;0;15;008590943;48384684;505;0;2;1497;0
$1;1;68;5603;1;0;0;0;0;15;008590943;48384684;505;0;2;1500;0
$1;1;69;5603;1;0;0;0;0;15;008590943;48384684;505;0;2;1497;0
$1;1;70;5603;-1;0;0;0;0;15;008590943;48384684;505;0;3;1497;0
$1;1;71;5603;1;0;0;0;0;15;008590943;48384684;505;0;3;1497;0
$1;1;72;5604;1;0;0;0;0;15;008590943;48384684;505;0;1;1496;0
$1;1;73;5602;1;0;0;0;0;15;008590943;48384684;505;0;1;1494;0
$1;1;74;5596;0;0;0;0;0;15;008590943;48384684;505;0;4;1494;0
$1;1;75;5593;1;0;0;0;0;15;008590943;48384684;505;0;2;1494;0
$1;1;76;5595;1;0;0;0;0;15;008590943;48384684;505;0;1;1496;0
$1;1;77;5595;-1;0;0;0;0;15;008590943;48384684;505;0;1;1496;0
$1;1;78;5598;-1;0;0;0;0;15;008590943;48384684;505;0;1;1497;0
