UniLog;Höhe
Zeit [sec];SpannungEmpf [---];Spannung [---];Strom [---];Drehzahl [---];Höhe [---];Geschwindigkeit [---];ServoImpuls [---];Temp intern [---]
1173,250; 5,080;0,000;0,000;0,000;21,400;2,530;1803,600;17,940
1173,500; 5,070;0,000;0,000;0,000;21,800;2,530;1795,200;17,940
1173,750; 5,050;0,000;0,000;0,000;22,300;2,530;1778,400;17,940
1174,000; 5,060;0,000;0,000;0,000;22,700;2,530;1756,800;17,940
1174,250; 5,050;0,000;0,000;0,000;22,800;2,530;1791,600;17,940
1174,500; 5,040;0,000;0,000;0,000;22,800;2,530;1762,800;17,940
1174,750; 5,070;0,000;0,000;0,000;22,800;2,530;1754,400;17,940
1175,000; 5,070;0,000;0,000;0,000;22,900;2,530;1764,000;17,940
1175,250; 5,050;0,000;0,000;0,000;23,200;3,630;1759,200;17,940
1175,500; 5,050;0,000;0,000;0,000;23,800;2,530;1766,400;17,940
1175,750; 5,030;0,000;0,000;0,000;24,400;2,530;1782,000;17,940
1176,000; 5,030;0,000;0,000;0,000;25,000;2,530;1812,000;17,940
1176,250; 5,040;0,000;0,000;0,000;25,400;2,530;1818,000;17,940
1176,500; 5,030;0,000;0,000;0,000;25,900;2,530;1846,800;17,940
1176,750; 5,030;0,000;0,000;0,000;26,300;2,530;1820,400;17,940
1177,000; 5,050;0,000;0,000;0,000;26,600;2,530;1790,400;17,940
1177,250; 5,040;0,000;0,000;0,000;26,900;2,530;1802,400;17,940
1177,500; 5,040;0,000;0,000;0,000;27,200;2,530;1790,400;17,940
1177,750; 5,030;0,000;0,000;0,000;27,200;2,530;1814,400;17,940
1178,000; 5,030;0,000;0,000;0,000;27,200;2,530;1814,400;17,940
1178,250; 5,030;0,000;0,000;0,000;27,000;2,530;1815,600;17,940
1178,500; 5,030;0,000;0,000;0,000;26,700;2,530;1798,800;17,940
1178,750; 5,050;0,000;0,000;0,000;26,400;3,630;1819,200;17,940
1179,000; 5,070;0,000;0,000;0,000;25,700;2,530;1796,400;17,940
1179,250; 5,070;0,000;0,000;0,000;25,000;3,630;1795,200;17,940
1179,500; 5,050;0,000;0,000;0,000;24,400;2,530;1796,400;17,940
1179,750; 5,060;0,000;0,000;0,000;23,900;2,530;1809,600;17,940
1180,000; 5,040;0,000;0,000;0,000;23,600;2,530;1795,200;17,940
1180,250; 5,070;0,000;0,000;0,000;23,700;2,530;1804,800;17,940
1180,500; 5,060;0,000;0,000;0,000;24,000;2,530;1812,000;17,940
1180,750; 5,050;0,000;0,000;0,000;24,400;2,530;1814,400;17,940
1181,000; 5,050;0,000;0,000;0,000;24,800;2,530;1809,600;17,940
1181,250; 5,050;0,000;0,000;0,000;25,000;2,530;1810,800;17,940
1181,500; 5,050;0,000;0,000;0,000;25,200;2,530;1816,800;17,940
1181,750; 5,060;0,000;0,000;0,000;25,600;2,530;1813,200;17,940
1182,000; 5,070;0,000;0,000;0,000;25,700;2,530;1800,000;17,940
1182,250; 5,060;0,000;0,000;0,000;25,700;2,530;1792,800;17,940
1182,500; 5,060;0,000;0,000;0,000;25,600;2,530;1818,000;17,940
1182,750; 5,070;0,000;0,000;0,000;25,400;2,530;1818,000;17,940
1183,000; 5,070;0,000;0,000;0,000;24,900;2,530;1832,400;17,940
1183,250; 5,050;0,000;0,000;0,000;24,600;2,530;1822,800;17,940
1183,500; 5,060;0,000;0,000;0,000;24,400;2,530;1821,600;17,940
1183,750; 5,050;0,000;0,000;0,000;24,200;2,530;1810,800;17,940
1184,000; 5,030;0,000;0,000;0,000;24,000;2,530;1886,400;17,940
1184,250; 5,010;0,000;0,000;0,000;24,100;2,530;2025,600;17,940
1184,500; 5,030;0,000;0,000;0,000;24,100;2,530;2049,600;17,940
1184,750; 5,060;0,000;0,000;0,000;24,200;2,530;2053,200;17,940
1185,000; 5,070;0,000;0,000;0,000;24,500;2,530;2031,600;17,940
1185,250; 5,070;0,000;0,000;0,000;24,700;2,530;1944,000;17,940
1185,500; 5,050;0,000;0,000;0,000;25,000;2,530;1960,800;17,940
1185,750; 5,040;0,000;0,000;0,000;25,400;2,530;1806,000;17,940
1186,000; 5,000;0,000;0,000;0,000;25,900;2,530;1808,400;17,940
1186,250; 5,050;0,000;0,000;0,000;26,300;2,530;1798,800;17,940
1186,500; 5,060;0,000;0,000;0,000;26,800;2,530;1800,000;17,940
1186,750; 5,050;0,000;0,000;0,000;27,000;2,530;1770,000;17,940
1187,000; 5,060;0,000;0,000;0,000;26,900;2,530;1791,600;17,940
1187,250; 5,090;0,000;0,000;0,000;26,500;2,530;1798,800;17,940
1187,500; 5,080;0,000;0,000;0,000;25,800;2,530;1801,200;17,940
1187,750; 5,060;0,000;0,000;0,000;24,700;2,530;1797,600;17,940
1188,000; 5,050;0,000;0,000;0,000;23,400;2,530;1807,200;17,940
1188,250; 5,070;0,000;0,000;0,000;21,800;2,530;1790,400;17,940
1188,500; 5,060;0,000;0,000;0,000;20,100;2,530;1797,600;17,940
1188,750; 5,040;0,000;0,000;0,000;18,200;2,530;1819,200;17,940
1189,000; 5,050;0,000;0,000;0,000;16,500;2,530;1795,200;17,940
1189,250; 5,070;0,000;0,000;0,000;14,700;2,530;1795,200;17,940
1189,500; 5,070;0,000;0,000;0,000;13,300;2,530;1797,600;17,940
1189,750; 5,060;0,000;0,000;0,000;12,000;2,530;1791,600;17,940
1190,000; 5,060;0,000;0,000;0,000;10,900;2,530;1798,800;17,940
1190,250; 5,080;0,000;0,000;0,000;10,200;2,530;1802,400;17,940
1190,500; 5,080;0,000;0,000;0,000;9,800;2,530;1797,600;17,940
1190,750; 5,080;0,000;0,000;0,000;9,700;2,530;1810,800;17,940
1191,000; 5,090;0,000;0,000;0,000;9,800;2,530;1803,600;17,940
1191,250; 5,080;0,000;0,000;0,000;10,200;2,530;1807,200;17,940
1191,500; 5,090;0,000;0,000;0,000;10,600;2,530;1800,000;17,940
1191,750; 5,080;0,000;0,000;0,000;11,000;2,530;1790,400;17,940
1192,000; 5,080;0,000;0,000;0,000;11,600;2,530;1815,600;17,940
1192,250; 5,050;0,000;0,000;0,000;11,900;2,530;1773,600;17,940
1192,500; 5,070;0,000;0,000;0,000;12,300;2,530;1753,200;17,940
1192,750; 5,070;0,000;0,000;0,000;12,700;2,530;1772,400;17,940
1193,000; 5,080;0,000;0,000;0,000;13,100;2,530;1780,800;17,940
1193,250; 5,080;0,000;0,000;0,000;13,400;2,530;1791,600;17,940
1193,500; 5,050;0,000;0,000;0,000;13,700;2,530;1738,800;17,940
1193,750; 5,070;0,000;0,000;0,000;14,100;2,530;1744,800;17,940
1194,000; 5,070;0,000;0,000;0,000;14,600;2,530;1845,600;17,940
1194,250; 5,040;0,000;0,000;0,000;15,000;2,530;1800,000;17,940
1194,500; 5,070;0,000;0,000;0,000;15,300;2,530;1801,200;17,940
1194,750; 5,060;0,000;0,000;0,000;15,600;2,530;1836,000;17,940
1195,000; 5,050;0,000;0,000;0,000;15,700;2,530;1845,600;17,940
1195,250; 5,050;0,000;0,000;0,000;15,800;2,530;1857,600;17,940
1195,500; 5,070;0,000;0,000;0,000;15,900;2,530;1870,800;17,940
1195,750; 5,080;0,000;0,000;0,000;15,800;2,530;1874,400;17,940
1196,000; 5,070;0,000;0,000;0,000;15,900;2,530;1809,600;17,940
1196,250; 5,080;0,000;0,000;0,000;15,900;2,530;1795,200;17,940
1196,500; 5,050;0,000;0,000;0,000;15,900;2,530;1780,800;17,940
1196,750; 5,050;0,000;0,000;0,000;16,100;2,530;1738,800;17,940
1197,000; 5,040;0,000;0,000;0,000;16,400;2,530;1737,600;17,940
1197,250; 5,070;0,000;0,000;0,000;16,700;2,530;1749,600;17,940
1197,500; 5,070;0,000;0,000;0,000;16,900;2,530;1767,600;17,940
1197,750; 5,080;0,000;0,000;0,000;17,100;2,530;1786,800;17,940
1198,000; 5,050;0,000;0,000;0,000;17,200;2,530;1812,000;17,940
1198,250; 5,070;0,000;0,000;0,000;17,300;2,530;1810,800;17,940
1198,500; 5,040;0,000;0,000;0,000;17,200;2,530;1857,600;17,940
1198,750; 5,040;0,000;0,000;0,000;17,200;2,530;1882,800;17,940
1199,000; 5,050;0,000;0,000;0,000;17,200;2,530;1881,600;17,940
1199,250; 5,070;0,000;0,000;0,000;17,100;2,530;1885,200;17,940
1199,500; 5,070;0,000;0,000;0,000;17,100;2,530;1878,000;17,940
1199,750; 5,020;0,000;0,000;0,000;17,200;2,530;1791,600;17,940
1200,000; 5,050;0,000;0,000;0,000;17,300;2,530;1807,200;17,940
1200,250; 5,070;0,000;0,000;0,000;17,500;2,530;1801,200;17,940
1200,500; 5,070;0,000;0,000;0,000;17,900;2,530;1797,600;17,940
1200,750; 5,090;0,000;0,000;0,000;18,300;3,630;1802,400;17,940
1201,000; 5,090;0,000;0,000;0,000;18,600;2,530;1798,800;17,940
1201,250; 5,090;0,000;0,000;0,000;18,900;2,530;1798,800;17,940
1201,500; 5,060;0,000;0,000;0,000;19,200;2,530;1758,000;17,940
1201,750; 5,050;0,000;0,000;0,000;19,300;2,530;1743,600;17,940
1202,000; 5,060;0,000;0,000;0,000;19,400;2,530;1758,000;17,940
1202,250; 5,070;0,000;0,000;0,000;19,500;2,530;1766,400;17,940
1202,500; 5,070;0,000;0,000;0,000;19,600;2,530;1772,400;17,940
1202,750; 5,080;0,000;0,000;0,000;19,800;2,530;1767,600;17,940
1203,000; 5,070;0,000;0,000;0,000;19,900;2,530;1791,600;17,940
1203,250; 5,070;0,000;0,000;0,000;20,000;2,530;1780,800;17,940
1203,500; 5,070;0,000;0,000;0,000;19,900;2,530;1808,400;17,940
1203,750; 5,050;0,000;0,000;0,000;19,800;2,530;1801,200;17,940
1204,000; 5,060;0,000;0,000;0,000;19,600;2,530;1807,200;17,940
1204,250; 5,060;0,000;0,000;0,000;19,500;2,530;1784,400;17,940
1204,500; 5,060;0,000;0,000;0,000;19,400;2,530;1792,800;17,940
1204,750; 5,060;0,000;0,000;0,000;19,400;2,530;1774,800;17,940
1205,000; 5,030;0,000;0,000;0,000;19,500;2,530;1802,400;17,940
1205,250; 5,040;0,000;0,000;0,000;19,700;2,530;1800,000;17,940
1205,500; 5,050;0,000;0,000;0,000;19,900;2,530;1808,400;17,940
1205,750; 5,060;0,000;0,000;0,000;20,100;3,630;1812,000;17,940
1206,000; 5,070;0,000;0,000;0,000;20,300;2,530;1802,400;17,940
1206,250; 5,040;0,000;0,000;0,000;20,400;2,530;1830,000;17,940
1206,500; 5,040;0,000;0,000;0,000;20,300;2,530;1820,400;17,940
1206,750; 5,060;0,000;0,000;0,000;20,100;2,530;1831,200;17,940
1207,000; 5,060;0,000;0,000;0,000;19,800;2,530;1825,200;17,940
1207,250; 5,070;0,000;0,000;0,000;19,500;2,530;1833,600;17,940
1207,500; 5,070;0,000;0,000;0,000;19,000;2,530;1822,800;17,940
1207,750; 5,070;0,000;0,000;0,000;18,700;2,530;1833,600;17,940
1208,000; 5,050;0,000;0,000;0,000;18,300;2,530;1827,600;17,940
1208,250; 5,050;0,000;0,000;0,000;18,000;2,530;1826,400;17,940
1208,500; 5,030;0,000;0,000;0,000;17,600;2,530;1825,200;17,940
1208,750; 5,070;0,000;0,000;0,000;17,400;2,530;1828,800;17,940
1209,000; 5,080;0,000;0,000;0,000;17,200;2,530;1824,000;17,940
1209,250; 5,070;0,000;0,000;0,000;17,100;2,530;1830,000;17,940
1209,500; 5,070;0,000;0,000;0,000;16,900;2,530;1834,800;17,940
1209,750; 5,080;0,000;0,000;0,000;16,500;2,530;1839,600;17,940
1210,000; 5,080;0,000;0,000;0,000;16,100;2,530;1842,000;17,940
1210,250; 5,060;0,000;0,000;0,000;15,700;2,530;1880,400;17,940
1210,500; 5,070;0,000;0,000;0,000;15,200;2,530;1874,400;17,940
1210,750; 5,060;0,000;0,000;0,000;14,900;2,530;1881,600;17,940
1211,000; 5,060;0,000;0,000;0,000;14,600;2,530;1903,200;17,940
1211,250; 5,040;0,000;0,000;0,000;14,200;2,530;1891,200;17,940
1211,500; 5,030;0,000;0,000;0,000;13,900;2,530;1806,000;17,940
1211,750; 5,060;0,000;0,000;0,000;13,700;2,530;1808,400;17,940
1212,000; 5,070;0,000;0,000;0,000;13,500;2,530;1798,800;17,940
1212,250; 5,050;0,000;0,000;0,000;13,300;2,530;1785,600;17,940
1212,500; 5,060;0,000;0,000;0,000;13,300;2,530;1802,400;17,940
1212,750; 5,070;0,000;0,000;0,000;13,300;2,530;1797,600;17,940
1213,000; 5,060;0,000;0,000;0,000;13,200;2,530;1795,200;17,940
1213,250; 5,060;0,000;0,000;0,000;13,200;2,530;1825,200;17,940
1213,500; 5,020;0,000;0,000;0,000;13,100;2,530;1797,600;17,940
1213,750; 5,060;0,000;0,000;0,000;12,900;2,530;1812,000;17,940
1214,000; 5,080;0,000;0,000;0,000;12,700;2,530;1778,400;17,940
1214,250; 5,040;0,000;0,000;0,000;12,700;2,530;1774,800;17,940
1214,500; 5,030;0,000;0,000;0,000;12,700;2,530;1719,600;17,940
1214,750; 5,050;0,000;0,000;0,000;12,900;2,530;1737,600;17,940
1215,000; 5,040;0,000;0,000;0,000;13,400;2,530;1807,200;17,940
1215,250; 5,060;0,000;0,000;0,000;13,800;2,530;1802,400;17,940
1215,500; 5,080;0,000;0,000;0,000;14,100;2,530;1804,800;17,940
1215,750; 5,070;0,000;0,000;0,000;14,400;2,530;1813,200;17,940
1216,000; 5,090;0,000;0,000;0,000;14,700;2,530;1806,000;17,940
1216,250; 5,080;0,000;0,000;0,000;14,800;2,530;1807,200;17,940
1216,500; 5,070;0,000;0,000;0,000;15,000;2,530;1821,600;17,940
1216,750; 5,070;0,000;0,000;0,000;15,300;2,530;1796,400;17,940
1217,000; 5,070;0,000;0,000;0,000;15,700;2,530;1795,200;17,940
1217,250; 5,080;0,000;0,000;0,000;16,100;3,630;1803,600;17,940
1217,500; 5,070;0,000;0,000;0,000;16,600;2,530;1809,600;17,940
1217,750; 5,050;0,000;0,000;0,000;16,800;2,530;1846,800;17,940
1218,000; 5,060;0,000;0,000;0,000;17,100;2,530;1849,200;17,940
1218,250; 5,060;0,000;0,000;0,000;17,100;2,530;1852,800;17,940
1218,500; 5,080;0,000;0,000;0,000;17,000;2,530;1851,600;17,940
1218,750; 5,050;0,000;0,000;0,000;16,900;2,530;1836,000;17,940
1219,000; 5,050;0,000;0,000;0,000;16,700;3,630;1868,400;17,940
1219,250; 5,050;0,000;0,000;0,000;16,600;2,530;1857,600;17,940
1219,500; 5,040;0,000;0,000;0,000;16,700;2,530;1868,400;17,940
1219,750; 5,060;0,000;0,000;0,000;16,800;2,530;1848,000;17,940
1220,000; 5,050;0,000;0,000;0,000;16,900;2,530;1855,200;17,940
1220,250; 5,040;0,000;0,000;0,000;17,100;2,530;1845,600;17,940
1220,500; 5,030;0,000;0,000;0,000;17,400;2,530;1801,200;17,940
1220,750; 5,050;0,000;0,000;0,000;17,600;2,530;1802,400;17,940
1221,000; 5,040;0,000;0,000;0,000;17,900;2,530;1797,600;17,940
1221,250; 5,060;0,000;0,000;0,000;18,400;2,530;1784,400;17,940
1221,500; 5,060;0,000;0,000;0,000;19,500;2,530;1788,000;17,940
1221,750; 5,060;0,000;0,000;0,000;20,500;2,530;1794,000;17,940
1222,000; 5,050;0,000;0,000;0,000;21,500;2,530;1795,200;17,940
1222,250; 5,050;0,000;0,000;0,000;22,300;2,530;1802,400;17,940
1222,500; 5,050;0,000;0,000;0,000;22,900;2,530;1797,600;17,940
1222,750; 5,050;0,000;0,000;0,000;22,800;2,530;1803,600;17,940
1223,000; 5,050;0,000;0,000;0,000;22,500;2,530;1796,400;17,940
1223,250; 5,070;0,000;0,000;0,000;22,500;2,530;1792,800;17,940
1223,500; 5,050;0,000;0,000;0,000;22,400;2,530;1796,400;17,940
1223,750; 5,060;0,000;0,000;0,000;22,300;2,530;1796,400;17,940
1224,000; 5,050;0,000;0,000;0,000;22,200;2,530;1788,000;17,940
1224,250; 5,050;0,000;0,000;0,000;22,000;2,530;1791,600;17,940
1224,500; 5,070;0,000;0,000;0,000;21,300;2,530;1792,800;17,940
1224,750; 5,040;0,000;0,000;0,000;20,800;2,530;1760,400;17,940
1225,000; 5,050;0,000;0,000;0,000;20,600;2,530;1782,000;17,940
1225,250; 5,070;0,000;0,000;0,000;20,300;2,530;1770,000;17,940
1225,500; 5,060;0,000;0,000;0,000;20,100;2,530;1771,200;17,940
1225,750; 5,050;0,000;0,000;0,000;19,900;2,530;1777,200;17,940
1226,000; 5,020;0,000;0,000;0,000;19,300;2,530;1708,800;17,940
1226,250; 5,000;0,000;0,000;0,000;18,200;2,530;1696,800;17,940
1226,500; 5,010;0,000;0,000;0,000;17,100;2,530;1800,000;17,940
1226,750; 5,030;0,000;0,000;0,000;16,000;2,530;1797,600;17,940
1227,000; 5,060;0,000;0,000;0,000;15,000;2,530;1801,200;17,940
1227,250; 5,070;0,000;0,000;0,000;14,200;2,530;1810,800;17,940
1227,500; 5,070;0,000;0,000;0,000;13,700;2,530;1790,400;17,940
1227,750; 5,070;0,000;0,000;0,000;13,000;2,530;1808,400;17,940
1228,000; 5,070;0,000;0,000;0,000;12,400;2,530;1804,800;17,940
1228,250; 5,070;0,000;0,000;0,000;12,000;2,530;1797,600;17,940
1228,500; 5,080;0,000;0,000;0,000;11,600;2,530;1788,000;17,940
1228,750; 5,080;0,000;0,000;0,000;11,300;3,630;1783,200;17,940
1229,000; 5,060;0,000;0,000;0,000;11,100;2,530;1777,200;17,940
1229,250; 5,040;0,000;0,000;0,000;11,000;2,530;1750,800;17,940
1229,500; 5,050;0,000;0,000;0,000;10,900;2,530;1737,600;17,940
1229,750; 5,030;0,000;0,000;0,000;10,800;2,530;1722,000;17,940
1230,000; 5,020;0,000;0,000;0,000;10,900;2,530;1759,200;17,940
1230,250; 5,030;0,000;0,000;0,000;11,100;2,530;1770,000;17,940
1230,500; 5,020;0,000;0,000;0,000;11,300;2,530;1801,200;17,940
1230,750; 5,050;0,000;0,000;0,000;11,600;2,530;1798,800;17,940
1231,000; 5,050;0,000;0,000;0,000;12,000;2,530;1816,800;17,940
1231,250; 5,070;0,000;0,000;0,000;12,300;2,530;1806,000;17,940
1231,500; 5,050;0,000;0,000;0,000;12,500;2,530;1792,800;17,940
1231,750; 5,050;0,000;0,000;0,000;12,800;2,530;1803,600;17,940
1232,000; 5,070;0,000;0,000;0,000;13,200;2,530;1798,800;17,940
1232,250; 5,060;0,000;0,000;0,000;13,400;2,530;1808,400;17,940
1232,500; 5,070;0,000;0,000;0,000;13,700;2,530;1810,800;17,940
1232,750; 5,070;0,000;0,000;0,000;14,000;2,530;1814,400;17,940
1233,000; 5,030;0,000;0,000;0,000;14,200;2,530;1849,200;17,940
1233,250; 5,050;0,000;0,000;0,000;14,200;2,530;1892,400;17,940
1233,500; 5,060;0,000;0,000;0,000;14,000;2,530;1910,400;17,940
1233,750; 5,050;0,000;0,000;0,000;13,800;2,530;1918,800;17,940
1234,000; 5,060;0,000;0,000;0,000;13,300;2,530;1915,200;17,940
1234,250; 5,070;0,000;0,000;0,000;12,600;2,530;1914,000;17,940
1234,500; 5,070;0,000;0,000;0,000;11,800;2,530;1916,400;17,940
1234,750; 5,030;0,000;0,000;0,000;11,000;2,530;1797,600;17,940
1235,000; 5,060;0,000;0,000;0,000;10,300;2,530;1803,600;17,940
1235,250; 5,050;0,000;0,000;0,000;9,800;2,530;1791,600;17,940
1235,500; 5,070;0,000;0,000;0,000;9,400;2,530;1808,400;17,940
1235,750; 5,050;0,000;0,000;0,000;9,400;2,530;1808,400;17,940
1236,000; 5,050;0,000;0,000;0,000;9,300;2,530;1803,600;17,940
1236,250; 5,050;0,000;0,000;0,000;9,300;2,530;1830,000;17,940
1236,500; 5,070;0,000;0,000;0,000;9,200;2,530;1809,600;17,940
1236,750; 5,050;0,000;0,000;0,000;9,000;2,530;1848,000;17,940
1237,000; 5,050;0,000;0,000;0,000;8,600;2,530;1809,600;17,940
1237,250; 5,060;0,000;0,000;0,000;8,300;2,530;1821,600;17,940
1237,500; 5,070;0,000;0,000;0,000;7,900;2,530;1809,600;17,940
1237,750; 5,070;0,000;0,000;0,000;7,600;2,530;1798,800;17,940
1238,000; 5,070;0,000;0,000;0,000;7,400;2,530;1803,600;17,940
1238,250; 5,070;0,000;0,000;0,000;7,400;2,530;1795,200;17,940
1238,500; 5,070;0,000;0,000;0,000;7,500;2,530;1818,000;17,940
1238,750; 5,070;0,000;0,000;0,000;7,800;2,530;1802,400;17,940
1239,000; 5,090;0,000;0,000;0,000;8,200;3,630;1797,600;17,940
1239,250; 5,080;0,000;0,000;0,000;8,600;2,530;1801,200;17,940
1239,500; 5,090;0,000;0,000;0,000;9,200;2,530;1796,400;17,940
1239,750; 5,090;0,000;0,000;0,000;9,900;2,530;1800,000;17,940
1240,000; 5,080;0,000;0,000;0,000;10,600;2,530;1800,000;17,940
1240,250; 5,080;0,000;0,000;0,000;11,400;2,530;1796,400;17,940
1240,500; 5,070;0,000;0,000;0,000;12,400;2,530;1801,200;17,940
1240,750; 5,070;0,000;0,000;0,000;13,400;2,530;1783,200;17,940
1241,000; 5,080;0,000;0,000;0,000;14,300;2,530;1796,400;17,940
1241,250; 5,080;0,000;0,000;0,000;15,200;2,530;1803,600;17,940
1241,500; 5,090;0,000;0,000;0,000;16,000;2,530;1772,400;17,940
1241,750; 5,060;0,000;0,000;0,000;16,900;2,530;1784,400;17,940
1242,000; 5,070;0,000;0,000;0,000;17,600;2,530;1795,200;17,940
1242,250; 5,080;0,000;0,000;0,000;18,300;2,530;1795,200;17,940
1242,500; 5,070;0,000;0,000;0,000;19,000;2,530;1795,200;17,940
1242,750; 5,070;0,000;0,000;0,000;19,500;2,530;1795,200;17,940
1243,000; 5,080;0,000;0,000;0,000;19,800;2,530;1802,400;17,940
1243,250; 5,080;0,000;0,000;0,000;20,100;2,530;1801,200;17,940
1243,500; 5,080;0,000;0,000;0,000;20,400;2,530;1795,200;17,940
1243,750; 5,090;0,000;0,000;0,000;20,600;2,530;1804,800;17,940
1244,000; 5,070;0,000;0,000;0,000;20,700;2,530;1800,000;17,940
1244,250; 5,070;0,000;0,000;0,000;20,800;2,530;1810,800;17,940
1244,500; 5,070;0,000;0,000;0,000;20,600;2,530;1798,800;17,940
1244,750; 5,070;0,000;0,000;0,000;20,300;2,530;1795,200;17,940
1245,000; 5,060;0,000;0,000;0,000;20,000;2,530;1818,000;17,940
1245,250; 5,050;0,000;0,000;0,000;19,600;2,530;1818,000;17,940
1245,500; 5,070;0,000;0,000;0,000;19,200;2,530;1807,200;17,940
1245,750; 5,060;0,000;0,000;0,000;18,800;2,530;1800,000;17,940
1246,000; 5,050;0,000;0,000;0,000;18,500;2,530;1797,600;17,940
1246,250; 5,050;0,000;0,000;0,000;18,200;2,530;1803,600;17,940
1246,500; 5,050;0,000;0,000;0,000;18,000;2,530;1801,200;17,940
1246,750; 5,050;0,000;0,000;0,000;17,700;3,630;1807,200;17,940
1247,000; 5,060;0,000;0,000;0,000;17,600;2,530;1818,000;17,940
1247,250; 5,050;0,000;0,000;0,000;17,800;2,530;1797,600;17,940
1247,500; 5,050;0,000;0,000;0,000;18,000;2,530;1827,600;17,940
1247,750; 5,060;0,000;0,000;0,000;18,200;2,530;1797,600;17,940
1248,000; 5,070;0,000;0,000;0,000;18,700;2,530;1813,200;17,940
1248,250; 5,070;0,000;0,000;0,000;19,200;2,530;1797,600;17,940
1248,500; 5,050;0,000;0,000;0,000;19,600;2,530;1820,400;17,940
1248,750; 5,050;0,000;0,000;0,000;19,800;2,530;1825,200;17,940
1249,000; 5,060;0,000;0,000;0,000;20,100;2,530;1824,000;17,940
1249,250; 5,050;0,000;0,000;0,000;20,200;2,530;1828,800;17,940
1249,500; 5,070;0,000;0,000;0,000;20,200;2,530;1822,800;17,940
1249,750; 5,060;0,000;0,000;0,000;20,300;2,530;1820,400;17,940
1250,000; 5,070;0,000;0,000;0,000;20,400;2,530;1828,800;17,940
1250,250; 5,050;0,000;0,000;0,000;20,700;2,530;1828,800;17,940
1250,500; 5,050;0,000;0,000;0,000;21,000;2,530;1814,400;17,940
1250,750; 5,060;0,000;0,000;0,000;21,500;3,630;1798,800;17,940
1251,000; 5,060;0,000;0,000;0,000;22,000;2,530;1795,200;17,940
1251,250; 5,060;0,000;0,000;0,000;22,600;2,530;1816,800;17,940
1251,500; 5,080;0,000;0,000;0,000;23,200;2,530;1820,400;17,940
1251,750; 5,080;0,000;0,000;0,000;23,900;2,530;1819,200;17,940
1252,000; 5,070;0,000;0,000;0,000;24,500;2,530;1809,600;17,940
1252,250; 5,080;0,000;0,000;0,000;25,100;2,530;1830,000;17,940
1252,500; 5,070;0,000;0,000;0,000;25,600;2,530;1850,400;17,940
1252,750; 5,040;0,000;0,000;0,000;26,000;2,530;1851,600;17,940
1253,000; 5,050;0,000;0,000;0,000;26,200;2,530;1846,800;17,940
1253,250; 5,060;0,000;0,000;0,000;26,400;2,530;1868,400;17,940
1253,500; 5,050;0,000;0,000;0,000;26,600;2,530;1880,400;17,940
1253,750; 5,060;0,000;0,000;0,000;26,800;2,530;1875,600;17,940
1254,000; 5,060;0,000;0,000;0,000;26,800;2,530;1885,200;17,940
1254,250; 5,050;0,000;0,000;0,000;26,900;2,530;1882,800;17,940
1254,500; 5,030;0,000;0,000;0,000;27,000;2,530;1822,800;17,940
1254,750; 5,040;0,000;0,000;0,000;26,900;2,530;1815,600;17,940
1255,000; 5,070;0,000;0,000;0,000;26,800;2,530;1820,400;17,940
1255,250; 5,050;0,000;0,000;0,000;26,600;2,530;1813,200;17,940
1255,500; 5,060;0,000;0,000;0,000;26,600;2,530;1816,800;17,940
1255,750; 5,060;0,000;0,000;0,000;26,500;2,530;1803,600;17,940
1256,000; 5,050;0,000;0,000;0,000;26,600;2,530;1815,600;17,940
1256,250; 5,030;0,000;0,000;0,000;26,700;2,530;1803,600;17,940
1256,500; 5,040;0,000;0,000;0,000;26,900;2,530;1813,200;17,940
1256,750; 5,030;0,000;0,000;0,000;27,300;2,530;1785,600;17,940
1257,000; 5,050;0,000;0,000;0,000;27,800;2,530;1795,200;17,940
1257,250; 5,060;0,000;0,000;0,000;28,200;2,530;1796,400;17,940
1257,500; 5,070;0,000;0,000;0,000;28,400;2,530;1801,200;17,940
1257,750; 5,060;0,000;0,000;0,000;28,400;2,530;1790,400;17,940
1258,000; 5,060;0,000;0,000;0,000;28,100;3,630;1786,800;17,940
1258,250; 5,060;0,000;0,000;0,000;27,700;3,630;1795,200;17,940
1258,500; 5,070;0,000;0,000;0,000;27,400;2,530;1800,000;17,940
1258,750; 5,060;0,000;0,000;0,000;27,400;2,530;1790,400;17,940
1259,000; 5,060;0,000;0,000;0,000;27,700;2,530;1795,200;17,940
1259,250; 5,070;0,000;0,000;0,000;28,000;2,530;1790,400;17,940
1259,500; 5,070;0,000;0,000;0,000;28,100;2,530;1792,800;17,940
1259,750; 5,060;0,000;0,000;0,000;28,000;2,530;1803,600;17,940
1260,000; 5,070;0,000;0,000;0,000;28,000;3,630;1785,600;17,940
1260,250; 5,070;0,000;0,000;0,000;27,900;2,530;1796,400;17,940
1260,500; 5,050;0,000;0,000;0,000;27,900;2,530;1779,600;17,940
1260,750; 5,020;0,000;0,000;0,000;28,000;2,530;1795,200;17,940
1261,000; 5,030;0,000;0,000;0,000;28,200;2,530;1762,800;17,940
1261,250; 5,030;0,000;0,000;0,000;28,100;2,530;1744,800;17,940
1261,500; 5,060;0,000;0,000;0,000;28,200;2,530;1735,200;17,940
1261,750; 5,060;0,000;0,000;0,000;28,300;2,530;1744,800;17,940
1262,000; 5,070;0,000;0,000;0,000;28,400;2,530;1746,000;17,940
