UniLog;Höhe
Zeit [sec];SpannungEmpf [---];Spannung [---];Strom [---];Drehzahl [---];Höhe [---];Geschwindigkeit [---];ServoImpuls [---];Temp intern [---]
0,000; 5,250;0,000;0,000;0,000;0,000;0,000;1809,600;16,640
0,250; 5,250;0,000;0,000;0,000;0,000;0,000;1809,600;16,640
0,500; 5,250;0,000;0,000;0,000;0,000;0,000;1810,800;16,640
0,750; 5,250;0,000;0,000;0,000;0,100;0,000;1808,400;16,640
1,000; 5,250;0,000;0,000;0,000;0,100;0,000;1809,600;16,640
1,250; 5,250;0,000;0,000;0,000;0,100;0,000;1808,400;16,640
1,500; 5,250;0,000;0,000;0,000;0,100;0,000;1808,400;16,640
1,750; 5,250;0,000;0,000;0,000;0,100;0,000;1809,600;16,640
2,000; 5,200;0,000;0,000;0,000;0,100;0,000;1807,200;16,640
2,250; 5,200;0,000;0,000;0,000;0,200;0,000;1815,600;16,640
2,500; 5,180;0,000;0,000;0,000;0,400;0,000;1813,200;16,640
2,750; 5,180;0,000;0,000;0,000;0,500;0,000;1809,600;16,640
3,000; 5,200;0,000;0,000;0,000;0,500;0,000;1808,400;16,640
3,250; 5,190;0,000;0,000;0,000;0,500;0,000;1809,600;16,640
3,500; 5,200;0,000;0,000;0,000;0,400;0,000;1809,600;16,640
3,750; 5,180;0,000;0,000;0,000;0,300;0,000;1810,800;16,640
4,000; 5,200;0,000;0,000;0,000;0,300;0,000;1808,400;16,640
4,250; 5,170;0,000;0,000;0,000;0,300;0,000;1809,600;16,640
4,500; 5,160;0,000;0,000;0,000;0,300;0,000;1810,800;16,640
4,750; 5,180;0,000;0,000;0,000;0,300;0,000;1808,400;16,640
5,000; 5,190;0,000;0,000;0,000;0,300;0,000;1573,200;16,640
5,250; 5,190;0,000;0,000;0,000;0,300;0,000;1564,800;16,640
5,500; 5,190;0,000;0,000;0,000;0,200;0,000;1989,600;16,640
5,750; 5,190;0,000;0,000;0,000;0,200;0,000;2144,400;16,640
6,000; 5,210;0,000;0,000;0,000;0,200;0,000;1809,600;16,640
6,250; 5,190;0,000;0,000;0,000;0,100;0,000;1564,800;16,640
6,500; 5,220;0,000;0,000;0,000;0,000;0,000;1561,200;16,640
6,750; 5,190;0,000;0,000;0,000;0,000;0,000;1807,200;16,640
7,000; 5,230;0,000;0,000;0,000;0,000;0,000;1810,800;16,640
7,250; 5,240;0,000;0,000;0,000;0,000;0,000;1809,600;16,640
7,500; 5,250;0,000;0,000;0,000;0,100;0,000;1806,000;16,640
7,750; 5,250;0,000;0,000;0,000;0,000;0,000;1809,600;16,640
8,000; 5,250;0,000;0,000;0,000;0,000;0,000;1809,600;16,640
8,250; 5,250;0,000;0,000;0,000;0,000;0,000;1808,400;16,640
8,500; 5,250;0,000;0,000;0,000;0,100;0,000;1810,800;16,640
8,750; 5,250;0,000;0,000;0,000;0,100;0,000;1808,400;16,640
9,000; 5,260;0,000;0,000;0,000;0,100;0,000;1809,600;16,640
9,250; 5,260;0,000;0,000;0,000;0,100;0,000;1809,600;16,640
9,500; 5,260;0,000;0,000;0,000;0,100;0,000;1809,600;16,640
9,750; 5,260;0,000;0,000;0,000;0,100;0,000;1809,600;16,640
10,000; 5,260;0,000;0,000;0,000;0,100;0,000;1810,800;16,640
10,250; 5,260;0,000;0,000;0,000;0,000;0,000;1810,800;16,770
10,500; 5,260;0,000;0,000;0,000;0,000;0,000;1808,400;16,770
10,750; 5,260;0,000;0,000;0,000;0,000;0,000;1810,800;16,770
11,000; 5,260;0,000;0,000;0,000;0,100;0,000;1808,400;16,640
11,250; 5,260;0,000;0,000;0,000;0,100;0,000;1809,600;16,770
11,500; 5,260;0,000;0,000;0,000;0,200;0,000;1813,200;16,770
11,750; 5,260;0,000;0,000;0,000;0,200;0,000;1808,400;16,770
12,000; 5,260;0,000;0,000;0,000;0,300;0,000;1808,400;16,770
12,250; 5,250;0,000;0,000;0,000;0,400;0,000;1809,600;16,770
12,500; 5,250;0,000;0,000;0,000;0,500;0,000;1808,400;16,770
12,750; 5,250;0,000;0,000;0,000;0,600;0,000;1809,600;16,770
13,000; 5,250;0,000;0,000;0,000;0,700;0,000;1808,400;16,770
13,250; 5,250;0,000;0,000;0,000;0,800;0,000;1809,600;16,770
13,500; 5,240;0,000;0,000;0,000;0,900;0,000;1818,000;16,770
13,750; 5,230;0,000;0,000;0,000;0,900;0,000;1796,400;16,770
14,000; 5,240;0,000;0,000;0,000;1,000;0,000;1820,400;16,770
14,250; 5,220;0,000;0,000;0,000;1,100;0,000;1848,000;16,770
14,500; 5,230;0,000;0,000;0,000;1,200;0,000;1845,600;16,770
14,750; 5,230;0,000;0,000;0,000;1,200;0,000;1816,800;16,770
15,000; 5,220;0,000;0,000;0,000;1,400;0,000;1792,800;16,770
15,250; 5,230;0,000;0,000;0,000;1,500;0,000;1779,600;16,770
15,500; 5,230;0,000;0,000;0,000;1,600;0,000;1819,200;16,770
15,750; 5,240;0,000;0,000;0,000;1,700;0,000;1816,800;16,770
16,000; 5,230;0,000;0,000;0,000;1,800;0,000;1845,600;16,770
16,250; 5,230;0,000;0,000;0,000;1,800;0,000;1818,000;16,770
16,500; 5,220;0,000;0,000;0,000;1,800;0,000;1792,800;16,770
16,750; 5,240;0,000;0,000;0,000;1,800;0,000;1794,000;16,770
17,000; 5,240;0,000;0,000;0,000;1,900;0,000;1798,800;16,770
17,250; 5,240;0,000;0,000;0,000;1,900;0,000;1808,400;16,770
17,500; 5,250;0,000;0,000;0,000;1,900;0,000;1807,200;16,770
17,750; 5,250;0,000;0,000;0,000;1,900;0,000;1802,400;16,770
18,000; 5,250;0,000;0,000;0,000;1,900;0,000;1812,000;16,770
18,250; 5,250;0,000;0,000;0,000;1,900;0,000;1813,200;16,770
18,500; 5,250;0,000;0,000;0,000;2,000;0,000;1808,400;16,770
18,750; 5,250;0,000;0,000;0,000;2,000;0,000;1809,600;16,770
19,000; 5,250;0,000;0,000;0,000;2,000;0,000;1806,000;16,770
19,250; 5,250;0,000;0,000;0,000;2,000;0,000;1801,200;16,770
19,500; 5,240;0,000;0,000;0,000;2,000;0,000;1794,000;16,770
19,750; 5,240;0,000;0,000;0,000;2,000;0,000;1813,200;16,770
20,000; 5,240;0,000;0,000;0,000;2,000;0,000;1825,200;16,770
20,250; 5,240;0,000;0,000;0,000;2,000;0,000;1838,400;16,770
20,500; 5,240;0,000;0,000;0,000;2,000;0,000;1832,400;16,770
20,750; 5,220;0,000;0,000;0,000;2,000;0,000;1801,200;16,770
21,000; 5,230;0,000;0,000;0,000;2,000;0,000;1808,400;16,770
21,250; 5,250;0,000;0,000;0,000;2,100;0,000;1807,200;16,770
21,500; 5,250;0,000;0,000;0,000;2,100;0,000;1807,200;16,770
21,750; 5,250;0,000;0,000;0,000;2,100;0,000;1816,800;16,900
22,000; 5,250;0,000;0,000;0,000;2,000;2,530;1815,600;16,900
22,250; 5,250;0,000;0,000;0,000;2,000;0,000;1824,000;16,770
22,500; 5,230;0,000;0,000;0,000;1,900;0,000;1790,400;16,900
22,750; 5,220;0,000;0,000;0,000;1,800;0,000;1774,800;16,900
23,000; 5,230;0,000;0,000;0,000;1,800;2,530;1806,000;16,900
23,250; 5,230;0,000;0,000;0,000;1,900;0,000;1807,200;16,900
23,500; 5,230;0,000;0,000;0,000;1,900;0,000;1812,000;16,900
23,750; 5,230;0,000;0,000;0,000;1,900;0,000;1832,400;16,900
24,000; 5,240;0,000;0,000;0,000;1,900;0,000;1833,600;16,900
24,250; 5,240;0,000;0,000;0,000;1,900;0,000;1807,200;16,900
24,500; 5,230;0,000;0,000;0,000;1,900;0,000;1801,200;16,900
24,750; 5,240;0,000;0,000;0,000;1,900;0,000;1812,000;16,900
25,000; 5,230;0,000;0,000;0,000;1,800;0,000;1795,200;16,900
25,250; 5,230;0,000;0,000;0,000;1,800;0,000;1797,600;16,900
25,500; 5,230;0,000;0,000;0,000;1,700;0,000;1813,200;16,900
25,750; 5,220;0,000;0,000;0,000;1,700;0,000;1852,800;16,900
26,000; 5,220;0,000;0,000;0,000;1,700;0,000;1803,600;16,900
26,250; 5,210;0,000;0,000;0,000;1,700;0,000;1797,600;16,900
26,500; 5,230;0,000;0,000;0,000;1,700;0,000;1813,200;16,900
26,750; 5,240;0,000;0,000;0,000;1,800;0,000;1808,400;16,900
27,000; 5,240;0,000;0,000;0,000;1,800;0,000;1821,600;16,900
27,250; 5,210;0,000;0,000;0,000;1,800;0,000;1747,200;16,900
27,500; 5,210;0,000;0,000;0,000;1,800;0,000;1778,400;16,900
27,750; 5,210;0,000;0,000;0,000;1,900;0,000;1820,400;16,900
28,000; 5,220;0,000;0,000;0,000;1,900;0,000;1832,400;16,900
28,250; 5,210;0,000;0,000;0,000;1,900;2,530;1792,800;16,900
28,500; 5,230;0,000;0,000;0,000;1,900;0,000;1804,800;16,900
28,750; 5,240;0,000;0,000;0,000;1,900;0,000;1803,600;16,900
29,000; 5,230;0,000;0,000;0,000;1,900;0,000;1825,200;16,900
29,250; 5,230;0,000;0,000;0,000;1,900;0,000;1812,000;16,900
29,500; 5,230;0,000;0,000;0,000;1,900;0,000;1815,600;16,900
29,750; 5,230;0,000;0,000;0,000;1,900;0,000;1791,600;16,900
30,000; 5,240;0,000;0,000;0,000;1,900;0,000;1803,600;16,900
30,250; 5,230;0,000;0,000;0,000;1,900;0,000;1831,200;16,900
30,500; 5,220;0,000;0,000;0,000;1,900;0,000;1810,800;16,900
30,750; 5,230;0,000;0,000;0,000;1,900;0,000;1806,000;16,900
31,000; 5,240;0,000;0,000;0,000;1,800;0,000;1819,200;16,900
31,250; 5,230;0,000;0,000;0,000;1,700;0,000;1807,200;16,900
31,500; 5,230;0,000;0,000;0,000;1,700;0,000;1832,400;16,900
31,750; 5,230;0,000;0,000;0,000;1,600;0,000;1820,400;16,900
32,000; 5,230;0,000;0,000;0,000;1,600;2,530;1788,000;16,900
32,250; 5,230;0,000;0,000;0,000;1,600;0,000;1792,800;16,900
32,500; 5,240;0,000;0,000;0,000;1,600;0,000;1782,000;16,900
32,750; 5,230;0,000;0,000;0,000;1,800;0,000;1790,400;16,900
33,000; 5,220;0,000;0,000;0,000;1,900;0,000;1803,600;16,900
33,250; 5,230;0,000;0,000;0,000;2,000;0,000;1800,000;16,900
33,500; 5,230;0,000;0,000;0,000;2,000;0,000;1842,000;16,900
33,750; 5,210;0,000;0,000;0,000;2,000;0,000;1833,600;16,900
34,000; 5,230;0,000;0,000;0,000;1,900;0,000;1822,800;16,900
34,250; 5,240;0,000;0,000;0,000;1,900;0,000;1798,800;16,900
34,500; 5,210;0,000;0,000;0,000;1,900;0,000;1765,200;16,900
34,750; 5,200;0,000;0,000;0,000;1,800;0,000;1848,000;16,900
35,000; 5,210;0,000;0,000;0,000;1,700;0,000;1819,200;16,900
35,250; 5,230;0,000;0,000;0,000;1,700;0,000;1821,600;16,900
35,500; 5,230;0,000;0,000;0,000;1,600;0,000;1804,800;16,900
35,750; 5,230;0,000;0,000;0,000;1,600;0,000;1772,400;16,900
36,000; 5,210;0,000;0,000;0,000;1,600;0,000;1812,000;16,900
36,250; 5,230;0,000;0,000;0,000;1,600;0,000;1820,400;16,900
36,500; 5,230;0,000;0,000;0,000;1,600;0,000;1803,600;16,900
36,750; 5,240;0,000;0,000;0,000;1,700;0,000;1803,600;16,900
37,000; 5,240;0,000;0,000;0,000;1,700;0,000;1796,400;16,900
37,250; 5,230;0,000;0,000;0,000;1,800;0,000;1813,200;16,900
37,500; 5,230;0,000;0,000;0,000;1,900;0,000;1836,000;16,900
37,750; 5,200;0,000;0,000;0,000;1,900;0,000;1839,600;16,900
38,000; 5,200;0,000;0,000;0,000;1,900;2,530;1786,800;16,900
38,250; 5,230;0,000;0,000;0,000;1,900;0,000;1790,400;16,900
38,500; 5,240;0,000;0,000;0,000;1,900;2,530;1795,200;16,900
38,750; 5,230;0,000;0,000;0,000;1,800;2,530;1795,200;17,030
39,000; 5,230;0,000;0,000;0,000;1,700;2,530;1815,600;16,900
39,250; 5,230;0,000;0,000;0,000;1,800;0,000;1828,800;16,900
39,500; 5,210;0,000;0,000;0,000;2,200;2,530;1813,200;16,900
39,750; 5,220;0,000;0,000;0,000;2,600;0,000;1826,400;16,900
40,000; 5,190;0,000;0,000;0,000;2,900;0,000;1783,200;17,030
40,250; 5,210;0,000;0,000;0,000;3,300;0,000;1813,200;16,900
40,500; 5,210;0,000;0,000;0,000;3,700;0,000;1824,000;17,030
40,750; 5,210;0,000;0,000;0,000;4,000;0,000;1771,200;17,030
41,000; 5,220;0,000;0,000;0,000;4,400;0,000;1771,200;17,030
41,250; 5,190;0,000;0,000;0,000;4,800;2,530;1680,000;17,030
41,500; 5,170;0,000;0,000;0,000;5,300;2,530;1585,200;17,030
41,750; 5,150;0,000;0,000;0,000;5,900;0,000;1836,000;17,030
42,000; 5,180;0,000;0,000;0,000;6,800;0,000;1807,200;17,030
42,250; 5,210;0,000;0,000;0,000;7,600;0,000;1825,200;17,030
42,500; 5,190;0,000;0,000;0,000;8,300;2,530;1795,200;17,030
42,750; 5,180;0,000;0,000;0,000;8,700;0,000;1890,000;17,030
43,000; 5,170;0,000;0,000;0,000;8,800;0,000;1880,400;17,030
43,250; 5,210;0,000;0,000;0,000;8,500;0,000;1924,800;17,030
43,500; 5,190;0,000;0,000;0,000;7,900;0,000;1987,200;17,030
43,750; 5,180;0,000;0,000;0,000;7,400;2,530;1982,400;17,030
44,000; 5,160;0,000;0,000;0,000;6,900;0,000;1794,000;17,030
44,250; 5,190;0,000;0,000;0,000;6,300;2,530;1804,800;17,030
44,500; 5,190;0,000;0,000;0,000;5,600;2,530;1796,400;17,030
44,750; 5,200;0,000;0,000;0,000;5,000;0,000;1824,000;17,030
45,000; 5,230;0,000;0,000;0,000;4,200;2,530;1807,200;17,030
45,250; 5,220;0,000;0,000;0,000;3,600;2,530;1806,000;17,030
45,500; 5,210;0,000;0,000;0,000;3,200;0,000;1832,400;17,030
45,750; 5,210;0,000;0,000;0,000;2,800;2,530;1840,800;17,030
46,000; 5,220;0,000;0,000;0,000;2,500;2,530;1845,600;17,030
46,250; 5,230;0,000;0,000;0,000;2,500;2,530;1855,200;17,030
46,500; 5,210;0,000;0,000;0,000;2,400;2,530;1808,400;17,030
46,750; 5,210;0,000;0,000;0,000;2,300;0,000;1812,000;17,030
47,000; 5,230;0,000;0,000;0,000;2,600;0,000;1804,800;17,030
47,250; 5,240;0,000;0,000;0,000;2,900;0,000;1796,400;17,030
47,500; 5,240;0,000;0,000;0,000;3,400;0,000;1803,600;17,030
47,750; 5,240;0,000;0,000;0,000;4,100;0,000;1807,200;17,030
48,000; 5,220;0,000;0,000;0,000;4,700;0,000;1844,400;17,030
48,250; 5,210;0,000;0,000;0,000;5,300;0,000;1795,200;17,030
48,500; 5,230;0,000;0,000;0,000;5,900;0,000;1791,600;17,030
48,750; 5,200;0,000;0,000;0,000;6,400;2,530;1845,600;17,030
49,000; 5,230;0,000;0,000;0,000;6,900;0,000;1832,400;17,030
49,250; 5,220;0,000;0,000;0,000;7,600;2,530;1804,800;17,030
49,500; 5,180;0,000;0,000;0,000;8,300;0,000;1803,600;17,030
49,750; 5,210;0,000;0,000;0,000;8,800;0,000;1790,400;17,030
50,000; 5,210;0,000;0,000;0,000;9,400;0,000;1803,600;17,030
50,250; 5,220;0,000;0,000;0,000;9,800;0,000;1819,200;17,030
50,500; 5,220;0,000;0,000;0,000;10,200;0,000;1824,000;17,030
50,750; 5,230;0,000;0,000;0,000;10,400;0,000;1820,400;17,030
51,000; 5,230;0,000;0,000;0,000;10,500;0,000;1812,000;17,030
51,250; 5,230;0,000;0,000;0,000;10,500;0,000;1825,200;17,030
51,500; 5,240;0,000;0,000;0,000;10,500;0,000;1821,600;17,030
51,750; 5,200;0,000;0,000;0,000;10,300;0,000;1812,000;17,030
52,000; 5,200;0,000;0,000;0,000;10,100;0,000;1831,200;17,030
52,250; 5,210;0,000;0,000;0,000;9,900;0,000;1824,000;17,030
52,500; 5,190;0,000;0,000;0,000;9,700;0,000;1831,200;17,030
52,750; 5,210;0,000;0,000;0,000;9,600;2,530;1837,200;17,030
53,000; 5,230;0,000;0,000;0,000;9,300;0,000;1838,400;17,030
53,250; 5,240;0,000;0,000;0,000;9,200;0,000;1845,600;17,030
53,500; 5,240;0,000;0,000;0,000;9,000;0,000;1855,200;17,030
53,750; 5,230;0,000;0,000;0,000;8,900;2,530;1844,400;17,030
54,000; 5,230;0,000;0,000;0,000;8,800;2,530;1846,800;17,030
54,250; 5,220;0,000;0,000;0,000;8,700;0,000;1795,200;17,030
54,500; 5,210;0,000;0,000;0,000;8,700;2,530;1808,400;17,030
54,750; 5,210;0,000;0,000;0,000;8,700;0,000;1839,600;17,030
55,000; 5,200;0,000;0,000;0,000;8,700;0,000;1849,200;17,030
55,250; 5,200;0,000;0,000;0,000;8,700;0,000;1808,400;17,030
55,500; 5,210;0,000;0,000;0,000;8,700;0,000;1842,000;17,030
55,750; 5,210;0,000;0,000;0,000;8,500;2,530;1819,200;17,030
56,000; 5,200;0,000;0,000;0,000;8,500;0,000;1822,800;17,030
56,250; 5,190;0,000;0,000;0,000;8,500;0,000;1803,600;17,030
56,500; 5,220;0,000;0,000;0,000;8,500;2,530;1800,000;17,030
56,750; 5,220;0,000;0,000;0,000;8,500;2,530;1804,800;17,030
57,000; 5,210;0,000;0,000;0,000;8,800;2,530;1802,400;17,030
57,250; 5,220;0,000;0,000;0,000;9,000;0,000;1796,400;17,030
57,500; 5,230;0,000;0,000;0,000;9,200;2,530;1806,000;17,030
57,750; 5,230;0,000;0,000;0,000;9,600;0,000;1800,000;17,030
58,000; 5,210;0,000;0,000;0,000;10,100;0,000;1783,200;17,030
58,250; 5,200;0,000;0,000;0,000;10,700;2,530;1825,200;17,030
58,500; 5,210;0,000;0,000;0,000;11,300;0,000;1794,000;17,030
58,750; 5,220;0,000;0,000;0,000;12,100;0,000;1816,800;17,030
59,000; 5,220;0,000;0,000;0,000;12,800;0,000;1830,000;17,030
59,250; 5,200;0,000;0,000;0,000;13,500;0,000;1819,200;17,030
59,500; 5,180;0,000;0,000;0,000;14,300;0,000;1767,600;17,030
59,750; 5,190;0,000;0,000;0,000;15,200;0,000;1801,200;17,030
60,000; 5,210;0,000;0,000;0,000;16,000;0,000;1762,800;17,030
60,250; 5,190;0,000;0,000;0,000;16,800;0,000;1794,000;17,030
60,500; 5,180;0,000;0,000;0,000;17,500;0,000;1792,800;17,030
60,750; 5,200;0,000;0,000;0,000;17,900;2,530;1771,200;17,030
61,000; 5,200;0,000;0,000;0,000;18,200;2,530;1782,000;17,030
61,250; 5,200;0,000;0,000;0,000;18,400;0,000;1783,200;17,030
61,500; 5,220;0,000;0,000;0,000;18,600;0,000;1800,000;17,030
61,750; 5,220;0,000;0,000;0,000;18,800;2,530;1807,200;17,030
62,000; 5,210;0,000;0,000;0,000;19,000;0,000;1804,800;17,030
62,250; 5,220;0,000;0,000;0,000;19,100;2,530;1808,400;17,030
62,500; 5,230;0,000;0,000;0,000;19,200;0,000;1812,000;17,030
62,750; 5,220;0,000;0,000;0,000;19,200;2,530;1822,800;17,030
63,000; 5,210;0,000;0,000;0,000;19,100;0,000;1813,200;17,030
63,250; 5,230;0,000;0,000;0,000;19,000;0,000;1816,800;17,030
63,500; 5,230;0,000;0,000;0,000;18,900;2,530;1825,200;17,030
63,750; 5,230;0,000;0,000;0,000;18,700;2,530;1834,800;17,030
64,000; 5,210;0,000;0,000;0,000;18,600;2,530;1794,000;17,030
64,250; 5,210;0,000;0,000;0,000;18,500;2,530;1804,800;17,030
64,500; 5,220;0,000;0,000;0,000;18,300;2,530;1806,000;17,030
64,750; 5,180;0,000;0,000;0,000;18,300;2,530;1821,600;17,030
65,000; 5,190;0,000;0,000;0,000;18,300;0,000;1869,600;17,030
65,250; 5,200;0,000;0,000;0,000;18,300;2,530;1891,200;17,030
65,500; 5,190;0,000;0,000;0,000;18,200;2,530;1954,800;17,030
65,750; 5,210;0,000;0,000;0,000;18,200;2,530;1953,600;17,030
66,000; 5,190;0,000;0,000;0,000;18,200;2,530;1866,000;17,030
66,250; 5,170;0,000;0,000;0,000;18,200;0,000;1804,800;17,030
66,500; 5,200;0,000;0,000;0,000;18,100;0,000;1814,400;17,030
66,750; 5,190;0,000;0,000;0,000;18,400;2,530;1790,400;17,030
67,000; 5,200;0,000;0,000;0,000;18,600;2,530;1785,600;17,030
67,250; 5,190;0,000;0,000;0,000;18,900;0,000;1825,200;17,030
67,500; 5,210;0,000;0,000;0,000;19,400;2,530;1825,200;17,030
67,750; 5,210;0,000;0,000;0,000;20,000;0,000;1797,600;17,030
68,000; 5,220;0,000;0,000;0,000;20,400;2,530;1820,400;17,030
68,250; 5,230;0,000;0,000;0,000;20,800;2,530;1815,600;17,160
68,500; 5,230;0,000;0,000;0,000;21,100;2,530;1780,800;17,030
68,750; 5,210;0,000;0,000;0,000;21,200;0,000;1778,400;17,030
69,000; 5,220;0,000;0,000;0,000;21,400;0,000;1800,000;17,030
69,250; 5,210;0,000;0,000;0,000;21,500;2,530;1825,200;17,160
69,500; 5,220;0,000;0,000;0,000;21,600;2,530;1846,800;17,030
69,750; 5,220;0,000;0,000;0,000;21,600;2,530;1825,200;17,160
70,000; 5,210;0,000;0,000;0,000;21,600;2,530;1801,200;17,160
70,250; 5,220;0,000;0,000;0,000;21,600;0,000;1843,200;17,160
70,500; 5,190;0,000;0,000;0,000;21,600;0,000;1806,000;17,160
70,750; 5,220;0,000;0,000;0,000;21,500;2,530;1814,400;17,160
71,000; 5,220;0,000;0,000;0,000;21,400;2,530;1833,600;17,160
71,250; 5,230;0,000;0,000;0,000;21,300;0,000;1809,600;17,160
71,500; 5,210;0,000;0,000;0,000;21,000;2,530;1808,400;17,160
71,750; 5,210;0,000;0,000;0,000;20,600;0,000;1816,800;17,160
72,000; 5,170;0,000;0,000;0,000;20,300;2,530;1884,000;17,160
72,250; 5,170;0,000;0,000;0,000;19,900;2,530;1953,600;17,160
72,500; 5,190;0,000;0,000;0,000;19,500;2,530;2002,800;17,160
72,750; 5,190;0,000;0,000;0,000;19,000;2,530;1983,600;17,160
73,000; 5,160;0,000;0,000;0,000;18,600;0,000;1815,600;17,160
73,250; 5,190;0,000;0,000;0,000;18,100;0,000;1809,600;17,160
73,500; 5,210;0,000;0,000;0,000;17,700;2,530;1822,800;17,160
73,750; 5,220;0,000;0,000;0,000;17,500;0,000;1825,200;17,160
74,000; 5,200;0,000;0,000;0,000;17,600;2,530;1792,800;17,160
74,250; 5,200;0,000;0,000;0,000;17,700;2,530;1807,200;17,160
74,500; 5,220;0,000;0,000;0,000;17,800;2,530;1806,000;17,160
74,750; 5,220;0,000;0,000;0,000;18,000;0,000;1807,200;17,160
75,000; 5,220;0,000;0,000;0,000;18,400;2,530;1810,800;17,160
75,250; 5,210;0,000;0,000;0,000;18,700;0,000;1820,400;17,160
75,500; 5,190;0,000;0,000;0,000;19,100;2,530;1803,600;17,160
75,750; 5,200;0,000;0,000;0,000;19,700;0,000;1837,200;17,160
76,000; 5,210;0,000;0,000;0,000;20,100;2,530;1851,600;17,160
76,250; 5,210;0,000;0,000;0,000;20,400;2,530;1846,800;17,160
76,500; 5,220;0,000;0,000;0,000;20,600;0,000;1856,400;17,160
76,750; 5,210;0,000;0,000;0,000;20,800;0,000;1851,600;17,160
77,000; 5,180;0,000;0,000;0,000;20,900;2,530;1874,400;17,160
77,250; 5,190;0,000;0,000;0,000;21,000;0,000;1851,600;17,160
77,500; 5,150;0,000;0,000;0,000;21,100;2,530;1809,600;17,160
77,750; 5,180;0,000;0,000;0,000;21,200;2,530;1809,600;17,160
78,000; 5,170;0,000;0,000;0,000;21,400;0,000;1800,000;17,160
78,250; 5,190;0,000;0,000;0,000;22,000;0,000;1789,200;17,160
78,500; 5,190;0,000;0,000;0,000;22,700;0,000;1784,400;17,160
78,750; 5,200;0,000;0,000;0,000;23,500;2,530;1800,000;17,160
79,000; 5,210;0,000;0,000;0,000;24,100;2,530;1807,200;17,160
79,250; 5,210;0,000;0,000;0,000;24,400;0,000;1803,600;17,160
79,500; 5,200;0,000;0,000;0,000;24,000;2,530;1800,000;17,160
79,750; 5,210;0,000;0,000;0,000;23,400;2,530;1794,000;17,160
80,000; 5,220;0,000;0,000;0,000;22,900;0,000;1789,200;17,160
80,250; 5,200;0,000;0,000;0,000;22,500;2,530;1750,800;17,160
80,500; 5,120;0,000;0,000;0,000;22,400;0,000;1734,000;17,160
80,750; 5,160;0,000;0,000;0,000;22,500;2,530;1765,200;17,160
81,000; 5,170;0,000;0,000;0,000;22,400;0,000;1749,600;17,160
81,250; 5,190;0,000;0,000;0,000;22,200;2,530;1750,800;17,160
81,500; 5,180;0,000;0,000;0,000;21,900;2,530;1780,800;17,160
81,750; 5,180;0,000;0,000;0,000;21,500;2,530;1773,600;17,160
82,000; 5,200;0,000;0,000;0,000;21,100;0,000;1797,600;17,160
82,250; 5,220;0,000;0,000;0,000;20,700;2,530;1807,200;17,160
82,500; 5,210;0,000;0,000;0,000;20,400;0,000;1813,200;17,160
82,750; 5,220;0,000;0,000;0,000;20,000;2,530;1802,400;17,160
83,000; 5,210;0,000;0,000;0,000;19,600;2,530;1808,400;17,160
83,250; 5,210;0,000;0,000;0,000;19,400;2,530;1795,200;17,160
83,500; 5,200;0,000;0,000;0,000;19,100;2,530;1779,600;17,160
83,750; 5,220;0,000;0,000;0,000;18,800;2,530;1768,800;17,160
84,000; 5,210;0,000;0,000;0,000;18,600;2,530;1780,800;17,160
84,250; 5,210;0,000;0,000;0,000;18,400;2,530;1771,200;17,160
84,500; 5,220;0,000;0,000;0,000;18,200;0,000;1782,000;17,160
84,750; 5,190;0,000;0,000;0,000;18,100;2,530;1773,600;17,160
85,000; 5,190;0,000;0,000;0,000;18,200;2,530;1779,600;17,160
85,250; 5,180;0,000;0,000;0,000;18,300;2,530;1820,400;17,160
85,500; 5,170;0,000;0,000;0,000;18,600;2,530;1810,800;17,160
85,750; 5,180;0,000;0,000;0,000;18,900;0,000;1846,800;17,160
86,000; 5,110;0,000;0,000;0,000;19,300;0,000;1851,600;17,160
86,250; 5,110;0,000;0,000;0,000;19,600;0,000;1777,200;17,160
86,500; 5,170;0,000;0,000;0,000;19,900;0,000;1821,600;17,160
86,750; 5,200;0,000;0,000;0,000;19,900;2,530;1838,400;17,160
87,000; 5,170;0,000;0,000;0,000;20,100;2,530;1785,600;17,160
87,250; 5,190;0,000;0,000;0,000;20,000;0,000;1790,400;17,160
87,500; 5,190;0,000;0,000;0,000;20,000;2,530;1846,800;17,160
87,750; 5,170;0,000;0,000;0,000;20,100;2,530;1789,200;17,160
88,000; 5,160;0,000;0,000;0,000;20,300;0,000;1836,000;17,160
88,250; 5,190;0,000;0,000;0,000;20,400;0,000;1856,400;17,160
88,500; 5,190;0,000;0,000;0,000;20,500;2,530;1840,800;17,160
88,750; 5,210;0,000;0,000;0,000;20,600;2,530;1851,600;17,160
89,000; 5,210;0,000;0,000;0,000;20,700;2,530;1855,200;17,160
89,250; 5,170;0,000;0,000;0,000;21,000;0,000;1849,200;17,160
89,500; 5,170;0,000;0,000;0,000;21,100;2,530;1965,600;17,160
89,750; 5,170;0,000;0,000;0,000;21,300;2,530;2116,800;17,160
90,000; 5,170;0,000;0,000;0,000;21,300;2,530;2146,800;17,160
90,250; 5,180;0,000;0,000;0,000;21,200;2,530;1874,400;17,160
90,500; 5,200;0,000;0,000;0,000;21,000;2,530;1897,200;17,160
90,750; 5,210;0,000;0,000;0,000;20,800;0,000;1886,400;17,160
91,000; 5,220;0,000;0,000;0,000;20,700;0,000;1885,200;17,160
91,250; 5,210;0,000;0,000;0,000;20,500;2,530;1842,000;17,160
