UniLog;Motormessung
Zeit [sec];SpannungEmpf [---];Spannung [---];Strom [---];Drehzahl [---];Höhe [---];Geschwindigkeit [---];ServoImpuls [---];TempIntern [---]
90.750; 0.000;11.570;32.790;5023.000;76.600;0.000;1166.000;17.400
91.000; 0.000;11.570;32.760;5023.000;77.500;0.000;1166.000;17.400
91.250; 0.000;11.570;32.670;5025.000;78.600;0.000;1166.000;17.400
91.500; 0.000;11.560;32.810;5015.000;79.700;0.000;1166.000;17.400
91.750; 0.000;11.540;32.940;5000.000;80.800;0.000;1166.000;17.400
92.000; 0.000;11.530;32.910;4998.000;81.800;0.000;1166.000;17.400
92.250; 0.000;11.530;32.940;4995.000;82.900;0.000;1166.000;17.400
92.500; 0.000;11.520;32.970;4988.000;84.000;0.000;1166.000;17.400
92.750; 0.000;11.510;33.040;4980.000;85.000;0.000;1166.000;17.400
93.000; 0.000;11.500;33.070;4977.000;86.000;0.000;1167.000;17.400
93.250; 0.000;11.500;33.120;4972.000;87.100;0.000;1166.000;17.400
93.500; 0.000;11.480;33.210;4963.000;88.000;0.000;1165.000;17.400
93.750; 0.000;11.470;33.260;4951.000;89.000;0.000;1166.000;17.400
94.000; 0.000;11.460;33.350;4944.000;89.900;0.000;1166.000;17.400
94.250; 0.000;11.460;33.310;4945.000;90.800;0.000;1166.000;17.400
94.500; 0.000;11.520;32.380;4938.000;91.600;0.000;1166.000;17.400
94.750; 0.000;13.160;12.660;4397.000;92.400;0.000;1167.000;17.400
95.000; 0.000;14.370;0.060;2624.000;93.000;2.300;1166.000;17.400
95.250; 0.000;14.490;-0.280;2269.000;93.600;4.700;1167.000;17.400
95.500; 0.000;14.570;-0.430;1879.000;94.000;5.700;1166.000;17.400
95.750; 0.000;14.620;-0.460;1466.000;94.300;5.700;1166.000;17.400
96.000; 0.000;14.640;-0.300;1017.000;94.500;4.000;1166.000;17.400
96.250; 0.000;14.650;0.020;1017.000;94.600;2.300;1167.000;17.400
96.500; 0.000;14.670;0.000;0.000;94.400;2.300;1166.000;17.400
96.750; 0.000;14.700;0.000;0.000;94.200;2.300;1166.000;17.400
97.000; 0.000;14.730;0.000;0.000;93.900;2.300;1166.000;17.400
97.250; 0.000;14.750;0.000;0.000;93.500;2.300;1166.000;17.400
97.500; 0.000;14.760;0.000;0.000;93.100;2.300;1166.000;17.400
97.750; 0.000;14.780;0.000;0.000;92.600;2.300;1166.000;17.400
98.000; 0.000;14.800;0.000;0.000;92.000;2.300;1166.000;17.400
98.250; 0.000;14.820;0.000;0.000;91.200;2.300;1166.000;17.400
98.500; 0.000;14.830;0.000;0.000;90.300;2.300;1167.000;17.400
98.750; 0.000;14.850;0.000;0.000;89.500;2.300;1166.000;17.400
99.000; 0.000;14.860;0.000;0.000;88.700;2.300;1166.000;17.400
99.250; 0.000;14.880;0.000;0.000;88.100;2.300;1166.000;17.400
99.500; 0.000;14.890;0.000;0.000;87.500;2.300;1166.000;17.400
99.750; 0.000;14.900;0.000;0.000;87.000;2.300;1166.000;17.400
100.000; 0.000;14.910;0.000;0.000;86.600;2.300;1166.000;17.400
100.250; 0.000;14.920;0.000;0.000;86.100;2.300;1166.000;17.400
100.500; 0.000;14.930;0.000;0.000;85.800;2.300;1166.000;17.400
100.750; 0.000;14.950;0.000;0.000;85.500;2.300;1166.000;17.400
101.000; 0.000;14.950;0.000;0.000;85.400;2.300;1166.000;17.400
101.250; 0.000;14.960;0.000;0.000;85.400;2.300;1167.000;17.400
101.500; 0.000;14.980;0.000;0.000;85.400;2.300;1166.000;17.400
101.750; 0.000;14.980;0.000;0.000;85.500;2.300;1166.000;17.400
102.000; 0.000;14.990;0.000;0.000;85.500;2.300;1167.000;17.400
102.250; 0.000;15.000;0.000;0.000;85.300;2.300;1166.000;17.400
102.500; 0.000;15.010;0.000;0.000;84.900;2.300;1166.000;17.400
102.750; 0.000;15.020;0.000;0.000;84.400;2.300;1165.000;17.400
103.000; 0.000;15.030;0.000;0.000;83.700;2.300;1166.000;17.400
103.250; 0.000;15.030;0.000;0.000;82.800;2.300;1166.000;17.400
103.500; 0.000;15.040;0.000;0.000;81.800;2.300;1166.000;17.400
103.750; 0.000;15.050;0.000;0.000;80.800;2.300;1167.000;17.400
104.000; 0.000;15.060;0.000;0.000;79.600;2.300;1166.000;17.400
104.250; 0.000;15.060;0.000;0.000;78.400;2.300;1166.000;17.400
104.500; 0.000;15.070;0.000;0.000;77.200;2.300;1166.000;17.400
104.750; 0.000;15.080;0.000;0.000;76.200;2.300;1166.000;17.400
105.000; 0.000;15.080;0.000;0.000;75.300;2.300;1166.000;17.400
105.250; 0.000;15.090;0.000;0.000;74.600;2.300;1166.000;17.400
105.500; 0.000;15.100;0.000;0.000;74.000;2.300;1166.000;17.400
105.750; 0.000;15.100;0.000;0.000;73.400;2.300;1167.000;17.400
106.000; 0.000;15.110;0.000;0.000;72.900;2.300;1167.000;17.400
106.250; 0.000;15.110;0.000;0.000;72.400;2.300;1166.000;17.500
106.500; 0.000;15.120;0.000;0.000;72.000;2.300;1166.000;17.500
106.750; 0.000;15.130;0.000;0.000;71.800;2.300;1166.000;17.500
107.000; 0.000;15.130;0.000;0.000;71.600;2.300;1166.000;17.500
107.250; 0.000;15.140;0.000;0.000;71.600;2.300;1167.000;17.500
107.500; 0.000;15.140;0.000;0.000;71.700;2.300;1166.000;17.500
107.750; 0.000;15.150;0.000;0.000;71.800;2.300;1166.000;17.500
108.000; 0.000;15.160;0.000;0.000;71.900;2.300;1166.000;17.500
108.250; 0.000;15.160;0.000;0.000;72.000;2.300;1166.000;17.500
108.500; 0.000;15.170;0.000;0.000;72.100;2.300;1166.000;17.500
108.750; 0.000;15.170;0.000;0.000;72.100;2.300;1166.000;17.500
109.000; 0.000;15.180;0.000;0.000;72.200;2.300;1166.000;17.500
109.250; 0.000;15.180;0.000;0.000;72.200;2.300;1167.000;17.500
109.500; 0.000;15.180;0.000;0.000;72.300;2.300;1167.000;17.500
109.750; 0.000;15.190;0.000;0.000;72.200;2.300;1166.000;17.500
110.000; 0.000;15.190;0.000;0.000;72.100;2.300;1166.000;17.500
110.250; 0.000;15.200;0.000;0.000;71.900;2.300;1166.000;17.500
110.500; 0.000;15.200;0.000;0.000;71.900;3.300;1166.000;17.500
110.750; 0.000;15.210;0.000;0.000;71.900;2.300;1166.000;17.500
111.000; 0.000;15.210;0.000;0.000;71.900;3.300;1166.000;17.500
111.250; 0.000;15.220;0.000;0.000;71.800;2.300;1166.000;17.500
111.500; 0.000;15.220;0.000;0.000;71.700;2.300;1166.000;17.500
111.750; 0.000;15.230;0.000;0.000;71.500;2.300;1166.000;17.500
112.000; 0.000;15.230;0.000;0.000;71.200;2.300;1166.000;17.500
112.250; 0.000;15.230;0.000;0.000;70.900;2.300;1166.000;17.500
112.500; 0.000;15.240;0.000;0.000;70.500;2.300;1166.000;17.500
112.750; 0.000;15.250;0.000;0.000;70.100;2.300;1166.000;17.500
113.000; 0.000;15.250;0.000;0.000;69.500;2.300;1166.000;17.500
113.250; 0.000;15.250;0.000;0.000;69.100;2.300;1166.000;17.500
113.500; 0.000;15.260;0.000;0.000;68.600;2.300;1166.000;17.500
113.750; 0.000;15.260;0.000;0.000;68.200;2.300;1166.000;17.500
114.000; 0.000;15.260;0.000;0.000;67.900;2.300;1166.000;17.500
114.250; 0.000;15.270;0.000;0.000;67.600;2.300;1166.000;17.500
114.500; 0.000;15.270;0.000;0.000;67.500;3.300;1166.000;17.500
114.750; 0.000;15.280;0.000;0.000;67.400;2.300;1166.000;17.500
115.000; 0.000;15.280;0.000;0.000;67.400;2.300;1167.000;17.500
115.250; 0.000;15.280;0.000;0.000;67.400;2.300;1167.000;17.500
115.500; 0.000;15.290;0.000;0.000;67.400;2.300;1166.000;17.500
115.750; 0.000;15.290;0.000;0.000;67.600;2.300;1166.000;17.500
116.000; 0.000;15.300;0.000;0.000;67.700;2.300;1166.000;17.500
116.250; 0.000;15.300;0.000;0.000;67.900;2.300;1166.000;17.500
116.500; 0.000;15.300;0.000;0.000;68.300;2.300;1166.000;17.500
116.750; 0.000;15.300;0.000;0.000;68.600;2.300;1166.000;17.500
117.000; 0.000;15.310;0.000;0.000;68.900;2.300;1166.000;17.500
117.250; 0.000;15.310;0.000;0.000;69.300;2.300;1165.000;17.500
117.500; 0.000;15.310;0.000;0.000;69.600;2.300;1166.000;17.500
117.750; 0.000;15.320;0.000;0.000;69.700;2.300;1166.000;17.500
118.000; 0.000;15.320;0.000;0.000;69.900;2.300;1166.000;17.500
118.250; 0.000;15.330;0.000;0.000;70.100;2.300;1166.000;17.500
118.500; 0.000;15.330;0.000;0.000;70.100;2.300;1166.000;17.500
118.750; 0.000;15.330;0.000;0.000;70.100;2.300;1166.000;17.500
119.000; 0.000;15.330;0.000;0.000;70.100;2.300;1166.000;17.500
119.250; 0.000;15.340;0.000;0.000;70.000;3.300;1166.000;17.500
119.500; 0.000;15.340;0.000;0.000;69.800;2.300;1165.000;17.500
119.750; 0.000;15.350;0.000;0.000;69.700;2.300;1166.000;17.500
120.000; 0.000;15.350;0.000;0.000;69.400;3.300;1167.000;17.500
120.250; 0.000;15.350;0.000;0.000;69.200;2.300;1166.000;17.500
120.500; 0.000;15.360;0.000;0.000;69.000;2.300;1166.000;17.500
120.750; 0.000;15.360;0.000;0.000;68.700;2.300;1166.000;17.500
121.000; 0.000;15.360;0.000;0.000;68.600;2.300;1167.000;17.500
121.250; 0.000;15.360;0.000;0.000;68.400;2.300;1166.000;17.500
121.500; 0.000;15.370;0.000;0.000;68.300;2.300;1166.000;17.500
121.750; 0.000;15.370;0.000;0.000;68.200;2.300;1165.000;17.500
122.000; 0.000;15.370;0.000;0.000;68.200;2.300;1166.000;17.500
122.250; 0.000;15.380;0.000;0.000;68.200;2.300;1166.000;17.500
122.500; 0.000;15.380;0.000;0.000;68.300;2.300;1166.000;17.500
122.750; 0.000;15.380;0.000;0.000;68.400;2.300;1166.000;17.500
123.000; 0.000;15.380;0.000;0.000;68.500;2.300;1166.000;17.500
123.250; 0.000;15.390;0.000;0.000;68.400;2.300;1166.000;17.500
123.500; 0.000;15.390;0.000;0.000;68.400;2.300;1166.000;17.500
123.750; 0.000;15.390;0.000;0.000;68.300;2.300;1166.000;17.500
124.000; 0.000;15.390;0.000;0.000;68.200;3.300;1166.000;17.500
124.250; 0.000;15.400;0.000;0.000;68.200;2.300;1167.000;17.500
124.500; 0.000;15.400;0.000;0.000;68.100;2.300;1165.000;17.500
124.750; 0.000;15.400;0.000;0.000;68.100;2.300;1166.000;17.600
125.000; 0.000;15.410;0.000;0.000;68.200;2.300;1166.000;17.500
125.250; 0.000;15.410;0.000;0.000;68.300;2.300;1166.000;17.500
125.500; 0.000;15.410;0.000;0.000;68.400;2.300;1167.000;17.600
125.750; 0.000;15.410;0.000;0.000;68.700;2.300;1166.000;17.600
126.000; 0.000;15.410;0.000;0.000;68.800;2.300;1166.000;17.600
126.250; 0.000;15.420;0.000;0.000;69.000;2.300;1166.000;17.600
126.500; 0.000;15.420;0.000;0.000;69.100;2.300;1165.000;17.600
126.750; 0.000;15.420;0.000;0.000;69.200;3.300;1166.000;17.600
127.000; 0.000;15.430;0.000;0.000;69.200;2.300;1166.000;17.600
127.250; 0.000;15.430;0.000;0.000;69.200;2.300;1166.000;17.600
127.500; 0.000;15.430;0.000;0.000;69.200;2.300;1166.000;17.600
127.750; 0.000;15.430;0.000;0.000;69.100;2.300;1166.000;17.600
128.000; 0.000;15.440;0.000;0.000;68.900;2.300;1166.000;17.600
128.250; 0.000;15.440;0.000;0.000;68.600;2.300;1166.000;17.600
128.500; 0.000;15.440;0.000;0.000;68.400;2.300;1166.000;17.600
128.750; 0.000;15.440;0.000;0.000;68.000;2.300;1166.000;17.600
129.000; 0.000;15.440;0.000;0.000;67.800;2.300;1166.000;17.600
129.250; 0.000;15.450;0.000;0.000;67.500;2.300;1166.000;17.600
129.500; 0.000;15.450;0.000;0.000;67.100;2.300;1166.000;17.600
129.750; 0.000;15.450;0.000;0.000;66.800;3.300;1166.000;17.600
130.000; 0.000;15.450;0.000;0.000;66.400;2.300;1166.000;17.600
130.250; 0.000;15.450;0.000;0.000;66.100;3.300;1166.000;17.600
130.500; 0.000;15.460;0.000;0.000;65.800;3.300;1166.000;17.600
130.750; 0.000;15.460;0.000;0.000;65.700;2.300;1166.000;17.600
131.000; 0.000;15.460;0.000;0.000;65.600;2.300;1166.000;17.600
131.250; 0.000;15.470;0.000;0.000;65.500;2.300;1166.000;17.600
131.500; 0.000;15.470;0.000;0.000;65.500;2.300;1166.000;17.600
131.750; 0.000;15.470;0.000;0.000;65.400;2.300;1166.000;17.600
132.000; 0.000;15.470;0.000;0.000;65.300;2.300;1166.000;17.600
132.250; 0.000;15.470;0.000;0.000;65.200;2.300;1166.000;17.600
132.500; 0.000;15.470;0.000;0.000;65.100;3.300;1166.000;17.600
132.750; 0.000;15.480;0.000;0.000;64.900;2.300;1166.000;17.600
133.000; 0.000;15.480;0.000;0.000;64.700;2.300;1166.000;17.600
133.250; 0.000;15.480;0.000;0.000;64.500;2.300;1166.000;17.600
133.500; 0.000;15.480;0.000;0.000;64.300;3.300;1166.000;17.600
133.750; 0.000;15.490;0.000;0.000;64.200;3.300;1166.000;17.600
134.000; 0.000;15.490;0.000;0.000;64.000;2.300;1166.000;17.600
134.250; 0.000;15.490;0.000;0.000;64.100;2.300;1166.000;17.600
134.500; 0.000;15.490;0.000;0.000;64.300;2.300;1167.000;17.600
134.750; 0.000;15.500;0.000;0.000;64.700;2.300;1166.000;17.600
135.000; 0.000;15.500;0.000;0.000;65.100;2.300;1166.000;17.600
135.250; 0.000;15.500;0.000;0.000;65.500;2.300;1166.000;17.600
135.500; 0.000;15.500;0.000;0.000;65.800;2.300;1166.000;17.600
135.750; 0.000;15.500;0.000;0.000;65.900;3.300;1166.000;17.600
136.000; 0.000;15.500;0.000;0.000;65.900;2.300;1166.000;17.600
136.250; 0.000;15.500;0.000;0.000;65.900;2.300;1166.000;17.600
136.500; 0.000;15.500;0.000;0.000;65.800;2.300;1166.000;17.600
136.750; 0.000;15.510;0.000;0.000;65.700;2.300;1166.000;17.600
137.000; 0.000;15.510;0.000;0.000;65.600;2.300;1166.000;17.600
137.250; 0.000;15.510;0.000;0.000;65.500;2.300;1166.000;17.600
137.500; 0.000;15.520;0.000;0.000;65.400;2.300;1166.000;17.600
137.750; 0.000;15.520;0.000;0.000;65.300;2.300;1166.000;17.600
138.000; 0.000;15.520;0.000;0.000;65.200;2.300;1166.000;17.600
138.250; 0.000;15.520;0.000;0.000;65.100;2.300;1166.000;17.600
138.500; 0.000;15.520;0.000;0.000;65.000;2.300;1166.000;17.600
138.750; 0.000;15.520;0.000;0.000;65.000;3.300;1166.000;17.600
139.000; 0.000;15.520;0.000;0.000;65.000;2.300;1166.000;17.600
139.250; 0.000;15.520;0.000;0.000;65.100;2.300;1166.000;17.600
139.500; 0.000;15.530;0.000;0.000;65.200;2.300;1166.000;17.600
139.750; 0.000;15.530;0.000;0.000;65.300;2.300;1166.000;17.600
140.000; 0.000;15.530;0.000;0.000;65.300;2.300;1166.000;17.600
140.250; 0.000;15.530;0.000;0.000;65.300;2.300;1166.000;17.600
140.500; 0.000;15.540;0.000;0.000;65.200;2.300;1166.000;17.600
140.750; 0.000;15.540;0.000;0.000;65.100;2.300;1165.000;17.600
141.000; 0.000;15.540;0.000;0.000;64.800;2.300;1167.000;17.600
141.250; 0.000;15.540;0.000;0.000;64.600;2.300;1166.000;17.600
141.500; 0.000;15.540;0.000;0.000;64.400;2.300;1166.000;17.600
141.750; 0.000;15.540;0.000;0.000;64.200;2.300;1166.000;17.600
142.000; 0.000;15.550;0.000;0.000;64.100;3.300;1166.000;17.600
142.250; 0.000;15.550;0.000;0.000;64.000;2.300;1166.000;17.600
142.500; 0.000;15.550;0.000;0.000;64.000;3.300;1166.000;17.600
142.750; 0.000;15.550;0.000;0.000;64.000;3.300;1166.000;17.600
143.000; 0.000;15.550;0.000;0.000;63.900;2.300;1166.000;17.600
143.250; 0.000;15.550;0.000;0.000;63.900;2.300;1166.000;17.600
143.500; 0.000;15.550;0.000;0.000;63.800;2.300;1166.000;17.600
143.750; 0.000;15.550;0.000;0.000;63.800;3.300;1166.000;17.700
144.000; 0.000;15.560;0.000;0.000;63.800;2.300;1166.000;17.700
144.250; 0.000;15.560;0.000;0.000;63.900;2.300;1166.000;17.700
144.500; 0.000;15.560;0.000;0.000;64.000;2.300;1166.000;17.700
144.750; 0.000;15.560;0.000;0.000;64.200;2.300;1167.000;17.700
145.000; 0.000;15.560;0.000;0.000;64.500;3.300;1166.000;17.700
145.250; 0.000;15.570;0.000;0.000;64.800;2.300;1166.000;17.700
145.500; 0.000;15.570;0.000;0.000;65.000;3.300;1165.000;17.700
145.750; 0.000;15.570;0.000;0.000;65.200;3.300;1166.000;17.700
146.000; 0.000;15.570;0.000;0.000;65.400;2.300;1167.000;17.700
146.250; 0.000;15.570;0.000;0.000;65.400;2.300;1166.000;17.700
146.500; 0.000;15.570;0.000;0.000;65.500;3.300;1166.000;17.700
146.750; 0.000;15.570;0.000;0.000;65.500;2.300;1166.000;17.700
147.000; 0.000;15.570;0.000;0.000;65.500;3.300;1166.000;17.700
147.250; 0.000;15.580;0.000;0.000;65.400;2.300;1166.000;17.700
147.500; 0.000;15.580;0.000;0.000;65.300;3.300;1167.000;17.700
147.750; 0.000;15.580;0.000;0.000;65.100;3.300;1167.000;17.700
148.000; 0.000;15.580;0.000;0.000;64.900;3.300;1166.000;17.700
148.250; 0.000;15.580;0.000;0.000;64.600;2.300;1166.000;17.700
148.500; 0.000;15.580;0.000;0.000;64.300;2.300;1166.000;17.700
148.750; 0.000;15.580;0.000;0.000;64.100;3.300;1166.000;17.700
149.000; 0.000;15.580;0.000;0.000;63.800;2.300;1166.000;17.700
149.250; 0.000;15.580;0.000;0.000;63.700;3.300;1166.000;17.700
149.500; 0.000;15.590;0.000;0.000;63.700;2.300;1166.000;17.700
149.750; 0.000;15.590;0.000;0.000;63.600;2.300;1166.000;17.700
150.000; 0.000;15.590;0.000;0.000;63.600;2.300;1166.000;17.700
150.250; 0.000;15.590;0.000;0.000;63.600;3.300;1166.000;17.700
150.500; 0.000;15.590;0.000;0.000;63.400;3.300;1166.000;17.700
150.750; 0.000;15.590;0.000;0.000;63.200;2.300;1166.000;17.700
151.000; 0.000;15.600;0.000;0.000;63.000;3.300;1166.000;17.700
151.250; 0.000;15.600;0.000;0.000;62.700;3.300;1166.000;17.700
151.500; 0.000;15.600;0.000;0.000;62.400;2.300;1166.000;17.700
151.750; 0.000;15.600;0.000;0.000;62.100;2.300;1166.000;17.700
152.000; 0.000;15.600;0.000;0.000;61.900;3.300;1166.000;17.700
152.250; 0.000;15.600;0.000;0.000;61.500;2.300;1166.000;17.700
152.500; 0.000;15.610;0.000;0.000;61.100;2.300;1166.000;17.700
152.750; 0.000;15.610;0.000;0.000;60.800;3.300;1166.000;17.700
153.000; 0.000;15.610;0.000;0.000;60.700;2.300;1166.000;17.700
153.250; 0.000;15.610;0.000;0.000;60.700;3.300;1166.000;17.700
153.500; 0.000;15.610;0.000;0.000;60.900;2.300;1166.000;17.700
153.750; 0.000;15.610;0.000;0.000;61.300;3.300;1166.000;17.700
154.000; 0.000;15.610;0.000;0.000;61.900;2.300;1167.000;17.700
154.250; 0.000;15.610;0.000;0.000;62.400;2.300;1166.000;17.700
154.500; 0.000;15.610;0.000;0.000;62.900;3.300;1166.000;17.700
154.750; 0.000;15.620;0.000;0.000;63.300;3.300;1166.000;17.700
155.000; 0.000;15.620;0.000;0.000;63.600;2.300;1167.000;17.700
155.250; 0.000;15.620;0.000;0.000;63.800;3.300;1167.000;17.700
155.500; 0.000;15.620;0.000;0.000;63.800;2.300;1167.000;17.700
155.750; 0.000;15.620;0.000;0.000;63.800;2.300;1166.000;17.700
156.000; 0.000;15.620;0.000;0.000;63.700;3.300;1166.000;17.700
156.250; 0.000;15.620;0.000;0.000;63.600;2.300;1166.000;17.700
156.500; 0.000;15.620;0.000;0.000;63.400;3.300;1166.000;17.700
156.750; 0.000;15.620;0.000;0.000;63.100;2.300;1166.000;17.700
157.000; 0.000;15.630;0.000;0.000;62.700;2.300;1166.000;17.700
157.250; 0.000;15.630;0.000;0.000;62.300;2.300;1166.000;17.700
157.500; 0.000;15.630;0.000;0.000;62.000;3.300;1165.000;17.700
157.750; 0.000;15.630;0.000;0.000;61.500;3.300;1166.000;17.700
158.000; 0.000;15.630;0.000;0.000;61.100;2.300;1166.000;17.700
158.250; 0.000;15.630;0.000;0.000;60.700;3.300;1166.000;17.700
158.500; 0.000;15.630;0.000;0.000;60.400;2.300;1167.000;17.700
158.750; 0.000;15.630;0.000;0.000;60.000;3.300;1166.000;17.700
159.000; 0.000;15.630;0.000;0.000;59.700;3.300;1166.000;17.700
159.250; 0.000;15.630;0.000;0.000;59.400;3.300;1167.000;17.700
159.500; 0.000;15.630;0.000;0.000;59.200;3.300;1166.000;17.700
159.750; 0.000;15.640;0.000;0.000;59.000;2.300;1166.000;17.700
160.000; 0.000;15.640;0.000;0.000;58.900;2.300;1167.000;17.700
160.250; 0.000;15.640;0.000;0.000;58.800;3.300;1166.000;17.700
160.500; 0.000;15.640;0.000;0.000;58.800;3.300;1166.000;17.700
160.750; 0.000;15.640;0.000;0.000;58.900;3.300;1166.000;17.700
161.000; 0.000;15.640;0.000;0.000;59.000;3.300;1166.000;17.700
161.250; 0.000;15.640;0.000;0.000;59.200;3.300;1166.000;17.700
161.500; 0.000;15.640;0.000;0.000;59.400;2.300;1166.000;17.700
161.750; 0.000;15.640;0.000;0.000;59.600;2.300;1166.000;17.700
162.000; 0.000;15.650;0.000;0.000;59.700;3.300;1166.000;17.700
162.250; 0.000;15.650;0.000;0.000;60.000;3.300;1166.000;17.700
162.500; 0.000;15.650;0.000;0.000;60.200;2.300;1167.000;17.700
162.750; 0.000;15.650;0.000;0.000;60.500;2.300;1166.000;17.800
163.000; 0.000;15.650;0.000;0.000;60.700;3.300;1166.000;17.800
163.250; 0.000;15.650;0.000;0.000;60.900;3.300;1166.000;17.800
163.500; 0.000;15.650;0.000;0.000;61.100;3.300;1167.000;17.800
163.750; 0.000;15.650;0.000;0.000;61.100;3.300;1167.000;17.800
164.000; 0.000;15.650;0.000;0.000;61.000;3.300;1166.000;17.800
164.250; 0.000;15.650;0.000;0.000;60.800;3.300;1167.000;17.800
164.500; 0.000;15.660;0.000;0.000;60.600;3.300;1166.000;17.800
164.750; 0.000;15.660;0.000;0.000;60.300;2.300;1166.000;17.800
165.000; 0.000;15.660;0.000;0.000;60.100;3.300;1166.000;17.800
165.250; 0.000;15.660;0.000;0.000;59.900;3.300;1166.000;17.800
165.500; 0.000;15.660;0.000;0.000;59.900;3.300;1166.000;17.800
165.750; 0.000;15.660;0.000;0.000;59.800;2.300;1166.000;17.800
166.000; 0.000;15.660;0.000;0.000;59.800;3.300;1166.000;17.800
166.250; 0.000;15.660;0.000;0.000;59.700;3.300;1166.000;17.800
166.500; 0.000;15.660;0.000;0.000;59.600;2.300;1166.000;17.800
166.750; 0.000;15.660;0.000;0.000;59.300;3.300;1167.000;17.800
167.000; 0.000;15.660;0.000;0.000;59.100;3.300;1166.000;17.800
167.250; 0.000;15.660;0.000;0.000;58.800;2.300;1165.000;17.800
167.500; 0.000;15.670;0.000;0.000;58.500;3.300;1166.000;17.800
167.750; 0.000;15.670;0.000;0.000;58.200;3.300;1166.000;17.800
168.000; 0.000;15.670;0.000;0.000;57.900;3.300;1167.000;17.800
168.250; 0.000;15.670;0.000;0.000;57.600;3.300;1166.000;17.800
168.500; 0.000;15.670;0.000;0.000;57.300;3.300;1166.000;17.800
168.750; 0.000;15.670;0.000;0.000;56.900;3.300;1166.000;17.800
169.000; 0.000;15.670;0.000;0.000;56.600;3.300;1166.000;17.800
169.250; 0.000;15.670;0.000;0.000;56.300;3.300;1167.000;17.800
169.500; 0.000;15.670;0.000;0.000;56.100;3.300;1167.000;17.800
169.750; 0.000;15.670;0.000;0.000;55.900;3.300;1166.000;17.800
170.000; 0.000;15.670;0.000;0.000;55.700;3.300;1166.000;17.800
170.250; 0.000;15.670;0.000;0.000;55.600;3.300;1166.000;17.800
170.500; 0.000;15.670;0.000;0.000;55.600;3.300;1167.000;17.800
170.750; 0.000;15.680;0.000;0.000;55.500;3.300;1166.000;17.800
171.000; 0.000;15.680;0.000;0.000;55.600;3.300;1166.000;17.800
171.250; 0.000;15.680;0.000;0.000;55.600;3.300;1167.000;17.800
171.500; 0.000;15.680;0.000;0.000;55.600;3.300;1166.000;17.800
171.750; 0.000;15.680;0.000;0.000;55.600;3.300;1165.000;17.800
172.000; 0.000;15.680;0.000;0.000;55.600;3.300;1167.000;17.800
172.250; 0.000;15.690;0.000;0.000;55.500;3.300;1167.000;17.800
172.500; 0.000;15.690;0.000;0.000;55.500;3.300;1166.000;17.800
172.750; 0.000;15.690;0.000;0.000;55.300;2.300;1166.000;17.800
173.000; 0.000;15.690;0.000;0.000;55.200;2.300;1167.000;17.800
173.250; 0.000;15.690;0.000;0.000;55.100;3.300;1166.000;17.800
173.500; 0.000;15.690;0.000;0.000;54.900;3.300;1166.000;17.800
173.750; 0.000;15.690;0.000;0.000;54.700;2.300;1166.000;17.800
174.000; 0.000;15.690;0.000;0.000;54.600;3.300;1166.000;17.800
174.250; 0.000;15.690;0.000;0.000;54.500;3.300;1166.000;17.800
174.500; 0.000;15.690;0.000;0.000;54.300;3.300;1166.000;17.800
174.750; 0.000;15.690;0.000;0.000;54.300;3.300;1166.000;17.800
175.000; 0.000;15.690;0.000;0.000;54.200;3.300;1166.000;17.800
175.250; 0.000;15.690;0.000;0.000;54.200;3.300;1166.000;17.800
175.500; 0.000;15.690;0.000;0.000;54.300;3.300;1166.000;17.800
175.750; 0.000;15.690;0.000;0.000;54.500;3.300;1166.000;17.800
176.000; 0.000;15.690;0.000;0.000;54.600;3.300;1166.000;17.800
176.250; 0.000;15.690;0.000;0.000;54.700;3.300;1166.000;17.800
