;;;;;;;;;;;;;;;;;0;0;0;1;1;1;4;4;7;8;8;8;8;8;8;16;17;18;
;;;;;;;;;;;;;;;;;RECEIVER;RECEIVER;RECEIVER;CURRENT F1678;CURRENT F1678;CURRENT F1678;VARIO F1712;VARIO F1712;TEMPERATURE SENSOR;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;
TIME;CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;CH9;CH10;CH11;CH12;CH13;CH14;CH15;CH16;BATTERY;EXTERNAL BATTERY;STATUS;CURRENT;VOLTAGE;CAPACITY;ALTITUDE;VARIOMETER;TEMPERATURE;DISTANCE;SPEED;ALTITUDE;VARIOMETER;LATITUDE;LONGITUDE;TEMPERATURE;TEMPERATURE;TEMPERATURE;
165516;16,1;-5,7;-134,8;12,5;-3,7;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    28;   32;  -2,5; 329;  193; 75;   32;  -2,7;N 46:46.2956;E 13:49.8164;  -1;   0;   0;
166551;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   30;  -1,6; 329;  181; 77;   30;  -2,1;N 46:46.2880;E 13:49.8333;  -1;   0;   0;
167585;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   30;   0,0;   1;  178; 78;   30;   0,0;N 46:46.2804;E 13:49.8457;  -1;   0;   0;
168620;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   32;  +1,6; 329;  187; 77;   32;  +1,9;N 46:46.2682;E 13:49.8604;  -1;   0;   0;
169656;16,1;-11,9;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   35;  +3,0; 329;  198; 73;   35;  +3,2;N 46:46.2597;E 13:49.8678;  -1;   0;   0;
170696;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   39;  +3,8; 329;  213; 68;   40;  +4,3;N 46:46.2498;E 13:49.8734;  -1;   0;   0;
171732;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   44;  +4,1; 329;  230; 61;   45;  +4,4;N 46:46.2407;E 13:49.8766;  -1;   0;   0;
172772;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   47;  +3,1;   1;  244; 53;   48;  +3,2;N 46:46.2330;E 13:49.8775;  -1;   0;   0;
173809;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   49;  +1,7; 329;  258; 50;   50;  +1,8;N 46:46.2258;E 13:49.8763;  -1;   0;   0;
174842;6,4;-19,3;-134,8;26,0;12,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    28;   49;   0,0; 329;  273; 49;   50;  -0,4;N 46:46.2180;E 13:49.8728;  -1;   0;   0;
175884;16,1;-11,8;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    28;   48;   0,0; 329;  286; 51;   48;  -1,6;N 46:46.2119;E 13:49.8674;  -1;   0;   0;
176917;8,8;-11,9;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    28;   47;  -1,1; 329;  300; 54;   47;  -1,1;N 46:46.2057;E 13:49.8577;  -1;   0;   0;
177952;7,6;-11,9;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   45;  -1,2;   1;  313; 57;   46;  -0,9;N 46:46.2014;E 13:49.8462;  -1;   0;   0;
178986;7,9;-11,9;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   45;   0,0; 329;  324; 59;   46;  -0,4;N 46:46.2000;E 13:49.8326;  -1;   0;   0;
180018;6,5;-11,9;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   46;   0,0; 329;  332; 60;   47;  +1,3;N 46:46.2018;E 13:49.8175;  -1;   0;   0;
181055;4,6;-15,5;-134,8;24,1;5,7;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    29;   48;  +1,7; 329;  335; 60;   50;  +2,1;N 46:46.2074;E 13:49.8038;  -1;   0;   0;
182090;3,7;-14,0;-134,8;23,2;2,7;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    29;   50;  +1,7; 329;  333; 62;   51;  +1,5;N 46:46.2154;E 13:49.7937;  -1;   0;   0;
183122;1,9;-12,5;-134,8;22,5;0,4;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    29;   50;   0,0;   1;  326; 67;   52;  +0,5;N 46:46.2254;E 13:49.7868;  -1;   0;   0;
184154;0,6;-28,9;-134,8;24,0;5,4;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    29;   50;   0,0; 329;  312; 74;   50;  -1,3;N 46:46.2382;E 13:49.7838;  -1;   0;   0;
185186;-3,7;-27,2;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    29;   47;  -2,0; 327;  291; 81;   48;  -2,7;N 46:46.2508;E 13:49.7869;  -1;   0;   0;
186221;-3,4;-21,4;-134,8;14,9;-3,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   45;  -2,1; 330;  260; 85;   45;  -2,0;N 46:46.2631;E 13:49.7983;  -1;   0;   0;
187256;6,7;-21,0;-134,8;21,7;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    29;   44;  -1,2; 330;  232; 85;   44;  -1,3;N 46:46.2705;E 13:49.8126;  -1;   0;   0;
188289;16,1;-10,6;-134,8;19,8;-1,8;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    29;   44;   0,0;   2;  207; 79;   44;  -0,4;N 46:46.2738;E 13:49.8305;  -1;   0;   0;
189320;10,3;-4,0;-134,8;8,8;-4,8;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    29;   44;   0,0; 330;  190; 74;   44;  +0,8;N 46:46.2733;E 13:49.8479;  -1;   0;   0;
190351;16,1;-2,8;-134,8;8,2;-4,9;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   44;   0,0; 330;  185; 71;   44;  -0,2;N 46:46.2690;E 13:49.8653;  -1;   0;   0;
191386;14,6;-10,1;-134,8;21,0;-1,3;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   43;   0,0; 330;  191; 70;   43;  -0,9;N 46:46.2622;E 13:49.8801;  -1;   0;   0;
192419;16,1;-11,8;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   42;   0,0; 330;  202; 69;   42;  -1,0;N 46:46.2547;E 13:49.8918;  -1;   0;   0;
193451;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   43;   0,0; 330;  219; 69;   43;  +0,5;N 46:46.2455;E 13:49.9031;  -1;   0;   0;
194482;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   44;   0,0; 330;  236; 68;   44;  +1,4;N 46:46.2369;E 13:49.9119;  -1;   0;   0;
195513;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   45;   0,0; 330;  256; 65;   46;  +1,6;N 46:46.2275;E 13:49.9199;  -1;   0;   0;
196545;16,1;-14,9;-134,8;23,8;4,8;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   47;  +1,4; 330;  268; 63;   47;  +1,7;N 46:46.2218;E 13:49.9242;  -1;   0;   0;
197577;16,1;-22,2;-134,8;27,2;16,7;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   48;   0,0;   2;  288; 58;   49;  +1,4;N 46:46.2117;E 13:49.9306;  -1;   0;   0;
198610;16,1;-13,4;-134,8;23,1;1,6;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    29;   49;   0,0; 330;  305; 55;   50;  +0,8;N 46:46.2032;E 13:49.9341;  -1;   0;   0;
199641;8,9;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   48;   0,0; 330;  318; 52;   50;  -0,4;N 46:46.1963;E 13:49.9350;  -1;   0;   0;
200672;12,5;-11,8;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    29;   47;   0,0; 330;  332; 52;   48;  -1,2;N 46:46.1880;E 13:49.9328;  -1;   0;   0;
201704;13,2;-11,9;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   47;   0,0; 330;  342; 52;   47;  -1,2;N 46:46.1816;E 13:49.9280;  -1;   0;   0;
202737;16,1;-11,8;-134,8;21,9;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   46;   0,0;   2;  351; 53;   47;  -0,4;N 46:46.1748;E 13:49.9188;  -1;   0;   0;
203769;15,8;-11,8;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   45;   0,0; 330;  358; 56;   46;  -0,3;N 46:46.1699;E 13:49.9069;  -1;   0;   0;
204800;16,1;-11,8;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   45;   0,0; 330;  363; 58;   47;  +0,1;N 46:46.1668;E 13:49.8930;  -1;   0;   0;
205831;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   46;   0,0; 330;  366; 59;   47;  +0,2;N 46:46.1656;E 13:49.8811;  -1;   0;   0;
206877;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   46;   0,0; 330;  370; 59;   48;  +0,9;N 46:46.1653;E 13:49.8665;  -1;   0;   0;
207907;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   48;   0,0;   2;  374; 58;   49;  +1,5;N 46:46.1658;E 13:49.8521;  -1;   0;   0;
208938;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   49;   0,0; 330;  378; 58;   50;  +0,9;N 46:46.1667;E 13:49.8406;  -1;   0;   0;
209970;16,1;-11,9;-134,8;22,8;1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   49;   0,0; 330;  382; 58;   50;  -0,3;N 46:46.1685;E 13:49.8267;  -1;   0;   0;
211002;7,6;-11,9;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    29;   48;   0,0; 330;  386; 60;   49;  -1,1;N 46:46.1707;E 13:49.8149;  -1;   0;   0;
212035;6,4;-11,9;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   46;  -1,5; 330;  391; 63;   47;  -1,8;N 46:46.1748;E 13:49.8000;  -1;   0;   0;
213071;15,9;-11,9;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   44;  -1,2;   2;  394; 67;   45;  -1,7;N 46:46.1809;E 13:49.7852;  -1;   0;   0;
214104;8,6;-11,9;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   44;   0,0; 330;  395; 70;   45;  -0,3;N 46:46.1875;E 13:49.7738;  -1;   0;   0;
215136;7,0;-14,0;-134,8;24,0;5,4;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    29;   44;   0,0; 330;  395; 72;   45;   0,0;N 46:46.1970;E 13:49.7614;  -1;   0;   0;
216168;7,3;-16,1;-134,8;24,4;6,4;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    29;   45;   0,0; 330;  394; 73;   46;  +1,2;N 46:46.2075;E 13:49.7509;  -1;   0;   0;
217201;16,1;-15,6;-134,8;24,3;6,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    30;   49;  +2,7; 330;  390; 72;   49;  +3,0;N 46:46.2184;E 13:49.7428;  -1;   0;   0;
218239;5,8;-23,4;-134,8;26,0;12,5;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    30;   51;  +2,7;   2;  386; 71;   52;  +3,3;N 46:46.2278;E 13:49.7375;  -1;   0;   0;
219273;-2,4;-47,0;-134,8;28,4;20,7;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,2;  5,7;    30;   52;   0,0; 330;  378; 74;   53;  +1,0;N 46:46.2399;E 13:49.7336;  -1;   0;   0;
220307;-7,6;-53,0;-134,8;28,9;22,3;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    30;   52;   0,0; 330;  367; 77;   53;  -0,6;N 46:46.2517;E 13:49.7331;  -1;   0;   0;
221339;-8,5;-39,6;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,1;  5,7;    30;   51;   0,0; 330;  348; 81;   52;  -1,0;N 46:46.2635;E 13:49.7376;  -1;   0;   0;
222370;-7,6;-31,1;-134,8;9,8;-4,5;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,1;  5,7;    30;   50;   0,0; 330;  317; 82;   50;  -1,0;N 46:46.2741;E 13:49.7510;  -1;   0;   0;
223402;12,1;-13,8;-134,8;8,0;-4,9;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    30;   49;   0,0; 330;  290; 76;   50;  -0,8;N 46:46.2774;E 13:49.7658;  -1;   0;   0;
224433;16,1;-4,3;-134,8;11,5;-4,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    30;   49;   0,0; 330;  266; 67;   50;   0,0;N 46:46.2743;E 13:49.7844;  -1;   0;   0;
225464;16,1;-11,8;-134,8;21,9;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    30;   49;   0,0; 330;  255; 66;   50;  +0,6;N 46:46.2702;E 13:49.7960;  -1;   0;   0;
226494;16,1;-10,9;-134,8;20,4;-1,5;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    30;   49;   0,0; 330;  247; 67;   50;   0,0;N 46:46.2615;E 13:49.8110;  -1;   0;   0;
227526;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    30;   49;   0,0;   2;  251; 69;   50;  -0,3;N 46:46.2512;E 13:49.8213;  -1;   0;   0;
228558;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    30;   49;   0,0;   2;  262; 71;   50;   0,0;N 46:46.2395;E 13:49.8286;  -1;   0;   0;
229590;16,2;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    30;   50;   0,0; 330;  276; 71;   51;  +1,4;N 46:46.2289;E 13:49.8321;  -1;   0;   0;
230624;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    30;   53;  +2,2; 330;  293; 67;   54;  +2,6;N 46:46.2190;E 13:49.8326;  -1;   0;   0;
231659;16,1;-11,8;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    30;   56;  +2,8; 330;  306; 62;   57;  +3,1;N 46:46.2118;E 13:49.8311;  -1;   0;   0;
232695;16,1;-11,8;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    30;   59;  +3,0;   2;  327; 53;   60;  +3,1;N 46:46.2024;E 13:49.8253;  -1;   0;   0;
233732;13,4;-9,4;-134,8;17,9;-2,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    30;   61;  +2,1; 330;  343; 48;   63;  +2,0;N 46:46.1964;E 13:49.8179;  -1;   0;   0;
234766;10,3;-5,4;-134,8;12,1;-3,9;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    30;   61;   0,0; 330;  347; 48;   63;  +1,6;N 46:46.1951;E 13:49.8155;  -1;   0;   0;
235797;11,0;-11,9;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    30;   60;   0,0; 330;  370; 50;   61;  -1,7;N 46:46.1893;E 13:49.7997;  -1;   0;   0;
236831;15,0;-18,7;-134,8;26,0;12,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    30;   58;  -1,3; 330;  384; 54;   59;  -1,7;N 46:46.1873;E 13:49.7876;  -1;   0;   0;
237866;11,2;-11,8;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    30;   57;  -1,0;   2;  400; 58;   59;  -0,7;N 46:46.1865;E 13:49.7730;  -1;   0;   0;
238901;10,7;-11,9;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    30;   57;   0,0; 330;  415; 62;   58;  -0,2;N 46:46.1874;E 13:49.7574;  -1;   0;   0;
239935;10,3;-11,9;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;2;   0,0;  5,7;    30;   58;   0,0; 330;  427; 63;   59;  +0,2;N 46:46.1906;E 13:49.7434;  -1;   0;   0;
240966;9,7;-11,3;-134,8;21,1;-1,3;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;2;   0,0;  5,7;    30;   59;   0,0; 330;  437; 64;   60;  +1,0;N 46:46.1967;E 13:49.7291;  -1;   0;   0;
241997;8,5;-11,9;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    30;   60;   0,0; 330;  442; 65;   61;  +1,1;N 46:46.2034;E 13:49.7193;  -1;   0;   0;
243004;6,8;-11,9;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    30;   60;   0,0;   2;  443; 69;   61;  +0,8;N 46:46.2149;E 13:49.7093;  -1;   0;   0;
244083;4,0;-18,2;-134,8;25,3;9,7;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    30;   60;   0,0; 330;  438; 73;   62;  +0,1;N 46:46.2261;E 13:49.7042;  -1;   0;   0;
245113;1,6;-19,8;-134,8;26,2;12,6;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    30;   59;   0,0; 330;  428; 79;   61;  -0,8;N 46:46.2385;E 13:49.7028;  -1;   0;   0;
246145;1,3;-15,9;-134,8;23,2;2,7;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    30;   59;   0,0; 330;  408; 85;   60;  -1,0;N 46:46.2527;E 13:49.7065;  -1;   0;   0;
247177;1,0;-13,7;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    30;   59;   0,0; 330;  388; 88;   60;  -0,1;N 46:46.2625;E 13:49.7136;  -1;   0;   0;
248215;1,5;-12,1;-134,8;18,7;-1,9;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    30;   59;   0,0;   2;  350; 87;   61;  +0,9;N 46:46.2733;E 13:49.7311;  -1;   0;   0;
249247;16,1;-11,8;-134,8;21,9;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    30;   60;   0,0; 330;  318; 84;   61;  +0,6;N 46:46.2787;E 13:49.7483;  -1;   0;   0;
250278;16,1;-11,8;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    30;   60;   0,0; 330;  289; 78;   61;  +0,1;N 46:46.2803;E 13:49.7660;  -1;   0;   0;
251310;15,5;-11,8;-134,8;21,9;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   60;   0,0; 330;  264; 73;   61;  -0,7;N 46:46.2780;E 13:49.7846;  -1;   0;   0;
252343;10,4;-5,4;-134,8;11,9;-3,9;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    31;   56;  -2,6; 330;  249; 71;   57;  -3,2;N 46:46.2712;E 13:49.8010;  -1;   0;   0;
253378;15,5;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   53;  -3,2;   2;  246; 69;   54;  -3,9;N 46:46.2636;E 13:49.8109;  -1;   0;   0;
254414;15,5;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   51;  -2,4; 330;  252; 69;   51;  -2,3;N 46:46.2526;E 13:49.8185;  -1;   0;   0;
