;;;;;;;;;;;;;;;;;0;0;0;1;1;1;4;4;7;8;8;8;8;8;8;16;17;18;
;;;;;;;;;;;;;;;;;RECEIVER;RECEIVER;RECEIVER;CURRENT F1678;CURRENT F1678;CURRENT F1678;VARIO F1712;VARIO F1712;TEMPERATURE SENSOR;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;
TIME;CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;CH9;CH10;CH11;CH12;CH13;CH14;CH15;CH16;BATTERY;EXTERNAL BATTERY;STATUS;CURRENT;VOLTAGE;CAPACITY;ALTITUDE;VARIOMETER;TEMPERATURE;DISTANCE;SPEED;ALTITUDE;VARIOMETER;LATITUDE;LONGITUDE;TEMPERATURE;TEMPERATURE;TEMPERATURE;
75390;21,6;-11,9;-134,8;13,8;6,7;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;0,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    25;    1;  -1,0; 334;   32; 33;    0;  -0,8;N 46:46.3598;E 13:49.8778;  -1;   0;   0;
76462;1,3;-6,1;-134,8;4,3;1,9;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;0,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    25;   -2;  -2,9; 333;   49; 42; 6381;  -3,1;N 46:46.3570;E 13:49.8689;  -1;   0;   0;
77511;3,7;-11,8;-134,8;14,1;6,8;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;0,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    25;   -6;  -3,8;   1;16381; 53; 6376;  -4,8;N 46:46.3536;E 13:49.8574;  -1;   0;   0;
78561;21,6;-11,9;-134,8;14,1;6,8;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;0,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    25;   -7;   0,0; 335;16376; 58; 6373;  -2,0;N 46:46.3493;E 13:49.8433;  -1;   0;   0;
79600;21,6;-11,3;-134,8;13,1;6,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;0,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    25;   -5;  +1,8; 335;16373; 57; 6376;  +3,0;N 46:46.3455;E 13:49.8303;  -1;   0;   0;
80659;21,6;-11,8;-134,8;14,1;6,8;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;0,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    25;   -3;  +2,2; 335;16376; 54; 6380;  +3,4;N 46:46.3428;E 13:49.8192;  -1;   0;   0;
81702;20,4;-11,2;-134,8;12,8;6,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;0,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    25;   -1;   0,0; 335;16380; 51; 6381;  +1,5;N 46:46.3400;E 13:49.8076;  -1;   0;   0;
82735;3,1;4,2;-134,8;-11,8;-6,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;0,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,2;  5,7;    26;   -2;   0,0;   1;16382; 51; 6380;  -0,9;N 46:46.3378;E 13:49.7967;  -1;   0;   0;
83797;-2,5;-4,3;-134,8;9,7;-3,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    26;   -5;  -2,5; 335;16381; 55; 6377;  -3,5;N 46:46.3351;E 13:49.7835;  -1;   0;   0;
84840;20,2;-11,8;-134,8;21,0;0,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    26;   -7;  -2,1; 335;16378; 58; 6374;  -2,4;N 46:46.3313;E 13:49.7714;  -1;   0;   0;
85872;20,2;-11,8;-134,8;21,0;0,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    26;   -6;   0,0; 335;16376; 55; 6375;  +1,2;N 46:46.3257;E 13:49.7607;  -1;   0;   0;
86904;13,1;-19,6;-134,8;25,0;13,4;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    26;   -6;   0,0; 335;16377; 52; 6376;  +1,3;N 46:46.3196;E 13:49.7531;  -1;   0;   0;
87935;8,9;-12,9;-134,8;21,6;1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    26;   -6;   0,0;   1;16378; 51; 6376;  -0,5;N 46:46.3131;E 13:49.7486;  -1;   0;   0;
88969;16,4;-11,9;-134,8;21,1;0,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,1;  5,7;    26;   -9;  -2,1; 335;16378; 53; 6374;  -2,0;N 46:46.3040;E 13:49.7462;  -1;   0;   0;
90005;10,7;-18,2;-134,8;24,4;11,3;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    26;  -11;  -2,2; 335;16376; 56; 6371;  -2,5;N 46:46.2947;E 13:49.7471;  -1;   0;   0;
91040;19,8;-11,8;-134,8;21,0;0,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    26;  -14;  -2,6; 335;16373; 61; 6368;  -2,5;N 46:46.2840;E 13:49.7509;  -1;   0;   0;
92077;0,1;-11,9;-134,8;21,3;0,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    26;  -16;  -1,8; 335;16370; 65; 6366;  -2,2;N 46:46.2738;E 13:49.7561;  -1;   0;   0;
93113;19,0;-17,4;-134,8;24,0;9,8;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    26;  -17;  -1,7;   1;16368; 70; 6364;  -1,6;N 46:46.2626;E 13:49.7636;  -1;   0;   0;
94147;19,0;-11,8;-134,8;21,0;0,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    26;  -16;   0,0; 332;16366; 70; 6365;  +0,8;N 46:46.2532;E 13:49.7713;  -1;   0;   0;
95194;19,2;-11,8;-134,8;21,0;0,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    26;  -13;  +2,5; 332;16367; 67; 6369;  +3,2;N 46:46.2436;E 13:49.7790;  -1;   0;   0;
96239;19,2;-11,9;-134,8;21,3;0,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    26;  -11;  +2,6; 332;16371; 63; 6371;  +2,8;N 46:46.2353;E 13:49.7856;  -1;   0;   0;
97276;5,2;-15,2;-134,8;22,5;4,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    26;   -9;  +1,6; 332;16374; 61; 6373;  +1,3;N 46:46.2264;E 13:49.7925;  -1;   0;   0;
98307;-1,2;-21,9;-134,8;24,3;10,4;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    26;   -9;   0,0;   2;16376; 60; 6373;  +0,1;N 46:46.2181;E 13:49.7981;  -1;   0;   0;
99340;19,0;-11,8;-134,8;21,0;0,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    26;   -8;   0,0; 332;16376; 60; 6373;  +0,5;N 46:46.2095;E 13:49.8019;  -1;   0;   0;
100373;12,5;-17,1;-134,8;22,8;5,7;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    26;   -7;  +1,8; 332;16376; 57; 6376;  +2,2;N 46:46.2006;E 13:49.8029;  -1;   0;   0;
101407;2,4;-27,2;-134,8;22,2;3,3;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    26;   -5;   0,0; 332;16379; 54; 6378;  +1,6;N 46:46.1919;E 13:49.8016;  -1;   0;   0;
102438;0,1;-20,7;-134,8;15,6;-1,5;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    26;   -5;   0,0;   2;16382; 53; 6377;  -0,2;N 46:46.1853;E 13:49.7974;  -1;   0;   0;
103470;-1,8;-24,0;-134,8;20,8;0,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    26;   -5;   0,0; 332;16381; 53; 6376;  -1,0;N 46:46.1800;E 13:49.7883;  -1;   0;   0;
104500;0,7;-20,1;-134,8;14,9;-1,8;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    26;   -6;   0,0; 332;16381; 54; 6376;  -0,7;N 46:46.1778;E 13:49.7759;  -1;   0;   0;
105532;-3,6;-19,0;-134,8;13,2;-2,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    26;   -6;   0,0; 332;16381; 56; 6376;  +0,1;N 46:46.1792;E 13:49.7612;  -1;   0;   0;
106564;-4,6;-24,1;-134,8;20,8;0,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    26;   -5;   0,0; 332;16381; 57; 6377;  +1,0;N 46:46.1858;E 13:49.7483;  -1;   0;   0;
107596;-5,2;-24,9;-134,8;21,3;0,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    26;   -4;   0,0;   2;16382; 61; 6378;  +1,4;N 46:46.1959;E 13:49.7412;  -1;   0;   0;
108629;-7,0;-25,6;-134,8;20,2;0,3;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    26;   -3;   0,0;   2;16382; 70; 6380;  +1,3;N 46:46.2078;E 13:49.7404;  -1;   0;   0;
109660;-8,3;-20,4;-134,8;12,6;-2,4;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    26;   -2;   0,0; 332;16384; 77; 6380;  +0,6;N 46:46.2204;E 13:49.7475;  -1;   0;   0;
110691;-9,5;-18,5;-134,8;9,5;-3,3;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,1;  5,7;    26;   -2;   0,0; 332;16383; 79; 6380;  +0,1;N 46:46.2286;E 13:49.7592;  -1;   0;   0;
111723;2,2;-11,9;-134,8;3,6;-4,9;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,0;  5,7;    26;   -2;   0,0; 332;16383; 74; 6380;   0,0;N 46:46.2343;E 13:49.7760;  -1;   0;   0;
112756;19,0;1,8;-134,8;0,1;-5,7;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    27;   -1;   0,0;   2;16382; 64; 6382;  +1,5;N 46:46.2334;E 13:49.7928;  -1;   0;   0;
113789;17,0;0,6;-134,8;1,8;-5,4;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    27;    0;   0,0; 332;16384; 62; 6383;  +1,0;N 46:46.2307;E 13:49.8052;  -1;   0;   0;
114823;-3,0;-17,7;-134,8;24,1;10,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,6;  0,0;3;   0,0;  5,7;    27;   -1;  -1,1; 332;16385; 64; 6382;  -1,2;N 46:46.2270;E 13:49.8156;  -1;   0;   0;
115862;17,9;-19,6;-134,8;25,1;13,8;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;   -4;  -1,3; 329;16384; 68; 6378;  -2,6;N 46:46.2195;E 13:49.8317;  -1;   0;   0;
116895;5,2;-11,9;-134,8;21,1;0,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    27;   -2;   0,0; 329;16380; 70; 6380;  +1,3;N 46:46.2109;E 13:49.8451;  -1;   0;   0;
117930;17,9;-11,9;-134,8;21,3;0,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    27;    0;  +2,1;   1;16382; 67; 6383;  +2,9;N 46:46.2018;E 13:49.8553;  -1;   0;   0;
118967;8,6;-16,8;-134,8;23,8;9,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;    2;  +2,2; 329;16386; 63;    1;  +2,6;N 46:46.1924;E 13:49.8620;  -1;   0;   0;
120002;1,6;-12,1;-134,8;21,3;0,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;    4;  +1,7; 329;  335; 60;    2;  +1,4;N 46:46.1827;E 13:49.8652;  -1;   0;   0;
121041;17,9;-12,1;-134,8;21,4;0,6;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;    4;   0,0; 329;  349; 58;    3;  +0,7;N 46:46.1751;E 13:49.8647;  -1;   0;   0;
122075;7,3;-17,6;-134,8;24,0;9,5;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    27;    5;   0,0; 329;  367; 55;    4;  +0,8;N 46:46.1664;E 13:49.8602;  -1;   0;   0;
123105;4,8;-8,3;-134,8;15,0;-1,6;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    27;    6;   0,0;   1;  379; 54;    4;  +0,6;N 46:46.1608;E 13:49.8546;  -1;   0;   0;
124136;3,1;-5,1;-134,8;10,6;-3,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;    5;   0,0; 329;  396; 57;    4;  -0,3;N 46:46.1544;E 13:49.8418;  -1;   0;   0;
125169;17,9;-4,8;-134,8;10,4;-3,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    27;    5;   0,0; 329;  407; 60;    4;   0,0;N 46:46.1521;E 13:49.8271;  -1;   0;   0;
126212;16,7;-11,8;-134,8;20,8;0,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;    7;  +1,4; 329;  414; 61;    5;  +1,0;N 46:46.1524;E 13:49.8158;  -1;   0;   0;
127246;14,0;-13,2;-134,8;21,9;2,4;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;    9;  +2,0; 329;  422; 61;    8;  +2,5;N 46:46.1549;E 13:49.7992;  -1;   0;   0;
128279;9,5;-19,5;-134,8;25,0;13,5;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;   11;  +1,8;   1;  427; 61;   10;  +1,9;N 46:46.1583;E 13:49.7857;  -1;   0;   0;
129313;7,7;-11,9;-134,8;21,1;0,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    27;   13;  +1,4; 329;  431; 61;   11;  +1,5;N 46:46.1632;E 13:49.7733;  -1;   0;   0;
130347;11,5;-18,7;-134,8;25,0;13,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    27;   14;  +1,8; 329;  432; 62;   13;  +1,8;N 46:46.1706;E 13:49.7614;  -1;   0;   0;
131381;4,3;-13,5;-134,8;21,3;0,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    27;   16;   0,0; 329;  429; 65;   15;  +1,3;N 46:46.1790;E 13:49.7524;  -1;   0;   0;
132413;1,2;-19,5;-134,8;23,1;6,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;   16;   0,0; 329;  422; 70;   15;  +0,3;N 46:46.1902;E 13:49.7453;  -1;   0;   0;
133445;-2,1;-17,6;-134,8;20,8;0,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;   16;   0,0;   1;  409; 75;   15;  -0,1;N 46:46.2022;E 13:49.7423;  -1;   0;   0;
134476;-3,6;-18,3;-134,8;22,0;2,5;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;   16;   0,0; 329;  388; 82;   14;  -0,5;N 46:46.2162;E 13:49.7447;  -1;   0;   0;
135507;-2,8;-18,2;-134,8;21,0;0,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;   16;   0,0; 329;  361; 86;   15;  +0,6;N 46:46.2286;E 13:49.7529;  -1;   0;   0;
136539;-2,5;-14,4;-134,8;15,3;-1,6;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;   19;  +3,0; 329;  330; 81;   19;  +3,8;N 46:46.2383;E 13:49.7670;  -1;   0;   0;
137591;-1,3;-11,9;-134,8;11,2;-2,8;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;   24;  +4,4;   1;  305; 74;   24;  +4,8;N 46:46.2431;E 13:49.7815;  -1;   0;   0;
138627;0,4;-4,0;-134,8;-1,0;-6,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;   28;  +3,6; 329;  289; 63;   28;  +3,5;N 46:46.2433;E 13:49.7941;  -1;   0;   0;
139669;-2,7;-7,9;-134,8;3,1;-4,9;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    27;   29;   0,0; 329;  278; 57;   29;  +1,2;N 46:46.2402;E 13:49.8079;  -1;   0;   0;
140708;16,7;-6,5;-134,8;13,8;-2,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;   27;   0,0; 329;  278; 52;   27;  -1,4;N 46:46.2338;E 13:49.8179;  -1;   0;   0;
141742;16,7;-11,8;-134,8;20,8;0,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    27;   26;  -1,2; 329;  284; 54;   26;  -1,7;N 46:46.2261;E 13:49.8247;  -1;   0;   0;
142778;5,8;-27,2;-134,8;27,1;20,5;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;   25;  -1,5;   1;  295; 59;   24;  -1,5;N 46:46.2166;E 13:49.8297;  -1;   0;   0;
143812;1,9;-27,5;-134,8;24,4;11,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;3,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    27;   23;  -1,5; 329;  313; 65;   22;  -1,5;N 46:46.2051;E 13:49.8328;  -1;   0;   0;
144845;16,7;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   24;   0,0; 329;  332; 64;   24;  +1,8;N 46:46.1944;E 13:49.8309;  -1;   0;   0;
145889;16,1;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    28;   27;  +2,9; 329;  350; 58;   28;  +3,9;N 46:46.1865;E 13:49.8252;  -1;   0;   0;
146922;9,5;-11,5;-134,8;19,6;-1,8;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   30;  +2,7; 329;  366; 54;   31;  +3,1;N 46:46.1807;E 13:49.8167;  -1;   0;   0;
147959;7,3;-7,0;-134,8;12,5;-3,7;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   32;  +1,4;   1;  379; 52;   33;  +1,5;N 46:46.1780;E 13:49.8055;  -1;   0;   0;
148993;7,6;-5,4;-134,8;10,9;-4,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   32;   0,0; 329;  391; 55;   33;   0,0;N 46:46.1779;E 13:49.7925;  -1;   0;   0;
150024;15,2;-13,7;-134,8;23,1;1,8;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   32;   0,0; 329;  401; 58;   32;  -0,3;N 46:46.1803;E 13:49.7779;  -1;   0;   0;
151059;16,5;-19,9;-134,8;26,0;12,4;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    28;   32;   0,0; 329;  405; 60;   32;   0,0;N 46:46.1823;E 13:49.7711;  -1;   0;   0;
152091;9,2;-14,9;-134,8;23,7;3,9;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    28;   33;   0,0; 329;  415; 65;   33;  +0,5;N 46:46.1904;E 13:49.7517;  -1;   0;   0;
153123;6,4;-12,1;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   32;   0,0;   1;  419; 68;   33;  -0,4;N 46:46.1980;E 13:49.7399;  -1;   0;   0;
154154;7,0;-12,1;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   31;   0,0; 329;  419; 71;   32;  -1,3;N 46:46.2067;E 13:49.7311;  -1;   0;   0;
155185;16,7;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   31;   0,0; 329;  414; 75;   31;  -0,4;N 46:46.2200;E 13:49.7229;  -1;   0;   0;
156219;11,5;-11,9;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   31;   0,0; 329;  407; 78;   31;  -0,1;N 46:46.2308;E 13:49.7194;  -1;   0;   0;
157253;2,7;-21,1;-134,8;26,6;14,4;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    28;   30;   0,0; 329;  395; 82;   30;  -0,8;N 46:46.2447;E 13:49.7177;  -1;   0;   0;
158285;5,4;-12,1;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   30;   0,0;   1;  377; 86;   29;  -0,4;N 46:46.2593;E 13:49.7199;  -1;   0;   0;
159316;4,8;-18,2;-134,8;25,6;10,4;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   30;   0,0; 329;  352; 88;   30;  +0,7;N 46:46.2732;E 13:49.7274;  -1;   0;   0;
160346;5,2;-12,1;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    28;   32;  +1,7; 329;  329; 86;   32;  +2,1;N 46:46.2831;E 13:49.7366;  -1;   0;   0;
161380;6,1;-11,9;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   34;  +2,1; 329;  298; 83;   35;  +2,6;N 46:46.2929;E 13:49.7509;  -1;   0;   0;
162416;5,8;-5,5;-134,8;12,4;-3,7;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    28;   36;  +1,7; 329;  271; 80;   36;  +1,9;N 46:46.2984;E 13:49.7644;  -1;   0;   0;
163450;6,8;-8,5;-134,8;17,9;-2,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    28;   36;   0,0; 329;  239; 75;   37;   0,0;N 46:46.3016;E 13:49.7824;  -1;   0;   0;
164482;5,5;-3,6;-134,8;9,1;-4,6;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    28;   35;  -1,4; 329;  211; 73;   35;  -1,8;N 46:46.3003;E 13:49.8013;  -1;   0;   0;
