Date,Time,GSpd(kmh),RSSI(dB),RxBt(V),GPS,GAlt(m),Date,Dist(m),Rud,Ele,Thr,Ail,S1,S2,S3,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-08-18,14:20:21.130,-0.1,96,5.5,42.736578 11.995738,-3.6,2019-08-18 12:20:23,3,-2,1,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:20:23.130,0.1,95,5.5,42.736580 11.995736,-3.6,2019-08-18 12:20:23,3,-2,0,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:20:25.130,0.1,97,5.5,42.736580 11.995736,-3.6,2019-08-18 12:20:23,3,-2,0,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:20:27.130,-0.1,88,5.5,42.736580 11.995736,-3.7,2019-08-18 12:20:23,3,-2,0,-1024,-2,2,-20,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:20:29.130,-0.1,90,5.5,42.736580 11.995735,-3.8,2019-08-18 12:20:33,3,-2,1,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:20:31.130,-0.1,86,5.5,42.736580 11.995735,-3.9,2019-08-18 12:20:33,3,-2,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:20:33.130,-0.1,91,5.5,42.736581 11.995733,-4.1,2019-08-18 12:20:33,4,-2,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:20:35.130,-0.1,85,5.5,42.736581 11.995733,-4.2,2019-08-18 12:20:33,4,-2,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:20:37.130,-0.1,92,5.5,42.736581 11.995731,-4.2,2019-08-18 12:20:33,4,-2,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:20:39.130,0.0,68,5.5,42.736581 11.995730,-4.3,2019-08-18 12:20:33,4,-2,-227,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:20:41.130,-0.1,85,5.5,42.736583 11.995726,-4.4,2019-08-18 12:20:43,4,-2,-213,-1024,35,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:20:43.130,-0.1,83,5.5,42.736583 11.995725,-4.4,2019-08-18 12:20:43,4,-2,-242,-1024,5,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:20:45.130,0.0,81,5.5,42.736585 11.995725,-4.4,2019-08-18 12:20:43,4,-2,-265,-1024,-6,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:20:47.130,0.0,99,5.5,42.736583 11.995723,-4.2,2019-08-18 12:20:43,4,-2,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:20:49.130,0.1,89,5.5,42.736581 11.995723,-4.2,2019-08-18 12:20:53,4,-4,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:20:51.130,-0.1,93,5.5,42.736583 11.995721,-4.2,2019-08-18 12:20:53,4,-2,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:20:53.130,0.0,93,5.5,42.736581 11.995720,-4.2,2019-08-18 12:20:53,4,-2,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:21:05.120,0.0,0,0.0,,0.0,   0-00-00 00:00:00,4,-4,0,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:21:07.120,0.0,0,0.0,,0.0,   0-00-00 00:00:00,4,-2,0,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:21:09.120,0.0,0,0.0,,0.0,   0-00-00 00:00:00,4,-4,0,-1024,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:21:11.120,0.0,86,5.5,,0.0,   0-00-00 00:00:00,0,-4,0,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:21:13.120,0.0,85,5.5,,0.0,   0-00-00 00:00:00,0,-4,0,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:21:15.120,0.1,93,5.5,42.736593 11.995728,567.4,   0-00-00 00:00:00,567,-4,0,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:21:17.120,0.2,88,5.5,42.736561 11.995725,566.9,   0-00-00 00:00:00,566,-4,0,-1024,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:21:19.120,0.2,95,5.5,42.736561 11.995726,565.7,2019-08-18 12:21:25,565,-2,0,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:21:21.120,0.1,91,5.5,42.736563 11.995738,564.1,2019-08-18 12:21:25,564,-4,0,-1024,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:21:23.120,0.0,90,5.5,42.736565 11.995736,563.6,2019-08-18 12:21:25,563,-2,1,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:21:25.120,0.1,93,5.5,42.736566 11.995735,562.7,2019-08-18 12:21:25,562,-2,1,-1024,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:21:27.120,0.0,101,5.5,42.736565 11.995735,561.5,2019-08-18 12:21:25,561,-2,1,-1024,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:21:29.120,0.0,94,5.5,42.736561 11.995735,559.5,2019-08-18 12:21:35,559,-2,0,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:21:31.120,0.0,88,5.5,42.736560 11.995738,559.0,2019-08-18 12:21:35,559,-1,1,-1024,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:21:55.120,0.0,0,0.0,,0.0,   0-00-00 00:00:00,559,-2,0,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:21:57.120,0.0,97,5.5,42.736560 11.995730,0.3,   0-00-00 00:00:00,0,-2,1,-1024,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:21:59.120,0.0,100,5.5,42.736561 11.995730,3.0,2019-08-18 12:22:05,3,-2,0,-1024,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:01.120,0.0,99,5.5,42.736561 11.995730,3.5,2019-08-18 12:22:05,3,-2,1,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:03.120,0.0,98,5.5,42.736561 11.995730,3.7,2019-08-18 12:22:05,3,-2,0,-790,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:05.120,0.1,99,5.5,42.736561 11.995730,3.7,2019-08-18 12:22:05,3,-2,0,-791,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:07.120,0.0,99,5.5,42.736561 11.995730,3.8,2019-08-18 12:22:05,3,-2,0,-663,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:09.120,0.0,99,5.5,42.736561 11.995728,3.8,2019-08-18 12:22:15,3,-2,1,-599,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:11.120,0.0,98,5.5,42.736563 11.995728,3.9,2019-08-18 12:22:15,3,-2,0,-496,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:13.120,0.0,100,5.5,42.736563 11.995728,3.9,2019-08-18 12:22:15,3,250,0,-1024,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:15.120,0.0,100,5.5,42.736563 11.995726,3.9,2019-08-18 12:22:15,3,-6,0,1024,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:17.120,0.0,97,5.5,42.736563 11.995726,3.9,2019-08-18 12:22:15,3,-1,0,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:19.120,0.0,102,5.5,42.736563 11.995726,4.0,2019-08-18 12:22:25,4,-1,0,-1024,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:21.120,0.0,95,5.5,42.736563 11.995726,4.0,2019-08-18 12:22:25,4,-1,1,-1024,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:23.120,0.2,102,5.5,42.736563 11.995726,4.1,2019-08-18 12:22:25,4,-1,1,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:25.120,0.2,96,5.5,42.736563 11.995726,4.1,2019-08-18 12:22:25,4,-1,0,-1024,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:27.120,0.1,96,5.5,42.736563 11.995725,4.2,2019-08-18 12:22:25,4,-1,1,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:29.120,0.1,95,5.5,42.736565 11.995725,4.1,2019-08-18 12:22:35,4,-1,0,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:31.120,0.0,102,5.5,42.736565 11.995723,4.2,2019-08-18 12:22:35,4,-1,1,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:33.120,0.0,100,5.5,42.736563 11.995721,4.2,2019-08-18 12:22:35,4,-1,1,-1024,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:35.120,0.0,101,5.5,42.736563 11.995721,4.2,2019-08-18 12:22:35,4,-1,0,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:37.120,0.1,102,5.5,42.736563 11.995721,4.4,2019-08-18 12:22:35,4,-1,1,-1024,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:39.120,0.1,95,5.5,42.736563 11.995721,4.6,2019-08-18 12:22:45,4,-2,1,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:41.120,0.1,96,5.5,42.736563 11.995721,4.3,2019-08-18 12:22:45,4,-1,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:43.120,0.0,93,5.5,42.736565 11.995720,4.1,2019-08-18 12:22:45,4,-1,0,-1024,-2,2,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:45.120,0.0,89,5.5,42.736566 11.995720,3.4,2019-08-18 12:22:45,3,-1,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:47.120,0.1,98,5.5,42.736566 11.995720,3.1,2019-08-18 12:22:45,3,-2,0,-1024,-2,2,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:49.120,0.0,95,5.5,42.736568 11.995720,2.8,2019-08-18 12:22:55,2,-1,0,-1024,-2,2,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:51.120,0.1,93,5.5,42.736568 11.995718,2.7,2019-08-18 12:22:55,2,-1,1,-1024,-4,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:53.120,0.0,83,5.5,42.736570 11.995718,2.4,2019-08-18 12:22:55,2,-1,1,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:55.120,0.0,89,5.5,42.736570 11.995716,2.4,2019-08-18 12:22:55,2,-1,1,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:57.120,0.0,96,5.5,42.736571 11.995716,2.5,2019-08-18 12:22:55,2,-1,0,-1024,-2,2,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:22:59.120,0.0,102,5.5,42.736573 11.995716,2.5,2019-08-18 12:23:05,2,-1,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:01.120,0.0,101,5.5,42.736575 11.995715,2.5,2019-08-18 12:23:05,2,-8,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:03.120,0.0,100,5.5,42.736576 11.995713,2.3,2019-08-18 12:23:05,2,-2,0,-1024,-2,2,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:09.130,0.0,101,5.5,42.736580 11.995710,2.1,2019-08-18 12:23:15,2,-2,1,-1024,-4,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:11.130,0.0,100,5.5,42.736580 11.995710,2.1,2019-08-18 12:23:15,2,-2,0,-1024,-2,2,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:13.130,0.0,100,5.5,42.736581 11.995708,1.9,2019-08-18 12:23:15,2,-1,1,-1024,-2,2,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:15.130,0.0,84,5.5,42.736581 11.995708,1.9,2019-08-18 12:23:15,2,-1,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:17.130,0.0,86,5.5,42.736581 11.995708,1.9,2019-08-18 12:23:15,2,-1,-500,-1024,-4,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:19.130,0.0,92,5.5,42.736583 11.995706,1.9,2019-08-18 12:23:25,2,-1,-418,-1024,-5,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:21.130,0.1,98,5.5,42.736583 11.995706,2.2,2019-08-18 12:23:25,2,-1,-424,-1024,-5,2,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:23.130,0.0,99,5.5,42.736585 11.995705,2.1,2019-08-18 12:23:25,2,-1,-484,-1024,-6,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:25.130,0.1,94,5.5,42.736585 11.995705,2.3,2019-08-18 12:23:25,2,-1,-510,-1024,-8,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:27.130,0.0,98,5.5,42.736585 11.995703,2.4,2019-08-18 12:23:25,2,-1,-543,-1024,-8,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:29.130,0.0,94,5.5,42.736585 11.995703,2.5,2019-08-18 12:23:35,2,-1,1,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:31.130,0.1,91,5.5,42.736585 11.995703,2.6,2019-08-18 12:23:35,2,-1,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:33.130,0.0,102,5.5,42.736585 11.995703,2.8,2019-08-18 12:23:35,2,-1,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:35.130,0.0,101,5.5,42.736585 11.995703,2.8,2019-08-18 12:23:35,2,-1,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:37.130,0.0,91,5.5,42.736586 11.995705,2.9,2019-08-18 12:23:35,2,-1,0,-1024,-2,2,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:39.130,0.0,93,5.5,42.736586 11.995705,3.1,2019-08-18 12:23:45,3,-1,1,-1024,-2,2,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:41.130,0.0,93,5.5,42.736586 11.995705,3.1,2019-08-18 12:23:45,3,-1,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:43.130,0.0,93,5.5,42.736586 11.995705,3.1,2019-08-18 12:23:45,3,-1,0,-1024,-2,2,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:45.130,0.0,92,5.5,42.736586 11.995705,3.1,2019-08-18 12:23:45,3,-1,1,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:47.130,1.0,100,5.5,,-559.2,2019-08-18 12:23:45,1899,-1,0,-1024,-2,2,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:49.130,0.0,96,5.5,42.736621 11.995705,-8.0,2019-08-18 12:23:45,10,-1,0,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:51.130,0.1,86,5.5,42.736618 11.995695,-0.9,2019-08-18 12:23:45,6,-1,0,-1024,-2,2,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:53.130,0.0,88,5.5,42.736615 11.995700,1.3,2019-08-18 12:23:45,6,-1,1,-1024,-2,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:55.130,0.0,103,5.5,42.736605 11.995700,7.0,2019-08-18 12:24:01,8,-2,0,-1024,-4,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:57.130,0.2,97,5.5,42.736598 11.995700,7.5,2019-08-18 12:24:01,8,-1,0,-1024,-4,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:23:59.130,0.0,94,5.5,42.736595 11.995703,7.2,2019-08-18 12:24:01,7,-1,1,-1024,-4,1,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:24:01.130,0.0,100,5.5,42.736598 11.995705,8.4,2019-08-18 12:24:01,8,-2,0,-1024,-4,2,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:24:03.130,0.0,99,5.5,42.736598 11.995705,8.7,2019-08-18 12:24:01,8,-2,1,-1024,-4,2,-20,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:24:26.290,0.0,0,0.0,,0.0,   0-00-00 00:00:00,9,-1,0,-1024,-4,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:24:28.280,0.0,100,5.5,42.736590 11.995710,-1.2,   0-00-00 00:00:00,1,-2,0,-1024,-4,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:24:30.280,0.0,88,5.5,42.736590 11.995710,-1.8,   0-00-00 00:00:00,1,-2,1,-1024,-4,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:24:32.290,0.0,70,5.5,42.736588 11.995710,-1.9,   0-00-00 00:00:00,1,11,1,-922,-4,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:24:34.290,0.0,86,5.5,42.736588 11.995710,-2.0,2019-08-18 12:24:41,2,-2,1,-727,-4,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:24:36.330,0.1,86,5.5,42.736586 11.995710,-2.2,2019-08-18 12:24:41,2,-2,0,-727,-4,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:24:38.330,0.0,83,5.5,42.736588 11.995708,-2.3,2019-08-18 12:24:41,2,-2,0,-727,-4,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:24:40.330,0.0,84,5.5,42.736588 11.995708,-2.4,2019-08-18 12:24:41,2,-2,1,-728,-4,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:16.810,0.0,0,0.0,,0.0,   0-00-00 00:00:00,2,-2,0,-1024,-4,2,-20,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:18.810,-0.1,99,5.5,42.736590 11.995711,-5.5,2019-08-18 12:24:51,5,-2,1,-1024,-4,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:20.810,-0.1,87,5.5,42.736588 11.995711,-5.6,2019-08-18 12:24:51,5,-2,1,-1024,-2,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:22.810,-0.1,93,5.5,42.736588 11.995710,-5.6,2019-08-18 12:24:51,5,-2,0,-1024,-2,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:24.810,-0.1,96,5.5,42.736588 11.995710,-5.6,2019-08-18 12:25:31,5,-2,0,-1024,-4,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:26.810,-0.1,92,5.5,42.736588 11.995710,-5.7,2019-08-18 12:25:31,5,-2,0,-1024,-4,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:28.810,-0.1,85,5.5,42.736588 11.995710,-5.8,2019-08-18 12:25:31,5,-2,1,-1024,-4,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:30.810,0.0,91,5.5,42.736588 11.995708,-5.8,2019-08-18 12:25:31,5,-2,1,-1024,-4,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:32.810,-0.1,92,5.5,42.736586 11.995708,-5.7,2019-08-18 12:25:31,5,-2,1,-1024,-4,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:34.810,-0.1,93,5.5,42.736588 11.995708,-5.7,2019-08-18 12:25:41,5,-2,1,-1024,-4,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:36.810,-0.1,97,5.5,42.736588 11.995708,-5.7,2019-08-18 12:25:41,5,-2,0,-1024,-4,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:38.810,-0.1,97,5.5,42.736588 11.995708,-5.7,2019-08-18 12:25:41,5,-2,1,-1024,-4,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:40.810,-0.1,97,5.5,42.736588 11.995708,-5.7,2019-08-18 12:25:41,5,-2,0,-1024,-4,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:42.810,-0.1,97,5.5,42.736588 11.995708,-5.7,2019-08-18 12:25:41,5,-2,1,-1024,-4,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:44.810,-0.1,97,5.5,42.736588 11.995708,-5.7,2019-08-18 12:25:41,5,-2,1,-1024,-4,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:46.810,-0.1,97,5.5,42.736588 11.995708,-5.7,2019-08-18 12:25:41,5,-2,1,-1024,-4,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:48.810,-0.1,97,5.5,42.736588 11.995708,-5.7,2019-08-18 12:25:41,5,-2,1,-1024,-4,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:50.810,-0.1,97,5.5,42.736588 11.995708,-5.7,2019-08-18 12:25:41,5,-2,0,-1024,-4,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:52.810,-0.1,97,5.5,42.736588 11.995708,-5.7,2019-08-18 12:25:41,5,-2,1,-1024,-4,1,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
2019-08-18,14:25:54.810,-0.1,97,5.5,42.736588 11.995708,-5.7,2019-08-18 12:25:41,5,-2,0,-1024,-4,2,-20,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000001,8.1
