$1;1;0;3;0;0;12533;6673;0;322;0;0;0;0;0;0;0;0;0;0;0;29
$1;1;1000;3;0;0;12532;6675;0;322;0;0;0;0;0;0;0;0;0;0;0;43
$1;1;2000;3;0;0;12533;6675;0;322;0;0;0;0;0;0;0;0;0;0;0;41
$1;1;3000;3;0;0;12532;6674;0;322;0;0;0;0;0;0;0;0;0;0;0;40
$1;1;4000;3;0;0;12530;6691;0;322;0;0;0;0;0;0;0;0;0;0;0;38
$1;1;5000;3;0;1;12530;6699;0;322;0;0;0;0;0;0;0;0;0;0;0;46
$1;1;6000;3;0;1;12530;6692;0;322;0;0;0;0;0;0;0;0;0;0;0;38
$1;1;7000;3;0;1;12531;6689;0;322;0;0;0;0;0;0;0;0;0;0;0;44
$1;1;8000;3;0;21;12532;6682;0;322;0;0;0;0;0;0;0;0;0;0;0;25
$1;1;9000;3;0;18;12532;6686;0;322;0;0;0;0;0;0;0;0;0;0;0;22
$1;1;10000;3;0;20;12530;6708;0;322;0;0;0;0;0;0;0;0;0;0;0;32
$1;1;11000;3;0;28;12529;6737;0;322;0;0;0;0;0;0;0;0;0;0;0;45
$1;1;12000;3;0;38;12526;6769;0;322;0;0;0;0;0;0;0;0;0;0;0;43
$1;1;13000;3;0;52;12523;6809;0;322;0;0;0;0;0;0;0;0;0;0;0;42
$1;1;14000;3;0;66;12522;6846;0;322;0;0;0;0;0;0;0;0;0;0;0;32
$1;1;15000;3;0;81;12520;6886;1;322;0;0;0;0;0;0;0;0;0;0;0;39
$1;1;16000;3;0;97;12517;6929;1;322;0;0;0;0;0;0;0;0;0;0;0;35
$1;1;17000;3;0;114;12516;6976;1;322;0;0;0;0;0;0;0;0;0;0;0;19
$1;1;18000;3;0;130;12514;7018;2;322;0;0;0;0;0;0;0;0;0;0;0;27
$1;1;19000;3;0;139;12514;7044;2;322;0;0;0;0;0;0;0;0;0;0;0;26
$1;1;20000;3;0;145;12514;7062;3;322;0;0;0;0;0;0;0;0;0;0;0;30
$1;1;21000;3;0;150;12513;7080;3;322;0;0;0;0;0;0;0;0;0;0;0;16
$1;1;22000;3;0;152;12514;7092;3;322;0;0;0;0;0;0;0;0;0;0;0;21
$1;1;23000;3;0;154;12513;7108;4;322;0;0;0;0;0;0;0;0;0;0;0;16
$1;1;24000;3;0;155;12514;7119;4;322;0;0;0;0;0;0;0;0;0;0;0;17
$1;1;25000;3;0;155;12514;7124;5;322;0;0;0;0;0;0;0;0;0;0;0;31
$1;1;26000;3;0;157;12514;7136;5;322;0;0;0;0;0;0;0;0;0;0;0;29
$1;1;27000;3;0;157;12514;7144;6;322;0;0;0;0;0;0;0;0;0;0;0;26
$1;1;28000;3;0;157;12514;7149;6;322;0;0;0;0;0;0;0;0;0;0;0;24
$1;1;29000;3;0;158;12513;7157;7;322;0;0;0;0;0;0;0;0;0;0;0;31
$1;1;30000;3;0;159;12513;7162;7;322;0;0;0;0;0;0;0;0;0;0;0;16
$1;1;31000;3;0;158;12513;7163;7;322;0;0;0;0;0;0;0;0;0;0;0;17
$1;1;32000;3;0;159;12513;7169;8;322;0;0;0;0;0;0;0;0;0;0;0;22
$1;1;33000;3;0;158;12513;7174;8;322;0;0;0;0;0;0;0;0;0;0;0;26
$1;1;34000;3;0;158;12513;7178;9;322;0;0;0;0;0;0;0;0;0;0;0;16
$1;1;35000;3;0;159;12513;7189;9;322;0;0;0;0;0;0;0;0;0;0;0;30
$1;1;36000;3;0;159;12513;7195;10;322;0;0;0;0;0;0;0;0;0;0;0;40
$1;1;37000;3;0;159;12513;7198;10;322;0;0;0;0;0;0;0;0;0;0;0;36
$1;1;38000;3;0;158;12513;7203;11;322;0;0;0;0;0;0;0;0;0;0;0;42
$1;1;39000;3;0;159;12513;7211;11;322;0;0;0;0;0;0;0;0;0;0;0;41
$1;1;40000;3;0;157;12513;7213;11;322;0;0;0;0;0;0;0;0;0;0;0;43
$1;1;41000;3;0;151;12514;7201;12;322;0;0;0;0;0;0;0;0;0;0;0;43
$1;1;42000;3;0;146;12515;7196;12;322;0;0;0;0;0;0;0;0;0;0;0;34
$1;1;43000;3;0;144;12515;7200;13;322;0;0;0;0;0;0;0;0;0;0;0;44
$1;1;44000;3;0;143;12515;7205;13;322;0;0;0;0;0;0;0;0;0;0;0;41
$1;1;45000;3;0;139;12515;7202;13;324;0;0;0;0;0;0;0;0;0;0;0;36
$1;1;46000;3;0;136;12516;7199;14;324;0;0;0;0;0;0;0;0;0;0;0;45
$1;1;47000;3;0;132;12517;7199;14;324;0;0;0;0;0;0;0;0;0;0;0;41
$1;1;48000;3;0;129;12517;7200;14;324;0;0;0;0;0;0;0;0;0;0;0;47
