$1;1;0;3;0;0;12539;6659;0;310;0;0;0;0;0;0;0;0;0;0;0;30
$1;1;1000;3;0;0;12539;6657;0;310;0;0;0;0;0;0;0;0;0;0;0;33
$1;1;2000;3;0;0;12539;6658;0;310;0;0;0;0;0;0;0;0;0;0;0;45
$1;1;3000;3;0;0;12539;6657;0;312;0;0;0;0;0;0;0;0;0;0;0;33
$1;1;4000;3;0;0;12536;6668;0;312;0;0;0;0;0;0;0;0;0;0;0;37
$1;1;5000;3;0;1;12535;6679;0;312;0;0;0;0;0;0;0;0;0;0;0;38
$1;1;6000;3;0;1;12536;6672;0;312;0;0;0;0;0;0;0;0;0;0;0;45
$1;1;7000;3;0;2;12537;6667;0;312;0;0;0;0;0;0;0;0;0;0;0;42
$1;1;8000;3;0;2;12538;6665;0;312;0;0;0;0;0;0;0;0;0;0;0;40
$1;1;9000;3;0;15;12537;6662;0;312;0;0;0;0;0;0;0;0;0;0;0;23
$1;1;10000;3;0;14;12537;6670;0;312;0;0;0;0;0;0;0;0;0;0;0;45
$1;1;11000;3;0;20;12535;6696;0;312;0;0;0;0;0;0;0;0;0;0;0;33
$1;1;12000;3;0;30;12533;6725;0;312;0;0;0;0;0;0;0;0;0;0;0;44
$1;1;13000;3;0;43;12531;6756;0;312;0;0;0;0;0;0;0;0;0;0;0;47
$1;1;14000;3;0;58;12530;6790;0;312;0;0;0;0;0;0;0;0;0;0;0;41
$1;1;15000;3;0;77;12526;6833;1;312;0;0;0;0;0;0;0;0;0;0;0;37
$1;1;16000;3;0;97;12523;6874;1;312;0;0;0;0;0;0;0;0;0;0;0;46
$1;1;17000;3;0;117;12521;6917;1;312;0;0;0;0;0;0;0;0;0;0;0;16
$1;1;18000;3;0;139;12517;6963;2;312;0;0;0;0;0;0;0;0;0;0;0;22
$1;1;19000;3;0;159;12516;7004;3;312;0;0;0;0;0;0;0;0;0;0;0;24
$1;1;20000;3;0;173;12515;7023;3;312;0;0;0;0;0;0;0;0;0;0;0;28
$1;1;21000;3;0;181;12515;7038;4;312;0;0;0;0;0;0;0;0;0;0;0;29
$1;1;22000;3;0;187;12515;7052;4;312;0;0;0;0;0;0;0;0;0;0;0;20
$1;1;23000;3;0;190;12515;7058;5;312;0;0;0;0;0;0;0;0;0;0;0;24
$1;1;24000;3;0;193;12515;7069;5;312;0;0;0;0;0;0;0;0;0;0;0;30
$1;1;25000;3;0;195;12516;7076;6;312;0;0;0;0;0;0;0;0;0;0;0;23
$1;1;26000;3;0;196;12515;7084;6;312;0;0;0;0;0;0;0;0;0;0;0;25
$1;1;27000;3;0;197;12514;7092;7;312;0;0;0;0;0;0;0;0;0;0;0;30
$1;1;28000;3;0;197;12515;7096;8;312;0;0;0;0;0;0;0;0;0;0;0;27
$1;1;29000;3;0;198;12514;7104;8;312;0;0;0;0;0;0;0;0;0;0;0;30
$1;1;30000;3;0;198;12514;7111;9;312;0;0;0;0;0;0;0;0;0;0;0;19
$1;1;31000;3;0;198;12514;7116;9;312;0;0;0;0;0;0;0;0;0;0;0;21
$1;1;32000;3;0;199;12514;7124;10;312;0;0;0;0;0;0;0;0;0;0;0;46
$1;1;33000;3;0;199;12513;7127;10;312;0;0;0;0;0;0;0;0;0;0;0;43
$1;1;34000;3;0;198;12514;7130;11;312;0;0;0;0;0;0;0;0;0;0;0;45
$1;1;35000;3;0;199;12513;7137;11;312;0;0;0;0;0;0;0;0;0;0;0;45
$1;1;36000;3;0;199;12514;7140;12;312;0;0;0;0;0;0;0;0;0;0;0;42
$1;1;37000;3;0;199;12514;7142;13;312;0;0;0;0;0;0;0;0;0;0;0;40
$1;1;38000;3;0;199;12514;7144;13;312;0;0;0;0;0;0;0;0;0;0;0;33
$1;1;39000;3;0;199;12514;7148;14;312;0;0;0;0;0;0;0;0;0;0;0;43
$1;1;40000;3;0;200;12513;7150;14;312;0;0;0;0;0;0;0;0;0;0;0;40
$1;1;41000;3;0;200;12513;7149;15;312;0;0;0;0;0;0;0;0;0;0;0;32
$1;1;42000;3;0;199;12513;7149;15;312;0;0;0;0;0;0;0;0;0;0;0;32
