AkkuMasterC4
Zeit [sec];Spannung [V];Strom [A];Ladung [mAh]
9270.00; 3.275;0.150;387.000
9280.00; 3.275;0.150;387.000
9290.00; 3.265;0.150;388.000
9300.00; 3.275;0.150;388.000
9310.00; 3.260;0.150;389.000
9320.00; 3.240;0.150;390.000
9330.00; 3.265;0.150;390.000
9340.00; 3.260;0.150;390.000
9350.00; 3.245;0.150;391.000
9360.00; 3.230;0.150;391.000
9370.00; 3.245;0.150;392.000
9380.00; 3.230;0.150;392.000
9390.00; 3.245;0.150;392.000
9400.00; 3.240;0.150;392.000
9410.00; 3.255;0.150;393.000
9420.00; 3.230;0.150;393.000
9430.00; 3.225;0.150;394.000
9440.00; 3.230;0.150;395.000
9450.00; 3.230;0.150;395.000
9460.00; 3.225;0.150;395.000
9470.00; 3.205;0.150;396.000
9480.00; 3.215;0.150;396.000
9490.00; 3.210;0.150;397.000
9500.00; 3.205;0.150;397.000
