AkkuMasterC4
Zeit [sec];Spannung [V];Strom [A];Ladung [mAh]
8800.00; 5.850;0.433;1058.000
8810.00; 5.865;0.433;1059.000
8820.00; 5.855;0.433;1060.000
8830.00; 5.865;0.433;1061.000
8840.00; 5.865;0.433;1063.000
8850.00; 5.875;0.433;1064.000
8860.00; 5.865;0.433;1065.000
8870.00; 5.870;0.433;1066.000
8880.00; 5.870;0.433;1067.000
8890.00; 5.875;0.433;1068.000
8900.00; 5.865;0.433;1070.000
8910.00; 5.880;0.433;1071.000
8920.00; 5.875;0.433;1072.000
8930.00; 5.880;0.433;1073.000
8940.00; 5.890;0.433;1074.000
8950.00; 5.885;0.433;1075.000
8960.00; 5.870;0.433;1077.000
8970.00; 5.880;0.433;1078.000
8980.00; 5.900;0.433;1079.000
8990.00; 5.895;0.433;1080.000
9000.00; 5.885;0.433;1082.000
9010.00; 5.880;0.433;1083.000
9020.00; 5.890;0.433;1085.000
9030.00; 5.895;0.433;1086.000
9040.00; 5.895;0.433;1087.000
9050.00; 5.895;0.433;1088.000
9060.00; 5.895;0.433;1089.000
9070.00; 5.895;0.433;1090.000
9080.00; 5.900;0.433;1092.000
9090.00; 5.905;0.433;1093.000
9100.00; 5.895;0.433;1094.000
9110.00; 5.895;0.433;1095.000
9120.00; 5.905;0.433;1096.000
9130.00; 5.900;0.433;1097.000
9140.00; 5.900;0.433;1099.000
9150.00; 5.925;0.433;1100.000
9160.00; 5.910;0.433;1101.000
9170.00; 5.915;0.433;1102.000
9180.00; 5.915;0.433;1103.000
9190.00; 5.915;0.433;1104.000
9200.00; 5.915;0.433;1106.000
9210.00; 5.910;0.433;1107.000
9220.00; 5.910;0.433;1108.000
9230.00; 5.915;0.433;1109.000
9240.00; 5.915;0.433;1110.000
9250.00; 5.925;0.433;1111.000
9260.00; 5.920;0.433;1113.000
9270.00; 5.925;0.433;1114.000
9280.00; 5.925;0.433;1115.000
9290.00; 5.915;0.433;1116.000
9300.00; 5.935;0.433;1118.000
9310.00; 5.920;0.433;1119.000
9320.00; 5.925;0.433;1121.000
9330.00; 5.925;0.433;1122.000
9340.00; 5.935;0.433;1123.000
9350.00; 5.935;0.433;1124.000
9360.00; 5.940;0.433;1125.000
9370.00; 5.935;0.433;1126.000
9380.00; 5.945;0.433;1128.000
9390.00; 5.935;0.433;1129.000
9400.00; 5.940;0.433;1130.000
9410.00; 5.940;0.433;1131.000
9420.00; 5.925;0.433;1132.000
9430.00; 5.940;0.433;1133.000
9440.00; 5.945;0.433;1135.000
9450.00; 5.945;0.433;1136.000
9460.00; 5.950;0.433;1137.000
9470.00; 5.950;0.433;1138.000
9480.00; 5.945;0.433;1139.000
9490.00; 5.940;0.433;1140.000
9500.00; 5.945;0.433;1142.000
9510.00; 5.945;0.433;1143.000
9520.00; 5.955;0.433;1144.000
9530.00; 5.940;0.433;1145.000
9540.00; 5.950;0.433;1146.000
9550.00; 5.950;0.433;1147.000
9560.00; 5.955;0.433;1149.000
9570.00; 5.955;0.433;1150.000
9580.00; 5.955;0.433;1151.000
9590.00; 5.965;0.433;1152.000
9600.00; 5.950;0.433;1154.000
9610.00; 5.955;0.433;1155.000
9620.00; 5.955;0.433;1157.000
9630.00; 5.955;0.433;1158.000
9640.00; 5.960;0.433;1159.000
9650.00; 5.970;0.433;1160.000
9660.00; 5.980;0.433;1161.000
9670.00; 5.970;0.433;1162.000
9680.00; 5.960;0.433;1164.000
9690.00; 5.970;0.433;1165.000
9700.00; 5.960;0.433;1166.000
9710.00; 5.955;0.433;1167.000
9720.00; 5.965;0.433;1168.000
9730.00; 5.985;0.433;1169.000
9740.00; 5.965;0.433;1171.000
9750.00; 5.975;0.433;1172.000
9760.00; 5.980;0.433;1173.000
9770.00; 5.980;0.433;1174.000
9780.00; 5.975;0.433;1175.000
9790.00; 5.980;0.433;1176.000
9800.00; 5.985;0.433;1178.000
9810.00; 5.995;0.433;1179.000
9820.00; 5.980;0.433;1180.000
9830.00; 5.990;0.433;1181.000
9840.00; 5.985;0.433;1182.000
9850.00; 5.980;0.433;1183.000
9860.00; 5.975;0.433;1185.000
9870.00; 5.985;0.433;1186.000
9880.00; 5.985;0.433;1187.000
9890.00; 5.970;0.433;1188.000
9900.00; 5.965;0.433;1190.000
9910.00; 6.005;0.433;1191.000
9920.00; 6.000;0.433;1193.000
9930.00; 5.990;0.433;1194.000
9940.00; 5.980;0.433;1195.000
9950.00; 6.000;0.433;1196.000
9960.00; 5.990;0.433;1197.000
9970.00; 5.980;0.433;1198.000
9980.00; 6.005;0.433;1200.000
9990.00; 5.990;0.433;1201.000
10000.00; 6.000;0.433;1202.000
10010.00; 6.000;0.433;1203.000
10020.00; 6.005;0.433;1204.000
10030.00; 6.000;0.433;1205.000
10040.00; 6.000;0.433;1207.000
10050.00; 6.010;0.433;1208.000
10060.00; 6.005;0.433;1209.000
10070.00; 6.000;0.433;1210.000
10080.00; 6.015;0.433;1211.000
10090.00; 6.000;0.433;1212.000
10100.00; 6.005;0.433;1214.000
10110.00; 6.015;0.433;1215.000
10120.00; 6.015;0.433;1216.000
10130.00; 6.005;0.433;1217.000
10140.00; 6.015;0.433;1218.000
10150.00; 5.990;0.433;1219.000
10160.00; 6.015;0.433;1221.000
10170.00; 6.015;0.433;1222.000
10180.00; 6.010;0.433;1223.000
10190.00; 6.020;0.433;1224.000
10200.00; 6.005;0.433;1226.000
10210.00; 5.995;0.433;1227.000
10220.00; 6.015;0.433;1229.000
10230.00; 6.010;0.433;1230.000
10240.00; 6.015;0.433;1231.000
10250.00; 6.020;0.433;1232.000
10260.00; 6.000;0.433;1233.000
10270.00; 6.020;0.433;1234.000
10280.00; 6.010;0.433;1236.000
10290.00; 6.020;0.433;1237.000
10300.00; 6.020;0.433;1238.000
10310.00; 6.005;0.433;1239.000
10320.00; 6.020;0.433;1240.000
10330.00; 6.000;0.433;1241.000
10340.00; 6.020;0.433;1243.000
10350.00; 6.025;0.433;1244.000
10360.00; 6.020;0.433;1245.000
10370.00; 6.020;0.433;1246.000
10380.00; 6.025;0.433;1247.000
10390.00; 6.000;0.433;1248.000
10400.00; 6.020;0.433;1250.000
10410.00; 6.020;0.433;1251.000
10420.00; 6.030;0.433;1252.000
10430.00; 6.020;0.433;1253.000
10440.00; 6.025;0.433;1254.000
10450.00; 6.020;0.433;1255.000
10460.00; 6.030;0.433;1257.000
10470.00; 6.025;0.433;1258.000
10480.00; 6.035;0.433;1259.000
10490.00; 6.015;0.433;1260.000
10500.00; 6.030;0.433;1262.000
10510.00; 6.020;0.433;1263.000
10520.00; 6.020;0.433;1265.000
10530.00; 6.025;0.433;1266.000
10540.00; 6.015;0.433;1267.000
10550.00; 6.025;0.433;1268.000
10560.00; 6.025;0.433;1269.000
10570.00; 6.015;0.433;1270.000
10580.00; 6.030;0.433;1272.000
10590.00; 6.010;0.433;1273.000
10600.00; 6.030;0.433;1274.000
10610.00; 6.020;0.433;1275.000
10620.00; 6.035;0.433;1276.000
10630.00; 6.015;0.433;1277.000
10640.00; 6.040;0.433;1279.000
10650.00; 6.035;0.433;1280.000
10660.00; 6.025;0.433;1281.000
10670.00; 6.030;0.433;1282.000
10680.00; 6.035;0.433;1283.000
10690.00; 6.035;0.433;1284.000
10700.00; 6.035;0.433;1286.000
10710.00; 6.030;0.433;1287.000
10720.00; 6.035;0.433;1288.000
10730.00; 6.035;0.433;1289.000
10740.00; 6.030;0.433;1290.000
10750.00; 6.030;0.433;1291.000
10760.00; 6.035;0.433;1293.000
10770.00; 6.025;0.433;1294.000
10780.00; 6.030;0.433;1295.000
10790.00; 6.035;0.433;1296.000
10800.00; 6.030;0.433;1299.000
10810.00; 6.020;0.433;1300.000
10820.00; 6.035;0.433;1302.000
10830.00; 6.035;0.433;1303.000
10840.00; 6.030;0.433;1304.000
10850.00; 6.035;0.433;1305.000
10860.00; 6.035;0.433;1306.000
10870.00; 6.020;0.433;1307.000
10880.00; 6.035;0.433;1309.000
10890.00; 6.035;0.433;1310.000
10900.00; 6.030;0.433;1311.000
10910.00; 6.030;0.433;1312.000
10920.00; 6.020;0.433;1313.000
10930.00; 6.035;0.433;1314.000
10940.00; 6.030;0.433;1316.000
10950.00; 6.030;0.433;1317.000
10960.00; 6.030;0.433;1318.000
10970.00; 6.015;0.433;1319.000
10980.00; 6.020;0.433;1320.000
10990.00; 6.035;0.433;1321.000
11000.00; 6.030;0.433;1323.000
11010.00; 6.030;0.433;1324.000
11020.00; 6.015;0.433;1325.000
11030.00; 6.045;0.433;1326.000
11040.00; 6.030;0.433;1327.000
11050.00; 6.020;0.433;1328.000
11060.00; 6.030;0.433;1330.000
11070.00; 6.035;0.433;1331.000
11080.00; 6.030;0.433;1332.000
11090.00; 6.035;0.433;1333.000
11100.00; 6.030;0.433;1335.000
11110.00; 6.030;0.433;1336.000
11120.00; 6.015;0.433;1338.000
11130.00; 6.030;0.433;1339.000
11140.00; 6.015;0.433;1340.000
11150.00; 6.020;0.433;1341.000
11160.00; 6.015;0.433;1342.000
11170.00; 6.010;0.433;1343.000
11180.00; 6.030;0.433;1345.000
11190.00; 6.005;0.433;1346.000
11200.00; 6.020;0.433;1347.000
11210.00; 6.030;0.433;1348.000
11220.00; 6.025;0.433;1349.000
11230.00; 6.015;0.433;1350.000
11240.00; 6.025;0.433;1352.000
11250.00; 6.015;0.433;1353.000
11260.00; 6.030;0.433;1354.000
11270.00; 6.015;0.433;1355.000
11280.00; 6.015;0.433;1356.000
11290.00; 6.030;0.433;1357.000
11300.00; 6.010;0.433;1359.000
11310.00; 6.015;0.433;1360.000
11320.00; 6.010;0.433;1361.000
11330.00; 6.020;0.433;1362.000
11340.00; 6.020;0.433;1363.000
11350.00; 6.005;0.433;1364.000
11360.00; 6.015;0.433;1366.000
11370.00; 6.005;0.433;1367.000
11380.00; 6.005;0.433;1368.000
11390.00; 6.010;0.433;1369.000
11400.00; 6.015;0.433;1371.000
11410.00; 6.010;0.433;1372.000
11420.00; 6.020;0.433;1374.000
11430.00; 6.000;0.433;1375.000
11440.00; 6.015;0.433;1376.000
11450.00; 6.000;0.433;1377.000
11460.00; 5.985;0.433;1378.000
11470.00; 6.000;0.433;1379.000
11480.00; 6.010;0.433;1381.000
11490.00; 6.005;0.433;1382.000
11500.00; 5.995;0.433;1383.000
11510.00; 6.000;0.433;1384.000
11520.00; 6.015;0.433;1385.000
11530.00; 5.995;0.433;1386.000
11540.00; 6.010;0.433;1388.000
11550.00; 6.005;0.433;1389.000
11560.00; 6.015;0.433;1390.000
11570.00; 5.990;0.433;1391.000
11580.00; 5.990;0.433;1392.000
11590.00; 6.000;0.433;1393.000
11600.00; 6.010;0.433;1395.000
11610.00; 6.005;0.433;1396.000
11620.00; 5.980;0.433;1397.000
11630.00; 5.990;0.433;1398.000
11640.00; 5.975;0.433;1399.000
11650.00; 5.985;0.433;1400.000
11660.00; 6.000;0.433;1402.000
11670.00; 5.985;0.433;1403.000
11680.00; 5.990;0.433;1404.000
11690.00; 5.985;0.433;1405.000
11700.00; 5.990;0.433;1407.000
11710.00; 5.985;0.433;1408.000
11720.00; 5.970;0.433;1410.000
11730.00; 5.990;0.433;1411.000
11740.00; 5.965;0.433;1412.000
11750.00; 5.980;0.433;1413.000
11760.00; 5.985;0.433;1414.000
11770.00; 5.990;0.433;1415.000
11780.00; 5.975;0.433;1417.000
11790.00; 5.985;0.433;1418.000
11800.00; 5.985;0.433;1419.000
11810.00; 5.985;0.433;1420.000
11820.00; 5.985;0.433;1421.000
11830.00; 5.975;0.433;1422.000
11840.00; 5.980;0.433;1424.000
11850.00; 5.975;0.433;1425.000
11860.00; 5.975;0.433;1426.000
11870.00; 5.975;0.433;1427.000
11880.00; 5.960;0.433;1428.000
11890.00; 5.975;0.433;1429.000
11900.00; 5.970;0.433;1431.000
11910.00; 5.975;0.433;1432.000
11920.00; 5.970;0.433;1433.000
11930.00; 5.970;0.433;1434.000
11940.00; 5.955;0.433;1435.000
11950.00; 5.955;0.433;1436.000
11960.00; 5.965;0.433;1438.000
