AkkuMasterC4
Zeit [sec];Spannung [V];Strom [A];Ladung [mAh]
7730.00; 6.910;0.500;1073.000
7740.00; 6.920;0.500;1075.000
7750.00; 6.935;0.500;1076.000
7760.00; 6.930;0.500;1077.000
7770.00; 6.935;0.500;1079.000
7780.00; 6.945;0.500;1080.000
7790.00; 6.920;0.500;1082.000
7800.00; 6.925;0.500;1083.000
7810.00; 6.935;0.500;1084.000
7820.00; 6.920;0.500;1085.000
7830.00; 6.920;0.500;1087.000
7840.00; 6.930;0.500;1088.000
7850.00; 6.930;0.500;1090.000
7860.00; 6.930;0.500;1091.000
7870.00; 6.940;0.500;1092.000
7880.00; 6.930;0.500;1093.000
7890.00; 6.930;0.500;1095.000
7900.00; 6.940;0.500;1096.000
7910.00; 6.920;0.500;1098.000
7920.00; 6.925;0.500;1100.000
7930.00; 6.945;0.500;1101.000
7940.00; 6.930;0.500;1102.000
7950.00; 6.935;0.500;1104.000
7960.00; 6.940;0.500;1105.000
7970.00; 6.920;0.500;1107.000
7980.00; 6.935;0.500;1108.000
7990.00; 6.935;0.500;1109.000
8000.00; 6.935;0.500;1110.000
8010.00; 6.935;0.500;1112.000
8020.00; 6.935;0.500;1113.000
8030.00; 6.930;0.500;1115.000
8040.00; 6.935;0.500;1116.000
8050.00; 6.935;0.500;1117.000
8060.00; 6.960;0.500;1118.000
8070.00; 6.945;0.500;1120.000
8080.00; 6.935;0.500;1121.000
8090.00; 6.955;0.500;1123.000
8100.00; 6.935;0.500;1125.000
8110.00; 6.935;0.500;1126.000
8120.00; 6.945;0.500;1127.000
8130.00; 6.930;0.500;1129.000
8140.00; 6.930;0.500;1130.000
8150.00; 6.935;0.500;1132.000
8160.00; 6.940;0.500;1133.000
8170.00; 6.940;0.500;1134.000
8180.00; 6.935;0.500;1135.000
8190.00; 6.935;0.500;1137.000
8200.00; 6.945;0.500;1138.000
8210.00; 6.940;0.500;1140.000
8220.00; 6.920;0.500;1141.000
8230.00; 6.950;0.500;1142.000
8240.00; 6.950;0.500;1143.000
8250.00; 6.945;0.500;1145.000
8260.00; 6.935;0.500;1146.000
8270.00; 6.935;0.500;1148.000
8280.00; 6.950;0.500;1150.000
8290.00; 6.935;0.500;1151.000
8300.00; 6.945;0.500;1152.000
8310.00; 6.950;0.500;1154.000
8320.00; 6.935;0.500;1155.000
8330.00; 6.945;0.500;1157.000
8340.00; 6.930;0.500;1158.000
8350.00; 6.940;0.500;1159.000
8360.00; 6.950;0.500;1160.000
8370.00; 6.945;0.500;1162.000
8380.00; 6.950;0.500;1163.000
8390.00; 6.950;0.500;1165.000
8400.00; 6.945;0.500;1166.000
8410.00; 6.945;0.500;1167.000
8420.00; 6.945;0.500;1168.000
8430.00; 6.960;0.500;1170.000
8440.00; 6.935;0.500;1171.000
8450.00; 6.945;0.500;1173.000
8460.00; 6.950;0.500;1175.000
8470.00; 6.935;0.500;1176.000
8480.00; 6.945;0.500;1177.000
8490.00; 6.950;0.500;1179.000
8500.00; 6.950;0.500;1180.000
8510.00; 6.940;0.500;1182.000
8520.00; 6.940;0.500;1183.000
8530.00; 6.945;0.500;1184.000
8540.00; 6.950;0.500;1185.000
8550.00; 6.950;0.500;1187.000
8560.00; 6.950;0.500;1188.000
8570.00; 6.960;0.500;1190.000
8580.00; 6.940;0.500;1191.000
8590.00; 6.955;0.500;1192.000
8600.00; 6.955;0.500;1193.000
8610.00; 6.960;0.500;1195.000
8620.00; 6.955;0.500;1196.000
8630.00; 6.960;0.500;1198.000
8640.00; 6.955;0.500;1200.000
8650.00; 6.945;0.500;1201.000
8660.00; 6.945;0.500;1202.000
8670.00; 6.940;0.500;1204.000
8680.00; 6.940;0.500;1205.000
8690.00; 6.950;0.500;1207.000
8700.00; 6.960;0.500;1208.000
8710.00; 6.945;0.500;1209.000
8720.00; 6.950;0.500;1210.000
8730.00; 6.955;0.500;1212.000
8740.00; 6.970;0.500;1213.000
8750.00; 6.965;0.500;1215.000
8760.00; 6.940;0.500;1216.000
8770.00; 6.945;0.500;1217.000
8780.00; 6.930;0.500;1218.000
8790.00; 6.960;0.500;1220.000
8800.00; 6.960;0.500;1221.000
8810.00; 6.950;0.500;1223.000
8820.00; 6.955;0.500;1225.000
8830.00; 6.955;0.500;1226.000
8840.00; 6.955;0.500;1227.000
8850.00; 6.940;0.500;1229.000
8860.00; 6.960;0.500;1230.000
8870.00; 6.935;0.500;1232.000
8880.00; 6.925;0.500;1233.000
8890.00; 6.955;0.500;1234.000
8900.00; 6.955;0.500;1235.000
8910.00; 6.950;0.500;1237.000
8920.00; 6.950;0.500;1238.000
8930.00; 6.955;0.500;1240.000
8940.00; 6.960;0.500;1241.000
8950.00; 6.960;0.500;1242.000
8960.00; 6.960;0.500;1243.000
8970.00; 6.955;0.500;1245.000
8980.00; 6.965;0.500;1246.000
8990.00; 6.960;0.500;1248.000
9000.00; 6.950;0.500;1250.000
9010.00; 6.945;0.500;1251.000
9020.00; 6.945;0.500;1252.000
9030.00; 6.970;0.500;1254.000
9040.00; 6.950;0.500;1255.000
9050.00; 6.965;0.500;1257.000
9060.00; 6.960;0.500;1258.000
9070.00; 6.960;0.500;1259.000
9080.00; 6.945;0.500;1260.000
9090.00; 6.960;0.500;1262.000
9100.00; 6.960;0.500;1263.000
9110.00; 6.950;0.500;1265.000
9120.00; 6.975;0.500;1266.000
9130.00; 6.965;0.500;1267.000
9140.00; 6.960;0.500;1268.000
9150.00; 6.955;0.500;1270.000
9160.00; 6.955;0.500;1271.000
9170.00; 6.965;0.500;1273.000
9180.00; 6.965;0.500;1275.000
9190.00; 6.960;0.500;1276.000
9200.00; 6.965;0.500;1277.000
9210.00; 6.955;0.500;1279.000
9220.00; 6.960;0.500;1280.000
9230.00; 6.980;0.500;1282.000
9240.00; 6.955;0.500;1283.000
9250.00; 6.960;0.500;1284.000
9260.00; 6.965;0.500;1285.000
9270.00; 6.975;0.500;1287.000
9280.00; 6.975;0.500;1288.000
9290.00; 6.950;0.500;1290.000
9300.00; 6.960;0.500;1291.000
9310.00; 6.970;0.500;1292.000
9320.00; 6.965;0.500;1293.000
9330.00; 6.965;0.500;1295.000
9340.00; 6.960;0.500;1296.000
9350.00; 6.950;0.500;1298.000
9360.00; 6.960;0.500;1300.000
9370.00; 6.965;0.500;1301.000
9380.00; 6.975;0.500;1302.000
9390.00; 6.960;0.500;1304.000
9400.00; 6.975;0.500;1305.000
9410.00; 6.965;0.500;1307.000
9420.00; 6.970;0.500;1308.000
9430.00; 6.975;0.500;1309.000
9440.00; 6.965;0.500;1310.000
9450.00; 6.965;0.500;1312.000
9460.00; 6.970;0.500;1313.000
9470.00; 6.965;0.500;1315.000
9480.00; 6.965;0.500;1316.000
9490.00; 6.960;0.500;1317.000
9500.00; 6.965;0.500;1318.000
9510.00; 6.975;0.500;1320.000
9520.00; 6.970;0.500;1321.000
9530.00; 6.970;0.500;1323.000
9540.00; 6.970;0.500;1325.000
9550.00; 6.970;0.500;1326.000
9560.00; 6.965;0.500;1327.000
9570.00; 6.985;0.500;1329.000
9580.00; 6.975;0.500;1330.000
9590.00; 6.975;0.500;1332.000
9600.00; 6.970;0.500;1333.000
9610.00; 6.990;0.500;1334.000
9620.00; 6.975;0.500;1335.000
9630.00; 6.970;0.500;1337.000
9640.00; 6.980;0.500;1338.000
9650.00; 6.970;0.500;1340.000
9660.00; 6.975;0.500;1341.000
9670.00; 6.965;0.500;1342.000
9680.00; 6.975;0.500;1343.000
9690.00; 6.980;0.500;1345.000
9700.00; 6.960;0.500;1346.000
9710.00; 6.985;0.500;1348.000
9720.00; 6.960;0.500;1350.000
9730.00; 6.970;0.500;1351.000
9740.00; 6.975;0.500;1352.000
9750.00; 6.975;0.500;1354.000
9760.00; 6.955;0.500;1355.000
9770.00; 6.975;0.500;1357.000
9780.00; 6.980;0.500;1358.000
9790.00; 6.975;0.500;1359.000
9800.00; 6.970;0.500;1360.000
9810.00; 6.965;0.500;1362.000
9820.00; 6.950;0.500;1363.000
9830.00; 6.990;0.500;1364.000
9840.00; 6.975;0.500;1366.000
9850.00; 6.965;0.500;1367.000
9860.00; 6.975;0.500;1368.000
9870.00; 6.960;0.500;1370.000
9880.00; 6.975;0.500;1371.000
9890.00; 6.985;0.500;1373.000
9900.00; 6.980;0.500;1375.000
9910.00; 6.980;0.500;1376.000
9920.00; 6.975;0.500;1377.000
9930.00; 6.975;0.500;1379.000
9940.00; 6.980;0.500;1380.000
9950.00; 6.990;0.500;1381.000
9960.00; 6.990;0.500;1383.000
9970.00; 6.980;0.500;1384.000
9980.00; 6.990;0.500;1385.000
9990.00; 6.995;0.500;1387.000
10000.00; 6.970;0.500;1388.000
10010.00; 6.980;0.500;1389.000
10020.00; 6.975;0.500;1391.000
10030.00; 6.980;0.500;1392.000
10040.00; 6.980;0.500;1393.000
10050.00; 6.980;0.500;1395.000
10060.00; 6.980;0.500;1396.000
10070.00; 6.980;0.500;1397.000
10080.00; 6.975;0.500;1400.000
10090.00; 6.990;0.500;1401.000
10100.00; 6.980;0.500;1402.000
10110.00; 6.985;0.500;1404.000
10120.00; 6.980;0.500;1405.000
10130.00; 6.980;0.500;1406.000
10140.00; 6.980;0.500;1408.000
10150.00; 6.990;0.500;1409.000
10160.00; 6.975;0.500;1410.000
10170.00; 6.995;0.500;1412.000
10180.00; 6.990;0.500;1413.000
10190.00; 6.980;0.500;1414.000
10200.00; 6.990;0.500;1416.000
10210.00; 6.995;0.500;1417.000
10220.00; 6.985;0.500;1418.000
10230.00; 6.995;0.500;1420.000
10240.00; 6.995;0.500;1421.000
10250.00; 6.985;0.500;1422.000
10260.00; 6.990;0.500;1425.000
10270.00; 6.990;0.500;1426.000
10280.00; 6.990;0.500;1427.000
10290.00; 6.995;0.500;1429.000
10300.00; 6.990;0.500;1430.000
10310.00; 6.980;0.500;1431.000
10320.00; 6.995;0.500;1433.000
10330.00; 6.980;0.500;1434.000
10340.00; 6.990;0.500;1435.000
10350.00; 6.980;0.500;1437.000
10360.00; 6.985;0.500;1438.000
10370.00; 7.000;0.500;1439.000
10380.00; 6.995;0.500;1441.000
10390.00; 6.990;0.500;1442.000
10400.00; 6.990;0.500;1443.000
10410.00; 6.995;0.500;1445.000
10420.00; 7.000;0.500;1446.000
10430.00; 6.980;0.500;1447.000
10440.00; 6.990;0.500;1450.000
10450.00; 6.995;0.500;1451.000
10460.00; 6.990;0.500;1452.000
10470.00; 6.995;0.500;1454.000
10480.00; 6.995;0.500;1455.000
10490.00; 6.995;0.500;1456.000
10500.00; 6.990;0.500;1458.000
10510.00; 6.990;0.500;1459.000
10520.00; 6.990;0.500;1460.000
10530.00; 6.990;0.500;1462.000
10540.00; 7.005;0.500;1463.000
10550.00; 7.000;0.500;1464.000
10560.00; 6.995;0.500;1466.000
10570.00; 6.995;0.500;1467.000
10580.00; 7.010;0.500;1468.000
10590.00; 6.995;0.500;1470.000
10600.00; 6.995;0.500;1471.000
10610.00; 7.000;0.500;1472.000
10620.00; 7.000;0.500;1475.000
10630.00; 6.995;0.500;1476.000
10640.00; 7.000;0.500;1477.000
10650.00; 7.005;0.500;1479.000
10660.00; 7.005;0.500;1480.000
10670.00; 6.980;0.500;1481.000
10680.00; 7.000;0.500;1483.000
10690.00; 7.000;0.500;1484.000
10700.00; 7.005;0.500;1485.000
10710.00; 6.970;0.500;1487.000
10720.00; 7.005;0.500;1488.000
10730.00; 7.005;0.500;1489.000
10740.00; 7.000;0.500;1491.000
10750.00; 6.990;0.500;1492.000
10760.00; 6.995;0.500;1493.000
10770.00; 7.005;0.500;1495.000
10780.00; 6.995;0.500;1496.000
10790.00; 7.005;0.500;1497.000
10800.00; 6.995;0.500;1500.000
10810.00; 7.010;0.500;1501.000
10820.00; 7.010;0.500;1502.000
10830.00; 7.010;0.500;1504.000
10840.00; 7.010;0.500;1505.000
10850.00; 7.010;0.500;1506.000
10860.00; 7.010;0.500;1508.000
10870.00; 6.995;0.500;1509.000
10880.00; 7.005;0.500;1510.000
10890.00; 7.015;0.500;1512.000
10900.00; 7.010;0.500;1513.000
10910.00; 6.995;0.500;1514.000
10920.00; 7.015;0.500;1516.000
10930.00; 6.995;0.500;1517.000
10940.00; 6.995;0.500;1518.000
10950.00; 7.000;0.500;1520.000
10960.00; 6.995;0.500;1521.000
10970.00; 7.010;0.500;1522.000
10980.00; 7.005;0.500;1525.000
10990.00; 7.015;0.500;1526.000
11000.00; 7.010;0.500;1527.000
11010.00; 7.010;0.500;1529.000
11020.00; 7.010;0.500;1530.000
11030.00; 7.010;0.500;1531.000
11040.00; 7.010;0.500;1533.000
11050.00; 7.025;0.500;1534.000
11060.00; 7.020;0.500;1535.000
11070.00; 7.015;0.500;1537.000
11080.00; 7.010;0.500;1538.000
11090.00; 7.005;0.500;1539.000
11100.00; 6.995;0.500;1541.000
11110.00; 7.010;0.500;1542.000
11120.00; 7.005;0.500;1543.000
11130.00; 7.025;0.500;1545.000
11140.00; 7.015;0.500;1546.000
11150.00; 7.020;0.500;1547.000
11160.00; 7.015;0.500;1550.000
11170.00; 7.020;0.500;1551.000
11180.00; 7.025;0.500;1552.000
11190.00; 7.015;0.500;1554.000
11200.00; 7.005;0.500;1555.000
11210.00; 7.005;0.500;1556.000
11220.00; 7.015;0.500;1558.000
11230.00; 7.025;0.500;1559.000
11240.00; 7.010;0.500;1560.000
11250.00; 7.035;0.500;1562.000
11260.00; 7.020;0.500;1563.000
11270.00; 7.015;0.500;1564.000
11280.00; 7.025;0.500;1566.000
11290.00; 7.020;0.500;1567.000
11300.00; 7.010;0.500;1568.000
11310.00; 7.025;0.500;1570.000
11320.00; 7.015;0.500;1571.000
11330.00; 7.030;0.500;1572.000
11340.00; 7.035;0.500;1575.000
11350.00; 7.020;0.500;1576.000
11360.00; 7.025;0.500;1577.000
11370.00; 7.025;0.500;1579.000
11380.00; 7.025;0.500;1580.000
11390.00; 7.030;0.500;1581.000
11400.00; 7.035;0.500;1583.000
11410.00; 7.015;0.500;1584.000
11420.00; 7.035;0.500;1585.000
11430.00; 7.035;0.500;1587.000
11440.00; 7.025;0.500;1588.000
11450.00; 7.025;0.500;1589.000
11460.00; 7.025;0.500;1591.000
11470.00; 7.040;0.500;1592.000
11480.00; 7.035;0.500;1593.000
11490.00; 7.030;0.500;1595.000
11500.00; 7.035;0.500;1596.000
11510.00; 7.030;0.500;1597.000
11520.00; 7.040;0.500;1600.000
11530.00; 7.025;0.500;1601.000
11540.00; 7.015;0.500;1602.000
11550.00; 7.030;0.500;1604.000
11560.00; 7.020;0.500;1605.000
11570.00; 7.035;0.500;1606.000
11580.00; 7.040;0.500;1608.000
11590.00; 7.040;0.500;1609.000
11600.00; 7.035;0.500;1610.000
11610.00; 7.040;0.500;1612.000
11620.00; 7.035;0.500;1613.000
11630.00; 7.030;0.500;1614.000
11640.00; 7.030;0.500;1616.000
11650.00; 7.035;0.500;1617.000
11660.00; 7.040;0.500;1618.000
11670.00; 7.045;0.500;1620.000
11680.00; 7.045;0.500;1621.000
11690.00; 7.040;0.500;1622.000
11700.00; 7.025;0.500;1625.000
11710.00; 7.040;0.500;1626.000
11720.00; 7.050;0.500;1627.000
11730.00; 7.035;0.500;1629.000
11740.00; 7.055;0.500;1630.000
11750.00; 7.040;0.500;1631.000
11760.00; 7.050;0.500;1633.000
11770.00; 7.025;0.500;1634.000
11780.00; 7.040;0.500;1635.000
11790.00; 7.045;0.500;1637.000
11800.00; 7.050;0.500;1638.000
11810.00; 7.040;0.500;1639.000
11820.00; 7.035;0.500;1641.000
11830.00; 7.045;0.500;1642.000
11840.00; 7.045;0.500;1643.000
11850.00; 7.040;0.500;1645.000
11860.00; 7.050;0.500;1646.000
11870.00; 7.045;0.500;1647.000
11880.00; 7.050;0.500;1650.000
11890.00; 7.040;0.500;1651.000
11900.00; 7.055;0.500;1652.000
11910.00; 7.045;0.500;1654.000
11920.00; 7.050;0.500;1655.000
11930.00; 7.035;0.500;1656.000
11940.00; 7.050;0.500;1658.000
11950.00; 7.055;0.500;1659.000
11960.00; 7.065;0.500;1660.000
11970.00; 7.050;0.500;1662.000
11980.00; 7.055;0.500;1663.000
11990.00; 7.040;0.500;1664.000
12000.00; 7.040;0.500;1666.000
12010.00; 7.065;0.500;1667.000
12020.00; 7.055;0.500;1668.000
12030.00; 7.065;0.500;1670.000
12040.00; 7.060;0.500;1671.000
12050.00; 7.065;0.500;1672.000
12060.00; 7.080;0.500;1675.000
12070.00; 7.065;0.500;1676.000
12080.00; 7.065;0.500;1677.000
12090.00; 7.070;0.500;1679.000
12100.00; 7.055;0.500;1680.000
12110.00; 7.055;0.500;1681.000
12120.00; 7.050;0.500;1683.000
12130.00; 7.085;0.500;1684.000
12140.00; 7.060;0.500;1685.000
12150.00; 7.050;0.500;1687.000
12160.00; 7.065;0.500;1688.000
12170.00; 7.055;0.500;1689.000
12180.00; 7.065;0.500;1691.000
12190.00; 7.080;0.500;1692.000
12200.00; 7.055;0.500;1693.000
12210.00; 7.060;0.500;1695.000
12220.00; 7.050;0.500;1696.000
12230.00; 7.050;0.500;1697.000
12240.00; 7.050;0.500;1700.000
12250.00; 7.065;0.500;1701.000
12260.00; 7.085;0.500;1702.000
12270.00; 7.055;0.500;1704.000
12280.00; 7.065;0.500;1705.000
12290.00; 7.070;0.500;1706.000
12300.00; 7.080;0.500;1708.000
12310.00; 7.080;0.500;1709.000
12320.00; 7.075;0.500;1710.000
12330.00; 7.070;0.500;1712.000
12340.00; 7.065;0.500;1713.000
12350.00; 7.065;0.500;1714.000
12360.00; 7.055;0.500;1716.000
12370.00; 7.070;0.500;1717.000
12380.00; 7.055;0.500;1718.000
12390.00; 7.070;0.500;1720.000
12400.00; 7.085;0.500;1721.000
12410.00; 7.080;0.500;1722.000
12420.00; 7.070;0.500;1725.000
12430.00; 7.095;0.500;1726.000
12440.00; 7.070;0.500;1727.000
12450.00; 7.080;0.500;1729.000
12460.00; 7.065;0.500;1730.000
12470.00; 7.085;0.500;1731.000
12480.00; 7.080;0.500;1733.000
12490.00; 7.075;0.500;1734.000
12500.00; 7.085;0.500;1735.000
12510.00; 7.080;0.500;1737.000
12520.00; 7.085;0.500;1738.000
12530.00; 7.095;0.500;1739.000
12540.00; 7.100;0.500;1741.000
12550.00; 7.065;0.500;1742.000
12560.00; 7.090;0.500;1743.000
12570.00; 7.070;0.500;1745.000
12580.00; 7.100;0.500;1746.000
12590.00; 7.085;0.500;1747.000
12600.00; 7.095;0.500;1750.000
12610.00; 7.090;0.500;1751.000
12620.00; 7.095;0.500;1752.000
12630.00; 7.095;0.500;1754.000
12640.00; 7.100;0.500;1755.000
12650.00; 7.080;0.500;1756.000
12660.00; 7.095;0.500;1758.000
12670.00; 7.100;0.500;1759.000
12680.00; 7.090;0.500;1760.000
12690.00; 7.090;0.500;1762.000
12700.00; 7.090;0.500;1763.000
12710.00; 7.100;0.500;1764.000
12720.00; 7.100;0.500;1766.000
12730.00; 7.100;0.500;1767.000
12740.00; 7.085;0.500;1768.000
12750.00; 7.095;0.500;1770.000
12760.00; 7.110;0.500;1771.000
12770.00; 7.105;0.500;1772.000
12780.00; 7.100;0.500;1775.000
12790.00; 7.095;0.500;1776.000
12800.00; 7.095;0.500;1777.000
12810.00; 7.095;0.500;1779.000
12820.00; 7.100;0.500;1780.000
12830.00; 7.105;0.500;1781.000
12840.00; 7.115;0.500;1783.000
12850.00; 7.100;0.500;1784.000
12860.00; 7.110;0.500;1785.000
12870.00; 7.115;0.500;1787.000
12880.00; 7.115;0.500;1788.000
12890.00; 7.100;0.500;1789.000
12900.00; 7.105;0.500;1791.000
12910.00; 7.110;0.500;1792.000
12920.00; 7.105;0.500;1793.000
12930.00; 7.110;0.500;1795.000
12940.00; 7.115;0.500;1796.000
12950.00; 7.120;0.500;1797.000
12960.00; 7.115;0.500;1800.000
12970.00; 7.115;0.500;1801.000
12980.00; 7.125;0.500;1802.000
12990.00; 7.125;0.500;1804.000
13000.00; 7.120;0.500;1805.000
13010.00; 7.115;0.500;1806.000
13020.00; 7.115;0.500;1808.000
13030.00; 7.135;0.500;1809.000
13040.00; 7.115;0.500;1810.000
13050.00; 7.125;0.500;1812.000
13060.00; 7.125;0.500;1813.000
13070.00; 7.110;0.500;1814.000
13080.00; 7.130;0.500;1816.000
13090.00; 7.145;0.500;1817.000
13100.00; 7.130;0.500;1818.000
13110.00; 7.130;0.500;1820.000
13120.00; 7.140;0.500;1821.000
13130.00; 7.140;0.500;1822.000
13140.00; 7.130;0.500;1825.000
13150.00; 7.140;0.500;1826.000
13160.00; 7.145;0.500;1827.000
13170.00; 7.140;0.500;1829.000
13180.00; 7.130;0.500;1830.000
13190.00; 7.130;0.500;1831.000
13200.00; 7.130;0.500;1833.000
13210.00; 7.145;0.500;1834.000
13220.00; 7.145;0.500;1835.000
13230.00; 7.130;0.500;1837.000
13240.00; 7.145;0.500;1838.000
13250.00; 7.145;0.500;1839.000
13260.00; 7.155;0.500;1841.000
13270.00; 7.150;0.500;1842.000
13280.00; 7.145;0.500;1843.000
13290.00; 7.150;0.500;1845.000
13300.00; 7.150;0.500;1846.000
13310.00; 7.150;0.500;1847.000
13320.00; 7.140;0.500;1850.000
13330.00; 7.155;0.500;1851.000
13340.00; 7.150;0.500;1852.000
13350.00; 7.155;0.500;1854.000
13360.00; 7.165;0.500;1855.000
13370.00; 7.160;0.500;1856.000
13380.00; 7.175;0.500;1858.000
13390.00; 7.175;0.500;1859.000
13400.00; 7.160;0.500;1860.000
13410.00; 7.170;0.500;1862.000
13420.00; 7.170;0.500;1863.000
13430.00; 7.175;0.500;1864.000
13440.00; 7.165;0.500;1866.000
13450.00; 7.175;0.500;1867.000
13460.00; 7.170;0.500;1868.000
13470.00; 7.175;0.500;1870.000
13480.00; 7.190;0.500;1871.000
13490.00; 7.175;0.500;1872.000
13500.00; 7.175;0.500;1875.000
13510.00; 7.175;0.500;1876.000
13520.00; 7.180;0.500;1877.000
13530.00; 7.195;0.500;1879.000
13540.00; 7.190;0.500;1880.000
13550.00; 7.185;0.500;1881.000
13560.00; 7.200;0.500;1883.000
13570.00; 7.180;0.500;1884.000
13580.00; 7.190;0.500;1885.000
13590.00; 7.200;0.500;1887.000
13600.00; 7.190;0.500;1888.000
13610.00; 7.180;0.500;1889.000
13620.00; 7.210;0.500;1891.000
13630.00; 7.190;0.500;1892.000
13640.00; 7.205;0.500;1893.000
13650.00; 7.195;0.500;1895.000
13660.00; 7.200;0.500;1896.000
13670.00; 7.205;0.500;1897.000
13680.00; 7.205;0.500;1899.000
13690.00; 7.215;0.500;1901.000
13700.00; 7.215;0.500;1902.000
13710.00; 7.210;0.500;1904.000
13720.00; 7.215;0.500;1905.000
13730.00; 7.230;0.500;1906.000
13740.00; 7.220;0.500;1908.000
13750.00; 7.205;0.500;1909.000
13760.00; 7.220;0.500;1910.000
13770.00; 7.185;0.500;1912.000
13780.00; 7.220;0.500;1913.000
13790.00; 7.230;0.500;1914.000
13800.00; 7.230;0.500;1916.000
13810.00; 7.230;0.500;1917.000
13820.00; 7.230;0.500;1918.000
13830.00; 7.235;0.500;1920.000
13840.00; 7.235;0.500;1921.000
13850.00; 7.230;0.500;1922.000
13860.00; 7.230;0.500;1924.000
13870.00; 7.245;0.500;1926.000
13880.00; 7.245;0.500;1927.000
13890.00; 7.250;0.500;1929.000
13900.00; 7.260;0.500;1930.000
13910.00; 7.260;0.500;1931.000
13920.00; 7.235;0.500;1933.000
13930.00; 7.245;0.500;1934.000
13940.00; 7.240;0.500;1935.000
13950.00; 7.250;0.500;1937.000
13960.00; 7.265;0.500;1938.000
13970.00; 7.265;0.500;1939.000
13980.00; 7.275;0.500;1941.000
13990.00; 7.275;0.500;1942.000
14000.00; 7.265;0.500;1943.000
14010.00; 7.260;0.500;1945.000
14020.00; 7.265;0.500;1946.000
14030.00; 7.275;0.500;1947.000
14040.00; 7.275;0.500;1949.000
14050.00; 7.280;0.500;1951.000
14060.00; 7.280;0.500;1952.000
14070.00; 7.280;0.500;1954.000
14080.00; 7.285;0.500;1955.000
14090.00; 7.290;0.500;1956.000
14100.00; 7.285;0.500;1958.000
14110.00; 7.270;0.500;1959.000
14120.00; 7.290;0.500;1960.000
14130.00; 7.295;0.500;1962.000
14140.00; 7.305;0.500;1963.000
14150.00; 7.300;0.500;1964.000
14160.00; 7.295;0.500;1966.000
14170.00; 7.305;0.500;1967.000
14180.00; 7.310;0.500;1968.000
14190.00; 7.310;0.500;1970.000
14200.00; 7.305;0.500;1971.000
14210.00; 7.315;0.500;1972.000
14220.00; 7.325;0.500;1974.000
14230.00; 7.320;0.500;1976.000
14240.00; 7.325;0.500;1977.000
14250.00; 7.315;0.500;1979.000
14260.00; 7.330;0.500;1980.000
14270.00; 7.340;0.500;1981.000
14280.00; 7.325;0.500;1983.000
14290.00; 7.330;0.500;1984.000
14300.00; 7.320;0.500;1985.000
14310.00; 7.335;0.500;1987.000
14320.00; 7.340;0.500;1988.000
14330.00; 7.335;0.500;1989.000
14340.00; 7.355;0.500;1991.000
14350.00; 7.345;0.500;1992.000
14360.00; 7.350;0.500;1993.000
14370.00; 7.350;0.500;1995.000
14380.00; 7.350;0.500;1996.000
14390.00; 7.335;0.500;1997.000
14400.00; 7.355;0.500;1999.000
14410.00; 7.365;0.500;2001.000
14420.00; 7.350;0.500;2002.000
14430.00; 7.365;0.500;2004.000
14440.00; 7.365;0.500;2005.000
14450.00; 7.370;0.500;2006.000
14460.00; 7.370;0.500;2008.000
14470.00; 7.375;0.500;2009.000
14480.00; 7.365;0.500;2010.000
14490.00; 7.370;0.500;2012.000
14500.00; 7.380;0.500;2013.000
14510.00; 7.385;0.500;2014.000
14520.00; 7.380;0.500;2016.000
14530.00; 7.385;0.500;2017.000
14540.00; 7.385;0.500;2018.000
14550.00; 7.380;0.500;2020.000
14560.00; 7.380;0.500;2021.000
14570.00; 7.375;0.500;2022.000
14580.00; 7.390;0.500;2024.000
14590.00; 7.395;0.500;2026.000
14600.00; 7.415;0.500;2027.000
14610.00; 7.400;0.500;2029.000
14620.00; 7.400;0.500;2030.000
14630.00; 7.420;0.500;2031.000
14640.00; 7.400;0.500;2033.000
14650.00; 7.415;0.500;2034.000
14660.00; 7.415;0.500;2035.000
14670.00; 7.415;0.500;2037.000
14680.00; 7.420;0.500;2038.000
14690.00; 7.400;0.500;2039.000
14700.00; 7.425;0.500;2041.000
14710.00; 7.420;0.500;2042.000
14720.00; 7.425;0.500;2043.000
14730.00; 7.430;0.500;2045.000
14740.00; 7.420;0.500;2046.000
14750.00; 7.430;0.500;2047.000
14760.00; 7.425;0.500;2049.000
14770.00; 7.430;0.500;2051.000
14780.00; 7.440;0.500;2052.000
14790.00; 7.430;0.500;2054.000
14800.00; 7.440;0.500;2055.000
14810.00; 7.445;0.500;2056.000
14820.00; 7.455;0.500;2058.000
14830.00; 7.430;0.500;2059.000
14840.00; 7.440;0.500;2060.000
14850.00; 7.445;0.500;2062.000
14860.00; 7.445;0.500;2063.000
14870.00; 7.445;0.500;2064.000
14880.00; 7.445;0.500;2066.000
14890.00; 7.435;0.500;2067.000
14900.00; 7.460;0.500;2068.000
14910.00; 7.445;0.500;2070.000
14920.00; 7.455;0.500;2071.000
14930.00; 7.455;0.500;2072.000
14940.00; 7.455;0.500;2074.000
14950.00; 7.460;0.500;2076.000
14960.00; 7.455;0.500;2077.000
14970.00; 7.465;0.500;2079.000
14980.00; 7.460;0.500;2080.000
14990.00; 7.455;0.500;2081.000
15000.00; 7.470;0.500;2083.000
15010.00; 7.465;0.500;2084.000
15020.00; 7.455;0.500;2085.000
15030.00; 7.455;0.500;2087.000
15040.00; 7.465;0.500;2088.000
15050.00; 7.475;0.500;2089.000
15060.00; 7.455;0.500;2091.000
