AkkuMasterC4
Zeit [sec];Spannung [V];Strom [A];Ladung [mAh]
1090.00; 5.160;0.150;45.000
1100.00; 5.160;0.150;46.000
1110.00; 5.160;0.150;46.000
1120.00; 5.170;0.150;46.000
1130.00; 5.165;0.150;47.000
1140.00; 5.180;0.150;47.000
1150.00; 5.190;0.150;47.000
1160.00; 5.180;0.150;48.000
1170.00; 5.165;0.150;48.000
1180.00; 5.190;0.150;48.000
1190.00; 5.190;0.150;49.000
1200.00; 5.190;0.150;50.000
1210.00; 5.190;0.150;50.000
1220.00; 5.190;0.150;51.000
1230.00; 5.195;0.150;51.000
1240.00; 5.180;0.150;51.000
1250.00; 5.190;0.150;52.000
1260.00; 5.195;0.150;52.000
1270.00; 5.195;0.150;52.000
1280.00; 5.205;0.150;53.000
1290.00; 5.205;0.150;53.000
1300.00; 5.210;0.150;53.000
1310.00; 5.210;0.150;54.000
1320.00; 5.205;0.150;55.000
1330.00; 5.210;0.150;55.000
1340.00; 5.210;0.150;56.000
1350.00; 5.225;0.150;56.000
1360.00; 5.205;0.150;56.000
1370.00; 5.205;0.150;57.000
1380.00; 5.220;0.150;57.000
1390.00; 5.210;0.150;57.000
1400.00; 5.230;0.150;58.000
1410.00; 5.215;0.150;58.000
1420.00; 5.230;0.150;58.000
1430.00; 5.225;0.150;59.000
1440.00; 5.240;0.150;60.000
1450.00; 5.210;0.150;60.000
1460.00; 5.235;0.150;61.000
1470.00; 5.230;0.150;61.000
1480.00; 5.220;0.150;61.000
1490.00; 5.235;0.150;62.000
1500.00; 5.240;0.150;62.000
1510.00; 5.250;0.150;62.000
1520.00; 5.235;0.150;63.000
1530.00; 5.245;0.150;63.000
1540.00; 5.255;0.150;63.000
1550.00; 5.240;0.150;64.000
1560.00; 5.260;0.150;65.000
1570.00; 5.250;0.150;65.000
1580.00; 5.240;0.150;66.000
1590.00; 5.250;0.150;66.000
1600.00; 5.260;0.150;66.000
1610.00; 5.245;0.150;67.000
1620.00; 5.255;0.150;67.000
1630.00; 5.255;0.150;67.000
1640.00; 5.245;0.150;68.000
1650.00; 5.255;0.150;68.000
1660.00; 5.255;0.150;68.000
1670.00; 5.255;0.150;69.000
1680.00; 5.265;0.150;70.000
1690.00; 5.265;0.150;70.000
1700.00; 5.255;0.150;71.000
1710.00; 5.255;0.150;71.000
1720.00; 5.270;0.150;71.000
1730.00; 5.280;0.150;72.000
1740.00; 5.270;0.150;72.000
1750.00; 5.270;0.150;72.000
1760.00; 5.270;0.150;73.000
1770.00; 5.260;0.150;73.000
1780.00; 5.280;0.150;73.000
1790.00; 5.275;0.150;74.000
1800.00; 5.275;0.150;75.000
1810.00; 5.265;0.150;75.000
1820.00; 5.275;0.150;76.000
1830.00; 5.285;0.150;76.000
1840.00; 5.285;0.150;76.000
1850.00; 5.295;0.150;77.000
1860.00; 5.285;0.150;77.000
1870.00; 5.295;0.150;77.000
1880.00; 5.280;0.150;78.000
1890.00; 5.290;0.150;78.000
1900.00; 5.290;0.150;78.000
1910.00; 5.295;0.150;79.000
1920.00; 5.295;0.150;80.000
1930.00; 5.285;0.150;80.000
1940.00; 5.285;0.150;81.000
1950.00; 5.290;0.150;81.000
1960.00; 5.300;0.150;81.000
1970.00; 5.300;0.150;82.000
1980.00; 5.300;0.150;82.000
1990.00; 5.300;0.150;82.000
2000.00; 5.285;0.150;83.000
2010.00; 5.295;0.150;83.000
2020.00; 5.300;0.150;83.000
2030.00; 5.305;0.150;84.000
2040.00; 5.300;0.150;85.000
2050.00; 5.315;0.150;85.000
2060.00; 5.300;0.150;86.000
2070.00; 5.310;0.150;86.000
2080.00; 5.325;0.150;86.000
2090.00; 5.300;0.150;87.000
2100.00; 5.315;0.150;87.000
2110.00; 5.320;0.150;87.000
2120.00; 5.305;0.150;88.000
2130.00; 5.310;0.150;88.000
2140.00; 5.315;0.150;88.000
2150.00; 5.310;0.150;89.000
2160.00; 5.315;0.150;90.000
2170.00; 5.305;0.150;90.000
2180.00; 5.315;0.150;91.000
2190.00; 5.315;0.150;91.000
2200.00; 5.310;0.150;91.000
2210.00; 5.300;0.150;92.000
2220.00; 5.310;0.150;92.000
2230.00; 5.315;0.150;92.000
2240.00; 5.320;0.150;93.000
2250.00; 5.330;0.150;93.000
2260.00; 5.310;0.150;93.000
2270.00; 5.335;0.150;94.000
2280.00; 5.325;0.150;95.000
2290.00; 5.325;0.150;95.000
2300.00; 5.330;0.150;96.000
2310.00; 5.315;0.150;96.000
2320.00; 5.315;0.150;96.000
2330.00; 5.330;0.150;97.000
2340.00; 5.340;0.150;97.000
2350.00; 5.330;0.150;97.000
2360.00; 5.320;0.150;98.000
2370.00; 5.325;0.150;98.000
2380.00; 5.340;0.150;98.000
2390.00; 5.335;0.150;99.000
2400.00; 5.330;0.150;100.000
2410.00; 5.340;0.150;100.000
2420.00; 5.345;0.150;101.000
2430.00; 5.325;0.150;101.000
2440.00; 5.340;0.150;101.000
2450.00; 5.355;0.150;102.000
2460.00; 5.340;0.150;102.000
2470.00; 5.345;0.150;102.000
2480.00; 5.340;0.150;103.000
2490.00; 5.330;0.150;103.000
2500.00; 5.345;0.150;103.000
2510.00; 5.345;0.150;104.000
2520.00; 5.340;0.150;105.000
2530.00; 5.340;0.150;105.000
2540.00; 5.335;0.150;106.000
2550.00; 5.330;0.150;106.000
2560.00; 5.345;0.150;106.000
2570.00; 5.350;0.150;107.000
2580.00; 5.345;0.150;107.000
2590.00; 5.335;0.150;107.000
2600.00; 5.365;0.150;108.000
2610.00; 5.340;0.150;108.000
2620.00; 5.355;0.150;108.000
2630.00; 5.350;0.150;109.000
2640.00; 5.360;0.150;110.000
2650.00; 5.355;0.150;110.000
2660.00; 5.350;0.150;111.000
2670.00; 5.360;0.150;111.000
2680.00; 5.360;0.150;111.000
2690.00; 5.345;0.150;112.000
2700.00; 5.360;0.150;112.000
2710.00; 5.360;0.150;112.000
2720.00; 5.360;0.150;113.000
2730.00; 5.345;0.150;113.000
2740.00; 5.350;0.150;113.000
2750.00; 5.350;0.150;114.000
2760.00; 5.340;0.150;115.000
2770.00; 5.365;0.150;115.000
2780.00; 5.365;0.150;116.000
2790.00; 5.370;0.150;116.000
2800.00; 5.355;0.150;116.000
2810.00; 5.365;0.150;117.000
2820.00; 5.370;0.150;117.000
2830.00; 5.355;0.150;117.000
2840.00; 5.365;0.150;118.000
2850.00; 5.365;0.150;118.000
2860.00; 5.360;0.150;118.000
2870.00; 5.370;0.150;119.000
2880.00; 5.355;0.150;120.000
2890.00; 5.365;0.150;120.000
2900.00; 5.355;0.150;121.000
2910.00; 5.360;0.150;121.000
2920.00; 5.355;0.150;121.000
2930.00; 5.370;0.150;122.000
2940.00; 5.370;0.150;122.000
2950.00; 5.370;0.150;122.000
2960.00; 5.385;0.150;123.000
2970.00; 5.365;0.150;123.000
2980.00; 5.380;0.150;123.000
2990.00; 5.370;0.150;124.000
3000.00; 5.375;0.150;125.000
3010.00; 5.375;0.150;125.000
3020.00; 5.375;0.150;126.000
3030.00; 5.385;0.150;126.000
3040.00; 5.380;0.150;126.000
3050.00; 5.375;0.150;127.000
3060.00; 5.370;0.150;127.000
3070.00; 5.380;0.150;127.000
3080.00; 5.385;0.150;128.000
3090.00; 5.385;0.150;128.000
3100.00; 5.375;0.150;128.000
3110.00; 5.370;0.150;129.000
3120.00; 5.375;0.150;130.000
3130.00; 5.380;0.150;130.000
3140.00; 5.390;0.150;131.000
3150.00; 5.390;0.150;131.000
3160.00; 5.385;0.150;131.000
3170.00; 5.390;0.150;132.000
3180.00; 5.390;0.150;132.000
3190.00; 5.385;0.150;132.000
3200.00; 5.390;0.150;133.000
3210.00; 5.385;0.150;133.000
3220.00; 5.385;0.150;133.000
3230.00; 5.390;0.150;134.000
3240.00; 5.375;0.150;135.000
3250.00; 5.390;0.150;135.000
3260.00; 5.385;0.150;136.000
3270.00; 5.390;0.150;136.000
3280.00; 5.400;0.150;136.000
3290.00; 5.395;0.150;137.000
3300.00; 5.385;0.150;137.000
3310.00; 5.395;0.150;137.000
3320.00; 5.390;0.150;138.000
3330.00; 5.400;0.150;138.000
3340.00; 5.390;0.150;138.000
3350.00; 5.400;0.150;139.000
3360.00; 5.395;0.150;140.000
3370.00; 5.400;0.150;140.000
3380.00; 5.395;0.150;141.000
3390.00; 5.385;0.150;141.000
3400.00; 5.400;0.150;141.000
3410.00; 5.390;0.150;142.000
3420.00; 5.390;0.150;142.000
3430.00; 5.390;0.150;142.000
3440.00; 5.410;0.150;143.000
3450.00; 5.395;0.150;143.000
3460.00; 5.395;0.150;143.000
3470.00; 5.405;0.150;144.000
3480.00; 5.405;0.150;145.000
3490.00; 5.405;0.150;145.000
3500.00; 5.400;0.150;146.000
3510.00; 5.400;0.150;146.000
3520.00; 5.405;0.150;146.000
3530.00; 5.405;0.150;147.000
3540.00; 5.405;0.150;147.000
3550.00; 5.405;0.150;147.000
3560.00; 5.400;0.150;148.000
3570.00; 5.420;0.150;148.000
3580.00; 5.405;0.150;148.000
3590.00; 5.395;0.150;149.000
3600.00; 5.400;0.150;150.000
3610.00; 5.400;0.150;150.000
3620.00; 5.405;0.150;151.000
3630.00; 5.410;0.150;151.000
3640.00; 5.415;0.150;151.000
3650.00; 5.410;0.150;152.000
3660.00; 5.400;0.150;152.000
3670.00; 5.405;0.150;152.000
3680.00; 5.415;0.150;153.000
3690.00; 5.400;0.150;153.000
3700.00; 5.420;0.150;153.000
3710.00; 5.410;0.150;154.000
3720.00; 5.405;0.150;155.000
3730.00; 5.410;0.150;155.000
3740.00; 5.415;0.150;156.000
3750.00; 5.405;0.150;156.000
3760.00; 5.410;0.150;156.000
3770.00; 5.415;0.150;157.000
3780.00; 5.420;0.150;157.000
3790.00; 5.415;0.150;157.000
3800.00; 5.415;0.150;158.000
3810.00; 5.410;0.150;158.000
3820.00; 5.420;0.150;158.000
3830.00; 5.415;0.150;159.000
3840.00; 5.400;0.150;160.000
3850.00; 5.415;0.150;160.000
3860.00; 5.415;0.150;161.000
3870.00; 5.415;0.150;161.000
3880.00; 5.410;0.150;161.000
3890.00; 5.425;0.150;162.000
3900.00; 5.420;0.150;162.000
3910.00; 5.415;0.150;162.000
3920.00; 5.420;0.150;163.000
3930.00; 5.415;0.150;163.000
3940.00; 5.410;0.150;163.000
3950.00; 5.420;0.150;164.000
3960.00; 5.430;0.150;165.000
3970.00; 5.410;0.150;165.000
3980.00; 5.425;0.150;166.000
3990.00; 5.415;0.150;166.000
4000.00; 5.420;0.150;166.000
4010.00; 5.430;0.150;167.000
4020.00; 5.420;0.150;167.000
4030.00; 5.430;0.150;167.000
4040.00; 5.430;0.150;168.000
4050.00; 5.415;0.150;168.000
4060.00; 5.430;0.150;168.000
4070.00; 5.425;0.150;169.000
4080.00; 5.425;0.150;170.000
4090.00; 5.410;0.150;170.000
4100.00; 5.420;0.150;171.000
4110.00; 5.430;0.150;171.000
4120.00; 5.420;0.150;171.000
4130.00; 5.430;0.150;172.000
4140.00; 5.425;0.150;172.000
4150.00; 5.430;0.150;172.000
4160.00; 5.420;0.150;173.000
4170.00; 5.435;0.150;173.000
4180.00; 5.435;0.150;173.000
4190.00; 5.425;0.150;174.000
4200.00; 5.430;0.150;175.000
4210.00; 5.435;0.150;175.000
4220.00; 5.415;0.150;176.000
4230.00; 5.435;0.150;176.000
4240.00; 5.450;0.150;176.000
4250.00; 5.435;0.150;177.000
4260.00; 5.435;0.150;177.000
4270.00; 5.440;0.150;177.000
4280.00; 5.430;0.150;178.000
4290.00; 5.435;0.150;178.000
4300.00; 5.430;0.150;178.000
4310.00; 5.435;0.150;179.000
4320.00; 5.435;0.150;180.000
4330.00; 5.440;0.150;180.000
4340.00; 5.435;0.150;181.000
4350.00; 5.435;0.150;181.000
4360.00; 5.440;0.150;181.000
4370.00; 5.445;0.150;182.000
4380.00; 5.435;0.150;182.000
4390.00; 5.445;0.150;182.000
4400.00; 5.435;0.150;183.000
4410.00; 5.420;0.150;183.000
4420.00; 5.440;0.150;183.000
4430.00; 5.435;0.150;184.000
4440.00; 5.435;0.150;185.000
4450.00; 5.445;0.150;185.000
4460.00; 5.440;0.150;186.000
4470.00; 5.430;0.150;186.000
4480.00; 5.445;0.150;186.000
4490.00; 5.435;0.150;187.000
4500.00; 5.445;0.150;187.000
4510.00; 5.435;0.150;187.000
4520.00; 5.440;0.150;188.000
4530.00; 5.440;0.150;188.000
4540.00; 5.445;0.150;188.000
4550.00; 5.440;0.150;189.000
4560.00; 5.445;0.150;190.000
4570.00; 5.435;0.150;190.000
4580.00; 5.425;0.150;191.000
4590.00; 5.450;0.150;191.000
4600.00; 5.440;0.150;191.000
4610.00; 5.440;0.150;192.000
4620.00; 5.460;0.150;192.000
4630.00; 5.450;0.150;192.000
4640.00; 5.450;0.150;193.000
4650.00; 5.445;0.150;193.000
4660.00; 5.440;0.150;193.000
4670.00; 5.445;0.150;194.000
4680.00; 5.450;0.150;195.000
4690.00; 5.445;0.150;195.000
4700.00; 5.445;0.150;196.000
4710.00; 5.450;0.150;196.000
4720.00; 5.455;0.150;196.000
4730.00; 5.450;0.150;197.000
4740.00; 5.460;0.150;197.000
4750.00; 5.450;0.150;197.000
4760.00; 5.460;0.150;198.000
4770.00; 5.445;0.150;198.000
4780.00; 5.440;0.150;198.000
4790.00; 5.450;0.150;199.000
4800.00; 5.445;0.150;200.000
4810.00; 5.445;0.150;200.000
4820.00; 5.450;0.150;201.000
4830.00; 5.460;0.150;201.000
4840.00; 5.450;0.150;201.000
4850.00; 5.455;0.150;202.000
4860.00; 5.460;0.150;202.000
4870.00; 5.450;0.150;202.000
4880.00; 5.455;0.150;203.000
4890.00; 5.455;0.150;203.000
4900.00; 5.445;0.150;203.000
4910.00; 5.450;0.150;204.000
4920.00; 5.450;0.150;205.000
4930.00; 5.460;0.150;205.000
4940.00; 5.450;0.150;206.000
4950.00; 5.460;0.150;206.000
4960.00; 5.450;0.150;206.000
4970.00; 5.460;0.150;207.000
4980.00; 5.465;0.150;207.000
4990.00; 5.445;0.150;207.000
5000.00; 5.465;0.150;208.000
5010.00; 5.450;0.150;208.000
5020.00; 5.445;0.150;208.000
5030.00; 5.470;0.150;209.000
5040.00; 5.465;0.150;210.000
5050.00; 5.455;0.150;210.000
5060.00; 5.460;0.150;211.000
5070.00; 5.455;0.150;211.000
5080.00; 5.460;0.150;211.000
5090.00; 5.475;0.150;212.000
5100.00; 5.455;0.150;212.000
5110.00; 5.465;0.150;212.000
5120.00; 5.460;0.150;213.000
5130.00; 5.450;0.150;213.000
5140.00; 5.460;0.150;213.000
5150.00; 5.465;0.150;214.000
5160.00; 5.450;0.150;215.000
5170.00; 5.445;0.150;215.000
5180.00; 5.465;0.150;216.000
5190.00; 5.475;0.150;216.000
5200.00; 5.465;0.150;216.000
5210.00; 5.460;0.150;217.000
5220.00; 5.460;0.150;217.000
5230.00; 5.460;0.150;217.000
5240.00; 5.450;0.150;218.000
5250.00; 5.470;0.150;218.000
5260.00; 5.475;0.150;218.000
5270.00; 5.460;0.150;219.000
5280.00; 5.470;0.150;220.000
5290.00; 5.475;0.150;220.000
5300.00; 5.450;0.150;221.000
5310.00; 5.470;0.150;221.000
5320.00; 5.465;0.150;221.000
5330.00; 5.465;0.150;222.000
5340.00; 5.460;0.150;222.000
5350.00; 5.465;0.150;222.000
5360.00; 5.465;0.150;223.000
5370.00; 5.475;0.150;223.000
5380.00; 5.475;0.150;223.000
5390.00; 5.465;0.150;224.000
5400.00; 5.475;0.150;225.000
5410.00; 5.475;0.150;225.000
5420.00; 5.490;0.150;226.000
5430.00; 5.485;0.150;226.000
5440.00; 5.460;0.150;226.000
5450.00; 5.465;0.150;227.000
5460.00; 5.475;0.150;227.000
5470.00; 5.460;0.150;227.000
5480.00; 5.465;0.150;228.000
5490.00; 5.475;0.150;228.000
5500.00; 5.470;0.150;228.000
5510.00; 5.480;0.150;229.000
5520.00; 5.475;0.150;230.000
5530.00; 5.475;0.150;230.000
5540.00; 5.460;0.150;231.000
5550.00; 5.470;0.150;231.000
5560.00; 5.470;0.150;231.000
5570.00; 5.480;0.150;232.000
5580.00; 5.485;0.150;232.000
5590.00; 5.470;0.150;232.000
5600.00; 5.475;0.150;233.000
5610.00; 5.480;0.150;233.000
5620.00; 5.475;0.150;233.000
5630.00; 5.480;0.150;234.000
5640.00; 5.490;0.150;235.000
5650.00; 5.465;0.150;235.000
5660.00; 5.460;0.150;236.000
5670.00; 5.475;0.150;236.000
5680.00; 5.495;0.150;236.000
5690.00; 5.485;0.150;237.000
5700.00; 5.475;0.150;237.000
5710.00; 5.485;0.150;237.000
5720.00; 5.475;0.150;238.000
5730.00; 5.480;0.150;238.000
5740.00; 5.470;0.150;238.000
5750.00; 5.485;0.150;239.000
5760.00; 5.485;0.150;240.000
5770.00; 5.480;0.150;240.000
5780.00; 5.485;0.150;241.000
5790.00; 5.490;0.150;241.000
5800.00; 5.495;0.150;241.000
5810.00; 5.485;0.150;242.000
5820.00; 5.485;0.150;242.000
5830.00; 5.480;0.150;242.000
5840.00; 5.480;0.150;243.000
5850.00; 5.495;0.150;243.000
5860.00; 5.485;0.150;243.000
5870.00; 5.480;0.150;244.000
5880.00; 5.485;0.150;245.000
5890.00; 5.490;0.150;245.000
5900.00; 5.480;0.150;246.000
5910.00; 5.480;0.150;246.000
5920.00; 5.480;0.150;246.000
5930.00; 5.480;0.150;247.000
5940.00; 5.475;0.150;247.000
5950.00; 5.500;0.150;247.000
5960.00; 5.480;0.150;248.000
5970.00; 5.485;0.150;248.000
5980.00; 5.485;0.150;248.000
5990.00; 5.490;0.150;249.000
6000.00; 5.490;0.150;250.000
6010.00; 5.490;0.150;250.000
6020.00; 5.495;0.150;251.000
6030.00; 5.480;0.150;251.000
6040.00; 5.485;0.150;251.000
6050.00; 5.490;0.150;252.000
6060.00; 5.495;0.150;252.000
6070.00; 5.485;0.150;252.000
6080.00; 5.485;0.150;253.000
6090.00; 5.495;0.150;253.000
6100.00; 5.480;0.150;253.000
6110.00; 5.480;0.150;254.000
6120.00; 5.500;0.150;255.000
6130.00; 5.485;0.150;255.000
6140.00; 5.490;0.150;256.000
6150.00; 5.495;0.150;256.000
6160.00; 5.505;0.150;256.000
6170.00; 5.480;0.150;257.000
6180.00; 5.480;0.150;257.000
6190.00; 5.490;0.150;257.000
6200.00; 5.490;0.150;258.000
6210.00; 5.500;0.150;258.000
6220.00; 5.495;0.150;258.000
6230.00; 5.495;0.150;259.000
6240.00; 5.490;0.150;260.000
6250.00; 5.485;0.150;260.000
6260.00; 5.490;0.150;261.000
6270.00; 5.490;0.150;261.000
6280.00; 5.495;0.150;261.000
6290.00; 5.475;0.150;262.000
6300.00; 5.500;0.150;262.000
6310.00; 5.500;0.150;262.000
6320.00; 5.510;0.150;263.000
6330.00; 5.500;0.150;263.000
6340.00; 5.495;0.150;263.000
6350.00; 5.490;0.150;264.000
6360.00; 5.500;0.150;265.000
6370.00; 5.505;0.150;265.000
6380.00; 5.495;0.150;266.000
6390.00; 5.505;0.150;266.000
6400.00; 5.510;0.150;266.000
6410.00; 5.500;0.150;267.000
6420.00; 5.505;0.150;267.000
6430.00; 5.505;0.150;267.000
6440.00; 5.485;0.150;268.000
6450.00; 5.495;0.150;268.000
6460.00; 5.495;0.150;268.000
6470.00; 5.520;0.150;269.000
6480.00; 5.490;0.150;270.000
6490.00; 5.510;0.150;270.000
6500.00; 5.495;0.150;271.000
6510.00; 5.510;0.150;271.000
6520.00; 5.505;0.150;271.000
6530.00; 5.510;0.150;272.000
6540.00; 5.505;0.150;272.000
6550.00; 5.510;0.150;272.000
6560.00; 5.520;0.150;273.000
6570.00; 5.510;0.150;273.000
6580.00; 5.510;0.150;273.000
6590.00; 5.510;0.150;274.000
6600.00; 5.505;0.150;275.000
6610.00; 5.510;0.150;275.000
6620.00; 5.505;0.150;276.000
6630.00; 5.500;0.150;276.000
6640.00; 5.520;0.150;276.000
6650.00; 5.500;0.150;277.000
6660.00; 5.510;0.150;277.000
6670.00; 5.500;0.150;277.000
6680.00; 5.495;0.150;278.000
6690.00; 5.505;0.150;278.000
6700.00; 5.475;0.150;278.000
6710.00; 5.505;0.150;279.000
6720.00; 5.505;0.150;280.000
6730.00; 5.520;0.150;280.000
6740.00; 5.505;0.150;281.000
6750.00; 5.510;0.150;281.000
6760.00; 5.510;0.150;281.000
6770.00; 5.510;0.150;282.000
6780.00; 5.505;0.150;282.000
6790.00; 5.505;0.150;282.000
6800.00; 5.505;0.150;283.000
6810.00; 5.505;0.150;283.000
6820.00; 5.495;0.150;283.000
6830.00; 5.510;0.150;284.000
6840.00; 5.510;0.150;285.000
6850.00; 5.505;0.150;285.000
6860.00; 5.510;0.150;286.000
6870.00; 5.510;0.150;286.000
6880.00; 5.505;0.150;286.000
6890.00; 5.520;0.150;287.000
6900.00; 5.510;0.150;287.000
6910.00; 5.495;0.150;287.000
6920.00; 5.510;0.150;288.000
6930.00; 5.505;0.150;288.000
6940.00; 5.525;0.150;288.000
6950.00; 5.535;0.150;289.000
6960.00; 5.515;0.150;290.000
6970.00; 5.520;0.150;290.000
6980.00; 5.510;0.150;291.000
6990.00; 5.520;0.150;291.000
7000.00; 5.505;0.150;291.000
7010.00; 5.515;0.150;292.000
7020.00; 5.520;0.150;292.000
7030.00; 5.510;0.150;292.000
7040.00; 5.510;0.150;293.000
7050.00; 5.505;0.150;293.000
7060.00; 5.515;0.150;293.000
7070.00; 5.525;0.150;294.000
7080.00; 5.515;0.150;295.000
7090.00; 5.515;0.150;295.000
7100.00; 5.510;0.150;296.000
7110.00; 5.510;0.150;296.000
7120.00; 5.500;0.150;296.000
7130.00; 5.510;0.150;297.000
7140.00; 5.515;0.150;297.000
7150.00; 5.515;0.150;297.000
7160.00; 5.520;0.150;298.000
7170.00; 5.525;0.150;298.000
7180.00; 5.510;0.150;298.000
7190.00; 5.505;0.150;299.000
7200.00; 5.520;0.150;300.000
7210.00; 5.505;0.150;300.000
7220.00; 5.530;0.150;301.000
7230.00; 5.520;0.150;301.000
7240.00; 5.520;0.150;301.000
7250.00; 5.525;0.150;302.000
7260.00; 5.520;0.150;302.000
7270.00; 5.525;0.150;302.000
7280.00; 5.520;0.150;303.000
7290.00; 5.505;0.150;303.000
7300.00; 5.525;0.150;303.000
7310.00; 5.525;0.150;304.000
7320.00; 5.525;0.150;305.000
7330.00; 5.510;0.150;305.000
7340.00; 5.510;0.150;306.000
7350.00; 5.535;0.150;306.000
7360.00; 5.525;0.150;306.000
7370.00; 5.525;0.150;307.000
7380.00; 5.515;0.150;307.000
7390.00; 5.510;0.150;307.000
7400.00; 5.520;0.150;308.000
7410.00; 5.525;0.150;308.000
7420.00; 5.520;0.150;308.000
7430.00; 5.510;0.150;309.000
7440.00; 5.520;0.150;310.000
7450.00; 5.525;0.150;310.000
7460.00; 5.520;0.150;311.000
7470.00; 5.525;0.150;311.000
7480.00; 5.520;0.150;311.000
7490.00; 5.510;0.150;312.000
7500.00; 5.500;0.150;312.000
7510.00; 5.525;0.150;312.000
7520.00; 5.525;0.150;313.000
7530.00; 5.535;0.150;313.000
7540.00; 5.520;0.150;313.000
7550.00; 5.540;0.150;314.000
7560.00; 5.530;0.150;315.000
7570.00; 5.520;0.150;315.000
7580.00; 5.520;0.150;316.000
7590.00; 5.520;0.150;316.000
7600.00; 5.520;0.150;316.000
7610.00; 5.545;0.150;317.000
7620.00; 5.535;0.150;317.000
7630.00; 5.530;0.150;317.000
7640.00; 5.525;0.150;318.000
7650.00; 5.530;0.150;318.000
7660.00; 5.525;0.150;318.000
7670.00; 5.520;0.150;319.000
7680.00; 5.520;0.150;320.000
7690.00; 5.525;0.150;320.000
7700.00; 5.535;0.150;321.000
7710.00; 5.525;0.150;321.000
7720.00; 5.525;0.150;321.000
7730.00; 5.510;0.150;322.000
7740.00; 5.535;0.150;322.000
7750.00; 5.515;0.150;322.000
7760.00; 5.530;0.150;323.000
7770.00; 5.525;0.150;323.000
