AkkuMasterC4
Zeit [sec];Spannung [V];Strom [A];Ladung [mAh]
7780.00; 5.540;0.150;323.000
7790.00; 5.515;0.150;324.000
7800.00; 5.535;0.150;325.000
7810.00; 5.530;0.150;325.000
7820.00; 5.525;0.150;326.000
7830.00; 5.535;0.150;326.000
7840.00; 5.530;0.150;326.000
7850.00; 5.540;0.150;327.000
7860.00; 5.520;0.150;327.000
7870.00; 5.525;0.150;327.000
7880.00; 5.525;0.150;328.000
7890.00; 5.520;0.150;328.000
7900.00; 5.535;0.150;328.000
7910.00; 5.530;0.150;329.000
7920.00; 5.545;0.150;330.000
7930.00; 5.535;0.150;330.000
7940.00; 5.535;0.150;331.000
7950.00; 5.540;0.150;331.000
7960.00; 5.525;0.150;331.000
7970.00; 5.535;0.150;332.000
7980.00; 5.540;0.150;332.000
7990.00; 5.525;0.150;332.000
8000.00; 5.540;0.150;333.000
8010.00; 5.530;0.150;333.000
8020.00; 5.540;0.150;333.000
8030.00; 5.550;0.150;334.000
8040.00; 5.525;0.150;335.000
8050.00; 5.540;0.150;335.000
8060.00; 5.540;0.150;336.000
8070.00; 5.525;0.150;336.000
8080.00; 5.535;0.150;336.000
8090.00; 5.525;0.150;337.000
8100.00; 5.530;0.150;337.000
8110.00; 5.535;0.150;337.000
8120.00; 5.535;0.150;338.000
8130.00; 5.540;0.150;338.000
8140.00; 5.535;0.150;338.000
8150.00; 5.535;0.150;339.000
8160.00; 5.530;0.150;340.000
8170.00; 5.530;0.150;340.000
8180.00; 5.540;0.150;341.000
8190.00; 5.540;0.150;341.000
8200.00; 5.540;0.150;341.000
8210.00; 5.540;0.150;342.000
8220.00; 5.530;0.150;342.000
8230.00; 5.535;0.150;342.000
8240.00; 5.540;0.150;343.000
8250.00; 5.530;0.150;343.000
8260.00; 5.530;0.150;343.000
8270.00; 5.550;0.150;344.000
8280.00; 5.535;0.150;345.000
8290.00; 5.525;0.150;345.000
8300.00; 5.535;0.150;346.000
8310.00; 5.525;0.150;346.000
8320.00; 5.540;0.150;346.000
8330.00; 5.535;0.150;347.000
8340.00; 5.545;0.150;347.000
8350.00; 5.540;0.150;347.000
8360.00; 5.535;0.150;348.000
8370.00; 5.545;0.150;348.000
8380.00; 5.540;0.150;348.000
8390.00; 5.550;0.150;349.000
8400.00; 5.550;0.150;350.000
8410.00; 5.530;0.150;350.000
8420.00; 5.520;0.150;351.000
8430.00; 5.530;0.150;351.000
8440.00; 5.550;0.150;351.000
8450.00; 5.545;0.150;352.000
8460.00; 5.535;0.150;352.000
8470.00; 5.525;0.150;352.000
8480.00; 5.540;0.150;353.000
8490.00; 5.535;0.150;353.000
8500.00; 5.540;0.150;353.000
8510.00; 5.550;0.150;354.000
8520.00; 5.545;0.150;355.000
8530.00; 5.540;0.150;355.000
8540.00; 5.550;0.150;356.000
8550.00; 5.540;0.150;356.000
8560.00; 5.535;0.150;356.000
8570.00; 5.555;0.150;357.000
8580.00; 5.550;0.150;357.000
8590.00; 5.550;0.150;357.000
8600.00; 5.535;0.150;358.000
8610.00; 5.545;0.150;358.000
8620.00; 5.545;0.150;358.000
8630.00; 5.545;0.150;359.000
8640.00; 5.540;0.150;360.000
8650.00; 5.555;0.150;360.000
8660.00; 5.550;0.150;361.000
8670.00; 5.550;0.150;361.000
8680.00; 5.550;0.150;361.000
8690.00; 5.540;0.150;362.000
8700.00; 5.535;0.150;362.000
8710.00; 5.550;0.150;362.000
8720.00; 5.560;0.150;363.000
8730.00; 5.540;0.150;363.000
8740.00; 5.550;0.150;363.000
8750.00; 5.550;0.150;364.000
8760.00; 5.545;0.150;365.000
8770.00; 5.550;0.150;365.000
8780.00; 5.525;0.150;366.000
8790.00; 5.555;0.150;366.000
8800.00; 5.545;0.150;366.000
8810.00; 5.550;0.150;367.000
8820.00; 5.550;0.150;367.000
8830.00; 5.530;0.150;367.000
8840.00; 5.550;0.150;368.000
8850.00; 5.555;0.150;368.000
8860.00; 5.540;0.150;368.000
8870.00; 5.535;0.150;369.000
8880.00; 5.555;0.150;370.000
8890.00; 5.550;0.150;370.000
8900.00; 5.540;0.150;371.000
8910.00; 5.530;0.150;371.000
8920.00; 5.535;0.150;371.000
8930.00; 5.555;0.150;372.000
8940.00; 5.545;0.150;372.000
8950.00; 5.540;0.150;372.000
8960.00; 5.540;0.150;373.000
8970.00; 5.565;0.150;373.000
8980.00; 5.550;0.150;373.000
8990.00; 5.560;0.150;374.000
9000.00; 5.545;0.150;375.000
9010.00; 5.535;0.150;375.000
9020.00; 5.550;0.150;376.000
9030.00; 5.545;0.150;376.000
9040.00; 5.540;0.150;376.000
9050.00; 5.560;0.150;377.000
9060.00; 5.555;0.150;377.000
9070.00; 5.550;0.150;377.000
9080.00; 5.560;0.150;378.000
9090.00; 5.555;0.150;378.000
9100.00; 5.545;0.150;378.000
9110.00; 5.540;0.150;379.000
9120.00; 5.555;0.150;380.000
9130.00; 5.545;0.150;380.000
9140.00; 5.540;0.150;381.000
9150.00; 5.555;0.150;381.000
9160.00; 5.540;0.150;381.000
9170.00; 5.555;0.150;382.000
9180.00; 5.555;0.150;382.000
9190.00; 5.545;0.150;382.000
9200.00; 5.550;0.150;383.000
9210.00; 5.555;0.150;383.000
9220.00; 5.550;0.150;383.000
9230.00; 5.555;0.150;384.000
9240.00; 5.550;0.150;385.000
9250.00; 5.555;0.150;385.000
9260.00; 5.540;0.150;386.000
9270.00; 5.555;0.150;386.000
9280.00; 5.565;0.150;386.000
9290.00; 5.550;0.150;387.000
9300.00; 5.545;0.150;387.000
9310.00; 5.550;0.150;387.000
9320.00; 5.540;0.150;388.000
9330.00; 5.555;0.150;388.000
9340.00; 5.550;0.150;388.000
9350.00; 5.555;0.150;389.000
9360.00; 5.555;0.150;390.000
9370.00; 5.555;0.150;390.000
9380.00; 5.560;0.150;391.000
9390.00; 5.560;0.150;391.000
9400.00; 5.565;0.150;391.000
9410.00; 5.565;0.150;392.000
9420.00; 5.560;0.150;392.000
9430.00; 5.565;0.150;392.000
9440.00; 5.555;0.150;393.000
9450.00; 5.535;0.150;393.000
9460.00; 5.560;0.150;393.000
9470.00; 5.565;0.150;394.000
9480.00; 5.565;0.150;395.000
9490.00; 5.550;0.150;395.000
9500.00; 5.550;0.150;396.000
9510.00; 5.555;0.150;396.000
9520.00; 5.565;0.150;396.000
9530.00; 5.565;0.150;397.000
9540.00; 5.540;0.150;397.000
9550.00; 5.560;0.150;397.000
9560.00; 5.565;0.150;398.000
9570.00; 5.565;0.150;398.000
9580.00; 5.555;0.150;398.000
9590.00; 5.545;0.150;399.000
9600.00; 5.565;0.150;400.000
9610.00; 5.565;0.150;400.000
9620.00; 5.550;0.150;401.000
9630.00; 5.565;0.150;401.000
9640.00; 5.555;0.150;401.000
9650.00; 5.550;0.150;402.000
9660.00; 5.550;0.150;402.000
9670.00; 5.565;0.150;402.000
9680.00; 5.555;0.150;403.000
9690.00; 5.570;0.150;403.000
9700.00; 5.570;0.150;403.000
9710.00; 5.570;0.150;404.000
9720.00; 5.560;0.150;405.000
9730.00; 5.565;0.150;405.000
9740.00; 5.565;0.150;406.000
9750.00; 5.560;0.150;406.000
9760.00; 5.565;0.150;406.000
9770.00; 5.550;0.150;407.000
9780.00; 5.570;0.150;407.000
9790.00; 5.570;0.150;407.000
9800.00; 5.550;0.150;408.000
9810.00; 5.555;0.150;408.000
9820.00; 5.570;0.150;408.000
9830.00; 5.565;0.150;409.000
9840.00; 5.540;0.150;410.000
9850.00; 5.550;0.150;410.000
9860.00; 5.570;0.150;411.000
9870.00; 5.570;0.150;411.000
9880.00; 5.560;0.150;411.000
9890.00; 5.565;0.150;412.000
9900.00; 5.570;0.150;412.000
9910.00; 5.565;0.150;412.000
9920.00; 5.565;0.150;413.000
9930.00; 5.565;0.150;413.000
9940.00; 5.570;0.150;413.000
9950.00; 5.550;0.150;414.000
9960.00; 5.565;0.150;415.000
9970.00; 5.565;0.150;415.000
9980.00; 5.575;0.150;416.000
9990.00; 5.575;0.150;416.000
10000.00; 5.570;0.150;416.000
10010.00; 5.565;0.150;417.000
10020.00; 5.580;0.150;417.000
10030.00; 5.575;0.150;417.000
10040.00; 5.570;0.150;418.000
10050.00; 5.570;0.150;418.000
10060.00; 5.565;0.150;418.000
10070.00; 5.570;0.150;419.000
10080.00; 5.565;0.150;420.000
10090.00; 5.565;0.150;420.000
10100.00; 5.575;0.150;421.000
10110.00; 5.570;0.150;421.000
10120.00; 5.570;0.150;421.000
10130.00; 5.560;0.150;422.000
10140.00; 5.565;0.150;422.000
10150.00; 5.580;0.150;422.000
10160.00; 5.565;0.150;423.000
10170.00; 5.580;0.150;423.000
10180.00; 5.570;0.150;423.000
10190.00; 5.580;0.150;424.000
10200.00; 5.550;0.150;425.000
10210.00; 5.580;0.150;425.000
10220.00; 5.570;0.150;426.000
10230.00; 5.565;0.150;426.000
10240.00; 5.570;0.150;426.000
10250.00; 5.570;0.150;427.000
10260.00; 5.560;0.150;427.000
10270.00; 5.575;0.150;427.000
10280.00; 5.580;0.150;428.000
10290.00; 5.570;0.150;428.000
10300.00; 5.570;0.150;428.000
10310.00; 5.585;0.150;429.000
10320.00; 5.590;0.150;430.000
10330.00; 5.580;0.150;430.000
10340.00; 5.565;0.150;431.000
10350.00; 5.580;0.150;431.000
10360.00; 5.570;0.150;431.000
10370.00; 5.580;0.150;432.000
10380.00; 5.565;0.150;432.000
10390.00; 5.570;0.150;432.000
10400.00; 5.575;0.150;433.000
10410.00; 5.565;0.150;433.000
10420.00; 5.570;0.150;433.000
10430.00; 5.570;0.150;434.000
10440.00; 5.585;0.150;435.000
10450.00; 5.570;0.150;435.000
10460.00; 5.585;0.150;436.000
10470.00; 5.580;0.150;436.000
10480.00; 5.580;0.150;436.000
10490.00; 5.570;0.150;437.000
10500.00; 5.575;0.150;437.000
10510.00; 5.580;0.150;437.000
10520.00; 5.570;0.150;438.000
10530.00; 5.595;0.150;438.000
10540.00; 5.565;0.150;438.000
10550.00; 5.580;0.150;439.000
10560.00; 5.555;0.150;440.000
10570.00; 5.580;0.150;440.000
10580.00; 5.580;0.150;441.000
10590.00; 5.580;0.150;441.000
10600.00; 5.580;0.150;441.000
10610.00; 5.585;0.150;442.000
10620.00; 5.570;0.150;442.000
10630.00; 5.585;0.150;442.000
10640.00; 5.575;0.150;443.000
10650.00; 5.570;0.150;443.000
10660.00; 5.585;0.150;443.000
10670.00; 5.580;0.150;444.000
10680.00; 5.580;0.150;445.000
10690.00; 5.580;0.150;445.000
10700.00; 5.575;0.150;446.000
10710.00; 5.580;0.150;446.000
10720.00; 5.570;0.150;446.000
10730.00; 5.580;0.150;447.000
10740.00; 5.570;0.150;447.000
10750.00; 5.570;0.150;447.000
10760.00; 5.580;0.150;448.000
10770.00; 5.570;0.150;448.000
10780.00; 5.575;0.150;448.000
10790.00; 5.570;0.150;449.000
10800.00; 5.585;0.150;450.000
10810.00; 5.580;0.150;450.000
10820.00; 5.580;0.150;451.000
10830.00; 5.580;0.150;451.000
10840.00; 5.570;0.150;451.000
10850.00; 5.585;0.150;452.000
10860.00; 5.580;0.150;452.000
10870.00; 5.585;0.150;452.000
10880.00; 5.580;0.150;453.000
10890.00; 5.575;0.150;453.000
10900.00; 5.580;0.150;453.000
10910.00; 5.580;0.150;454.000
10920.00; 5.585;0.150;455.000
10930.00; 5.580;0.150;455.000
10940.00; 5.580;0.150;456.000
10950.00; 5.585;0.150;456.000
10960.00; 5.580;0.150;456.000
10970.00; 5.595;0.150;457.000
10980.00; 5.570;0.150;457.000
10990.00; 5.580;0.150;457.000
11000.00; 5.590;0.150;458.000
11010.00; 5.570;0.150;458.000
11020.00; 5.600;0.150;458.000
11030.00; 5.590;0.150;459.000
11040.00; 5.575;0.150;460.000
11050.00; 5.570;0.150;460.000
11060.00; 5.585;0.150;461.000
11070.00; 5.575;0.150;461.000
11080.00; 5.580;0.150;461.000
11090.00; 5.580;0.150;462.000
11100.00; 5.580;0.150;462.000
11110.00; 5.585;0.150;462.000
11120.00; 5.585;0.150;463.000
11130.00; 5.570;0.150;463.000
11140.00; 5.585;0.150;463.000
11150.00; 5.580;0.150;464.000
11160.00; 5.595;0.150;465.000
11170.00; 5.585;0.150;465.000
11180.00; 5.590;0.150;466.000
11190.00; 5.575;0.150;466.000
11200.00; 5.570;0.150;466.000
11210.00; 5.585;0.150;467.000
11220.00; 5.590;0.150;467.000
11230.00; 5.585;0.150;467.000
11240.00; 5.590;0.150;468.000
11250.00; 5.580;0.150;468.000
11260.00; 5.590;0.150;468.000
11270.00; 5.585;0.150;469.000
11280.00; 5.585;0.150;470.000
11290.00; 5.575;0.150;470.000
11300.00; 5.580;0.150;471.000
11310.00; 5.600;0.150;471.000
11320.00; 5.585;0.150;471.000
11330.00; 5.580;0.150;472.000
11340.00; 5.590;0.150;472.000
11350.00; 5.585;0.150;472.000
11360.00; 5.575;0.150;473.000
11370.00; 5.585;0.150;473.000
11380.00; 5.590;0.150;473.000
11390.00; 5.585;0.150;474.000
11400.00; 5.575;0.150;475.000
11410.00; 5.595;0.150;475.000
11420.00; 5.580;0.150;476.000
11430.00; 5.585;0.150;476.000
11440.00; 5.585;0.150;476.000
11450.00; 5.590;0.150;477.000
11460.00; 5.590;0.150;477.000
11470.00; 5.570;0.150;477.000
11480.00; 5.600;0.150;478.000
11490.00; 5.580;0.150;478.000
11500.00; 5.595;0.150;478.000
11510.00; 5.585;0.150;479.000
11520.00; 5.570;0.150;480.000
11530.00; 5.595;0.150;480.000
11540.00; 5.600;0.150;481.000
11550.00; 5.595;0.150;481.000
11560.00; 5.580;0.150;481.000
11570.00; 5.600;0.150;482.000
11580.00; 5.595;0.150;482.000
11590.00; 5.590;0.150;482.000
11600.00; 5.595;0.150;483.000
11610.00; 5.570;0.150;483.000
11620.00; 5.585;0.150;483.000
11630.00; 5.600;0.150;484.000
11640.00; 5.595;0.150;485.000
11650.00; 5.600;0.150;485.000
11660.00; 5.590;0.150;486.000
11670.00; 5.590;0.150;486.000
11680.00; 5.610;0.150;486.000
11690.00; 5.580;0.150;487.000
11700.00; 5.590;0.150;487.000
11710.00; 5.600;0.150;487.000
11720.00; 5.600;0.150;488.000
11730.00; 5.595;0.150;488.000
11740.00; 5.595;0.150;488.000
11750.00; 5.585;0.150;489.000
11760.00; 5.605;0.150;490.000
11770.00; 5.595;0.150;490.000
11780.00; 5.600;0.150;491.000
11790.00; 5.595;0.150;491.000
11800.00; 5.605;0.150;491.000
11810.00; 5.605;0.150;492.000
11820.00; 5.595;0.150;492.000
11830.00; 5.595;0.150;492.000
11840.00; 5.600;0.150;493.000
11850.00; 5.580;0.150;493.000
11860.00; 5.600;0.150;493.000
11870.00; 5.585;0.150;494.000
11880.00; 5.610;0.150;495.000
11890.00; 5.600;0.150;495.000
11900.00; 5.595;0.150;496.000
11910.00; 5.585;0.150;496.000
11920.00; 5.605;0.150;496.000
11930.00; 5.595;0.150;497.000
11940.00; 5.610;0.150;497.000
11950.00; 5.605;0.150;497.000
11960.00; 5.605;0.150;498.000
11970.00; 5.580;0.150;498.000
11980.00; 5.595;0.150;498.000
11990.00; 5.605;0.150;499.000
12000.00; 5.600;0.150;500.000
12010.00; 5.595;0.150;500.000
12020.00; 5.600;0.150;501.000
12030.00; 5.600;0.150;501.000
12040.00; 5.595;0.150;501.000
12050.00; 5.600;0.150;502.000
12060.00; 5.595;0.150;502.000
12070.00; 5.600;0.150;502.000
12080.00; 5.595;0.150;503.000
12090.00; 5.590;0.150;503.000
12100.00; 5.600;0.150;503.000
12110.00; 5.610;0.150;504.000
12120.00; 5.600;0.150;505.000
12130.00; 5.595;0.150;505.000
12140.00; 5.595;0.150;506.000
12150.00; 5.595;0.150;506.000
12160.00; 5.595;0.150;506.000
12170.00; 5.600;0.150;507.000
12180.00; 5.585;0.150;507.000
12190.00; 5.585;0.150;507.000
12200.00; 5.610;0.150;508.000
12210.00; 5.600;0.150;508.000
12220.00; 5.610;0.150;508.000
12230.00; 5.605;0.150;509.000
12240.00; 5.600;0.150;510.000
12250.00; 5.585;0.150;510.000
12260.00; 5.595;0.150;511.000
12270.00; 5.615;0.150;511.000
12280.00; 5.595;0.150;511.000
12290.00; 5.610;0.150;512.000
12300.00; 5.610;0.150;512.000
12310.00; 5.600;0.150;512.000
12320.00; 5.605;0.150;513.000
12330.00; 5.580;0.150;513.000
12340.00; 5.610;0.150;513.000
12350.00; 5.600;0.150;514.000
12360.00; 5.600;0.150;515.000
12370.00; 5.615;0.150;515.000
12380.00; 5.605;0.150;516.000
12390.00; 5.600;0.150;516.000
12400.00; 5.600;0.150;516.000
12410.00; 5.600;0.150;517.000
12420.00; 5.595;0.150;517.000
12430.00; 5.610;0.150;517.000
12440.00; 5.590;0.150;518.000
12450.00; 5.595;0.150;518.000
12460.00; 5.590;0.150;518.000
12470.00; 5.605;0.150;519.000
12480.00; 5.610;0.150;520.000
12490.00; 5.600;0.150;520.000
12500.00; 5.610;0.150;521.000
12510.00; 5.615;0.150;521.000
12520.00; 5.615;0.150;521.000
12530.00; 5.615;0.150;522.000
12540.00; 5.615;0.150;522.000
12550.00; 5.595;0.150;522.000
12560.00; 5.610;0.150;523.000
12570.00; 5.610;0.150;523.000
12580.00; 5.610;0.150;523.000
12590.00; 5.605;0.150;524.000
12600.00; 5.615;0.150;525.000
12610.00; 5.620;0.150;525.000
12620.00; 5.605;0.150;526.000
12630.00; 5.615;0.150;526.000
12640.00; 5.600;0.150;526.000
12650.00; 5.615;0.150;527.000
12660.00; 5.610;0.150;527.000
12670.00; 5.610;0.150;527.000
12680.00; 5.610;0.150;528.000
12690.00; 5.600;0.150;528.000
12700.00; 5.615;0.150;528.000
12710.00; 5.630;0.150;529.000
12720.00; 5.625;0.150;530.000
12730.00; 5.625;0.150;530.000
12740.00; 5.610;0.150;531.000
12750.00; 5.615;0.150;531.000
12760.00; 5.640;0.150;531.000
12770.00; 5.630;0.150;532.000
12780.00; 5.615;0.150;532.000
12790.00; 5.625;0.150;532.000
12800.00; 5.625;0.150;533.000
12810.00; 5.615;0.150;533.000
12820.00; 5.610;0.150;533.000
12830.00; 5.625;0.150;534.000
12840.00; 5.610;0.150;535.000
12850.00; 5.610;0.150;535.000
12860.00; 5.615;0.150;536.000
12870.00; 5.615;0.150;536.000
12880.00; 5.630;0.150;536.000
12890.00; 5.595;0.150;537.000
12900.00; 5.625;0.150;537.000
12910.00; 5.625;0.150;537.000
12920.00; 5.630;0.150;538.000
12930.00; 5.620;0.150;538.000
12940.00; 5.620;0.150;538.000
12950.00; 5.635;0.150;539.000
12960.00; 5.600;0.150;540.000
12970.00; 5.625;0.150;540.000
12980.00; 5.630;0.150;541.000
12990.00; 5.610;0.150;541.000
13000.00; 5.605;0.150;541.000
13010.00; 5.610;0.150;542.000
13020.00; 5.630;0.150;542.000
13030.00; 5.625;0.150;542.000
13040.00; 5.620;0.150;542.000
13050.00; 5.620;0.150;543.000
13060.00; 5.615;0.150;543.000
13070.00; 5.625;0.150;544.000
13080.00; 5.620;0.150;545.000
13090.00; 5.630;0.150;545.000
13100.00; 5.615;0.150;545.000
13110.00; 5.630;0.150;546.000
13120.00; 5.615;0.150;546.000
13130.00; 5.625;0.150;547.000
13140.00; 5.635;0.150;547.000
13150.00; 5.615;0.150;547.000
13160.00; 5.620;0.150;547.000
13170.00; 5.640;0.150;548.000
13180.00; 5.630;0.150;548.000
13190.00; 5.625;0.150;549.000
13200.00; 5.635;0.150;550.000
13210.00; 5.635;0.150;550.000
13220.00; 5.640;0.150;550.000
13230.00; 5.620;0.150;551.000
13240.00; 5.635;0.150;551.000
13250.00; 5.620;0.150;552.000
13260.00; 5.650;0.150;552.000
13270.00; 5.635;0.150;552.000
13280.00; 5.620;0.150;552.000
13290.00; 5.625;0.150;553.000
13300.00; 5.630;0.150;553.000
13310.00; 5.630;0.150;554.000
13320.00; 5.645;0.150;555.000
13330.00; 5.630;0.150;555.000
13340.00; 5.630;0.150;555.000
13350.00; 5.630;0.150;556.000
13360.00; 5.645;0.150;556.000
13370.00; 5.640;0.150;557.000
13380.00; 5.635;0.150;557.000
13390.00; 5.630;0.150;557.000
13400.00; 5.640;0.150;557.000
13410.00; 5.620;0.150;558.000
13420.00; 5.630;0.150;558.000
13430.00; 5.630;0.150;559.000
13440.00; 5.640;0.150;560.000
13450.00; 5.640;0.150;560.000
13460.00; 5.645;0.150;560.000
13470.00; 5.630;0.150;561.000
13480.00; 5.640;0.150;561.000
13490.00; 5.650;0.150;562.000
13500.00; 5.630;0.150;562.000
13510.00; 5.635;0.150;562.000
13520.00; 5.640;0.150;562.000
13530.00; 5.645;0.150;563.000
13540.00; 5.640;0.150;563.000
13550.00; 5.645;0.150;564.000
13560.00; 5.645;0.150;565.000
13570.00; 5.645;0.150;565.000
13580.00; 5.650;0.150;565.000
13590.00; 5.645;0.150;566.000
13600.00; 5.635;0.150;566.000
13610.00; 5.645;0.150;567.000
13620.00; 5.655;0.150;567.000
13630.00; 5.640;0.150;567.000
13640.00; 5.635;0.150;567.000
13650.00; 5.640;0.150;568.000
13660.00; 5.650;0.150;568.000
13670.00; 5.640;0.150;569.000
13680.00; 5.650;0.150;570.000
13690.00; 5.645;0.150;570.000
13700.00; 5.645;0.150;570.000
13710.00; 5.650;0.150;571.000
13720.00; 5.640;0.150;571.000
13730.00; 5.650;0.150;572.000
13740.00; 5.660;0.150;572.000
13750.00; 5.645;0.150;572.000
13760.00; 5.655;0.150;572.000
13770.00; 5.655;0.150;573.000
13780.00; 5.655;0.150;573.000
13790.00; 5.650;0.150;574.000
13800.00; 5.645;0.150;575.000
13810.00; 5.655;0.150;575.000
13820.00; 5.640;0.150;575.000
13830.00; 5.655;0.150;576.000
13840.00; 5.645;0.150;576.000
13850.00; 5.635;0.150;577.000
13860.00; 5.645;0.150;577.000
13870.00; 5.640;0.150;577.000
13880.00; 5.645;0.150;577.000
13890.00; 5.650;0.150;578.000
13900.00; 5.655;0.150;578.000
13910.00; 5.645;0.150;579.000
13920.00; 5.635;0.150;580.000
13930.00; 5.660;0.150;580.000
13940.00; 5.660;0.150;580.000
13950.00; 5.660;0.150;581.000
13960.00; 5.655;0.150;581.000
13970.00; 5.660;0.150;582.000
13980.00; 5.660;0.150;582.000
13990.00; 5.650;0.150;582.000
14000.00; 5.660;0.150;582.000
14010.00; 5.660;0.150;583.000
14020.00; 5.670;0.150;583.000
14030.00; 5.655;0.150;584.000
14040.00; 5.655;0.150;585.000
14050.00; 5.675;0.150;585.000
14060.00; 5.655;0.150;585.000
14070.00; 5.660;0.150;586.000
14080.00; 5.670;0.150;586.000
14090.00; 5.660;0.150;587.000
14100.00; 5.660;0.150;587.000
14110.00; 5.660;0.150;587.000
14120.00; 5.675;0.150;587.000
14130.00; 5.665;0.150;588.000
14140.00; 5.670;0.150;588.000
14150.00; 5.675;0.150;589.000
14160.00; 5.670;0.150;590.000
14170.00; 5.670;0.150;590.000
14180.00; 5.665;0.150;590.000
14190.00; 5.670;0.150;591.000
14200.00; 5.670;0.150;591.000
14210.00; 5.660;0.150;592.000
14220.00; 5.680;0.150;592.000
14230.00; 5.670;0.150;592.000
14240.00; 5.665;0.150;592.000
14250.00; 5.675;0.150;593.000
14260.00; 5.680;0.150;593.000
14270.00; 5.660;0.150;594.000
14280.00; 5.670;0.150;595.000
14290.00; 5.665;0.150;595.000
14300.00; 5.675;0.150;595.000
14310.00; 5.695;0.150;596.000
14320.00; 5.680;0.150;596.000
14330.00; 5.670;0.150;597.000
14340.00; 5.660;0.150;597.000
14350.00; 5.675;0.150;597.000
14360.00; 5.685;0.150;597.000
14370.00; 5.675;0.150;598.000
14380.00; 5.670;0.150;598.000
14390.00; 5.680;0.150;599.000
14400.00; 5.680;0.150;600.000
14410.00; 5.685;0.150;600.000
14420.00; 5.675;0.150;600.000
14430.00; 5.680;0.150;601.000
14440.00; 5.680;0.150;601.000
14450.00; 5.685;0.150;602.000
14460.00; 5.685;0.150;602.000
14470.00; 5.675;0.150;602.000
14480.00; 5.690;0.150;602.000
14490.00; 5.680;0.150;603.000
14500.00; 5.695;0.150;603.000
14510.00; 5.685;0.150;604.000
14520.00; 5.680;0.150;605.000
14530.00; 5.680;0.150;605.000
14540.00; 5.690;0.150;605.000
14550.00; 5.700;0.150;606.000
14560.00; 5.690;0.150;606.000
14570.00; 5.690;0.150;607.000
14580.00; 5.690;0.150;607.000
14590.00; 5.680;0.150;607.000
14600.00; 5.685;0.150;607.000
14610.00; 5.685;0.150;608.000
14620.00; 5.695;0.150;608.000
14630.00; 5.685;0.150;609.000
14640.00; 5.685;0.150;610.000
14650.00; 5.685;0.150;610.000
14660.00; 5.685;0.150;610.000
14670.00; 5.700;0.150;611.000
14680.00; 5.690;0.150;611.000
14690.00; 5.690;0.150;612.000
14700.00; 5.700;0.150;612.000
14710.00; 5.700;0.150;612.000
14720.00; 5.685;0.150;612.000
14730.00; 5.685;0.150;613.000
14740.00; 5.700;0.150;613.000
14750.00; 5.710;0.150;614.000
14760.00; 5.690;0.150;615.000
14770.00; 5.700;0.150;615.000
14780.00; 5.690;0.150;615.000
14790.00; 5.705;0.150;616.000
14800.00; 5.715;0.150;616.000
14810.00; 5.705;0.150;617.000
14820.00; 5.700;0.150;617.000
14830.00; 5.705;0.150;617.000
14840.00; 5.670;0.150;617.000
14850.00; 5.700;0.150;618.000
14860.00; 5.700;0.150;618.000
14870.00; 5.705;0.150;619.000
14880.00; 5.710;0.150;620.000
14890.00; 5.685;0.150;620.000
14900.00; 5.700;0.150;620.000
14910.00; 5.705;0.150;621.000
14920.00; 5.720;0.150;621.000
14930.00; 5.700;0.150;622.000
14940.00; 5.710;0.150;622.000
14950.00; 5.705;0.150;622.000
14960.00; 5.705;0.150;622.000
14970.00; 5.705;0.150;623.000
14980.00; 5.705;0.150;623.000
14990.00; 5.720;0.150;624.000
15000.00; 5.705;0.150;625.000
15010.00; 5.720;0.150;625.000
15020.00; 5.715;0.150;625.000
15030.00; 5.715;0.150;626.000
15040.00; 5.730;0.150;626.000
15050.00; 5.725;0.150;627.000
15060.00; 5.715;0.150;627.000
15070.00; 5.715;0.150;627.000
15080.00; 5.725;0.150;627.000
15090.00; 5.725;0.150;628.000
15100.00; 5.720;0.150;628.000
15110.00; 5.735;0.150;629.000
15120.00; 5.720;0.150;630.000
15130.00; 5.725;0.150;630.000
15140.00; 5.735;0.150;630.000
15150.00; 5.725;0.150;631.000
15160.00; 5.730;0.150;631.000
15170.00; 5.735;0.150;632.000
15180.00; 5.730;0.150;632.000
15190.00; 5.720;0.150;632.000
15200.00; 5.730;0.150;632.000
15210.00; 5.720;0.150;633.000
15220.00; 5.720;0.150;633.000
15230.00; 5.735;0.150;634.000
15240.00; 5.740;0.150;635.000
15250.00; 5.735;0.150;635.000
15260.00; 5.745;0.150;635.000
15270.00; 5.725;0.150;636.000
15280.00; 5.745;0.150;636.000
15290.00; 5.730;0.150;637.000
15300.00; 5.745;0.150;637.000
15310.00; 5.745;0.150;637.000
15320.00; 5.745;0.150;637.000
15330.00; 5.750;0.150;638.000
15340.00; 5.745;0.150;638.000
15350.00; 5.735;0.150;639.000
15360.00; 5.750;0.150;640.000
15370.00; 5.750;0.150;640.000
15380.00; 5.740;0.150;640.000
15390.00; 5.730;0.150;641.000
15400.00; 5.745;0.150;641.000
15410.00; 5.745;0.150;642.000
15420.00; 5.740;0.150;642.000
15430.00; 5.750;0.150;642.000
15440.00; 5.740;0.150;642.000
15450.00; 5.760;0.150;643.000
15460.00; 5.750;0.150;643.000
15470.00; 5.750;0.150;644.000
15480.00; 5.760;0.150;645.000
15490.00; 5.750;0.150;645.000
15500.00; 5.765;0.150;645.000
15510.00; 5.765;0.150;646.000
15520.00; 5.745;0.150;646.000
