AkkuMasterC4
Zeit [sec];Spannung [V];Strom [A];Ladung [mAh]
7750.00; 6.090;0.500;1082.000
7760.00; 6.095;0.500;1083.000
7770.00; 6.070;0.500;1085.000
7780.00; 6.080;0.500;1086.000
7790.00; 6.080;0.500;1087.000
7800.00; 6.090;0.500;1089.000
7810.00; 6.085;0.500;1090.000
7820.00; 6.065;0.500;1091.000
7830.00; 6.070;0.500;1092.000
7840.00; 6.080;0.500;1094.000
7850.00; 6.075;0.500;1095.000
7860.00; 6.080;0.500;1097.000
7870.00; 6.070;0.500;1098.000
7880.00; 6.075;0.500;1100.000
7890.00; 6.075;0.500;1101.000
7900.00; 6.070;0.500;1103.000
7910.00; 6.090;0.500;1104.000
7920.00; 6.085;0.500;1106.000
7930.00; 6.060;0.500;1107.000
7940.00; 6.075;0.500;1108.000
7950.00; 6.065;0.500;1109.000
7960.00; 6.070;0.500;1111.000
7970.00; 6.065;0.500;1112.000
7980.00; 6.060;0.500;1114.000
7990.00; 6.060;0.500;1115.000
8000.00; 6.070;0.500;1116.000
8010.00; 6.065;0.500;1117.000
8020.00; 6.075;0.500;1119.000
8030.00; 6.060;0.500;1120.000
8040.00; 6.065;0.500;1122.000
8050.00; 6.065;0.500;1123.000
8060.00; 6.060;0.500;1125.000
8070.00; 6.075;0.500;1126.000
8080.00; 6.060;0.500;1128.000
8090.00; 6.060;0.500;1129.000
8100.00; 6.060;0.500;1131.000
8110.00; 6.065;0.500;1132.000
8120.00; 6.060;0.500;1133.000
8130.00; 6.075;0.500;1134.000
8140.00; 6.060;0.500;1136.000
8150.00; 6.050;0.500;1137.000
8160.00; 6.060;0.500;1139.000
8170.00; 6.060;0.500;1140.000
8180.00; 6.050;0.500;1141.000
8190.00; 6.050;0.500;1142.000
8200.00; 6.050;0.500;1144.000
8210.00; 6.055;0.500;1145.000
8220.00; 6.045;0.500;1147.000
8230.00; 6.050;0.500;1148.000
8240.00; 6.050;0.500;1150.000
8250.00; 6.045;0.500;1151.000
8260.00; 6.045;0.500;1153.000
8270.00; 6.045;0.500;1154.000
8280.00; 6.030;0.500;1156.000
8290.00; 6.045;0.500;1157.000
8300.00; 6.045;0.500;1158.000
8310.00; 6.060;0.500;1159.000
8320.00; 6.030;0.500;1161.000
8330.00; 6.060;0.500;1162.000
8340.00; 6.050;0.500;1164.000
8350.00; 6.035;0.500;1165.000
8360.00; 6.035;0.500;1166.000
8370.00; 6.030;0.500;1167.000
8380.00; 6.035;0.500;1169.000
8390.00; 6.040;0.500;1170.000
8400.00; 6.045;0.500;1172.000
8410.00; 6.030;0.500;1173.000
8420.00; 6.030;0.500;1175.000
8430.00; 6.040;0.500;1176.000
8440.00; 6.030;0.500;1178.000
8450.00; 6.025;0.500;1179.000
8460.00; 6.025;0.500;1181.000
8470.00; 6.020;0.500;1182.000
8480.00; 6.040;0.500;1183.000
8490.00; 6.035;0.500;1184.000
8500.00; 6.020;0.500;1186.000
8510.00; 6.030;0.500;1187.000
8520.00; 6.035;0.500;1189.000
8530.00; 6.020;0.500;1190.000
8540.00; 6.025;0.500;1191.000
8550.00; 6.015;0.500;1192.000
8560.00; 6.015;0.500;1194.000
8570.00; 6.035;0.500;1195.000
8580.00; 6.020;0.500;1197.000
8590.00; 6.005;0.500;1198.000
8600.00; 6.005;0.500;1200.000
8610.00; 6.015;0.500;1201.000
8620.00; 6.015;0.500;1203.000
8630.00; 6.035;0.500;1204.000
8640.00; 6.015;0.500;1206.000
8650.00; 6.000;0.500;1207.000
8660.00; 6.020;0.500;1208.000
8670.00; 6.000;0.500;1209.000
8680.00; 6.000;0.500;1211.000
8690.00; 6.015;0.500;1212.000
8700.00; 6.020;0.500;1214.000
8710.00; 6.015;0.500;1215.000
8720.00; 6.015;0.500;1216.000
8730.00; 6.020;0.500;1217.000
8740.00; 6.005;0.500;1219.000
8750.00; 6.010;0.500;1220.000
8760.00; 6.010;0.500;1222.000
8770.00; 6.000;0.500;1223.000
8780.00; 5.995;0.500;1225.000
8790.00; 6.005;0.500;1226.000
8800.00; 6.005;0.500;1228.000
8810.00; 6.000;0.500;1229.000
8820.00; 6.010;0.500;1231.000
8830.00; 6.000;0.500;1232.000
8840.00; 5.990;0.500;1233.000
8850.00; 6.005;0.500;1234.000
8860.00; 5.990;0.500;1236.000
8870.00; 5.980;0.500;1237.000
8880.00; 5.995;0.500;1239.000
8890.00; 5.985;0.500;1240.000
8900.00; 5.975;0.500;1241.000
8910.00; 5.985;0.500;1242.000
8920.00; 5.985;0.500;1244.000
8930.00; 5.985;0.500;1245.000
8940.00; 5.985;0.500;1247.000
8950.00; 6.005;0.500;1248.000
8960.00; 5.965;0.500;1250.000
8970.00; 5.985;0.500;1251.000
8980.00; 5.970;0.500;1253.000
8990.00; 5.980;0.500;1254.000
9000.00; 5.975;0.500;1256.000
9010.00; 5.985;0.500;1257.000
9020.00; 5.990;0.500;1258.000
9030.00; 5.975;0.500;1259.000
9040.00; 5.985;0.500;1261.000
9050.00; 5.960;0.500;1262.000
9060.00; 5.975;0.500;1264.000
9070.00; 5.975;0.500;1265.000
9080.00; 5.970;0.500;1266.000
9090.00; 5.975;0.500;1267.000
9100.00; 5.975;0.500;1269.000
9110.00; 5.955;0.500;1270.000
9120.00; 5.955;0.500;1272.000
9130.00; 5.980;0.500;1273.000
9140.00; 5.970;0.500;1275.000
9150.00; 5.965;0.500;1276.000
9160.00; 5.975;0.500;1278.000
9170.00; 5.975;0.500;1279.000
9180.00; 5.965;0.500;1281.000
9190.00; 5.960;0.500;1282.000
9200.00; 5.970;0.500;1283.000
9210.00; 5.955;0.500;1284.000
9220.00; 5.955;0.500;1286.000
9230.00; 5.960;0.500;1287.000
9240.00; 5.945;0.500;1289.000
9250.00; 5.940;0.500;1290.000
9260.00; 5.940;0.500;1291.000
9270.00; 5.955;0.500;1292.000
9280.00; 5.955;0.500;1294.000
9290.00; 5.945;0.500;1295.000
9300.00; 5.950;0.500;1297.000
9310.00; 5.945;0.500;1298.000
9320.00; 5.945;0.500;1300.000
9330.00; 5.940;0.500;1301.000
9340.00; 5.945;0.500;1303.000
9350.00; 5.935;0.500;1304.000
9360.00; 5.930;0.500;1306.000
9370.00; 5.955;0.500;1307.000
9380.00; 5.945;0.500;1308.000
9390.00; 5.950;0.500;1309.000
9400.00; 5.935;0.500;1311.000
9410.00; 5.930;0.500;1312.000
9420.00; 5.940;0.500;1314.000
9430.00; 5.930;0.500;1315.000
9440.00; 5.925;0.500;1316.000
9450.00; 5.940;0.500;1317.000
9460.00; 5.940;0.500;1319.000
9470.00; 5.945;0.500;1320.000
9480.00; 5.935;0.500;1322.000
9490.00; 5.920;0.500;1323.000
9500.00; 5.945;0.500;1325.000
9510.00; 5.915;0.500;1326.000
9520.00; 5.930;0.500;1328.000
9530.00; 5.930;0.500;1329.000
9540.00; 5.910;0.500;1331.000
9550.00; 5.925;0.500;1332.000
9560.00; 5.915;0.500;1333.000
9570.00; 5.925;0.500;1334.000
9580.00; 5.920;0.500;1336.000
9590.00; 5.905;0.500;1337.000
9600.00; 5.915;0.500;1339.000
9610.00; 5.905;0.500;1340.000
9620.00; 5.910;0.500;1341.000
9630.00; 5.910;0.500;1342.000
9640.00; 5.910;0.500;1344.000
9650.00; 5.905;0.500;1345.000
9660.00; 5.920;0.500;1347.000
9670.00; 5.925;0.500;1348.000
9680.00; 5.900;0.500;1350.000
9690.00; 5.895;0.500;1351.000
9700.00; 5.900;0.500;1353.000
9710.00; 5.890;0.500;1354.000
9720.00; 5.890;0.500;1356.000
9730.00; 5.895;0.500;1357.000
9740.00; 5.880;0.500;1358.000
9750.00; 5.900;0.500;1359.000
9760.00; 5.890;0.500;1361.000
9770.00; 5.880;0.500;1362.000
9780.00; 5.880;0.500;1364.000
9790.00; 5.895;0.500;1365.000
9800.00; 5.875;0.500;1366.000
9810.00; 5.875;0.500;1367.000
9820.00; 5.880;0.500;1369.000
9830.00; 5.890;0.500;1370.000
9840.00; 5.875;0.500;1372.000
9850.00; 5.885;0.500;1373.000
9860.00; 5.870;0.500;1375.000
9870.00; 5.875;0.500;1376.000
9880.00; 5.860;0.500;1378.000
9890.00; 5.865;0.500;1379.000
9900.00; 5.865;0.500;1381.000
9910.00; 5.850;0.500;1382.000
9920.00; 5.865;0.500;1383.000
9930.00; 5.865;0.500;1384.000
9940.00; 5.870;0.500;1386.000
9950.00; 5.875;0.500;1387.000
9960.00; 5.855;0.500;1389.000
9970.00; 5.845;0.500;1390.000
9980.00; 5.855;0.500;1391.000
9990.00; 5.860;0.500;1392.000
10000.00; 5.840;0.500;1394.000
10010.00; 5.860;0.500;1395.000
10020.00; 5.845;0.500;1397.000
10030.00; 5.845;0.500;1398.000
10040.00; 5.835;0.500;1400.000
10050.00; 5.840;0.500;1401.000
10060.00; 5.835;0.500;1403.000
10070.00; 5.835;0.500;1404.000
10080.00; 5.845;0.500;1406.000
10090.00; 5.835;0.500;1407.000
10100.00; 5.840;0.500;1408.000
10110.00; 5.825;0.500;1409.000
10120.00; 5.825;0.500;1411.000
10130.00; 5.845;0.500;1412.000
10140.00; 5.825;0.500;1414.000
10150.00; 5.830;0.500;1415.000
10160.00; 5.830;0.500;1416.000
10170.00; 5.820;0.500;1417.000
10180.00; 5.825;0.500;1419.000
10190.00; 5.820;0.500;1420.000
10200.00; 5.820;0.500;1422.000
10210.00; 5.810;0.500;1423.000
10220.00; 5.825;0.500;1425.000
10230.00; 5.820;0.500;1426.000
10240.00; 5.805;0.500;1428.000
10250.00; 5.815;0.500;1429.000
10260.00; 5.800;0.500;1431.000
10270.00; 5.810;0.500;1432.000
10280.00; 5.795;0.500;1433.000
10290.00; 5.810;0.500;1434.000
10300.00; 5.795;0.500;1436.000
10310.00; 5.790;0.500;1437.000
10320.00; 5.785;0.500;1439.000
10330.00; 5.795;0.500;1440.000
10340.00; 5.780;0.500;1441.000
10350.00; 5.790;0.500;1442.000
10360.00; 5.775;0.500;1444.000
10370.00; 5.785;0.500;1445.000
10380.00; 5.785;0.500;1447.000
10390.00; 5.775;0.500;1448.000
10400.00; 5.785;0.500;1450.000
10410.00; 5.770;0.500;1451.000
10420.00; 5.755;0.500;1453.000
10430.00; 5.760;0.500;1454.000
10440.00; 5.760;0.500;1456.000
10450.00; 5.765;0.500;1457.000
10460.00; 5.780;0.500;1458.000
10470.00; 5.760;0.500;1459.000
10480.00; 5.760;0.500;1461.000
10490.00; 5.735;0.500;1462.000
10500.00; 5.740;0.500;1464.000
10510.00; 5.750;0.500;1465.000
10520.00; 5.745;0.500;1466.000
10530.00; 5.745;0.500;1467.000
10540.00; 5.745;0.500;1469.000
10550.00; 5.735;0.500;1470.000
10560.00; 5.725;0.500;1472.000
10570.00; 5.740;0.500;1473.000
10580.00; 5.730;0.500;1475.000
10590.00; 5.720;0.500;1476.000
10600.00; 5.735;0.500;1478.000
10610.00; 5.715;0.500;1479.000
10620.00; 5.715;0.500;1481.000
10630.00; 5.715;0.500;1482.000
10640.00; 5.695;0.500;1483.000
10650.00; 5.700;0.500;1484.000
10660.00; 5.705;0.500;1486.000
10670.00; 5.700;0.500;1487.000
10680.00; 5.710;0.500;1489.000
10690.00; 5.710;0.500;1490.000
10700.00; 5.700;0.500;1491.000
10710.00; 5.685;0.500;1492.000
10720.00; 5.690;0.500;1494.000
10730.00; 5.680;0.500;1495.000
10740.00; 5.680;0.500;1497.000
10750.00; 5.670;0.500;1498.000
10760.00; 5.685;0.500;1500.000
10770.00; 5.680;0.500;1501.000
10780.00; 5.685;0.500;1503.000
10790.00; 5.660;0.500;1504.000
10800.00; 5.670;0.500;1506.000
10810.00; 5.655;0.500;1507.000
10820.00; 5.650;0.500;1508.000
10830.00; 5.640;0.500;1509.000
10840.00; 5.650;0.500;1511.000
10850.00; 5.655;0.500;1512.000
10860.00; 5.645;0.500;1514.000
10870.00; 5.630;0.500;1515.000
10880.00; 5.620;0.500;1516.000
10890.00; 5.630;0.500;1517.000
10900.00; 5.615;0.500;1519.000
10910.00; 5.615;0.500;1520.000
10920.00; 5.610;0.500;1522.000
10930.00; 5.585;0.500;1523.000
10940.00; 5.615;0.500;1525.000
10950.00; 5.600;0.500;1526.000
10960.00; 5.590;0.500;1528.000
10970.00; 5.600;0.500;1529.000
10980.00; 5.590;0.500;1531.000
10990.00; 5.565;0.500;1532.000
11000.00; 5.575;0.500;1533.000
11010.00; 5.585;0.500;1534.000
11020.00; 5.565;0.500;1536.000
11030.00; 5.560;0.500;1537.000
11040.00; 5.565;0.500;1539.000
11050.00; 5.550;0.500;1540.000
11060.00; 5.535;0.500;1541.000
11070.00; 5.550;0.500;1542.000
11080.00; 5.525;0.500;1544.000
11090.00; 5.540;0.500;1545.000
11100.00; 5.525;0.500;1547.000
11110.00; 5.525;0.500;1548.000
11120.00; 5.530;0.500;1550.000
11130.00; 5.530;0.500;1551.000
11140.00; 5.490;0.500;1553.000
11150.00; 5.490;0.500;1554.000
11160.00; 5.495;0.500;1555.000
11170.00; 5.495;0.500;1557.000
11180.00; 5.490;0.500;1558.000
11190.00; 5.470;0.500;1559.000
11200.00; 5.455;0.500;1561.000
11210.00; 5.460;0.500;1562.000
11220.00; 5.465;0.500;1564.000
11230.00; 5.445;0.500;1565.000
11240.00; 5.445;0.500;1566.000
11250.00; 5.435;0.500;1567.000
11260.00; 5.435;0.500;1569.000
11270.00; 5.440;0.500;1570.000
11280.00; 5.440;0.500;1571.000
11290.00; 5.415;0.500;1573.000
11300.00; 5.420;0.500;1575.000
11310.00; 5.410;0.500;1576.000
11320.00; 5.395;0.500;1578.000
11330.00; 5.385;0.500;1579.000
11340.00; 5.375;0.500;1580.000
11350.00; 5.375;0.500;1582.000
11360.00; 5.355;0.500;1583.000
11370.00; 5.365;0.500;1584.000
11380.00; 5.335;0.500;1586.000
11390.00; 5.340;0.500;1587.000
11400.00; 5.340;0.500;1588.000
11410.00; 5.325;0.500;1590.000
11420.00; 5.315;0.500;1591.000
11430.00; 5.300;0.500;1592.000
11440.00; 5.315;0.500;1594.000
11450.00; 5.285;0.500;1595.000
11460.00; 5.280;0.500;1596.000
11470.00; 5.265;0.500;1598.000
11480.00; 5.265;0.500;1600.000
11490.00; 5.250;0.500;1601.000
11500.00; 5.240;0.500;1603.000
11510.00; 5.235;0.500;1604.000
11520.00; 5.210;0.500;1605.000
11530.00; 5.205;0.500;1607.000
11540.00; 5.200;0.500;1608.000
11550.00; 5.190;0.500;1609.000
11560.00; 5.180;0.500;1611.000
11570.00; 5.150;0.500;1612.000
11580.00; 5.135;0.500;1613.000
11590.00; 5.135;0.500;1615.000
11600.00; 5.115;0.500;1616.000
11610.00; 5.105;0.500;1617.000
11620.00; 5.085;0.500;1619.000
11630.00; 5.075;0.500;1620.000
11640.00; 5.050;0.500;1621.000
11650.00; 5.040;0.500;1623.000
11660.00; 5.040;0.500;1625.000
11670.00; 4.995;0.500;1626.000
11680.00; 5.000;0.500;1628.000
11690.00; 4.980;0.500;1629.000
11700.00; 4.955;0.500;1630.000
11710.00; 4.935;0.500;1632.000
11720.00; 4.930;0.500;1633.000
11730.00; 4.910;0.500;1634.000
11740.00; 4.895;0.500;1636.000
11750.00; 4.865;0.500;1637.000
11760.00; 4.845;0.500;1638.000
11770.00; 4.835;0.500;1640.000
11780.00; 4.800;0.500;1641.000
11790.00; 4.785;0.500;1642.000
11800.00; 4.755;0.500;1644.000
11810.00; 4.730;0.500;1645.000
11820.00; 4.710;0.500;1646.000
11830.00; 4.690;0.500;1648.000
11840.00; 4.665;0.500;1650.000
11850.00; 4.645;0.500;1651.000
11860.00; 4.615;0.500;1653.000
11870.00; 4.595;0.500;1654.000
11880.00; 4.585;0.500;1655.000
11890.00; 4.550;0.500;1657.000
11900.00; 4.520;0.500;1658.000
11910.00; 4.505;0.500;1659.000
11920.00; 4.475;0.500;1661.000
11930.00; 4.435;0.500;1662.000
11940.00; 4.440;0.500;1663.000
11950.00; 4.425;0.500;1665.000
11960.00; 4.400;0.500;1666.000
11970.00; 4.370;0.500;1667.000
11980.00; 4.350;0.500;1669.000
11990.00; 4.325;0.500;1670.000
12000.00; 4.300;0.500;1671.000
12010.00; 4.275;0.500;1673.000
12020.00; 4.255;0.500;1675.000
12030.00; 4.220;0.500;1676.000
12040.00; 4.205;0.500;1678.000
12050.00; 4.160;0.500;1679.000
12060.00; 4.115;0.500;1680.000
12070.00; 4.075;0.500;1682.000
12080.00; 4.015;0.500;1683.000
