AkkuMasterC4
Zeit [sec];Spannung [V];Strom [A];Ladung [mAh]
1070.00; 6.225;0.500;155.000
1080.00; 6.255;0.500;156.000
1090.00; 6.255;0.500;157.000
1100.00; 6.245;0.500;158.000
1110.00; 6.245;0.500;160.000
1120.00; 6.255;0.500;161.000
1130.00; 6.245;0.500;163.000
1140.00; 6.245;0.500;164.000
1150.00; 6.260;0.500;165.000
1160.00; 6.255;0.500;166.000
1170.00; 6.250;0.500;168.000
1180.00; 6.245;0.500;169.000
1190.00; 6.255;0.500;171.000
1200.00; 6.265;0.500;172.000
1210.00; 6.245;0.500;173.000
1220.00; 6.255;0.500;175.000
1230.00; 6.240;0.500;177.000
1240.00; 6.260;0.500;178.000
1250.00; 6.250;0.500;180.000
1260.00; 6.255;0.500;181.000
1270.00; 6.245;0.500;182.000
1280.00; 6.250;0.500;183.000
1290.00; 6.250;0.500;185.000
1300.00; 6.255;0.500;186.000
1310.00; 6.250;0.500;188.000
1320.00; 6.245;0.500;189.000
1330.00; 6.240;0.500;190.000
1340.00; 6.245;0.500;191.000
1350.00; 6.245;0.500;193.000
1360.00; 6.250;0.500;194.000
1370.00; 6.255;0.500;196.000
1380.00; 6.240;0.500;197.000
1390.00; 6.245;0.500;198.000
1400.00; 6.245;0.500;200.000
1410.00; 6.245;0.500;202.000
1420.00; 6.255;0.500;203.000
1430.00; 6.235;0.500;205.000
1440.00; 6.255;0.500;206.000
1450.00; 6.235;0.500;207.000
1460.00; 6.245;0.500;208.000
1470.00; 6.240;0.500;210.000
1480.00; 6.250;0.500;211.000
1490.00; 6.235;0.500;213.000
1500.00; 6.225;0.500;214.000
1510.00; 6.245;0.500;215.000
1520.00; 6.250;0.500;216.000
1530.00; 6.230;0.500;218.000
1540.00; 6.245;0.500;219.000
1550.00; 6.250;0.500;221.000
1560.00; 6.235;0.500;222.000
1570.00; 6.245;0.500;223.000
1580.00; 6.235;0.500;225.000
1590.00; 6.245;0.500;227.000
1600.00; 6.235;0.500;228.000
1610.00; 6.235;0.500;230.000
1620.00; 6.245;0.500;231.000
1630.00; 6.245;0.500;232.000
1640.00; 6.255;0.500;233.000
1650.00; 6.240;0.500;235.000
1660.00; 6.245;0.500;236.000
1670.00; 6.235;0.500;238.000
1680.00; 6.240;0.500;239.000
1690.00; 6.255;0.500;240.000
1700.00; 6.245;0.500;241.000
1710.00; 6.245;0.500;243.000
1720.00; 6.240;0.500;244.000
1730.00; 6.245;0.500;246.000
1740.00; 6.245;0.500;247.000
1750.00; 6.230;0.500;248.000
1760.00; 6.240;0.500;250.000
1770.00; 6.230;0.500;252.000
1780.00; 6.240;0.500;253.000
1790.00; 6.230;0.500;255.000
1800.00; 6.240;0.500;256.000
1810.00; 6.230;0.500;257.000
1820.00; 6.230;0.500;258.000
1830.00; 6.235;0.500;260.000
1840.00; 6.240;0.500;261.000
1850.00; 6.250;0.500;263.000
1860.00; 6.240;0.500;264.000
1870.00; 6.245;0.500;265.000
1880.00; 6.230;0.500;266.000
1890.00; 6.240;0.500;268.000
1900.00; 6.240;0.500;269.000
1910.00; 6.245;0.500;271.000
1920.00; 6.245;0.500;272.000
1930.00; 6.250;0.500;273.000
1940.00; 6.240;0.500;275.000
1950.00; 6.245;0.500;277.000
1960.00; 6.245;0.500;278.000
1970.00; 6.240;0.500;280.000
1980.00; 6.240;0.500;281.000
1990.00; 6.240;0.500;282.000
2000.00; 6.240;0.500;283.000
2010.00; 6.245;0.500;285.000
2020.00; 6.245;0.500;286.000
2030.00; 6.250;0.500;288.000
2040.00; 6.240;0.500;289.000
2050.00; 6.225;0.500;290.000
2060.00; 6.245;0.500;291.000
2070.00; 6.240;0.500;293.000
2080.00; 6.240;0.500;294.000
2090.00; 6.245;0.500;296.000
2100.00; 6.230;0.500;297.000
2110.00; 6.230;0.500;298.000
2120.00; 6.230;0.500;300.000
2130.00; 6.235;0.500;302.000
2140.00; 6.240;0.500;303.000
2150.00; 6.245;0.500;305.000
2160.00; 6.230;0.500;306.000
2170.00; 6.230;0.500;307.000
2180.00; 6.245;0.500;308.000
2190.00; 6.240;0.500;310.000
2200.00; 6.230;0.500;311.000
2210.00; 6.230;0.500;313.000
2220.00; 6.245;0.500;314.000
2230.00; 6.245;0.500;315.000
2240.00; 6.245;0.500;316.000
2250.00; 6.255;0.500;318.000
2260.00; 6.240;0.500;319.000
2270.00; 6.255;0.500;321.000
2280.00; 6.230;0.500;322.000
2290.00; 6.245;0.500;323.000
2300.00; 6.255;0.500;325.000
2310.00; 6.240;0.500;327.000
2320.00; 6.245;0.500;328.000
2330.00; 6.255;0.500;330.000
2340.00; 6.245;0.500;331.000
2350.00; 6.240;0.500;332.000
2360.00; 6.250;0.500;333.000
2370.00; 6.240;0.500;335.000
2380.00; 6.245;0.500;336.000
2390.00; 6.245;0.500;338.000
2400.00; 6.240;0.500;339.000
2410.00; 6.255;0.500;340.000
2420.00; 6.235;0.500;341.000
2430.00; 6.245;0.500;343.000
2440.00; 6.240;0.500;344.000
2450.00; 6.250;0.500;346.000
2460.00; 6.240;0.500;347.000
2470.00; 6.245;0.500;348.000
2480.00; 6.240;0.500;350.000
2490.00; 6.240;0.500;352.000
2500.00; 6.255;0.500;353.000
2510.00; 6.230;0.500;355.000
2520.00; 6.245;0.500;356.000
2530.00; 6.235;0.500;357.000
2540.00; 6.245;0.500;358.000
2550.00; 6.245;0.500;360.000
2560.00; 6.250;0.500;361.000
2570.00; 6.250;0.500;363.000
2580.00; 6.240;0.500;364.000
2590.00; 6.250;0.500;365.000
2600.00; 6.240;0.500;366.000
2610.00; 6.240;0.500;368.000
2620.00; 6.240;0.500;369.000
2630.00; 6.245;0.500;371.000
2640.00; 6.235;0.500;372.000
2650.00; 6.240;0.500;373.000
2660.00; 6.240;0.500;375.000
2670.00; 6.240;0.500;377.000
2680.00; 6.245;0.500;378.000
2690.00; 6.240;0.500;380.000
2700.00; 6.245;0.500;381.000
2710.00; 6.250;0.500;382.000
2720.00; 6.240;0.500;383.000
2730.00; 6.240;0.500;385.000
2740.00; 6.240;0.500;386.000
2750.00; 6.240;0.500;388.000
2760.00; 6.245;0.500;389.000
2770.00; 6.240;0.500;390.000
2780.00; 6.235;0.500;391.000
2790.00; 6.245;0.500;393.000
2800.00; 6.245;0.500;394.000
2810.00; 6.245;0.500;396.000
2820.00; 6.240;0.500;397.000
2830.00; 6.230;0.500;398.000
2840.00; 6.245;0.500;400.000
2850.00; 6.245;0.500;402.000
2860.00; 6.230;0.500;403.000
2870.00; 6.240;0.500;405.000
2880.00; 6.240;0.500;406.000
2890.00; 6.245;0.500;407.000
2900.00; 6.245;0.500;408.000
2910.00; 6.240;0.500;410.000
2920.00; 6.255;0.500;411.000
2930.00; 6.250;0.500;413.000
2940.00; 6.245;0.500;414.000
2950.00; 6.240;0.500;415.000
2960.00; 6.240;0.500;416.000
2970.00; 6.240;0.500;418.000
2980.00; 6.250;0.500;419.000
2990.00; 6.240;0.500;421.000
3000.00; 6.235;0.500;422.000
3010.00; 6.245;0.500;423.000
3020.00; 6.250;0.500;425.000
3030.00; 6.235;0.500;427.000
3040.00; 6.240;0.500;428.000
3050.00; 6.260;0.500;430.000
3060.00; 6.240;0.500;431.000
3070.00; 6.235;0.500;432.000
3080.00; 6.250;0.500;433.000
3090.00; 6.240;0.500;435.000
3100.00; 6.240;0.500;436.000
3110.00; 6.230;0.500;438.000
3120.00; 6.235;0.500;439.000
3130.00; 6.230;0.500;440.000
3140.00; 6.240;0.500;441.000
3150.00; 6.245;0.500;443.000
3160.00; 6.240;0.500;444.000
3170.00; 6.250;0.500;446.000
3180.00; 6.240;0.500;447.000
3190.00; 6.240;0.500;448.000
3200.00; 6.235;0.500;450.000
3210.00; 6.245;0.500;452.000
3220.00; 6.240;0.500;453.000
3230.00; 6.225;0.500;455.000
3240.00; 6.225;0.500;456.000
3250.00; 6.240;0.500;457.000
3260.00; 6.230;0.500;458.000
3270.00; 6.240;0.500;460.000
3280.00; 6.230;0.500;461.000
3290.00; 6.255;0.500;463.000
3300.00; 6.235;0.500;464.000
3310.00; 6.245;0.500;465.000
3320.00; 6.240;0.500;466.000
3330.00; 6.240;0.500;468.000
3340.00; 6.235;0.500;469.000
3350.00; 6.240;0.500;471.000
3360.00; 6.255;0.500;472.000
3370.00; 6.230;0.500;473.000
3380.00; 6.230;0.500;475.000
3390.00; 6.240;0.500;477.000
3400.00; 6.240;0.500;478.000
3410.00; 6.235;0.500;480.000
3420.00; 6.240;0.500;481.000
3430.00; 6.235;0.500;482.000
3440.00; 6.240;0.500;483.000
3450.00; 6.220;0.500;485.000
3460.00; 6.250;0.500;486.000
3470.00; 6.215;0.500;488.000
3480.00; 6.235;0.500;489.000
3490.00; 6.240;0.500;490.000
3500.00; 6.240;0.500;491.000
3510.00; 6.230;0.500;493.000
3520.00; 6.240;0.500;494.000
3530.00; 6.230;0.500;496.000
3540.00; 6.240;0.500;497.000
3550.00; 6.235;0.500;498.000
3560.00; 6.230;0.500;500.000
3570.00; 6.240;0.500;502.000
3580.00; 6.230;0.500;503.000
3590.00; 6.230;0.500;505.000
3600.00; 6.235;0.500;506.000
3610.00; 6.225;0.500;507.000
3620.00; 6.240;0.500;508.000
3630.00; 6.235;0.500;510.000
3640.00; 6.230;0.500;511.000
3650.00; 6.230;0.500;513.000
3660.00; 6.230;0.500;514.000
3670.00; 6.215;0.500;515.000
3680.00; 6.230;0.500;516.000
3690.00; 6.240;0.500;518.000
3700.00; 6.230;0.500;519.000
3710.00; 6.230;0.500;521.000
3720.00; 6.235;0.500;522.000
3730.00; 6.240;0.500;523.000
3740.00; 6.235;0.500;525.000
3750.00; 6.240;0.500;527.000
3760.00; 6.225;0.500;528.000
3770.00; 6.230;0.500;530.000
3780.00; 6.230;0.500;531.000
3790.00; 6.230;0.500;532.000
3800.00; 6.245;0.500;533.000
3810.00; 6.240;0.500;535.000
3820.00; 6.230;0.500;536.000
3830.00; 6.230;0.500;538.000
3840.00; 6.245;0.500;539.000
3850.00; 6.245;0.500;540.000
3860.00; 6.235;0.500;541.000
3870.00; 6.245;0.500;543.000
3880.00; 6.230;0.500;544.000
3890.00; 6.240;0.500;546.000
3900.00; 6.235;0.500;547.000
3910.00; 6.235;0.500;548.000
3920.00; 6.225;0.500;550.000
3930.00; 6.240;0.500;552.000
3940.00; 6.230;0.500;553.000
3950.00; 6.225;0.500;555.000
3960.00; 6.225;0.500;556.000
3970.00; 6.235;0.500;557.000
3980.00; 6.240;0.500;558.000
3990.00; 6.225;0.500;560.000
4000.00; 6.235;0.500;561.000
4010.00; 6.225;0.500;563.000
4020.00; 6.235;0.500;564.000
4030.00; 6.220;0.500;565.000
4040.00; 6.240;0.500;566.000
4050.00; 6.215;0.500;568.000
4060.00; 6.225;0.500;569.000
4070.00; 6.230;0.500;571.000
4080.00; 6.230;0.500;572.000
4090.00; 6.235;0.500;573.000
4100.00; 6.230;0.500;575.000
4110.00; 6.240;0.500;577.000
4120.00; 6.230;0.500;578.000
4130.00; 6.235;0.500;580.000
4140.00; 6.225;0.500;581.000
4150.00; 6.215;0.500;582.000
4160.00; 6.230;0.500;583.000
4170.00; 6.225;0.500;585.000
4180.00; 6.225;0.500;586.000
4190.00; 6.235;0.500;588.000
4200.00; 6.230;0.500;589.000
4210.00; 6.225;0.500;590.000
4220.00; 6.230;0.500;591.000
4230.00; 6.225;0.500;593.000
4240.00; 6.230;0.500;594.000
4250.00; 6.225;0.500;595.000
4260.00; 6.225;0.500;597.000
4270.00; 6.225;0.500;598.000
4280.00; 6.220;0.500;600.000
4290.00; 6.230;0.500;602.000
4300.00; 6.235;0.500;603.000
4310.00; 6.205;0.500;604.000
4320.00; 6.225;0.500;606.000
4330.00; 6.230;0.500;607.000
4340.00; 6.235;0.500;608.000
4350.00; 6.225;0.500;610.000
4360.00; 6.215;0.500;611.000
4370.00; 6.225;0.500;612.000
4380.00; 6.225;0.500;614.000
4390.00; 6.215;0.500;615.000
4400.00; 6.225;0.500;616.000
4410.00; 6.210;0.500;618.000
4420.00; 6.235;0.500;619.000
4430.00; 6.225;0.500;620.000
4440.00; 6.225;0.500;622.000
4450.00; 6.235;0.500;623.000
4460.00; 6.225;0.500;625.000
4470.00; 6.230;0.500;627.000
4480.00; 6.220;0.500;628.000
4490.00; 6.230;0.500;629.000
4500.00; 6.215;0.500;631.000
4510.00; 6.225;0.500;632.000
4520.00; 6.225;0.500;633.000
4530.00; 6.225;0.500;635.000
4540.00; 6.225;0.500;636.000
4550.00; 6.225;0.500;637.000
4560.00; 6.220;0.500;639.000
4570.00; 6.220;0.500;640.000
4580.00; 6.225;0.500;641.000
4590.00; 6.215;0.500;643.000
4600.00; 6.230;0.500;644.000
4610.00; 6.215;0.500;645.000
4620.00; 6.225;0.500;647.000
4630.00; 6.230;0.500;648.000
4640.00; 6.230;0.500;650.000
4650.00; 6.230;0.500;652.000
4660.00; 6.215;0.500;653.000
4670.00; 6.210;0.500;654.000
4680.00; 6.225;0.500;656.000
4690.00; 6.225;0.500;657.000
4700.00; 6.215;0.500;658.000
4710.00; 6.225;0.500;660.000
4720.00; 6.210;0.500;661.000
4730.00; 6.210;0.500;662.000
4740.00; 6.210;0.500;664.000
4750.00; 6.220;0.500;665.000
4760.00; 6.215;0.500;666.000
4770.00; 6.195;0.500;668.000
4780.00; 6.215;0.500;669.000
4790.00; 6.215;0.500;670.000
4800.00; 6.225;0.500;672.000
4810.00; 6.225;0.500;673.000
4820.00; 6.215;0.500;675.000
4830.00; 6.215;0.500;677.000
4840.00; 6.210;0.500;678.000
4850.00; 6.210;0.500;679.000
4860.00; 6.215;0.500;681.000
4870.00; 6.215;0.500;682.000
4880.00; 6.215;0.500;683.000
4890.00; 6.195;0.500;685.000
4900.00; 6.215;0.500;686.000
4910.00; 6.210;0.500;687.000
4920.00; 6.225;0.500;689.000
4930.00; 6.215;0.500;690.000
4940.00; 6.210;0.500;691.000
4950.00; 6.225;0.500;693.000
4960.00; 6.210;0.500;694.000
4970.00; 6.230;0.500;695.000
4980.00; 6.210;0.500;697.000
4990.00; 6.215;0.500;698.000
5000.00; 6.200;0.500;700.000
5010.00; 6.220;0.500;702.000
5020.00; 6.200;0.500;703.000
5030.00; 6.210;0.500;704.000
5040.00; 6.215;0.500;706.000
5050.00; 6.200;0.500;707.000
5060.00; 6.215;0.500;708.000
5070.00; 6.215;0.500;710.000
5080.00; 6.215;0.500;711.000
5090.00; 6.205;0.500;712.000
5100.00; 6.215;0.500;714.000
5110.00; 6.215;0.500;715.000
5120.00; 6.210;0.500;716.000
5130.00; 6.215;0.500;718.000
5140.00; 6.210;0.500;719.000
5150.00; 6.205;0.500;720.000
5160.00; 6.205;0.500;722.000
5170.00; 6.215;0.500;723.000
5180.00; 6.205;0.500;725.000
5190.00; 6.200;0.500;727.000
5200.00; 6.200;0.500;728.000
5210.00; 6.200;0.500;729.000
5220.00; 6.195;0.500;731.000
5230.00; 6.205;0.500;732.000
5240.00; 6.195;0.500;733.000
5250.00; 6.220;0.500;735.000
5260.00; 6.200;0.500;736.000
5270.00; 6.200;0.500;737.000
5280.00; 6.195;0.500;739.000
5290.00; 6.205;0.500;740.000
5300.00; 6.205;0.500;741.000
5310.00; 6.210;0.500;743.000
5320.00; 6.195;0.500;744.000
5330.00; 6.180;0.500;745.000
5340.00; 6.200;0.500;747.000
5350.00; 6.205;0.500;748.000
5360.00; 6.205;0.500;750.000
5370.00; 6.210;0.500;752.000
5380.00; 6.195;0.500;753.000
5390.00; 6.200;0.500;754.000
5400.00; 6.205;0.500;756.000
5410.00; 6.195;0.500;757.000
5420.00; 6.205;0.500;758.000
5430.00; 6.200;0.500;760.000
5440.00; 6.210;0.500;761.000
5450.00; 6.205;0.500;762.000
5460.00; 6.210;0.500;764.000
5470.00; 6.200;0.500;765.000
5480.00; 6.200;0.500;766.000
5490.00; 6.200;0.500;768.000
5500.00; 6.200;0.500;769.000
5510.00; 6.200;0.500;770.000
5520.00; 6.185;0.500;772.000
5530.00; 6.195;0.500;773.000
5540.00; 6.195;0.500;775.000
5550.00; 6.200;0.500;777.000
5560.00; 6.210;0.500;778.000
5570.00; 6.185;0.500;779.000
5580.00; 6.200;0.500;781.000
5590.00; 6.185;0.500;782.000
5600.00; 6.195;0.500;783.000
5610.00; 6.205;0.500;785.000
5620.00; 6.200;0.500;786.000
5630.00; 6.200;0.500;787.000
5640.00; 6.195;0.500;789.000
5650.00; 6.200;0.500;790.000
5660.00; 6.200;0.500;791.000
5670.00; 6.185;0.500;793.000
5680.00; 6.185;0.500;794.000
5690.00; 6.205;0.500;795.000
5700.00; 6.205;0.500;797.000
5710.00; 6.185;0.500;798.000
5720.00; 6.190;0.500;800.000
5730.00; 6.190;0.500;802.000
5740.00; 6.195;0.500;803.000
5750.00; 6.185;0.500;804.000
5760.00; 6.180;0.500;806.000
5770.00; 6.185;0.500;807.000
5780.00; 6.180;0.500;808.000
5790.00; 6.195;0.500;810.000
5800.00; 6.185;0.500;811.000
5810.00; 6.180;0.500;812.000
5820.00; 6.195;0.500;814.000
5830.00; 6.185;0.500;815.000
5840.00; 6.180;0.500;816.000
5850.00; 6.170;0.500;818.000
5860.00; 6.195;0.500;819.000
5870.00; 6.185;0.500;820.000
5880.00; 6.185;0.500;822.000
5890.00; 6.175;0.500;823.000
5900.00; 6.180;0.500;825.000
5910.00; 6.200;0.500;827.000
5920.00; 6.170;0.500;828.000
5930.00; 6.175;0.500;829.000
5940.00; 6.185;0.500;831.000
5950.00; 6.195;0.500;832.000
5960.00; 6.190;0.500;833.000
5970.00; 6.180;0.500;835.000
5980.00; 6.195;0.500;836.000
5990.00; 6.180;0.500;837.000
6000.00; 6.185;0.500;839.000
6010.00; 6.195;0.500;840.000
6020.00; 6.185;0.500;841.000
6030.00; 6.175;0.500;843.000
6040.00; 6.185;0.500;844.000
6050.00; 6.180;0.500;845.000
6060.00; 6.180;0.500;847.000
6070.00; 6.170;0.500;848.000
6080.00; 6.180;0.500;850.000
6090.00; 6.170;0.500;852.000
6100.00; 6.160;0.500;853.000
6110.00; 6.185;0.500;854.000
6120.00; 6.170;0.500;856.000
6130.00; 6.165;0.500;857.000
6140.00; 6.165;0.500;858.000
6150.00; 6.180;0.500;860.000
6160.00; 6.180;0.500;861.000
6170.00; 6.185;0.500;862.000
6180.00; 6.175;0.500;864.000
6190.00; 6.190;0.500;865.000
6200.00; 6.170;0.500;866.000
6210.00; 6.175;0.500;868.000
6220.00; 6.170;0.500;869.000
6230.00; 6.155;0.500;870.000
6240.00; 6.165;0.500;872.000
6250.00; 6.160;0.500;873.000
6260.00; 6.190;0.500;875.000
6270.00; 6.165;0.500;877.000
6280.00; 6.170;0.500;878.000
6290.00; 6.180;0.500;879.000
6300.00; 6.165;0.500;881.000
6310.00; 6.170;0.500;882.000
6320.00; 6.165;0.500;883.000
6330.00; 6.170;0.500;885.000
6340.00; 6.170;0.500;886.000
6350.00; 6.145;0.500;887.000
6360.00; 6.155;0.500;889.000
6370.00; 6.170;0.500;890.000
6380.00; 6.170;0.500;891.000
6390.00; 6.170;0.500;893.000
6400.00; 6.160;0.500;894.000
6410.00; 6.180;0.500;895.000
6420.00; 6.155;0.500;897.000
6430.00; 6.170;0.500;898.000
6440.00; 6.150;0.500;900.000
6450.00; 6.170;0.500;902.000
6460.00; 6.155;0.500;903.000
6470.00; 6.150;0.500;904.000
6480.00; 6.155;0.500;906.000
6490.00; 6.170;0.500;907.000
6500.00; 6.160;0.500;908.000
6510.00; 6.155;0.500;910.000
6520.00; 6.150;0.500;911.000
6530.00; 6.150;0.500;912.000
6540.00; 6.170;0.500;914.000
6550.00; 6.135;0.500;915.000
6560.00; 6.170;0.500;916.000
6570.00; 6.150;0.500;918.000
6580.00; 6.155;0.500;919.000
6590.00; 6.155;0.500;920.000
6600.00; 6.150;0.500;922.000
6610.00; 6.140;0.500;923.000
6620.00; 6.160;0.500;925.000
6630.00; 6.165;0.500;927.000
6640.00; 6.155;0.500;928.000
6650.00; 6.165;0.500;929.000
6660.00; 6.150;0.500;931.000
6670.00; 6.165;0.500;932.000
6680.00; 6.155;0.500;933.000
6690.00; 6.165;0.500;935.000
6700.00; 6.160;0.500;936.000
6710.00; 6.150;0.500;937.000
6720.00; 6.140;0.500;939.000
6730.00; 6.155;0.500;940.000
6740.00; 6.140;0.500;941.000
6750.00; 6.150;0.500;943.000
6760.00; 6.150;0.500;944.000
6770.00; 6.165;0.500;945.000
6780.00; 6.140;0.500;947.000
6790.00; 6.145;0.500;948.000
6800.00; 6.150;0.500;950.000
6810.00; 6.155;0.500;952.000
6820.00; 6.140;0.500;953.000
6830.00; 6.135;0.500;954.000
6840.00; 6.140;0.500;956.000
6850.00; 6.145;0.500;957.000
6860.00; 6.165;0.500;958.000
6870.00; 6.140;0.500;960.000
6880.00; 6.140;0.500;961.000
6890.00; 6.140;0.500;962.000
6900.00; 6.140;0.500;964.000
6910.00; 6.145;0.500;965.000
6920.00; 6.135;0.500;966.000
6930.00; 6.135;0.500;968.000
6940.00; 6.135;0.500;969.000
6950.00; 6.135;0.500;970.000
6960.00; 6.125;0.500;972.000
6970.00; 6.140;0.500;973.000
6980.00; 6.150;0.500;975.000
6990.00; 6.135;0.500;977.000
7000.00; 6.135;0.500;978.000
7010.00; 6.140;0.500;979.000
7020.00; 6.135;0.500;981.000
7030.00; 6.125;0.500;982.000
7040.00; 6.140;0.500;983.000
7050.00; 6.130;0.500;985.000
7060.00; 6.140;0.500;986.000
7070.00; 6.125;0.500;987.000
7080.00; 6.135;0.500;989.000
7090.00; 6.135;0.500;990.000
7100.00; 6.140;0.500;991.000
7110.00; 6.110;0.500;993.000
7120.00; 6.135;0.500;994.000
7130.00; 6.120;0.500;995.000
7140.00; 6.125;0.500;997.000
7150.00; 6.130;0.500;998.000
7160.00; 6.135;0.500;1000.000
7170.00; 6.120;0.500;1002.000
7180.00; 6.115;0.500;1003.000
7190.00; 6.115;0.500;1004.000
7200.00; 6.110;0.500;1006.000
7210.00; 6.125;0.500;1007.000
7220.00; 6.135;0.500;1008.000
7230.00; 6.120;0.500;1010.000
7240.00; 6.110;0.500;1011.000
7250.00; 6.110;0.500;1012.000
7260.00; 6.120;0.500;1014.000
7270.00; 6.115;0.500;1015.000
7280.00; 6.125;0.500;1016.000
7290.00; 6.110;0.500;1018.000
7300.00; 6.135;0.500;1019.000
7310.00; 6.120;0.500;1020.000
7320.00; 6.125;0.500;1022.000
7330.00; 6.110;0.500;1023.000
7340.00; 6.115;0.500;1025.000
7350.00; 6.105;0.500;1027.000
7360.00; 6.110;0.500;1028.000
7370.00; 6.120;0.500;1029.000
7380.00; 6.125;0.500;1031.000
7390.00; 6.110;0.500;1032.000
7400.00; 6.110;0.500;1033.000
7410.00; 6.095;0.500;1035.000
7420.00; 6.105;0.500;1036.000
7430.00; 6.115;0.500;1037.000
7440.00; 6.105;0.500;1039.000
7450.00; 6.105;0.500;1040.000
7460.00; 6.095;0.500;1041.000
7470.00; 6.105;0.500;1043.000
7480.00; 6.120;0.500;1044.000
7490.00; 6.100;0.500;1045.000
7500.00; 6.090;0.500;1047.000
7510.00; 6.105;0.500;1048.000
7520.00; 6.105;0.500;1050.000
7530.00; 6.100;0.500;1052.000
7540.00; 6.100;0.500;1053.000
7550.00; 6.110;0.500;1054.000
7560.00; 6.090;0.500;1056.000
7570.00; 6.105;0.500;1057.000
7580.00; 6.095;0.500;1058.000
7590.00; 6.095;0.500;1060.000
7600.00; 6.100;0.500;1061.000
7610.00; 6.110;0.500;1062.000
7620.00; 6.095;0.500;1064.000
7630.00; 6.080;0.500;1065.000
7640.00; 6.085;0.500;1066.000
7650.00; 6.090;0.500;1068.000
7660.00; 6.105;0.500;1069.000
7670.00; 6.100;0.500;1070.000
7680.00; 6.090;0.500;1072.000
7690.00; 6.085;0.500;1073.000
7700.00; 6.105;0.500;1075.000
7710.00; 6.085;0.500;1076.000
7720.00; 6.085;0.500;1078.000
7730.00; 6.090;0.500;1079.000
7740.00; 6.095;0.500;1081.000
